DEPTH,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VP
1640.0194,-999,0.1157,78.7234,76.2074,4717.8066,43.3845,35,2329.5393,8.3343,-999,4031.9467,14.425,0.1319,0.1328,2487.6074,2546.5109,16.0891,1.8143,1,-6575.5215,0.1498,1,107.8329,1640.0078,0.0763,3871.784
1640.1718,-999,0.1119,79.604,76.2066,4719.1896,42.8016,35,2329.7157,8.3343,-999,4032.2679,14.425,0.1362,0.1343,2538.535,2549.2232,16.441,1.8092,1,-6575.6729,0.1568,1,107.8362,1640.1328,0.0774,3828.9533
1640.3242,-999,0.1185,77.9392,76.2058,4720.5393,40.0087,35,2330.0684,8.3343,-999,4032.9137,14.4251,0.1285,0.131,2441.178,2551.0237,16.7939,1.8188,1,-6575.9766,0.1435,1,107.8396,1640.3828,0.0643,3910.7407
1640.4766,-999,0.116,78.4214,76.205,4721.4138,40.5686,35,2330.2447,8.3343,-999,4033.2361,14.4252,0.1306,0.1317,2470.597,2552.3888,17.1547,1.816,1,-6576.1279,0.1474,1,107.8429,1640.5078,0.0615,3886.6942
1640.629,-999,0.1156,85.1279,76.2042,4722.269,44.5644,35,2330.421,8.3343,-999,4033.5519,14.4252,0.1386,0.1583,2811.8404,2553.7027,17.5286,1.7792,1,-6576.2798,0.201,1,107.8462,1640.6328,0.0665,3580.4948
1640.7814,-999,0.129,88.8294,76.2034,4723.2815,40.1896,35,2330.5974,8.3343,-999,4033.8645,14.4252,0.1452,0.1798,2958.5502,2555.4341,17.9584,1.7603,1,-6576.4312,0.2306,1,107.8496,1640.7578,0.0773,3431.2964
1640.9338,-999,0.1613,99.8575,76.2026,4724.5933,39.7901,35,2330.7737,8.3343,-999,4034.168,14.4252,0.1649,0.2401,3277.1915,2557.9731,18.4461,1.7096,1,-6576.583,0.3189,0.9382,107.8529,1640.8828,0.0941,3052.3496
1641.0862,-999,0.2413,111.8843,76.2018,4726.2965,36.984,35,2331.1264,8.3343,-999,4034.758,14.4251,0.2402,0.3282,3496.5329,2560.8261,18.9976,1.6616,1,-6576.8862,0.4151,0.6216,107.8562,1641.1328,0.1475,2724.2428
1641.2386,-999,0.2591,118.2458,76.201,4727.1838,40.081,35,2331.3028,8.3343,-999,4035.0489,14.4251,0.2529,0.3625,3579.0857,2562.3035,19.6999,1.6388,1,-6577.0381,0.466,0.5624,107.8596,1641.2578,0.1765,2577.6814
1641.391,-999,0.2521,129.369,76.2002,4727.8362,41.6972,35,2331.4791,8.3343,-999,4035.3334,14.425,0.2406,0.4035,3687.1482,2563.1446,20.4198,1.6024,1,-6577.1895,0.555,0.5574,107.8629,1641.3828,0.197,2356.0513
1641.5434,-999,0.2211,132.1816,76.1994,4730.0196,50.405,35,2331.6555,8.3343,-999,4035.6164,14.4249,0.2052,0.3993,3709.1777,2567.9966,21.1763,1.5938,1,-6577.3413,0.5775,0.6065,107.8662,1641.5078,0.2049,2305.9185
1641.6958,-999,0.1087,132.0628,76.1986,4733.2722,61.2634,35,2332.0081,8.3343,-999,4036.1824,14.4247,0.0806,0.3426,3708.8313,2574.6278,22.0271,1.5942,1,-6577.6445,0.5765,1,107.8695,1641.7578,0.1937,2307.9929
1641.8482,-999,0.0782,131.138,76.1978,4735.913,57.3527,35,2332.1845,8.3342,-999,4036.4659,14.4246,0.0467,0.3237,3702.1297,2580.4798,22.7708,1.597,1,-6577.7964,0.5691,1,107.8729,1641.8828,0.1917,2324.2691
1642.0006,-999,0.0756,130.8224,76.197,4737.4851,56.1888,35,2332.3608,8.3342,-999,4036.7496,14.4246,0.0435,0.3211,3699.9772,2583.6176,23.0273,1.5979,1,-6577.9478,0.5666,1,107.8762,1642.0078,0.1952,2329.8762
1642.153,-999,0.0773,126.6761,76.1962,4739.0067,54.8654,35,2332.5372,8.3342,-999,4037.0356,14.4245,0.0454,0.3053,3666.0875,2586.631,23.2412,1.6109,1,-6578.0996,0.5334,1,107.8795,1642.1328,0.1998,2406.1366
1642.3054,-999,0.0924,122.7485,76.1954,4740.1051,51.372,35,2332.7135,8.3342,-999,4037.3238,14.4244,0.0625,0.2972,3629.6024,2588.5583,23.292,1.6236,1,-6578.2515,0.502,1,107.8829,1642.2578,0.2034,2483.1261
1642.4578,-999,0.1609,122.797,76.1947,4739.8026,50.9559,35,2333.0662,8.3342,-999,4037.9003,14.4243,0.1385,0.3316,3630.621,2586.0231,23.6153,1.6234,1,-6578.5547,0.5024,0.738,107.8862,1642.5078,0.2084,2482.1453
1642.6102,-999,0.1748,118.7313,76.1939,4740.1349,56.5854,35,2333.2426,8.3342,-999,4038.1909,14.4242,0.1543,0.3223,3587.6073,2585.9743,24.1751,1.6372,1,-6578.7061,0.4699,0.6782,107.8895,1642.6328,0.2116,2567.1411
1642.7626,-999,0.1771,114.1579,76.1931,4741.3227,60.5314,35,2333.4189,8.3342,-999,4038.4844,14.4242,0.1575,0.3052,3531.5294,2588.2106,24.8127,1.6533,1,-6578.8579,0.4333,0.6592,107.8929,1642.7578,0.213,2669.986
1642.915,-999,0.1691,101.7052,76.1923,4742.7973,59.626,35,2333.5953,8.3342,-999,4038.7866,14.4241,0.1536,0.2514,3321.8572,2591.1932,25.4527,1.7018,1,-6579.0098,0.3336,0.6646,107.8962,1642.8828,0.2103,2996.8969
1643.0674,-999,0.1471,88.3211,76.1915,4744.5833,56.2784,35,2333.7716,8.3342,-999,4039.0995,14.4242,0.1406,0.1868,2944.3025,2594.9431,26.131,1.7629,1,-6579.1611,0.2266,0.7007,107.8995,1643.0078,0.2045,3451.044
1643.2198,-999,0.1373,87.326,76.1907,4748.1953,54.441,35,2334.1243,8.3342,-999,4039.7272,14.4242,0.1308,0.1779,2906.9284,2602.5504,26.5058,1.7679,1,-6579.4648,0.2186,0.7358,107.9028,1643.2578,0.1987,3490.3694
1643.3722,-999,0.1527,83.017,76.1899,4752.8606,54.2055,35,2334.3006,8.3342,-999,4040.0451,14.4242,0.1568,0.1684,2721.4701,2613.7092,26.5011,1.7904,1,-6579.6162,0.1841,0.6651,107.9062,1643.3828,0.1922,3671.5372
1643.5246,-999,0.1568,80.5448,76.1891,4757.645,56.1868,35,2334.477,8.3342,-999,4040.3653,14.4243,0.1504,0.1606,2596.534,2625.2188,26.2357,1.8039,1,-6579.7681,0.1644,0.7,107.9095,1643.5078,0.1826,3784.2294
1643.677,-999,0.1476,81.8751,76.1883,4762.3442,54.3818,35,2334.6533,8.3342,-999,4040.6843,14.4243,0.1537,0.1613,2666.0215,2636.557,25.9395,1.7966,1,-6579.9194,0.175,0.6995,107.9128,1643.6328,0.1785,3722.7435
1643.8294,-999,0.1247,82.7182,76.1875,4766.2744,57.5822,35,2335.006,8.3342,-999,4041.3206,14.4244,0.1218,0.1532,2708.0844,2644.965,25.6282,1.792,1,-6580.2231,0.1817,0.7762,107.9162,1643.8828,0.2014,3684.7997
1643.9818,-999,0.1288,78.6995,76.1867,4769.6791,52.8417,35,2335.1824,8.3342,-999,4041.6427,14.4245,0.1247,0.1392,2493.4753,2652.7934,25.3235,1.8144,1,-6580.3745,0.1496,0.7533,107.9195,1644.0078,0.2116,3872.9598
1644.1342,-999,0.1388,76.3165,76.1859,4773.3452,52.8947,35,2335.3587,8.3342,-999,4041.9673,14.4245,0.1201,0.1347,2344.1043,2661.3005,24.8738,1.8284,1,-6580.5264,0.1305,0.7729,107.9228,1644.1328,0.2139,3993.8938
1644.2866,-999,0.1452,74.2855,76.1851,4777.3336,51.007,35,2335.5351,8.3342,-999,4042.2941,14.4246,0.1115,0.1297,2201.2232,2670.6754,24.2913,1.8408,1,-6580.6777,0.1143,0.8152,107.9261,1644.2578,0.2139,4103.0888
1644.439,-999,0.1433,74.3922,76.1843,4781.4732,49.348,35,2335.7114,8.3342,-999,4042.6208,14.4247,0.1113,0.1292,2209.3563,2680.4654,23.6469,1.8401,1,-6580.8296,0.1151,0.8255,107.9295,1644.3828,0.2146,4097.2037
1644.5914,-999,0.1278,77.1712,76.1835,4786.5873,52.0029,35,2336.0641,8.3342,-999,4043.2682,14.4248,0.1222,0.1326,2400.7773,2692.1223,23.034,1.8233,1,-6581.1328,0.1374,0.8091,107.9328,1644.6328,0.206,3949.66
1644.7438,-999,0.1238,76.8886,76.1827,4791.2809,51.0938,35,2336.2404,8.3341,-999,4043.5922,14.4248,0.1198,0.1295,2382.8323,2703.4918,22.3602,1.825,1,-6581.2847,0.1351,0.8451,107.9361,1644.7578,0.1982,3964.1767
1644.8962,-999,0.1237,76.6882,76.1819,4795.1167,43.6951,35,2336.4168,8.3341,-999,4043.9164,14.4249,0.1188,0.1286,2370.0102,2712.5408,22.0279,1.8262,1,-6581.436,0.1335,0.8721,107.9395,1644.8828,0.1895,3974.5358
1645.0486,-999,0.1231,77.5548,76.1811,4799.6011,44.0423,35,2336.5931,8.3341,-999,4044.2397,14.425,0.1239,0.1318,2425.7331,2723.3407,21.9228,1.8211,1,-6581.5879,0.1404,0.8638,107.9428,1645.0078,0.1837,3930.1242
1645.201,-999,0.1164,76.96,76.1804,4804.3427,40.0484,35,2336.9458,8.3341,-999,4044.8876,14.4251,0.1123,0.126,2388.3289,2734.0098,22.0786,1.8246,1,-6581.8911,0.1357,0.8642,107.9461,1645.2578,0.2073,3960.499
1645.3534,-999,0.1175,75.9277,76.1796,4807.7574,42.864,35,2337.1222,8.3341,-999,4045.2126,14.4251,0.1075,0.1224,2320.068,2741.9616,22.5509,1.8308,1,-6582.043,0.1274,0.8449,107.9495,1645.3828,0.2232,4014.3452
1645.5058,-999,0.1241,75.5734,76.1788,4810.3874,43.685,35,2337.2985,8.3341,-999,4045.538,14.4252,0.1118,0.1244,2295.9183,2747.8593,23.0024,1.8329,1,-6582.1943,0.1246,0.8246,107.9528,1645.5078,0.2203,4033.1651
1645.6582,-999,0.1327,77.0661,76.178,4813.6066,47.5676,35,2337.4748,8.3341,-999,4045.8618,14.4253,0.1228,0.1346,2395.8604,2755.3034,23.4753,1.824,1,-6582.3462,0.1365,0.797,107.9561,1645.6328,0.2072,3955.0464
1645.8106,-999,0.1371,79.3882,76.1772,4816.9282,44.5564,35,2337.6512,8.3341,-999,4046.1832,14.4253,0.1359,0.1461,2536.6945,2763.0397,23.9508,1.8105,1,-6582.498,0.1551,0.7567,107.9594,1645.7578,0.1982,3839.3615
1645.963,-999,0.1301,79.1592,76.1764,4819.8932,46.5458,35,2338.0039,8.3341,-999,4046.8266,14.4254,0.1293,0.1417,2523.9881,2769.0524,24.4155,1.8118,1,-6582.8013,0.1533,0.769,107.9628,1646.0078,0.2005,3850.4684
1646.1154,-999,0.1249,79.0403,76.1756,4821.9589,47.462,35,2338.1802,8.3341,-999,4047.1483,14.4255,0.1246,0.1386,2517.3448,2773.5113,24.8632,1.8125,1,-6582.9526,0.1523,0.7779,107.9661,1646.1328,0.2011,3856.2607
1646.2678,-999,0.12,78.2802,76.1748,4824.5306,48.182,35,2338.3566,8.3341,-999,4047.4709,14.4255,0.1196,0.1331,2472.5846,2779.2327,25.2974,1.8168,1,-6583.1045,0.1462,0.7927,107.9694,1646.2578,0.1996,3893.7049
1646.4202,-999,0.1146,76.8966,76.174,4827.3742,56.378,35,2338.5329,8.3341,-999,4047.7949,14.4256,0.1137,0.1249,2386.2676,2785.6657,25.7001,1.825,1,-6583.2563,0.1352,0.8184,107.9728,1646.3828,0.1949,3963.7643
1646.5726,-999,0.0989,77.9734,76.1732,4830.706,57.0903,35,2338.8856,8.3341,-999,4048.4406,14.4257,0.1063,0.1213,2454.58,2792.5952,26.1087,1.8186,1,-6583.5596,0.1438,0.8961,107.9761,1646.6328,0.1704,3909.0254
1646.725,-999,0.0864,81.2012,76.1724,4833.288,64.1417,35,2339.062,8.3341,-999,4048.7602,14.4257,0.0846,0.128,2637.4411,2798.4102,26.5234,1.8003,1,-6583.7109,0.1696,1,107.9794,1646.7578,0.1561,3753.6391
1646.8774,-999,0.0779,82.5137,76.1716,4835.6786,61.1162,35,2339.2383,8.3341,-999,4049.0786,14.4258,0.0727,0.129,2703.9714,2803.7009,26.8455,1.7931,1,-6583.8628,0.1801,1,107.9828,1646.8828,0.1492,3693.932
1647.0298,-999,0.08,80.6521,76.1708,4840.0687,70.7754,35,2339.4146,8.3341,-999,4049.3987,14.4258,0.0783,0.1226,2608.9064,2814.3424,26.977,1.8033,1,-6584.0146,0.1652,1,107.9861,1647.0078,0.1512,3779.1948
1647.1822,-999,0.0895,80.26,76.17,4845.8191,71.567,35,2339.591,8.3341,-999,4049.7193,14.4259,0.0903,0.1258,2587.934,2828.8195,26.9798,1.8055,1,-6584.166,0.1621,1,107.9894,1647.1328,0.1577,3797.6576
1647.3346,-999,0.1172,79.6147,76.1692,4851.5663,71.0946,35,2339.9437,8.3341,-999,4050.3616,14.426,0.1267,0.1371,2552.5361,2842.5396,26.6531,1.8092,1,-6584.4692,0.1569,0.7962,107.9927,1647.3828,0.1704,3828.4387
1647.487,-999,0.1285,77.7574,76.1684,4854.2996,66.742,35,2340.12,8.3341,-999,4050.6847,14.426,0.1266,0.1353,2442.8571,2848.8342,26.2944,1.8199,1,-6584.6211,0.1421,0.7851,107.9961,1647.5078,0.1797,3919.8842
1647.6394,-999,0.1309,77.6589,76.1676,4856.0219,65.5717,35,2340.2964,8.3341,-999,4051.0079,14.4261,0.1264,0.1361,2436.9665,2852.4346,25.9374,1.8205,1,-6584.7729,0.1413,0.7782,107.9994,1647.6328,0.1872,3924.856
1647.7918,-999,0.1298,79.0363,76.1669,4857.1585,61.3032,35,2340.4727,8.334,-999,4051.3297,14.4261,0.1319,0.141,2520.1298,2854.4985,25.5867,1.8125,1,-6584.9243,0.1523,0.7631,108.0027,1647.7578,0.1874,3856.4558
1647.9442,-999,0.1271,77.3093,76.1661,4857.5905,56.9446,35,2340.6491,8.334,-999,4051.6533,14.4262,0.1236,0.1328,2415.4387,2854.7277,25.2399,1.8225,1,-6585.0762,0.1385,0.8114,108.0061,1647.8828,0.1808,3942.6046
1648.0966,-999,0.1239,76.5559,76.1653,4858.52,53.5663,35,2341.0018,8.334,-999,4052.302,14.4263,0.1187,0.1282,2367.0648,2855.4544,24.847,1.827,1,-6585.3794,0.1324,0.8575,108.0094,1648.1328,0.1711,3981.4044
1648.249,-999,0.1307,79.441,76.1645,4861.5382,57.8959,35,2341.1781,8.334,-999,4052.6234,14.4264,0.1369,0.1431,2544.3289,2862.6089,24.4935,1.8102,1,-6585.5313,0.1555,0.7866,108.0127,1648.2578,0.1723,3836.8097
1648.4014,-999,0.132,80.9883,76.1637,4866.2585,54.8721,35,2341.3544,8.334,-999,4052.9432,14.4264,0.1408,0.15,2629.3817,2874.5112,24.1242,1.8015,1,-6585.6826,0.1679,0.7784,108.0161,1648.3828,0.1723,3763.5066
1648.5538,-999,0.1259,80.3417,76.1629,4869.9043,63.983,35,2341.5308,8.334,-999,4053.2636,14.4265,0.1357,0.1443,2594.9767,2883.2703,23.8861,1.8051,1,-6585.8345,0.1627,0.8096,108.0194,1648.5078,0.1674,3793.7957
1648.7062,-999,0.0989,81.1283,76.1621,4872.971,73.5224,35,2341.8835,8.334,-999,4053.903,14.4265,0.1015,0.134,2637.4308,2889.6414,23.88,1.8007,1,-6586.1377,0.169,0.9976,108.0227,1648.7578,0.1569,3757.012
1648.8586,-999,0.0983,81.703,76.1613,4875.6594,73.9767,35,2342.0598,8.334,-999,4054.2221,14.4266,0.0982,0.1359,2667.3583,2895.8343,23.88,1.7975,1,-6586.2896,0.1736,1,108.026,1648.8828,0.1615,3730.5852
1649.011,-999,0.1118,80.3558,76.1605,4879.0462,65.6749,35,2342.2362,8.334,-999,4054.5426,14.4266,0.1189,0.1373,2596.6716,2903.933,23.88,1.805,1,-6586.4409,0.1628,0.8803,108.0294,1649.0078,0.1681,3793.1301
1649.1634,-999,0.1211,79.4027,76.1597,4882.4528,55.6958,35,2342.4125,8.334,-999,4054.864,14.4267,0.1295,0.1382,2543.7815,2912.0633,24.0506,1.8104,1,-6586.5928,0.1552,0.8266,108.0327,1649.1328,0.1702,3838.6604
1649.3158,-999,0.1357,79.3166,76.1589,4885.3947,57.9025,35,2342.5889,8.334,-999,4055.1855,14.4267,0.1382,0.1451,2539.0956,2918.9124,24.2904,1.8109,1,-6586.7441,0.1545,0.7987,108.036,1649.2578,0.1645,3842.8274
1649.4682,-999,0.172,78.5487,76.1581,4888.6513,58.819,35,2342.9415,8.334,-999,4055.83,14.4268,0.1472,0.1602,2494.6226,2925.8081,24.4657,1.8153,1,-6587.0479,0.1484,0.807,108.0394,1649.5078,0.138,3880.3952
1649.6206,-999,0.1698,77.6426,76.1573,4892.0182,57.2132,35,2343.1179,8.334,-999,4056.1532,14.4269,0.1426,0.1555,2439.5589,2933.7992,24.4523,1.8206,1,-6587.1992,0.1411,0.8585,108.0427,1649.6328,0.1208,3925.68
1649.773,-999,0.1729,77.7431,76.1565,4895.0488,59.8572,35,2343.2942,8.334,-999,4056.4764,14.4269,0.1451,0.1574,2446.0557,2940.9158,24.2108,1.82,1,-6587.3511,0.1419,0.8834,108.046,1649.7578,0.105,3920.6052
1649.9254,-999,0.1729,79.6153,76.1557,4896.0991,66.4348,35,2343.4706,8.334,-999,4056.7975,14.427,0.1548,0.1649,2557.2563,2942.7916,23.9724,1.8092,1,-6587.5024,0.1569,0.8686,108.0494,1649.8828,0.0924,3828.4099
1650.0778,-999,0.1393,80.2118,76.1549,4896.5838,63.9517,35,2343.8233,8.334,-999,4057.4387,14.4271,0.1463,0.1505,2590.9026,2942.3707,23.4432,1.8058,1,-6587.8062,0.1617,0.9248,108.0527,1650.1328,0.0896,3799.9397
1650.2302,-999,0.121,79.981,76.1541,4895.8626,57.5764,35,2343.9996,8.334,-999,4057.7596,14.4271,0.14,0.1404,2578.4124,2939.5958,23.0308,1.8071,1,-6587.9575,0.1598,0.9439,108.056,1650.2578,0.0992,3810.9051
1650.3826,-999,0.1035,75.7945,76.1533,4894.617,63.2633,35,2344.176,8.334,-999,4058.0847,14.4272,0.111,0.1149,2319.7171,2935.4811,23.02,1.8316,1,-6588.1094,0.1264,1,108.0593,1650.3828,0.108,4021.4
1650.535,-999,0.0861,74.4811,76.1526,4893.0026,67.0058,35,2344.3523,8.334,-999,4058.4113,14.4273,0.0994,0.101,2226.3461,2930.4087,23.02,1.8396,1,-6588.2607,0.1158,1,108.0627,1650.5078,0.1095,4092.3134
1650.6874,-999,0.0718,84.775,76.1518,4891.3554,62.8483,35,2344.5287,8.3339,-999,4058.7275,14.4273,0.0705,0.135,2816.224,2925.2753,23.4681,1.781,1,-6588.4126,0.1982,1,108.066,1650.6328,0.106,3595.3996
1650.8398,-999,0.0579,102.2175,76.151,4890.4715,55.1455,35,2344.8813,8.3339,-999,4059.331,14.4273,0.0363,0.1978,3350.4469,2921.3132,24.1837,1.6996,1,-6588.7158,0.3377,1,108.0693,1650.8828,0.1298,2981.8769
1650.9922,-999,0.0541,99.5667,76.1502,4890.0485,49.5487,35,2345.0577,8.3339,-999,4059.6347,14.4272,0.0306,0.1853,3292.5783,2919.3548,24.9455,1.7108,1,-6588.8677,0.3165,1,108.0727,1651.0078,0.1485,3061.2645
1651.1446,-999,0.0498,87.7696,76.1494,4889.1333,47.8851,35,2345.234,8.3339,-999,4059.9482,14.4273,0.0309,0.136,2940.1019,2916.1259,25.5066,1.7656,1,-6589.019,0.2222,1,108.076,1651.1328,0.1563,3472.7286
1651.297,-999,0.0469,86.8134,76.1486,4887.7968,51.1376,35,2345.4104,8.3339,-999,4060.2625,14.4273,0.0283,0.1307,2902.9468,2911.801,25.6609,1.7705,1,-6589.1709,0.2145,1,108.0793,1651.2578,0.1562,3510.9787
1651.4494,-999,0.0654,83.7017,76.1478,4886.6799,49.7164,35,2345.7631,8.3339,-999,4060.8969,14.4274,0.0551,0.1275,2769.4783,2907.2281,25.415,1.7867,1,-6589.4741,0.1896,1,108.0826,1651.5078,0.1499,3641.5031
1651.6018,-999,0.0807,75.7247,76.147,4885.7912,47.9816,35,2345.9394,8.3339,-999,4061.2221,14.4274,0.0949,0.1032,2317.0823,2904.0694,25.3816,1.832,1,-6589.626,0.1258,1,108.086,1651.6328,0.1405,4025.1067
1651.7542,-999,0.0945,76.8997,76.1462,4885.042,52.509,35,2346.1158,8.3339,-999,4061.5461,14.4275,0.1126,0.1149,2396.0491,2901.2792,25.38,1.8249,1,-6589.7773,0.1352,0.9682,108.0893,1651.7578,0.1321,3963.6045
1651.9066,-999,0.1021,78.5263,76.1454,4884.2953,50.1658,35,2346.2921,8.3339,-999,4061.8684,14.4275,0.1224,0.1252,2497.656,2898.4918,25.6046,1.8154,1,-6589.9292,0.1482,0.9184,108.0926,1651.8828,0.1287,3881.5021
1652.059,-999,0.1065,80.802,76.1446,4883.6227,46.5377,35,2346.4684,8.3339,-999,4062.1884,14.4276,0.1205,0.1364,2626.3764,2895.8884,26.1154,1.8025,1,-6590.0811,0.1664,0.9162,108.096,1652.0078,0.13,3772.1839
1652.2114,-999,0.1061,86.2686,76.1438,4883.9407,51.9352,35,2346.8211,8.3339,-999,4062.818,14.4276,0.1047,0.1581,2882.8719,2895.0285,26.6378,1.7732,1,-6590.3843,0.2101,0.9641,108.0993,1652.2578,0.1422,3533.1511
1652.3638,-999,0.1271,104.9053,76.143,4885.7057,52.9912,35,2346.9975,8.3339,-999,4063.1178,14.4276,0.1105,0.2432,3406.9034,2898.71,26.9146,1.6886,1,-6590.5356,0.3592,0.885,108.1026,1652.3828,0.1599,2905.4776
1652.5162,-999,0.1553,121.8739,76.1422,4887.7561,54.9861,35,2347.1738,8.3339,-999,4063.4066,14.4275,0.1347,0.3252,3644.8822,2903.1432,26.9778,1.6265,1,-6590.6875,0.495,0.7348,108.106,1652.5078,0.1865,2500.9456
1652.6686,-999,0.1768,119.5874,76.1414,4890.9616,46.3204,35,2347.3502,8.3339,-999,4063.6967,14.4275,0.1564,0.3267,3620.6884,2910.5839,26.6839,1.6342,1,-6590.8394,0.4767,0.639,108.1093,1652.6328,0.2123,2548.7635
1652.821,-999,0.1886,112.4165,76.1406,4894.8839,48.3368,35,2347.7029,8.3339,-999,4064.286,14.4274,0.1703,0.304,3530.9214,2919.1682,26.1603,1.6597,1,-6591.1426,0.4193,0.6054,108.1126,1652.8828,0.2178,2711.3458
1652.9734,-999,0.1704,113.9649,76.1398,4898.2783,43.7009,35,2347.8792,8.3339,-999,4064.5797,14.4273,0.1506,0.3011,3552.6419,2927.1193,25.7009,1.654,1,-6591.2939,0.4317,0.6716,108.1159,1653.0078,0.2083,2674.5077
1653.1258,-999,0.1668,115.9046,76.1391,4901.5535,41.8968,35,2348.0556,8.3339,-999,4064.8721,14.4273,0.147,0.307,3578.1912,2934.7521,25.6909,1.647,1,-6591.4458,0.4472,0.6918,108.1193,1653.1328,0.2009,2629.7489
1653.2782,-999,0.1773,120.8873,76.1383,4905.6324,43.1672,35,2348.2319,8.3339,-999,4065.1614,14.4272,0.1584,0.3322,3636.199,2944.5505,26.1578,1.6298,1,-6591.5977,0.4871,0.6596,108.1226,1653.2578,0.196,2521.3567
1653.4306,-999,0.1887,120.8424,76.1375,4910.2666,37.5086,35,2348.4082,8.3339,-999,4065.4508,14.4272,0.1711,0.3377,3635.9952,2955.8815,26.3247,1.63,1,-6591.749,0.4867,0.6245,108.1259,1653.3828,0.1965,2522.2935
1653.583,-999,0.2029,120.0585,76.1367,4915.7438,39.047,35,2348.7609,8.3338,-999,4066.0305,14.427,0.1823,0.3417,3628.0636,2968.7706,26.5758,1.6326,1,-6592.0522,0.4805,0.5518,108.1293,1653.6328,0.2427,2538.7624
1653.7354,-999,0.2023,113.6271,76.1359,4920.9083,40.6445,35,2348.9373,8.3338,-999,4066.3244,14.427,0.1788,0.3156,3549.6815,2981.6062,27.0368,1.6552,1,-6592.2041,0.429,0.5606,108.1326,1653.7578,0.2788,2682.4587
1653.8878,-999,0.1987,111.7003,76.1351,4925.4036,36.9437,35,2349.1136,8.3338,-999,4066.6195,14.4269,0.173,0.3062,3522.7563,2992.578,27.3124,1.6623,1,-6592.356,0.4136,0.5773,108.1359,1653.8828,0.2997,2728.7304
1654.0402,-999,0.1955,110.219,76.1343,4930.0518,36.699,35,2349.29,8.3338,-999,4066.9156,14.4269,0.1697,0.2986,3500.8068,3003.9614,27.583,1.6679,1,-6592.5073,0.4018,0.5806,108.1393,1654.0078,0.299,2765.4034
1654.1926,-999,0.1922,112.6454,76.1335,4934.7552,35.8802,35,2349.4663,8.3338,-999,4067.2101,14.4269,0.1671,0.3067,3536.8813,3015.504,28.0891,1.6588,1,-6592.6592,0.4212,0.575,108.1426,1654.1328,0.2848,2705.8362
1654.345,-999,0.155,112.0299,76.1327,4939.5185,35.5734,35,2349.819,8.3338,-999,4067.7999,14.4268,0.1272,0.2856,3528.6244,3026.3926,28.3233,1.6611,1,-6592.9624,0.4162,0.6581,108.1459,1654.3828,0.2676,2720.7022
1654.4974,-999,0.1215,107.4368,76.1319,4944.1303,32.9912,35,2349.9954,8.3338,-999,4068.0979,14.4267,0.0913,0.2505,3456.7479,3037.6772,27.6316,1.6786,1,-6593.1143,0.3795,0.7795,108.1492,1654.5078,0.2599,2837.0167
1654.6498,-999,0.0949,103.5035,76.1311,4948.9804,31.383,35,2350.1717,8.3338,-999,4068.3987,14.4267,0.0634,0.2215,3384.6416,3049.6272,25.5815,1.6943,1,-6593.2656,0.348,0.943,108.1526,1654.6328,0.2487,2944.828
1654.8022,-999,0.0815,107.4181,76.1303,4953.9244,34.951,35,2350.348,8.3338,-999,4068.6967,14.4267,0.0492,0.2304,3456.978,3061.8444,22.5374,1.6787,1,-6593.4175,0.3793,1,108.1559,1654.7578,0.2351,2837.5106
1654.9546,-999,0.0807,105.6677,76.1295,4958.8015,38.71,35,2350.7007,8.3338,-999,4069.2952,14.4266,0.0518,0.223,3426.5987,3073.0241,20.8935,1.6856,1,-6593.7207,0.3653,1,108.1592,1655.0078,0.2065,2884.5144
1655.107,-999,0.0811,99.738,76.1287,4962.7894,37.3465,35,2350.8771,8.3338,-999,4069.5988,14.4266,0.0543,0.1995,3305.2893,3082.6265,20.4691,1.7101,1,-6593.8726,0.3179,1,108.1626,1655.1328,0.2021,3056.0067
1655.2594,-999,0.0783,96.8082,76.1279,4966.8341,36.5166,35,2351.0534,8.3338,-999,4069.9047,14.4266,0.0508,0.1864,3234.0439,3092.3892,20.9154,1.7229,1,-6594.0239,0.2945,1,108.1659,1655.2578,0.2126,3148.4936
1655.4118,-999,0.0775,110.3553,76.1271,4970.9547,36.9825,35,2351.2298,8.3338,-999,4070.2007,14.4266,0.0449,0.2402,3505.9041,3102.3578,21.5719,1.6674,1,-6594.1758,0.4028,1,108.1692,1655.3828,0.2301,2761.9879
1655.5642,-999,0.0836,111.2617,76.1263,4975.1091,38.7686,35,2351.4061,8.3338,-999,4070.4961,14.4265,0.0502,0.2468,3519.8578,3112.4539,21.5759,1.664,1,-6594.3271,0.4101,1,108.1726,1655.5078,0.2429,2739.4872
1655.7166,-999,0.1476,105.9168,76.1255,4979.5619,42.9592,35,2351.7588,8.3338,-999,4071.0942,14.4265,0.1233,0.2575,3432.7465,3122.6559,20.3377,1.6846,1,-6594.6309,0.3673,0.797,108.1759,1655.7578,0.2403,2877.7304
1655.869,-999,0.1916,97.553,76.1248,4983.3912,42.3607,35,2351.9351,8.3338,-999,4071.3995,14.4265,0.1803,0.246,3254.3489,3131.9915,19.2411,1.7196,1,-6594.7822,0.3004,0.6693,108.1792,1655.8828,0.2273,3124.4554
