DEPTH,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VP
2044.3366,-999,0.0711,78.1868,74.1001,6127.9818,39.6953,35,2900.0159,8.3231,-999,5058.5331,14.518,0.0961,0.1083,3221.0994,3214.6407,8.363,1.8174,1,-7066.1431,0.1455,1,116.6669,2044.3828,0.0593,3898.3562
2044.489,-999,0.0711,76.9856,74.0993,6130.02,36.7259,35,2900.1922,8.3231,-999,5058.857,14.5181,0.1014,0.1035,3133.9967,3220.0412,8.4716,1.8244,1,-7066.2949,0.1359,1,116.6702,2044.5078,0.0568,3959.182
2044.6414,-999,0.071,78.1664,74.0985,6132.0141,31.4963,35,2900.3685,8.3231,-999,5059.1796,14.5181,0.097,0.1082,3220.1749,3225.3341,8.5619,1.8175,1,-7066.4463,0.1453,1,116.6735,2044.6328,0.0562,3899.3736
2044.7938,-999,0.0757,82.3063,74.0977,6133.6662,32.5133,35,2900.5449,8.3231,-999,5059.4982,14.5181,0.0916,0.1271,3484.2152,3229.5624,8.6441,1.7942,1,-7066.5981,0.1785,1,116.6769,2044.7578,0.0574,3703.2402
2044.9462,-999,0.0871,82.8739,74.0969,6135.7142,33.4399,35,2900.8976,8.3231,-999,5060.1341,14.5182,0.1067,0.1351,3516.8443,3234.007,8.9535,1.7911,1,-7066.9014,0.183,1,116.6802,2045.0078,0.0556,3677.8769
2045.0986,-999,0.0825,83.2029,74.0961,6137.4004,34.2586,35,2901.0739,8.3231,-999,5060.4518,14.5182,0.0995,0.1341,3535.3462,3238.3427,9.2626,1.7894,1,-7067.0532,0.1856,1,116.6835,2045.1328,0.0549,3663.3339
2045.251,-999,0.0855,99.7635,74.0953,6138.9173,37.4589,35,2901.2503,8.3231,-999,5060.7554,14.5182,0.0799,0.2018,4176.0231,3242.0948,9.5459,1.71,1,-7067.2046,0.3181,1,116.6869,2045.2578,0.0581,3055.2256
2045.4034,-999,0.0977,110.4636,74.0945,6140.5727,33.0783,35,2901.4266,8.3231,-999,5061.0513,14.5182,0.0872,0.2507,4409.3038,3246.3163,9.7831,1.667,1,-7067.3564,0.4037,1,116.6902,2045.3828,0.0625,2759.28
2045.5558,-999,0.1087,99.1897,74.0938,6141.9958,32.9626,35,2901.603,8.3231,-999,5061.3553,14.5182,0.1075,0.2111,4161.1347,3249.7729,9.7897,1.7124,1,-7067.5078,0.3135,1,116.6935,2045.5078,0.0617,3072.8997
2045.7082,-999,0.1358,79.022,74.093,6144.0778,33.6438,35,2901.9557,8.323,-999,5061.9989,14.5182,0.14,0.144,3281.4694,3254.3838,9.8821,1.8126,1,-7067.8115,0.1522,1,116.6968,2045.7578,0.0488,3857.1537
2045.8606,-999,0.148,78.4992,74.0922,6145.9062,35.546,35,2902.132,8.323,-999,5062.3213,14.5183,0.1414,0.148,3245.9153,3259.2752,10.051,1.8156,1,-7067.9629,0.148,1,116.7002,2045.8828,0.0465,3882.8421
2046.013,-999,0.1476,78.3723,74.0914,6147.6668,34.8128,35,2902.3083,8.323,-999,5062.6437,14.5183,0.1406,0.1473,3237.3353,3263.9058,10.305,1.8163,1,-7068.1147,0.147,1,116.7035,2046.0078,0.0467,3889.1292
2046.1654,-999,0.1469,78.808,74.0906,6149.4282,32.6041,35,2902.4847,8.323,-999,5062.9657,14.5183,0.1425,0.1487,3267.7013,3268.5262,10.6197,1.8138,1,-7068.2661,0.1505,1,116.7068,2046.1328,0.0488,3867.6277
2046.3178,-999,0.1517,80.909,74.0898,6151.6908,30.0111,35,2902.661,8.323,-999,5063.2856,14.5184,0.1551,0.1595,3404.2194,3274.8975,10.9213,1.8019,1,-7068.418,0.1673,1,116.7102,2046.2578,0.0527,3767.1952
2046.4702,-999,0.151,80.1098,74.089,6154.3233,30.867,35,2903.0137,8.323,-999,5063.927,14.5184,0.1507,0.1559,3354.5363,3281.4674,10.929,1.8064,1,-7068.7212,0.1609,1,116.7135,2046.5078,0.0504,3804.7779
2046.6226,-999,0.147,79.1,74.0882,6156.3266,33.277,35,2903.1901,8.323,-999,5064.2487,14.5185,0.1443,0.1499,3288.4895,3286.9628,10.7435,1.8121,1,-7068.873,0.1528,1,116.7168,2046.6328,0.0442,3853.3502
2046.775,-999,0.1373,78.5572,74.0874,6158.2945,34.5634,35,2903.3664,8.323,-999,5064.571,14.5185,0.1381,0.1429,3251.6833,3292.332,10.5291,1.8152,1,-7069.0244,0.1485,1,116.7201,2046.7578,0.0439,3879.9754
2046.9274,-999,0.1221,78.3929,74.0866,6160.0054,49.0711,35,2903.5428,8.323,-999,5064.8934,14.5185,0.1324,0.1346,3240.5186,3296.8495,10.2783,1.8162,1,-7069.1763,0.1471,1,116.7235,2046.8828,0.0509,3888.1072
2047.0798,-999,0.0762,77.5698,74.0858,6161.6235,52.9198,35,2903.8955,8.323,-999,5065.54,14.5186,0.106,0.1084,3182.2754,3299.826,9.9406,1.821,1,-7069.4795,0.1406,1,116.7268,2047.1328,0.0604,3929.3643
2047.2322,-999,0.0657,76.4932,74.085,6164.2366,51.5627,35,2904.0718,8.323,-999,5065.8644,14.5187,0.0954,0.0988,3101.8863,3306.9615,9.4537,1.8274,1,-7069.6313,0.1319,1,116.7301,2047.2578,0.0544,3984.6679
2047.3846,-999,0.0724,75.2074,74.0842,6166.7316,52.7376,35,2904.2481,8.323,-999,5066.1902,14.5187,0.1021,0.097,2999.6709,3313.675,9.0875,1.8351,1,-7069.7827,0.1217,1,116.7335,2047.3828,0.0468,4052.7927
2047.537,-999,0.08,75.1565,74.0834,6169.0658,51.9242,35,2904.4245,8.323,-999,5066.5161,14.5188,0.1034,0.1006,2995.7187,3319.8983,8.7914,1.8354,1,-7069.9346,0.1213,1,116.7368,2047.5078,0.0405,4055.5374
2047.6894,-999,0.0897,76.0403,74.0826,6171.2807,53.3359,35,2904.6008,8.323,-999,5066.841,14.5188,0.111,0.109,3067.3398,3325.7774,8.5722,1.8301,1,-7070.0864,0.1283,1,116.7401,2047.6328,0.0382,4008.4008
2047.8418,-999,0.1089,76.6828,74.0818,6173.963,47.2279,35,2904.9535,8.323,-999,5067.4894,14.5189,0.1192,0.1212,3117.6239,3332.1585,8.401,1.8262,1,-7070.3896,0.1335,1,116.7435,2047.8828,0.0464,3974.8157
2047.9942,-999,0.1028,76.298,74.081,6176.7516,45.9397,35,2905.1299,8.323,-999,5067.8141,14.5189,0.1153,0.1166,3088.2257,3340.0125,8.2368,1.8285,1,-7070.541,0.1304,1,116.7468,2048.0078,0.0502,3994.8623
2048.1466,-999,0.0995,75.6448,74.0802,6179.8879,44.4236,35,2905.3062,8.323,-999,5068.1394,14.519,0.1108,0.1123,3036.7505,3349.0456,8.0727,1.8325,1,-7070.6929,0.1252,1,116.7501,2048.1328,0.0504,4029.3583
2048.299,-999,0.1013,75.3454,74.0795,6182.5496,44.7263,35,2905.4826,8.323,-999,5068.465,14.519,0.1096,0.112,3012.6876,3356.5779,8.0513,1.8343,1,-7070.8447,0.1228,1,116.7534,2048.2578,0.0482,4045.3697
2048.4514,-999,0.0746,74.8367,74.0787,6184.4092,42.024,35,2905.8352,8.323,-999,5069.1174,14.5191,0.1003,0.0966,2970.909,3360.3052,8.05,1.8374,1,-7071.1479,0.1187,1,116.7568,2048.5078,0.0427,4072.868
2048.6038,-999,0.0633,75.0849,74.0779,6185.972,43.0283,35,2906.0116,8.323,-999,5069.4434,14.5192,0.0954,0.092,2991.8968,3364.1499,8.05,1.8359,1,-7071.2993,0.1207,1,116.7601,2048.6328,0.0443,4059.4048
2048.7562,-999,0.0639,74.9843,74.0771,6187.9462,40.7654,35,2906.1879,8.323,-999,5069.7694,14.5192,0.0956,0.0919,2983.7726,3369.3627,8.0871,1.8365,1,-7071.4512,0.1199,1,116.7634,2048.7578,0.0481,4064.8509
2048.9086,-999,0.0758,72.9863,74.0763,6189.8847,38.7497,35,2906.3643,8.323,-999,5070.0977,14.5193,0.0894,0.0898,2807.9699,3374.4625,8.2454,1.8489,1,-7071.603,0.1039,1,116.7668,2048.8828,0.0508,4176.1262
2049.061,-999,0.0925,71.9275,74.0755,6191.9245,38.7782,35,2906.5406,8.323,-999,5070.4271,14.5193,0.0878,0.094,2706.8322,3379.883,8.4195,1.8557,1,-7071.7544,0.0954,1,116.7701,2049.0078,0.0507,4237.6004
2049.2134,-999,0.0913,73.0331,74.0747,6194.4148,41.6332,35,2906.8933,8.323,-999,5071.0835,14.5194,0.0936,0.0978,2812.9703,3385.688,8.7189,1.8486,1,-7072.0576,0.1043,1,116.7734,2049.2578,0.052,4173.4501
2049.3658,-999,0.0757,73.7185,74.0739,6196.3204,43.9695,35,2907.0697,8.323,-999,5071.4109,14.5195,0.0936,0.0927,2875.6159,3390.6756,9.0213,1.8443,1,-7072.2095,0.1097,1,116.7768,2049.3828,0.0525,4134.6473
2049.5182,-999,0.0485,73.3647,74.0731,6197.778,43.247,35,2907.246,8.323,-999,5071.7388,14.5195,0.0795,0.0777,2843.9385,3394.1807,9.301,1.8465,1,-7072.3613,0.1069,1,116.7801,2049.5078,0.0494,4154.5866
2049.6706,-999,0.0216,73.1867,74.0723,6198.9866,45.6108,35,2907.4224,8.323,-999,5072.0668,14.5196,0.0409,0.0635,2827.8869,3396.8611,9.5691,1.8477,1,-7072.5127,0.1055,1,116.7834,2049.6328,0.0449,4164.6911
2049.823,-999,0.024,79.2038,74.0715,6200.3513,45.4426,35,2907.775,8.323,-999,5072.71,14.5197,0.0299,0.0888,3301.9471,3398.9042,9.7677,1.8115,1,-7072.8159,0.1536,1,116.7867,2049.8828,0.0496,3848.3002
2049.9754,-999,0.0373,85.903,74.0707,6201.1915,39.555,35,2907.9514,8.323,-999,5073.0252,14.5197,0.0361,0.1223,3685.0319,3400.3639,9.9648,1.7751,1,-7072.9678,0.2072,1,116.7901,2050.0078,0.0522,3548.1881
2050.1278,-999,0.0467,100.97,74.0699,6202.3312,42.7182,35,2908.1277,8.3229,-999,5073.3278,14.5197,0.0351,0.1872,4218.563,3402.8159,10.0947,1.7048,1,-7073.1196,0.3278,1,116.7934,2050.1328,0.0479,3018.7184
2050.2802,-999,0.053,100.0359,74.0691,6203.3368,44.044,35,2908.3041,8.3229,-999,5073.6312,14.5196,0.0437,0.1866,4194.6743,3404.8371,10.1981,1.7088,1,-7073.271,0.3203,1,116.7967,2050.2578,0.0436,3046.9062
2050.4326,-999,0.0586,93.1968,74.0683,6203.8573,43.727,35,2908.4804,8.3229,-999,5073.94,14.5196,0.0556,0.1621,3986.9018,3405.2539,10.3295,1.7393,1,-7073.4229,0.2656,1,116.8001,2050.3828,0.045,3270.4986
2050.585,-999,0.0936,93.754,74.0675,6204.5574,45.4231,35,2908.8331,8.3229,-999,5074.5566,14.5196,0.0978,0.1818,4006.6892,3405.172,10.5244,1.7367,1,-7073.7261,0.27,1,116.8034,2050.6328,0.0448,3251.0613
2050.7374,-999,0.1241,96.5947,74.0667,6204.3125,46.0338,35,2909.0095,8.3229,-999,5074.8627,14.5196,0.1333,0.2084,4098.4376,3403.0185,10.5291,1.7238,1,-7073.8779,0.2928,1,116.8067,2050.7578,0.0388,3155.4526
2050.8898,-999,0.1379,96.8229,74.066,6203.585,48.6397,35,2909.1858,8.3229,-999,5075.1685,14.5196,0.1508,0.2162,4105.6044,3399.1772,10.3656,1.7228,1,-7074.0293,0.2946,1,116.8101,2050.8828,0.0359,3148.0156
2051.0422,-999,0.1393,95.8769,74.0652,6202.6217,46.0662,35,2909.3622,8.3229,-999,5075.4752,14.5196,0.154,0.2131,4076.8994,3394.5197,10.1047,1.727,1,-7074.1812,0.287,1,116.8134,2051.0078,0.0366,3179.0765
2051.1946,-999,0.1282,95.5874,74.0644,6202.0879,41.5498,35,2909.5385,8.3229,-999,5075.782,14.5196,0.1402,0.2064,4068.0775,3391.3832,9.6344,1.7283,1,-7074.3325,0.2847,1,116.8167,2051.1328,0.0372,3188.7048
2051.347,-999,0.0681,92.7041,74.0636,6202.4708,39.2976,35,2909.8912,8.3229,-999,5076.4004,14.5196,0.0676,0.1649,3971.6158,3390.1672,8.9524,1.7416,1,-7074.6362,0.2616,1,116.82,2051.3828,0.0455,3287.8805
2051.4994,-999,0.0637,90.0342,74.0628,6203.0806,36.3272,35,2910.0675,8.3229,-999,5076.7119,14.5196,0.064,0.152,3870.6627,3390.884,8.5905,1.7544,1,-7074.7876,0.2403,1,116.8234,2051.5078,0.0512,3385.3802
2051.6518,-999,0.0715,91.6829,74.062,6204.8658,37.5814,35,2910.2439,8.3229,-999,5077.0219,14.5196,0.0716,0.1625,3934.8398,3395.7335,8.3279,1.7465,1,-7074.9395,0.2535,1,116.8267,2051.6328,0.0524,3324.5022
2051.8042,-999,0.0811,97.187,74.0612,6206.8413,35.2003,35,2910.4202,8.3229,-999,5077.3275,14.5196,0.0784,0.1893,4118.3956,3401.2645,8.2529,1.7212,1,-7075.0908,0.2975,1,116.83,2051.7578,0.0485,3136.2219
2051.9566,-999,0.0837,94.6065,74.0604,6208.9956,33.386,35,2910.7729,8.3229,-999,5077.9428,14.5196,0.0832,0.1803,4038.2907,3406.2498,8.2095,1.7328,1,-7075.3945,0.2769,1,116.8334,2052.0078,0.0532,3221.7659
2052.109,-999,0.0767,86.5114,74.0596,6210.5177,35.6315,35,2910.9493,8.3229,-999,5078.2573,14.5196,0.0829,0.1444,3718.5525,3410.3144,8.1747,1.772,1,-7075.5459,0.2121,1,116.8367,2052.1328,0.0641,3523.2351
2052.2614,-999,0.0715,83.8785,74.0588,6211.5223,32.7391,35,2911.1256,8.3229,-999,5078.5744,14.5196,0.0798,0.1312,3586.7183,3412.4751,8.2531,1.7857,1,-7075.6978,0.191,1,116.84,2052.2578,0.0686,3633.8275
2052.4138,-999,0.068,84.8533,74.058,6211.0134,40.8576,35,2911.3019,8.3229,-999,5078.8905,14.5197,0.0746,0.1334,3637.8151,3409.3455,8.3352,1.7806,1,-7075.8491,0.1988,1,116.8434,2052.3828,0.0635,3592.0819
2052.5662,-999,0.0659,85.2887,74.0572,6209.3523,33.1581,35,2911.4783,8.3229,-999,5079.2062,14.5197,0.0724,0.1341,3660.0428,3402.4406,8.1455,1.7783,1,-7076.001,0.2023,1,116.8467,2052.5078,0.0574,3573.7442
2052.7186,-999,0.0717,83.8017,74.0564,6207.8707,32.6242,35,2911.831,8.3229,-999,5079.8404,14.5197,0.0823,0.1311,3583.6364,3395.0184,7.8116,1.7862,1,-7076.3042,0.1904,1,116.85,2052.7578,0.0598,3637.1577
2052.871,-999,0.0764,81.1689,74.0556,6206.0011,34.6742,35,2912.0073,8.3229,-999,5080.1601,14.5197,0.0947,0.1229,3433.5338,3387.4015,7.5479,1.8005,1,-7076.4561,0.1694,1,116.8533,2052.8828,0.06,3755.1328
2053.0234,-999,0.0781,79.7469,74.0548,6204.2156,37.184,35,2912.1837,8.3229,-999,5080.4811,14.5198,0.1018,0.1181,3344.1298,3380.054,7.4543,1.8084,1,-7076.6074,0.158,1,116.8567,2053.0078,0.0582,3822.0921
2053.1758,-999,0.0762,79.533,74.054,6202.7035,40.6889,35,2912.36,8.3229,-999,5080.8024,14.5198,0.1002,0.1162,3330.3432,3373.6099,7.3085,1.8097,1,-7076.7593,0.1563,1,116.86,2053.1328,0.0562,3832.3715
2053.3282,-999,0.0673,80.207,74.0532,6202.3456,37.9176,35,2912.7127,8.3229,-999,5081.4436,14.5199,0.0869,0.1145,3374.5711,3369.9149,7.2308,1.8058,1,-7077.0625,0.1617,1,116.8633,2053.3828,0.05,3800.1671
2053.4806,-999,0.0607,82.725,74.0524,6201.9881,33.894,35,2912.8891,8.3229,-999,5081.7617,14.5199,0.072,0.1213,3526.0039,3367.365,7.2108,1.7919,1,-7077.2144,0.1818,1,116.8667,2053.5078,0.0495,3684.4968
2053.633,-999,0.0603,83.6309,74.0517,6202.0623,31.9876,35,2913.0654,8.3229,-999,5082.079,14.5199,0.0698,0.1247,3576.2826,3366.2732,7.4062,1.7871,1,-7077.3657,0.189,1,116.87,2053.6328,0.049,3644.5859
2053.7854,-999,0.0689,81.944,74.0509,6202.482,31.2131,35,2913.2417,8.3229,-999,5082.3979,14.52,0.0853,0.1222,3481.6253,3366.3501,7.9407,1.7962,1,-7077.5176,0.1756,1,116.8733,2053.7578,0.0476,3719.6134
2053.9378,-999,0.0821,77.8691,74.0501,6202.6302,35.235,35,2913.4181,8.3229,-999,5082.7208,14.52,0.1143,0.1125,3217.196,3365.523,8.8516,1.8192,1,-7077.6694,0.143,1,116.8767,2053.8828,0.0492,3914.2612
2054.0902,-999,0.1093,77.5038,74.0493,6201.715,36.462,35,2913.7708,8.3229,-999,5083.3676,14.5201,0.1235,0.1246,3191.1442,3360.0008,9.8906,1.8214,1,-7077.9727,0.14,1,116.88,2054.1328,0.0682,3932.7104
2054.2426,-999,0.1085,78.5753,74.0485,6199.9578,34.5013,35,2913.9471,8.3229,-999,5083.6898,14.5201,0.1293,0.1286,3267.7624,3352.7091,11.0577,1.8151,1,-7078.124,0.1486,1,116.8833,2054.2578,0.0794,3879.0816
2054.395,-999,0.0942,79.0081,74.0477,6197.5075,35.4231,35,2914.1235,8.3229,-999,5084.0116,14.5201,0.1207,0.1231,3297.7013,3342.9285,12.3562,1.8126,1,-7078.2759,0.1521,1,116.8866,2054.3828,0.0872,3857.8323
2054.5474,-999,0.0747,79.5814,74.0469,6194.5978,36.2887,35,2914.2998,8.3229,-999,5084.3328,14.5202,0.0885,0.1157,3336.2901,3332.0876,13.8029,1.8094,1,-7078.4277,0.1567,1,116.89,2054.5078,0.0909,3830.0407
2054.6998,-999,0.0595,78.6441,74.0461,6191.9742,30.7029,35,2914.6525,8.3228,-999,5084.9772,14.5202,0.0688,0.1043,3273.5006,3321.2334,15.4122,1.8147,1,-7078.731,0.1492,1,116.8933,2054.7578,0.0934,3875.6881
2054.8522,-999,0.0639,78.444,74.0453,6189.5564,31.6779,35,2914.8288,8.3228,-999,5085.2996,14.5203,0.0751,0.1057,3259.861,3312.0909,17.1993,1.8159,1,-7078.8823,0.1476,1,116.8966,2054.8828,0.0947,3885.5744
2055.0046,-999,0.0771,78.1517,74.0445,6188.0147,30.4766,35,2915.0052,8.3228,-999,5085.6223,14.5203,0.0968,0.1111,3239.5596,3305.3951,18.7685,1.8176,1,-7079.0342,0.1452,1,116.9,2055.0078,0.0889,3900.1071
2055.157,-999,0.0868,79.2084,74.0437,6186.5112,32.7944,35,2915.1815,8.3228,-999,5085.9439,14.5204,0.111,0.1202,3312.722,3298.8199,19.144,1.8115,1,-7079.186,0.1537,1,116.9033,2055.1328,0.0784,3848.0767
2055.3094,-999,0.0818,79.8279,74.0429,6185.4878,33.1483,35,2915.3579,8.3228,-999,5086.2649,14.5204,0.1031,0.1202,3353.9467,3293.9537,18.8506,1.808,1,-7079.3374,0.1586,1,116.9066,2055.2578,0.0723,3818.2139
2055.4618,-999,0.0711,79.5808,74.0421,6185.0562,34.7145,35,2915.7106,8.3228,-999,5086.9073,14.5205,0.0852,0.1139,3338.2253,3289.976,17.9794,1.8094,1,-7079.6406,0.1566,1,116.9099,2055.5078,0.0838,3830.0696
2055.6142,-999,0.0655,78.5571,74.0413,6184.9399,35.3807,35,2915.8869,8.3228,-999,5087.2296,14.5205,0.0785,0.107,3269.2264,3288.2849,16.4162,1.8152,1,-7079.7925,0.1485,1,116.9133,2055.6328,0.0897,3879.9803
2055.7666,-999,0.0619,78.8112,74.0405,6186.2643,31.3151,35,2916.0633,8.3228,-999,5087.5516,14.5205,0.072,0.1062,3287.0136,3291.3086,14.2974,1.8138,1,-7079.9443,0.1505,1,116.9166,2055.7578,0.0923,3867.4706
2055.919,-999,0.0605,78.7707,74.0397,6188.283,29.4434,35,2916.2396,8.3228,-999,5087.8736,14.5206,0.07,0.1053,3284.494,3296.5576,12.4561,1.814,1,-7080.0957,0.1502,1,116.9199,2055.8828,0.0935,3869.4591
2056.0714,-999,0.0793,76.9419,74.0389,6190.6749,31.533,35,2916.5923,8.3228,-999,5088.5215,14.5207,0.1049,0.1074,3153.2691,3301.9395,10.835,1.8247,1,-7080.3989,0.1355,1,116.9233,2056.1328,0.0883,3961.4306
2056.2238,-999,0.0932,77.5921,74.0382,6192.2251,31.1778,35,2916.7686,8.3228,-999,5088.8448,14.5207,0.1202,0.117,3201.7695,3305.7368,9.4174,1.8209,1,-7080.5508,0.1407,1,116.9266,2056.2578,0.0843,3928.235
2056.3762,-999,0.0949,98.0009,74.0374,6193.7815,27.5299,35,2916.945,8.3228,-999,5089.1497,14.5207,0.0886,0.1995,4152.5301,3309.5735,8.1808,1.7176,1,-7080.7026,0.304,1,116.9299,2056.3828,0.0826,3110.1755
2056.5286,-999,0.0941,101.7962,74.0366,6195.3604,32.2757,35,2917.1213,8.3228,-999,5089.4518,14.5207,0.0849,0.2143,4253.7142,3313.5074,7.0975,1.7014,1,-7080.854,0.3344,1,116.9333,2056.5078,0.0833,2994.2179
2056.681,-999,0.0881,98.8535,74.0358,6197.1516,36.1787,35,2917.2977,8.3228,-999,5089.7561,14.5206,0.0798,0.1994,4177.1149,3318.1646,6.1835,1.7139,1,-7081.0059,0.3108,1,116.9366,2056.6328,0.0831,3083.3506
2056.8334,-999,0.0689,95.146,74.035,6199.0283,35.6461,35,2917.6504,8.3228,-999,5090.3705,14.5206,0.0609,0.1751,4066.7406,3321.9752,5.3818,1.7303,1,-7081.3091,0.2812,1,116.9399,2056.8828,0.0772,3203.4978
2056.9858,-999,0.0783,92.0242,74.0342,6200.3045,32.8396,35,2917.8267,8.3228,-999,5090.6802,14.5206,0.0753,0.1673,3959.2674,3324.9209,4.76,1.7448,1,-7081.4609,0.2562,1,116.9432,2057.0078,0.0761,3312.1722
2057.1382,-999,0.0919,92.48,74.0334,6201.5093,35.6959,35,2918.0031,8.3228,-999,5090.9896,14.5206,0.0908,0.1759,3976.1911,3327.6317,4.3389,1.7427,1,-7081.6123,0.2598,1,116.9466,2057.1328,0.0792,3295.8478
2057.2906,-999,0.1023,93.0666,74.0326,6202.6552,35.0236,35,2918.1794,8.3228,-999,5091.2985,14.5206,0.1022,0.1834,3997.4156,3330.1605,4.0497,1.7399,1,-7081.7642,0.2645,1,116.9499,2057.2578,0.0836,3275.074
2057.443,-999,0.1065,87.7703,74.0318,6203.6981,35.7491,35,2918.3558,8.3228,-999,5091.612,14.5206,0.1152,0.1643,3787.4755,3332.3573,3.595,1.7656,1,-7081.9155,0.2222,1,116.9532,2057.3828,0.0856,3472.7009
2057.5954,-999,0.1012,83.4317,74.031,6205.1451,37.2263,35,2918.7084,8.3228,-999,5092.2469,14.5207,0.1164,0.1443,3573.7464,3334.7855,3.4935,1.7881,1,-7082.2192,0.1875,1,116.9566,2057.6328,0.0899,3653.2877
2057.7478,-999,0.0977,84.9169,74.0302,6206.0643,37.3717,35,2918.8848,8.3228,-999,5092.5629,14.5207,0.1073,0.1485,3652.3067,3336.572,3.3741,1.7803,1,-7082.3706,0.1993,1,116.9599,2057.7578,0.0927,3589.3915
2057.9002,-999,0.0943,85.9928,74.0294,6206.4759,34.1936,35,2919.0611,8.3228,-999,5092.878,14.5207,0.1012,0.1511,3705.9637,3336.626,3.2394,1.7747,1,-7082.5225,0.2079,1,116.9632,2057.8828,0.0906,3544.4828
2058.0526,-999,0.0895,86.1477,74.0286,6207.023,37.9962,35,2919.2375,8.3228,-999,5093.1929,14.5207,0.0959,0.1494,3713.703,3337.1404,3.1429,1.7739,1,-7082.6738,0.2092,1,116.9666,2058.0078,0.0848,3538.1095
2058.205,-999,0.0778,88.1538,74.0278,6208.5735,33.6633,35,2919.5902,8.3228,-999,5093.8191,14.5208,0.0782,0.1515,3806.2602,3339.9309,3.1434,1.7637,1,-7082.9775,0.2252,1,116.9699,2058.2578,0.0819,3457.5934
2058.3574,-999,0.071,88.3917,74.027,6210.1273,36.6087,35,2919.7665,8.3228,-999,5094.1321,14.5208,0.0696,0.1491,3816.9021,3343.9144,3.2074,1.7625,1,-7083.1289,0.2271,1,116.9732,2058.3828,0.0808,3448.2876
2058.5098,-999,0.0667,86.6589,74.0262,6211.3171,35.2027,35,2919.9429,8.3228,-999,5094.4465,14.5208,0.0671,0.14,3739.0148,3346.628,3.3529,1.7712,1,-7083.2808,0.2133,1,116.9765,2058.5078,0.078,3517.2383
2058.6622,-999,0.0653,84.08,74.0254,6212.1867,34.1383,35,2920.1192,8.3228,-999,5094.7633,14.5208,0.0693,0.129,3610.6977,3348.2376,3.5013,1.7847,1,-7083.4321,0.1926,1,116.9799,2058.6328,0.0776,3625.1189
2058.8146,-999,0.0665,81.7073,74.0246,6213.2279,32.9716,35,2920.2955,8.3228,-999,5095.0825,14.5208,0.0744,0.1201,3477.8845,3350.4387,3.6316,1.7975,1,-7083.584,0.1737,1,116.9832,2058.7578,0.0816,3730.3888
2058.967,-999,0.0729,81.1,74.0239,6215.4092,32.7975,35,2920.6482,8.3228,-999,5095.7219,14.5209,0.0837,0.1209,3441.7563,3355.3443,3.7328,1.8008,1,-7083.8872,0.1688,1,116.9865,2059.0078,0.0848,3758.3231
2059.1194,-999,0.0789,82.3047,74.0231,6216.0851,32.6564,35,2920.8246,8.3227,-999,5096.0404,14.5209,0.0905,0.1287,3513.5921,3356.2885,3.7675,1.7942,1,-7084.0391,0.1784,1,116.9899,2059.1328,0.0797,3703.3122
2059.2718,-999,0.0866,83.5725,74.0223,6215.7253,31.697,35,2921.0009,8.3227,-999,5096.3577,14.5209,0.0994,0.1376,3584.7906,3353.8474,3.7698,1.7874,1,-7084.1904,0.1886,1,116.9932,2059.2578,0.0749,3647.1327
2059.4242,-999,0.1017,82.0838,74.0215,6214.1441,31.9593,35,2921.1773,8.3227,-999,5096.6765,14.521,0.1258,0.1392,3501.3128,3347.5486,3.7464,1.7954,1,-7084.3423,0.1767,1,116.9965,2059.3828,0.0726,3713.2784
2059.5766,-999,0.137,79.3899,74.0207,6212.9162,29.3888,35,2921.53,8.3227,-999,5097.3193,14.521,0.1415,0.1461,3333.8,3341.3447,3.7471,1.8105,1,-7084.6455,0.1551,1,116.9999,2059.6328,0.078,3839.2793
2059.729,-999,0.1326,78.2587,74.0199,6211.7355,28.2019,35,2921.7063,8.3227,-999,5097.6419,14.5211,0.1338,0.1393,3256.4743,3336.3014,3.8052,1.817,1,-7084.7974,0.1461,1,117.0032,2059.7578,0.0816,3894.7746
2059.8814,-999,0.1231,74.4185,74.0191,6210.5477,30.9891,35,2921.8827,8.3227,-999,5097.9686,14.5211,0.11,0.1192,2956.7328,3331.2386,3.9225,1.84,1,-7084.9487,0.1153,1,117.0065,2059.8828,0.0844,4095.7558
2060.0338,-999,0.1055,72.2776,74.0183,6209.0415,32.3884,35,2922.059,8.3227,-999,5098.2976,14.5212,0.0925,0.1018,2761.0079,3325.144,3.9974,1.8534,1,-7085.1006,0.0982,1,117.0098,2060.0078,0.0873,4217.0742
2060.1862,-999,0.0779,71.7702,74.0175,6207.1562,25.853,35,2922.2353,8.3227,-999,5098.6273,14.5212,0.0821,0.086,2711.3225,3317.7605,4.0439,1.8567,1,-7085.2524,0.0942,1,117.0132,2060.1328,0.0894,4246.888
2060.3386,-999,0.0625,73.7069,74.0167,6205.6854,28.7162,35,2922.588,8.3227,-999,5099.2821,14.5213,0.0908,0.0861,2895.0253,3310.596,4.0594,1.8444,1,-7085.5557,0.1097,1,117.0165,2060.3828,0.0798,4135.2981
2060.491,-999,0.0617,74.5972,74.0159,6203.9715,33.2755,35,2922.7644,8.3227,-999,5099.6086,14.5214,0.0909,0.0893,2973.2572,3303.7673,4.0938,1.8389,1,-7085.707,0.1168,1,117.0198,2060.5078,0.0718,4085.9442
