DEPTH,AC,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1605,90.1989,-999,0.1599,90.1989,81.2031,4109.1854,50.191,50,2266.7616,8.2866,12.4347,-999,5015.8732,18.3365,0.1661,0.2008,2566.8037,2412.2733,4.046,2.3601,1,-81.252,0.21,1,134.505,1605,0.2326,-999,3380.0639
1605.125,89.2999,-999,0.156,89.2999,81.201,4109.0206,48.912,50,2266.938,8.2866,12.4347,-999,5016.2932,18.3366,0.164,0.1952,2539.9416,2410.7456,4.054,2.366,1,-81.165,0.2025,1,134.5098,1605.125,0.2206,-999,3414.0917
1605.25,87.3799,-999,0.1474,87.3799,81.1988,4108.622,47.787,50,2267.1143,8.2866,12.4347,-999,5016.7156,18.3368,0.156,0.1832,2480.2917,2408.4926,4.062,2.3789,1,-81.078,0.1865,1,134.5147,1605.25,0.2102,-999,3489.1096
1605.375,86.0509,-999,0.1413,86.0509,81.1967,4108.2007,47.934,50,2267.2907,8.2866,12.4347,-999,5017.1395,18.3369,0.1484,0.1749,2437.435,2406.1678,4.07,2.388,1,-80.991,0.1754,1,134.5196,1605.375,0.2115,-999,3542.9966
1605.5,84.7969,-999,0.1355,84.7969,81.1945,4107.912,47.864,50,2267.467,8.2866,12.4347,-999,5017.565,18.337,0.1415,0.1669,2395.7037,2404.2491,4.079,2.3968,1,-80.904,0.165,1,134.5244,1605.5,0.2109,-999,3595.3914
1605.625,83.5429,-999,0.1295,83.5429,81.1924,4107.8051,48.178,50,2267.6433,8.2866,12.4347,-999,5017.9921,18.3371,0.1337,0.1589,2352.6432,2402.8884,4.083,2.4057,1,-80.817,0.1545,1,134.5293,1605.625,0.2138,-999,3649.3592
1605.75,82.4069,-999,0.124,82.4069,81.1902,4107.8899,49.047,50,2267.8197,8.2866,12.4347,-999,5018.4207,18.3373,0.1252,0.1516,2312.4583,2402.1206,4.118,2.414,1,-80.73,0.1451,1,134.5342,1605.75,0.2218,-999,3699.6665
1605.875,81.3339,-999,0.1187,81.3339,81.1881,4108.1398,49.931,50,2267.996,8.2866,12.4347,-999,5018.8507,18.3374,0.117,0.1447,2273.4206,2401.8651,4.152,2.4219,1,-80.642,0.1361,1,134.539,1605.875,0.2301,-999,3748.4745
1606,80.5879,-999,0.115,80.5879,81.1859,4108.4576,50.231,50,2268.1724,8.2866,12.4347,-999,5019.2816,18.3376,0.1119,0.1399,2245.7077,2401.8207,4.185,2.4275,1,-80.564,0.1299,1,134.5439,1606,0.233,-999,3783.174
1606.125,81.1799,-999,0.1179,81.1799,81.1838,4108.7762,49.965,50,2268.3487,8.2866,12.4347,-999,5019.7118,18.3377,0.116,0.1437,2268.2052,2401.7805,4.198,2.4231,1,-80.611,0.1348,1,134.5488,1606.125,0.2304,-999,3755.5854
1606.25,82.4999,-999,0.1245,82.4999,81.1816,4109.1058,49.77,50,2268.5251,8.2866,12.4347,-999,5020.1403,18.3378,0.1242,0.1522,2316.8516,2401.7782,4.198,2.4133,1,-80.659,0.1458,1,134.5536,1606.25,0.2286,-999,3695.496
1606.375,84.7769,-999,0.1354,84.7769,81.1795,4109.4452,49.536,50,2268.7014,8.2866,12.4347,-999,5020.5658,18.338,0.1378,0.1668,2396.8762,2401.8129,4.187,2.3969,1,-80.706,0.1648,1,134.5585,1606.375,0.2264,-999,3596.2396
1606.5,87.0999,-999,0.1461,87.0999,81.1773,4109.7943,49.358,50,2268.8778,8.2866,12.4347,-999,5020.9885,18.3381,0.1511,0.1815,2474.0146,2401.884,4.167,2.3808,1,-80.754,0.1842,1,134.5634,1606.5,0.2247,-999,3500.326
1606.625,88.8779,-999,0.1541,88.8779,81.1752,4110.1533,49.152,50,2269.0541,8.2866,12.4347,-999,5021.409,18.3382,0.1612,0.1926,2530.277,2401.9904,4.133,2.3688,1,-80.801,0.199,1,134.5682,1606.625,0.2228,-999,3430.3021
1606.75,89.6469,-999,0.1575,89.6469,81.173,4110.504,50.157,50,2269.2305,8.2866,12.4347,-999,5021.8287,18.3383,0.1632,0.1974,2554.0471,2402.0727,4.087,2.3637,1,-80.849,0.2054,1,134.5731,1606.75,0.2323,-999,3400.8766
1606.875,89.2999,-999,0.156,89.2999,81.1708,4110.9266,51.48,50,2269.4068,8.2866,12.4347,-999,5022.2487,18.3384,0.1584,0.1952,2543.77,2402.3794,4.041,2.366,1,-80.896,0.2025,1,134.578,1606.875,0.2449,-999,3414.0917
1607,87.6709,-999,0.1487,87.6709,81.1687,4111.4483,52.164,50,2269.5831,8.2866,12.4347,-999,5022.6707,18.3385,0.1481,0.1851,2493.3354,2402.9935,3.994,2.3769,1,-80.944,0.1889,1,134.5828,1607,0.2516,-999,3477.5284
1607.125,85.9549,-999,0.1409,85.9549,81.1665,4112.1495,52.068,50,2269.7595,8.2866,12.4347,-999,5023.0948,18.3387,0.1388,0.1743,2438.0023,2404.1685,3.948,2.3887,1,-80.962,0.1746,1,134.5877,1607.125,0.2507,-999,3546.9537
1607.25,84.0999,-999,0.1321,84.0999,81.1644,4113.0436,51.378,50,2269.9358,8.2866,12.4347,-999,5023.5212,18.3388,0.1298,0.1625,2375.4755,2405.9497,3.903,2.4018,1,-80.962,0.1592,1,134.5926,1607.25,0.244,-999,3625.1892
1607.375,83.0989,-999,0.1273,83.0989,81.1622,4114.1348,50.475,50,2270.1122,8.2866,12.4347,-999,5023.9488,18.3389,0.1261,0.1561,2340.6271,2408.3559,3.84,2.409,1,-80.962,0.1508,1,134.5974,1607.375,0.2353,-999,3668.8578
1607.5,81.8999,-999,0.1215,81.8999,81.1601,4115.4545,49.579,50,2270.2885,8.2866,12.4347,-999,5024.3781,18.3391,0.1211,0.1484,2297.6426,2411.4916,3.778,2.4177,1,-80.96,0.1408,1,134.6023,1607.5,0.2268,-999,3722.5692
1607.625,81.8999,-999,0.1215,81.8999,81.1579,4116.8605,48.7,50,2270.4649,8.2866,12.4347,-999,5024.8073,18.3392,0.1231,0.1484,2297.9013,2414.9073,3.724,2.4177,1,-80.96,0.1408,1,134.6072,1607.625,0.2186,-999,3722.5692
1607.75,82.0399,-999,0.1222,82.0399,81.1558,4118.3529,48.385,50,2270.6412,8.2866,12.4347,-999,5025.2363,18.3393,0.1245,0.1493,2303.2779,2418.6046,3.656,2.4167,1,-80.732,0.142,1,134.612,1607.75,0.2157,-999,3716.2167
1607.875,82.8129,-999,0.126,82.8129,81.1536,4119.852,48.272,50,2270.8176,8.2866,12.4347,-999,5025.6644,18.3395,0.1293,0.1543,2331.4739,2422.3283,3.623,2.411,1,-80.371,0.1484,1,134.6169,1607.875,0.2146,-999,3681.5285
1608,83.8929,-999,0.1312,83.8929,81.1514,4121.34,48.154,50,2270.9939,8.2866,12.4347,-999,5026.091,18.3396,0.1358,0.1612,2369.8646,2426.0222,3.623,2.4032,1,-80.365,0.1574,1,134.6218,1608,0.2135,-999,3634.1341
1608.125,84.9499,-999,0.1362,84.9499,81.1493,4122.7248,48.008,50,2271.1702,8.2866,12.4347,-999,5026.5164,18.3397,0.1421,0.1679,2406.4619,2429.3919,3.589,2.3957,1,-80.373,0.1662,1,134.6267,1608.125,0.2122,-999,3588.9159
1608.25,85.9399,-999,0.1408,85.9399,81.1471,4123.8634,47.926,50,2271.3466,8.2866,12.4347,-999,5026.9404,18.3399,0.1478,0.1742,2439.9104,2431.9793,3.589,2.3888,1,-80.38,0.1745,1,134.6315,1608.25,0.2114,-999,3547.5728
1608.375,86.5979,-999,0.1439,86.5979,81.145,4124.6934,47.875,50,2271.5229,8.2866,12.4347,-999,5027.3637,18.34,0.1516,0.1783,2461.7935,2433.5826,3.589,2.3842,1,-80.387,0.18,1,134.6364,1608.375,0.211,-999,3520.6171
1608.5,86.4999,-999,0.1434,86.4999,81.1428,4125.1844,47.753,50,2271.6993,8.2866,12.4347,-999,5027.7871,18.3401,0.1513,0.1777,2458.8636,2434.1037,3.605,2.3849,1,-80.394,0.1792,1,134.6413,1608.5,0.2099,-999,3524.6058
1608.625,85.6339,-999,0.1394,85.6339,81.1407,4125.2897,45.475,50,2271.8756,8.2866,12.4347,-999,5028.2116,18.3402,0.1512,0.1722,2430.5389,2433.3934,3.642,2.3909,1,-80.4,0.1719,1,134.6461,1608.625,0.1894,-999,3560.2495
1608.75,84.0449,-999,0.1319,84.0449,81.1385,4125.1183,42.584,50,2272.052,8.2866,12.4347,-999,5028.638,18.3403,0.1481,0.1621,2376.7273,2431.8004,3.679,2.4021,1,-80.407,0.1587,1,134.651,1608.75,0.1643,-999,3627.5616
1608.875,81.9749,-999,0.1219,81.9749,81.1364,4124.8153,41.684,50,2272.2283,8.2866,12.4347,-999,5029.0672,18.3405,0.138,0.1488,2303.2317,2429.7847,3.716,2.4172,1,-80.413,0.1415,1,134.6559,1608.875,0.1568,-999,3719.1634
1609,80.2439,-999,0.1133,80.2439,81.1342,4124.4984,41.421,50,2272.4047,8.2866,12.4347,-999,5029.4986,18.3406,0.1284,0.1376,2238.7362,2427.7227,3.724,2.4301,1,-80.42,0.127,1,134.6607,1609,0.1546,-999,3799.3922
1609.125,79.4259,-999,0.1091,79.4259,81.1321,4124.2911,41.028,50,2272.581,8.2866,12.4347,-999,5029.9311,18.3408,0.1243,0.1323,2207.3569,2426.0097,3.724,2.4363,1,-80.427,0.1202,1,134.6656,1609.125,0.1513,-999,3838.5218
1609.25,79.4199,-999,0.1091,79.4199,81.1299,4124.1339,40.834,50,2272.7574,8.2866,12.4347,-999,5030.3637,18.3409,0.1246,0.1322,2207.3741,2424.4583,3.678,2.4364,1,-80.433,0.1202,1,134.6705,1609.25,0.1497,-999,3838.8118
1609.375,79.9999,-999,0.112,79.9999,81.1278,4124.0213,41.524,50,2272.9337,8.2866,12.4347,-999,5030.7954,18.3411,0.1267,0.136,2230.1341,2423.0526,3.631,2.432,1,-80.44,0.125,1,134.6753,1609.375,0.1554,-999,3810.9804
1609.5,81.9799,-999,0.1219,81.9799,81.1256,4123.8756,42.171,50,2273.11,8.2866,12.4347,-999,5031.2246,18.3412,0.1371,0.1489,2304.7092,2421.5497,3.584,2.4171,1,-80.446,0.1415,1,134.6802,1609.5,0.1609,-999,3718.9366
1609.625,83.9599,-999,0.1315,83.9599,81.1235,4123.6356,42.846,50,2273.2864,8.2866,12.4347,-999,5031.6511,18.3414,0.147,0.1616,2375.6163,2419.7555,3.536,2.4028,1,-80.453,0.158,1,134.6851,1609.625,0.1666,-999,3631.2341
1609.75,85.7269,-999,0.1398,85.7269,81.1213,4123.2588,43.519,50,2273.4627,8.2866,12.4347,-999,5032.0755,18.3415,0.1556,0.1728,2436.0412,2417.5354,3.489,2.3903,1,-80.46,0.1727,1,134.6899,1609.75,0.1723,-999,3556.3872
1609.875,86.5729,-999,0.1437,86.5729,81.1192,4122.7751,44.179,50,2273.6391,8.2866,12.4347,-999,5032.4988,18.3416,0.159,0.1782,2464.2018,2414.9804,3.442,2.3844,1,-80.466,0.1798,1,134.6948,1609.875,0.178,-999,3521.6338
1610,86.6699,-999,0.1441,86.6699,81.117,4122.2469,44.863,50,2273.8154,8.2866,12.4347,-999,5032.922,18.3417,0.1581,0.1787,2467.6323,2412.286,3.417,2.3838,1,-80.473,0.1806,1,134.6997,1610,0.184,18.1507,3517.6924
1610.125,86.2129,-999,0.1421,86.2129,81.1149,4121.691,45.526,50,2273.9918,8.2866,12.4347,-999,5033.3458,18.3418,0.1543,0.1759,2452.9376,2409.5047,3.395,2.3869,1,-80.479,0.1768,1,134.7045,1610.125,0.1898,-999,3536.3391
1610.25,85.7569,-999,0.1399,85.7569,81.1127,4121.1626,46.039,50,2274.1681,8.2866,12.4347,-999,5033.7701,18.342,0.1507,0.173,2438.1077,2406.8089,3.373,2.3901,1,-80.486,0.173,1,134.7094,1610.25,0.1944,-999,3555.1431
1610.375,85.4669,-999,0.1386,85.4669,81.1105,4120.7154,45.672,50,2274.3445,8.2866,12.4347,-999,5034.1948,18.3421,0.1498,0.1712,2428.6844,2404.3699,3.351,2.3921,1,-80.493,0.1706,1,134.7143,1610.375,0.1911,-999,3567.2061
1610.5,85.3919,-999,0.1383,85.3919,81.1084,4120.4469,45.359,50,2274.5208,8.2866,12.4347,-999,5034.6196,18.3422,0.1501,0.1707,2426.4327,2402.4937,3.334,2.3926,1,-80.499,0.1699,1,134.7191,1610.5,0.1883,-999,3570.3392
1610.625,85.3169,-999,0.1379,85.3169,81.1062,4120.412,45.002,50,2274.6972,8.2866,12.4347,-999,5035.0444,18.3423,0.1504,0.1702,2424.1768,2401.3528,3.381,2.3931,1,-80.506,0.1693,1,134.724,1610.625,0.1852,-999,3573.4778
1610.75,84.9789,-999,0.1363,84.9789,81.1041,4120.7097,44.668,50,2274.8735,8.2866,12.4347,-999,5035.4697,18.3425,0.1492,0.1681,2413.0171,2401.2565,3.438,2.3955,1,-80.512,0.1665,1,134.7289,1610.75,0.1823,-999,3587.6912
1610.875,84.5189,-999,0.1341,84.5189,81.1019,4121.3623,44.295,50,2275.0498,8.2866,12.4347,-999,5035.8956,18.3426,0.1473,0.1651,2397.5767,2402.2706,3.494,2.3988,1,-80.519,0.1627,1,134.7337,1610.875,0.179,-999,3607.2174
1611,83.9779,-999,0.1316,83.9779,81.0998,4122.3553,43.982,50,2275.2262,8.2866,12.4347,-999,5036.3221,18.3427,0.1449,0.1617,2379.1381,2404.3477,3.551,2.4026,1,-80.526,0.1581,1,134.7386,1611,0.1763,-999,3630.4557
1611.125,83.2729,-999,0.1282,83.2729,81.0976,4123.6687,43.324,50,2275.4025,8.2866,12.4347,-999,5036.7496,18.3429,0.1422,0.1572,2354.6437,2407.4238,3.589,2.4077,1,-80.532,0.1523,1,134.7435,1611.125,0.1707,-999,3661.1917
1611.25,82.3949,-999,0.1239,82.3949,81.0955,4125.2408,41.854,50,2275.5789,8.2866,12.4347,-999,5037.1781,18.343,0.1401,0.1515,2323.4479,2411.3035,3.639,2.4141,1,-80.539,0.145,1,134.7483,1611.25,0.1582,-999,3700.2053
1611.375,81.8999,-999,0.1215,81.8999,81.0933,4127.0318,40.413,50,2275.7552,8.2866,12.4347,-999,5037.6074,18.3431,0.14,0.1484,2305.6598,2415.8645,3.656,2.4177,1,-80.545,0.1408,1,134.7532,1611.375,0.1462,-999,3722.5692
1611.5,81.0999,-999,0.1175,81.0999,81.0912,4128.9606,38.878,50,2275.9316,8.2866,12.4347,-999,5038.0377,18.3433,0.1383,0.1432,2276.2586,2420.8536,3.656,2.4237,1,-80.552,0.1342,1,134.7581,1611.5,0.1338,-999,3759.2901
1611.625,80.2999,-999,0.1135,80.2999,81.089,4130.9617,38.178,50,2276.1079,8.2866,12.4347,-999,5038.469,18.3434,0.1349,0.138,2246.2317,2426.0677,3.596,2.4297,1,-80.559,0.1275,1,134.763,1611.625,0.1282,-999,3796.7426
1611.75,80.0149,-999,0.1121,80.0149,81.0869,4132.8878,38.321,50,2276.2843,8.2866,12.4347,-999,5038.9007,18.3436,0.133,0.1361,2235.5445,2431.0467,3.55,2.4318,1,-80.533,0.1251,1,134.7678,1611.75,0.1293,-999,3810.2659
1611.875,79.6999,-999,0.1105,79.6999,81.0847,4134.5893,39.007,50,2276.4606,8.2866,12.4347,-999,5039.3329,18.3437,0.1298,0.1341,2223.6083,2435.3274,3.535,2.4342,1,-80.49,0.1225,1,134.7727,1611.875,0.1348,-999,3825.3254
1612,80.1499,-999,0.1128,80.1499,81.0826,4136.0203,41.285,50,2276.6369,8.2866,12.4347,-999,5039.7645,18.3439,0.1281,0.137,2241.2474,2438.7665,3.521,2.4308,1,-80.446,0.1262,1,134.7776,1612,0.1534,-999,3803.8481
1612.125,81.4089,-999,0.1191,81.4089,81.0804,4137.0916,43.555,50,2276.8133,8.2866,12.4347,-999,5040.1943,18.344,0.131,0.1452,2289.0759,2441.0834,3.506,2.4214,1,-80.403,0.1367,1,134.7824,1612.125,0.1726,-999,3745.0211
1612.25,83.0109,-999,0.1269,83.0109,81.0783,4137.7932,43.913,50,2276.9896,8.2866,12.4347,-999,5040.6221,18.3441,0.1395,0.1555,2347.6831,2442.2479,3.491,2.4096,1,-80.359,0.1501,1,134.7873,1612.25,0.1757,-999,3672.7472
1612.375,84.6119,-999,0.1346,84.6119,81.0761,4138.2542,43.035,50,2277.166,8.2866,12.4347,-999,5041.0479,18.3443,0.1504,0.1657,2403.9442,2442.6641,3.476,2.3981,1,-80.315,0.1634,1,134.7922,1612.375,0.1682,-999,3603.2526
1612.5,85.6999,-999,0.1397,85.6999,81.074,4138.5261,42.316,50,2277.3423,8.2866,12.4347,-999,5041.4723,18.3444,0.1578,0.1726,2441.0152,2442.4897,3.461,2.3905,1,-80.272,0.1725,1,134.797,1612.5,0.1621,-999,3557.5076
1612.625,86.6999,-999,0.1443,86.6999,81.0718,4138.6433,41.583,50,2277.5187,8.2866,12.4347,-999,5041.8954,18.3445,0.1648,0.179,2474.2584,2441.8304,3.428,2.3835,1,-80.228,0.1808,1,134.8019,1612.625,0.1559,-999,3516.4752
1612.75,87.1069,-999,0.1461,87.1069,81.0697,4138.6557,41.118,50,2277.695,8.2866,12.4347,-999,5042.3181,18.3446,0.1678,0.1815,2487.7213,2440.8382,3.428,2.3808,1,-80.184,0.1842,1,134.8068,1612.75,0.1521,-999,3500.0448
1612.875,87.3579,-999,0.1473,87.3579,81.0675,4138.6486,40.908,50,2277.8714,8.2866,12.4347,-999,5042.7404,18.3447,0.1696,0.1831,2496.0645,2439.7799,3.428,2.379,1,-80.141,0.1863,1,134.8116,1612.875,0.1503,-999,3489.9883
1613,87.4669,-999,0.1478,87.4669,81.0653,4138.6546,40.688,50,2278.0477,8.2866,12.4347,-999,5043.1627,18.3449,0.1706,0.1838,2499.8259,2438.7601,3.428,2.3783,1,-80.097,0.1872,1,134.8165,1613,0.1485,-999,3485.6391
1613.125,87.3549,-999,0.1473,87.3549,81.0632,4138.7441,40.454,50,2278.2241,8.2866,12.4347,-999,5043.585,18.345,0.1704,0.1831,2496.5081,2438.0034,3.428,2.3791,1,-80.053,0.1863,1,134.8214,1613.125,0.1466,-999,3490.1082
1613.25,87.1459,-999,0.1463,87.1459,81.0611,4139.0169,40.19,50,2278.4004,8.2866,12.4347,-999,5044.0077,18.3451,0.1698,0.1818,2490.0579,2437.8297,3.465,2.3805,1,-80.01,0.1845,1,134.8262,1613.25,0.1444,-999,3498.4784
1613.375,86.9379,-999,0.1454,86.9379,81.0589,4139.5762,40.603,50,2278.5767,8.2866,12.4347,-999,5044.4305,18.3452,0.1679,0.1805,2483.605,2438.5679,3.529,2.3819,1,-79.966,0.1828,1,134.8311,1613.375,0.1478,-999,3506.8486
1613.5,86.8999,-999,0.1452,86.8999,81.0568,4140.4024,42.628,50,2278.7531,8.2866,12.4347,-999,5044.8535,18.3453,0.1638,0.1802,2482.6421,2440.1554,3.592,2.3822,1,-79.922,0.1825,1,134.836,1613.5,0.1647,-999,3508.382
1613.625,87.1249,-999,0.1463,87.1249,81.0546,4141.4559,44.617,50,2278.9294,8.2866,12.4347,-999,5045.2761,18.3454,0.1611,0.1816,2490.1898,2442.4647,3.655,2.3806,1,-79.879,0.1844,1,134.8408,1613.625,0.1818,-999,3499.3216
1613.75,87.5069,-999,0.148,87.5069,81.0524,4142.5834,46.616,50,2279.1058,8.2866,12.4347,-999,5045.6983,18.3455,0.1592,0.184,2502.7272,2445.0048,3.719,2.378,1,-79.835,0.1876,1,134.8457,1613.75,0.1995,-999,3484.0458
1613.875,87.8879,-999,0.1497,87.8879,81.0503,4143.6197,48.636,50,2279.2821,8.2866,12.4347,-999,5046.12,18.3457,0.157,0.1864,2515.1213,2447.2523,3.782,2.3754,1,-79.791,0.1907,1,134.8506,1613.875,0.218,-999,3468.9422
1614,88.2699,-999,0.1514,88.2699,81.0482,4144.4646,49.685,50,2279.4585,8.2866,12.4347,-999,5046.5413,18.3458,0.1568,0.1888,2527.4394,2448.8907,3.859,2.3729,1,-79.748,0.1939,1,134.8554,1614,0.2278,-999,3453.9299
1614.125,88.6509,-999,0.1531,88.6509,81.046,4145.131,50.267,50,2279.6348,8.2866,12.4347,-999,5046.9621,18.3459,0.1576,0.1912,2539.6188,2449.9641,3.972,2.3703,1,-79.704,0.1971,1,134.8603,1614.125,0.2333,-999,3439.0858
1614.25,88.7649,-999,0.1536,88.7649,81.0438,4145.6776,50.128,50,2279.8112,8.2866,12.4347,-999,5047.3828,18.346,0.1585,0.1919,2543.4337,2450.6599,4.083,2.3696,1,-79.66,0.198,1,134.8652,1614.25,0.232,-999,3434.669
1614.375,88.8399,-999,0.1539,88.8399,81.0417,4146.284,49.977,50,2279.9875,8.2865,12.4347,-999,5047.8034,18.3461,0.1592,0.1923,2546.0314,2451.5419,4.198,2.3691,1,-79.617,0.1987,1,134.87,1614.375,0.2306,-999,3431.7694
1614.5,88.9149,-999,0.1543,88.9149,81.0396,4146.9992,49.853,50,2280.1639,8.2865,12.4347,-999,5048.2239,18.3462,0.1599,0.1928,2548.6255,2452.7645,4.237,2.3686,1,-79.573,0.1993,1,134.8749,1614.5,0.2294,-999,3428.8747
1614.625,88.9899,-999,0.1546,88.9899,81.0374,4147.9233,49.796,50,2280.3402,8.2865,12.4347,-999,5048.6443,18.3463,0.1604,0.1933,2551.2162,2454.6428,4.237,2.3681,1,-79.529,0.1999,1,134.8798,1614.625,0.2288,-999,3425.9848
1614.75,89.0649,-999,0.1549,89.0649,81.0353,4149.0071,51.305,50,2280.5165,8.2865,12.4347,-999,5049.0646,18.3464,0.1575,0.1937,2553.802,2457.0254,4.252,2.3676,1,-79.486,0.2005,1,134.8847,1614.75,0.2432,-999,3423.0999
1614.875,89.0039,-999,0.1547,89.0039,81.0331,4150.2033,52.724,50,2280.6929,8.2865,12.4347,-999,5049.485,18.3465,0.1541,0.1933,2552.1943,2459.7684,4.268,2.368,1,-79.442,0.2,1,134.8895,1614.875,0.2571,-999,3425.4459
1615,88.8259,-999,0.1539,88.8259,81.0309,4151.4183,53.845,50,2280.8692,8.2865,12.4347,-999,5049.9056,18.3466,0.1505,0.1922,2546.9621,2462.5761,4.276,2.3692,1,-79.398,0.1985,1,134.8944,1615,0.2683,-999,3432.3103
1615.125,88.6159,-999,0.1529,88.6159,81.0288,4152.6387,52.515,50,2281.0456,8.2865,12.4347,-999,5050.3265,18.3467,0.1524,0.1909,2540.7089,2465.4092,4.315,2.3706,1,-79.361,0.1968,1,134.8993,1615.125,0.255,-999,3440.4441
1615.25,88.3259,-999,0.1517,88.3259,81.0267,4153.7657,50.657,50,2281.2219,8.2865,12.4347,-999,5050.7477,18.3469,0.155,0.1891,2531.9157,2467.9488,4.355,2.3725,1,-79.405,0.1944,1,134.9041,1615.25,0.237,-999,3451.7401
1615.375,88.0369,-999,0.1504,88.0369,81.0245,4154.768,48.734,50,2281.3983,8.2865,12.4347,-999,5051.1692,18.347,0.1576,0.1873,2523.0906,2470.0957,4.438,2.3744,1,-79.449,0.192,1,134.909,1615.375,0.2189,-999,3463.0712
1615.5,87.7469,-999,0.1491,87.7469,81.0224,4155.5685,47.167,50,2281.5746,8.2865,12.4347,-999,5051.5911,18.3471,0.1593,0.1855,2514.169,2471.6017,4.515,2.3764,1,-79.489,0.1896,1,134.9139,1615.5,0.2045,-999,3474.5165
1615.625,86.8999,-999,0.1452,86.8999,81.0202,4156.1571,45.973,50,2281.751,8.2865,12.4347,-999,5052.014,18.3472,0.1571,0.1802,2487.2203,2472.433,4.591,2.3822,1,-79.524,0.1825,1,134.9187,1615.625,0.1938,-999,3508.382
1615.75,85.3609,-999,0.1381,85.3609,81.018,4156.5355,44.89,50,2281.9273,8.2865,12.4347,-999,5052.4389,18.3473,0.1509,0.1705,2436.5759,2472.5925,4.644,2.3928,1,-79.186,0.1697,1,134.9236,1615.75,0.1842,-999,3571.6358
1615.875,83.8599,-999,0.131,83.8599,81.0159,4156.7473,44.852,50,2282.1036,8.2865,12.4347,-999,5052.8656,18.3474,0.1425,0.1609,2385.2897,2472.2188,4.693,2.4035,1,-79.379,0.1572,1,134.9285,1615.875,0.1839,-999,3635.5642
1616,82.3589,-999,0.1238,82.3589,81.0138,4156.8457,45.548,50,2282.28,8.2865,12.4347,-999,5053.2942,18.3476,0.1325,0.1513,2332.0233,2471.4806,4.742,2.4143,1,-79.606,0.1447,1,134.9333,1616,0.19,-999,3701.8227
1616.125,80.8579,-999,0.1163,80.8579,81.0116,4156.9539,47.949,50,2282.4563,8.2865,12.4347,-999,5053.7248,18.3477,0.1185,0.1416,2276.6616,2470.7693,4.791,2.4255,1,-79.826,0.1321,1,134.9382,1616.125,0.2117,-999,3770.5413
1616.25,80.1249,-999,0.1127,80.1249,81.0095,4157.2067,49.196,50,2282.6327,8.2865,12.4347,-999,5054.1564,18.3479,0.1114,0.1368,2248.9579,2470.5153,4.864,2.431,1,-79.959,0.126,1,134.9431,1616.25,0.2232,-999,3805.035
1616.375,79.7449,-999,0.1107,79.7449,81.0073,4157.7685,50.743,50,2282.809,8.2865,12.4347,-999,5054.5885,18.348,0.1057,0.1343,2234.5045,2471.2425,4.87,2.4339,1,-79.959,0.1229,1,134.9479,1616.375,0.2378,-999,3823.1667
1616.5,80.0999,-999,0.1125,80.0999,81.0051,4158.7203,52.026,50,2282.9854,8.2865,12.4347,-999,5055.0201,18.3482,0.1049,0.1367,2248.5053,2473.2101,4.886,2.4312,1,-79.96,0.1258,1,134.9528,1616.5,0.2503,-999,3806.2226
1616.625,81.2999,-999,0.1185,81.2999,81.003,4160.0279,51.452,50,2283.1617,8.2865,12.4347,-999,5055.4501,18.3483,0.1133,0.1445,2294.2959,2476.3126,4.901,2.4222,1,-79.96,0.1358,1,134.9577,1616.625,0.2447,-999,3750.0421
1616.75,82.1899,-999,0.1229,82.1899,81.0009,4161.5888,50.274,50,2283.3381,8.2865,12.4347,-999,5055.879,18.3485,0.1213,0.1502,2327.4277,2480.2203,4.917,2.4156,1,-79.96,0.1432,1,134.9625,1616.75,0.2334,-999,3709.4345
1616.875,83.1749,-999,0.1277,83.1749,80.9987,4163.3029,47.792,50,2283.5144,8.2865,12.4347,-999,5056.3065,18.3486,0.1324,0.1566,2363.2117,2484.61,4.932,2.4084,1,-79.96,0.1515,1,134.9674,1616.875,0.2102,-999,3665.5054
1617,83.4479,-999,0.1291,83.4479,80.9966,4165.096,46.476,50,2283.6908,8.2865,12.4347,-999,5056.7338,18.3487,0.1368,0.1583,2373.164,2489.2406,4.948,2.4064,1,-79.96,0.1537,1,134.9723,1617,0.1983,-999,3653.5137
1617.125,83.1569,-999,0.1277,83.1569,80.9944,4166.8147,46.274,50,2283.8671,8.2865,12.4347,-999,5057.1614,18.3489,0.1355,0.1565,2363.0944,2493.6171,5.001,2.4085,1,-79.96,0.1513,1,134.9771,1617.125,0.1965,-999,3666.2989
1617.25,82.5829,-999,0.1249,82.5829,80.9922,4168.4662,45.963,50,2284.0434,8.2865,12.4347,-999,5057.5897,18.349,0.1329,0.1528,2342.7507,2497.7651,5.047,2.4127,1,-79.96,0.1465,1,134.982,1617.25,0.1937,-999,3691.7818
1617.375,82.0079,-999,0.1221,82.0079,80.9901,4170.0754,45.638,50,2284.2198,8.2865,12.4347,-999,5058.0188,18.3491,0.1302,0.1491,2322.064,2501.766,4.984,2.4169,1,-79.96,0.1417,1,134.9869,1617.375,0.1908,-999,3717.6668
1617.5,81.8999,-999,0.1215,81.8999,80.9879,4171.6788,45.669,50,2284.3961,8.2865,12.4347,-999,5058.448,18.3493,0.1295,0.1484,2318.3549,2505.7424,4.928,2.4177,1,-79.96,0.1408,1,134.9917,1617.5,0.1911,-999,3722.5692
