DEPTH,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
856.0122,-0.0353,56.4927,96.6322,1592.3195,51.9956,45,1210.9593,8.3004,11,2702.8239,18.5263,-999,-999,-4763.6993,357.7698,5.5215,2.653,1,-57.7177,-999,-999,103.757,856.0024,0.0778,-999,5396.7689
856.1662,-0.0393,55.9924,96.6288,1592.703,50.6976,45,1211.1765,8.3004,11,2703.4054,18.5269,-999,-999,-4966.1056,357.7698,5.5215,2.6589,1,-58.061,-999,-999,103.7625,856.1564,0.0776,-999,5444.9898
856.3202,-0.0363,56.3733,96.6253,1593.8495,48.4136,45,1211.3937,8.3004,11,2703.9859,18.5276,-999,-999,-4812.1348,359.3824,5.5215,2.6544,1,-57.8437,-999,-999,103.768,856.3104,0.0777,-999,5408.1994
856.4742,-0.0056,60.4535,96.6219,1620.3785,45.0229,45,1211.611,8.3004,11,2704.5563,18.5282,0,-0.001,-3390.9008,414.6178,5.5215,2.6084,1,-57.4248,-0.1322,1,103.7736,856.4643,0.143,-999,5043.1828
856.6282,0.0459,68.18,96.6184,1620.7455,43.8584,45,1211.8282,8.3004,11,2705.1099,18.5286,0.0513,0.0557,-1544.5184,414.6178,5.5215,2.5311,1,-57.2038,-0.062,1,103.7791,856.6183,0.1355,-999,4471.664
856.7822,0.0604,70.5739,96.615,1621.11,43.0243,45,1212.0454,8.3004,11,2705.6587,18.5291,0.0698,0.0725,-1126.4658,414.6178,5.5215,2.5094,1,-57.2326,-0.0402,1,103.7846,856.7723,0.1301,-999,4319.983
856.9362,0.0603,70.552,96.6116,1621.4746,42.939,45,1212.2627,8.3004,11,2706.2076,18.5295,0.0698,0.0723,-1129.9309,414.6178,5.5215,2.5096,1,-57.1393,-0.0404,1,103.7902,856.9263,0.1296,-999,4321.324
857.0902,0.0825,74.4165,96.6081,1621.8353,44.0608,45,1212.4799,8.3004,11,2706.7491,18.5299,0.0949,0.0989,-562.6074,414.6178,5.5215,2.4763,1,-56.831,-0.0053,1,103.7957,857.0803,0.1368,-999,4096.9146
857.2442,0.1218,81.9555,96.6047,1622.1893,45.7161,45,1212.6972,8.3004,11,2707.2778,18.5302,0.14,0.1487,259.4567,414.6178,5.5215,2.4173,1,-56.7607,0.0632,1,103.8012,857.2343,0.1476,-999,3720.0438
857.3982,0.1322,84.104,96.6013,1622.5415,46.789,45,1212.9144,8.3004,11,2707.803,18.5304,0.1506,0.1625,442.5986,414.6178,5.5215,2.4017,1,-57.1169,0.0828,1,103.8068,857.3883,0.1547,-999,3625.0125
857.5522,0.1303,83.7086,96.5978,1622.894,48.0908,45,1213.1316,8.3004,11,2708.3289,18.5307,0.1463,0.16,410.6452,414.6178,5.5215,2.4046,1,-57.2855,0.0792,1,103.8123,857.5422,0.1634,-999,3642.1353
857.7062,0.1251,82.6309,96.5944,1623.2475,50.5658,45,1213.3489,8.3004,11,2708.8565,18.531,0.1362,0.1531,319.8531,414.6178,5.5215,2.4124,1,-57.144,0.0694,1,103.8178,857.6962,0.1804,-999,3689.6373
857.8602,0.1219,81.9746,96.591,1623.6016,53.2217,45,1213.5661,8.3004,11,2709.3852,18.5313,0.128,0.1488,262.2915,414.6178,5.5215,2.4172,1,-57.0704,0.0634,1,103.8234,857.8502,0.1992,-999,3719.177
858.0142,0.1203,81.6586,96.5875,1623.9559,53.9537,45,1213.7833,8.3004,11,2709.9143,18.5316,0.125,0.1468,234.0506,414.6178,5.5215,2.4195,1,-57.1958,0.0605,1,103.8289,858.0042,0.2045,-999,3733.5694
858.1682,0.1225,82.111,96.5841,1624.3099,53.257,45,1214.0006,8.3004,11,2710.4427,18.5318,0.1288,0.1497,275.0309,414.6178,5.5215,2.4162,1,-57.3915,0.0646,1,103.8344,858.1582,0.1995,-999,3712.9989
858.3222,0.1248,82.5749,96.5806,1624.6635,51.9938,45,1214.2178,8.3004,11,2710.9704,18.5321,0.1336,0.1527,316.1327,414.6178,5.5215,2.4128,1,-57.2048,0.0689,1,103.84,858.3122,0.1904,-999,3692.1395
858.4762,0.1309,83.8389,96.5772,1625.0161,50.7865,45,1214.435,8.3004,11,2711.4961,18.5324,0.1428,0.1608,423.1241,414.6178,5.5215,2.4036,1,-56.5532,0.0804,1,103.8455,858.4662,0.1819,-999,3636.4748
858.6302,0.1385,85.4525,96.5738,1625.3674,49.9341,45,1214.6523,8.3004,11,2712.0193,18.5326,0.1532,0.1711,550.6368,414.6178,5.5215,2.3922,1,-55.796,0.095,1,103.851,858.6201,0.176,-999,3567.8072
858.7842,0.1399,85.7492,96.5703,1625.7185,48.8784,45,1214.8695,8.3003,11,2712.542,18.5329,0.1566,0.173,573.3099,414.6178,5.5215,2.3901,1,-55.1601,0.0977,1,103.8566,858.7741,0.1688,-999,3555.4623
858.9382,0.1337,84.4232,96.5669,1626.0707,47.7656,45,1215.0868,8.3003,11,2713.0668,18.5332,0.1509,0.1645,471.2231,414.6178,5.5215,2.3995,1,-54.4321,0.0857,1,103.8621,858.9281,0.1612,-999,3611.3065
859.0922,0.1248,82.568,96.5635,1626.4245,47.2644,45,1215.304,8.3003,11,2713.5944,18.5334,0.1412,0.1527,316.9737,414.6178,5.5215,2.4128,1,-53.6826,0.0688,1,103.8676,859.0821,0.1578,-999,3692.448
859.2462,0.1408,85.9463,96.56,1626.7755,45.8399,45,1215.5212,8.3003,11,2714.1169,18.5337,0.1605,0.1742,588.9406,414.6178,5.5215,2.3888,1,-52.967,0.0995,1,103.8732,859.2361,0.1484,-999,3547.3086
859.4002,0.1648,91.3205,96.5566,1627.1224,44.553,45,1215.7385,8.3003,11,2714.6314,18.5339,0.183,0.2077,942.8449,414.6178,5.5215,2.3528,1,-52.335,0.1484,1,103.8787,859.3901,0.1399,-999,3338.5499
859.5542,0.1797,94.8773,96.5532,1627.4667,43.7919,45,1215.9557,8.3003,11,2715.1411,18.534,0.1967,0.2294,1135.1019,414.6178,5.5215,2.3304,1,-51.7157,0.1807,1,103.8842,859.544,0.135,-999,3213.393
859.7082,0.1763,94.0378,96.5497,1627.8116,45.1966,45,1216.1729,8.3003,11,2715.6519,18.5342,0.1925,0.2243,1092.7737,414.6178,5.5215,2.3356,1,-50.5422,0.1731,1,103.8898,859.698,0.1441,-999,3242.0798
859.8622,0.1327,84.211,96.5463,1628.1641,46.8792,45,1216.3902,8.3003,11,2716.177,18.5345,0.1511,0.1632,456.0678,414.6178,5.5215,2.401,1,-49.1033,0.0837,1,103.8953,859.852,0.1553,-999,3620.4065
860.0162,0.0889,75.6018,96.5429,1628.5243,48.0371,45,1216.6074,8.3003,11,2716.7164,18.5348,0.0973,0.1069,-407.1091,414.6178,5.5215,2.4666,1,-48.3709,0.0055,1,103.9008,860.006,0.163,-999,4032.6824
860.1702,0.0773,73.4941,96.5394,1628.8864,46.9282,45,1216.8246,8.3003,11,2717.2597,18.5352,0.0847,0.0926,-683.4824,414.6178,5.5215,2.4841,1,-48.1025,-0.0137,1,103.9064,860.16,0.1556,-999,4148.3337
860.3242,0.1023,78.1152,96.536,1629.2442,44.9074,45,1217.0419,8.3003,11,2717.7948,18.5355,0.1181,0.1236,-114.7051,414.6178,5.5215,2.4465,1,-47.5761,0.0283,1,103.9119,860.314,0.1423,-999,3902.9286
860.4782,0.1231,82.2226,96.5325,1629.5985,43.8952,45,1217.2591,8.3003,11,2718.323,18.5358,0.1444,0.1505,289.2154,414.6178,5.5215,2.4153,1,-46.8619,0.0657,1,103.9174,860.468,0.1357,-999,3707.9592
860.6322,0.1245,82.5019,96.5291,1629.9526,45.2638,45,1217.4763,8.3003,11,2718.8508,18.5361,0.1439,0.1522,314.0897,414.6178,5.5215,2.4133,1,-46.218,0.0682,1,103.923,860.6219,0.1446,-999,3695.4064
860.7862,0.1231,82.2096,96.5256,1630.3069,47.9249,45,1217.6936,8.3003,11,2719.379,18.5364,0.1381,0.1504,288.6331,414.6178,5.5215,2.4154,1,-45.6702,0.0655,1,103.9285,860.7759,0.1623,-999,3708.5456
860.9402,0.097,77.1066,96.5222,1630.6658,48.7588,45,1217.9108,8.3003,11,2719.9158,18.5367,0.1061,0.1169,-226.3964,414.6178,5.5215,2.4545,1,-45.0956,0.0192,1,103.934,860.9299,0.1679,-999,3953.9812
861.0942,0.0771,73.4733,96.5188,1631.0281,49.084,45,1218.1281,8.3003,11,2720.4592,18.5371,0.0816,0.0925,-685.2898,414.6178,5.5215,2.4843,1,-44.6045,-0.0139,1,103.9396,861.0839,0.1702,-999,4149.508
861.2482,0.1031,78.2546,96.5153,1631.386,49.6388,45,1218.3453,8.3003,11,2720.994,18.5375,0.1119,0.1246,-98.1474,414.6178,5.5215,2.4454,1,-44.569,0.0296,1,103.9451,861.2379,0.174,-999,3895.9761
861.4022,0.1232,82.2451,96.5119,1631.7404,51.4167,45,1218.5625,8.3003,11,2721.5222,18.5377,0.1326,0.1506,292.8993,414.6178,5.5215,2.4152,1,-45.1336,0.0659,1,103.9506,861.3919,0.1864,-999,3706.9448
861.5562,0.0933,76.4084,96.5085,1632.1,52.9297,45,1218.7798,8.3003,11,2722.0602,18.5381,0.0951,0.1123,-307.0363,414.6178,5.5215,2.46,1,-46.112,0.0128,1,103.9562,861.5459,0.1971,-999,3990.1117
861.7102,0.064,71.1863,96.505,1632.4647,51.2199,45,1218.997,8.3003,11,2722.6078,18.5385,0.0628,0.0767,-1023.6371,414.6178,5.5215,2.504,1,-47.4724,-0.0347,1,103.9617,861.6998,0.185,-999,4282.8191
861.8642,0.0553,69.7175,96.5016,1632.8309,45.544,45,1219.2142,8.3003,11,2723.1583,18.5389,0.0603,0.0665,-1265.3474,414.6178,5.5215,2.5171,1,-48.951,-0.048,1,103.9672,861.8538,0.1464,-999,4373.0491
862.0182,0.0512,69.0385,96.4982,1633.1979,40.0698,45,1219.4315,8.3003,11,2723.7101,18.5394,0.0627,0.0618,-1384.1119,414.6178,5.5215,2.5232,1,-50.7302,-0.0542,1,103.9727,862.0078,0.1115,-999,4416.0584
862.1722,0.0503,68.8918,96.4947,1633.5651,38.9467,45,1219.6487,8.3003,11,2724.2623,18.5398,0.063,0.0607,-1410.3358,414.6178,5.5215,2.5246,1,-52.5001,-0.0555,1,103.9783,862.1618,0.1046,-999,4425.4621
862.3262,0.0513,69.0475,96.4913,1633.9321,41.3161,45,1219.8659,8.3003,11,2724.8141,18.5403,0.0611,0.0618,-1382.3533,414.6178,5.5215,2.5231,1,-53.801,-0.0541,1,103.9838,862.3158,0.1193,-999,4415.4828
862.4802,0.0123,63.0135,96.4879,1634.3059,43.4666,45,1220.0832,8.3003,11,2725.3787,18.5408,0,0.0182,-2678.9187,414.6178,5.5215,2.5815,1,-54.2941,-0.109,1,103.9893,862.4698,0.1329,-999,4838.2973
862.6342,-0.0125,59.5073,96.4844,1634.684,43.9382,45,1220.3004,8.3002,11,2725.9514,18.5414,0,-0.0082,-3691.8372,414.6178,5.5215,2.6187,1,-54.5587,-0.1408,1,103.9949,862.6237,0.136,-999,5123.3722
862.7882,-0.0175,58.8331,96.481,1635.063,45.8286,45,1220.5177,8.3002,11,2726.5257,18.542,0,-0.0134,-3915.3043,414.6178,5.5215,2.6262,1,-54.5584,-0.147,1,104.0004,862.7777,0.1483,-999,5182.0837
862.9422,-0.0227,58.1318,96.4776,1635.4429,50.3159,45,1220.7349,8.3002,11,2727.1018,18.5426,0,-0.0188,-4158.9242,414.6178,5.5215,2.6341,1,-54.1637,-0.1533,1,104.0059,862.9317,0.1787,-999,5244.6002
863.0962,-0.0272,57.5419,96.4741,1635.8236,50.5915,45,1220.9521,8.3002,11,2727.6793,18.5432,0,-0.0234,-4373.2412,414.6178,5.5215,2.6408,1,-53.1856,-0.1587,1,104.0115,863.0857,0.1806,-999,5298.366
863.2502,-0.0277,57.4824,96.4707,1636.2045,48.0899,45,1221.1694,8.3002,11,2728.257,18.5438,0,-0.0239,-4395.6854,414.6178,5.5215,2.6415,1,-52.2669,-0.1593,1,104.017,863.2397,0.1634,-999,5303.8504
863.4042,-0.0223,58.1777,96.4673,1636.5844,45.8573,45,1221.3866,8.3002,11,2728.833,18.5444,0,-0.0185,-4143.6288,414.6178,5.5215,2.6335,1,-51.9658,-0.1529,1,104.0225,863.3937,0.1485,-999,5240.4624
863.5582,-0.0229,58.1082,96.4638,1636.9645,46.4378,45,1221.6038,8.3002,11,2729.4091,18.5451,0,-0.019,-4168.6434,414.6178,5.5215,2.6343,1,-52.1788,-0.1536,1,104.0281,863.5477,0.1523,-999,5246.7302
863.7122,-0.0242,57.938,96.4604,1637.3449,46.7869,45,1221.8211,8.3002,11,2729.9857,18.5457,0,-0.0203,-4229.9575,414.6178,5.5215,2.6363,1,-52.382,-0.1551,1,104.0336,863.7016,0.1546,16.5197,5262.1431
863.8662,-0.0284,57.3802,96.457,1637.7259,43.9751,45,1222.0383,8.3002,11,2730.5636,18.5463,0,-0.0247,-4435.2814,414.6178,5.5215,2.6426,1,-52.1459,-0.1602,1,104.0391,863.8556,0.1362,-999,5313.2971
864.0202,-0.0323,56.8722,96.4536,1638.1077,43.0862,45,1222.2555,8.3002,11,2731.1428,18.5469,0,-0.0287,-4629.4281,414.6178,5.5215,2.6485,1,-51.387,-0.1648,1,104.0447,864.0096,0.1305,-999,5360.7571
864.1742,-0.0337,56.6906,96.4501,1638.4898,46.0189,45,1222.4728,8.3002,11,2731.7225,18.5475,0,-0.0301,-4700.8006,414.6178,5.5215,2.6506,1,-50.8731,-0.1664,1,104.0502,864.1636,0.1496,-999,5377.9295
864.3282,-0.0334,56.7322,96.4467,1638.8719,47.8983,45,1222.69,8.3002,11,2732.3021,18.5482,0,-0.0298,-4684.8697,414.6178,5.5215,2.6501,1,-50.756,-0.1661,1,104.0557,864.3176,0.1621,-999,5373.986
864.4822,-0.0371,56.2692,96.4432,1639.2546,48.4634,45,1222.9072,8.3002,11,2732.8829,18.5488,0,-0.0335,-4869.9089,414.6178,5.5215,2.6556,1,-50.75,-0.1703,1,104.0613,864.4716,0.1659,-999,5418.2048
864.6362,-0.0355,56.4605,96.4398,1639.637,47.1923,45,1223.1245,8.3002,11,2733.4632,18.5494,0,-0.0319,-4793.3193,414.6178,5.5215,2.6533,1,-50.6197,-0.1685,1,104.0668,864.6256,0.1574,-999,5399.8468
864.7902,-0.0328,56.8109,96.4364,1640.0191,47.6649,45,1223.3417,8.3002,11,2734.0426,18.5501,0,-0.0292,-4655.3061,414.6178,5.5215,2.6492,1,-49.9498,-0.1654,1,104.0723,864.7795,0.1605,-999,5366.5414
864.9442,-0.0341,56.6477,96.4329,1640.4013,48.9262,45,1223.559,8.3002,11,2734.6224,18.5507,0,-0.0304,-4719.7669,414.6178,5.5215,2.6511,1,-49.2899,-0.1668,1,104.0779,864.9335,0.1691,-999,5382.0022
865.0982,-0.0336,56.7066,96.4295,1640.7836,50.0942,45,1223.7762,8.3002,11,2735.202,18.5513,0,-0.03,-4696.9746,414.6178,5.5215,2.6504,1,-49.259,-0.1663,1,104.0834,865.0875,0.1771,-999,5376.4121
865.2522,-0.0325,56.8577,96.4261,1641.1656,50.5786,45,1223.9934,8.3002,11,2735.7813,18.552,0,-0.0288,-4638.2763,414.6178,5.5215,2.6487,1,-49.8042,-0.1649,1,104.0889,865.2415,0.1805,-999,5362.1242
865.4062,-0.0328,56.8159,96.4226,1641.5477,54.5786,45,1224.2107,8.3002,11,2736.3607,18.5526,0,-0.0291,-4654.9636,414.6178,5.5215,2.6492,1,-50.0906,-0.1653,1,104.0945,865.3955,0.209,-999,5366.0692
865.5602,-0.0335,56.7235,96.4192,1641.93,54.2159,45,1224.4279,8.3002,11,2736.9403,18.5532,0,-0.0299,-4691.5551,414.6178,5.5215,2.6503,1,-50.1851,-0.1661,1,104.1,865.5495,0.2064,-999,5374.8102
865.7142,-0.0355,56.4751,96.4158,1642.3127,56.4534,45,1224.6451,8.3002,11,2737.5205,18.5538,0,-0.0318,-4790.4278,414.6178,5.5215,2.6532,1,-50.6171,-0.1684,1,104.1055,865.7034,0.2229,-999,5398.4508
865.8682,-0.0367,56.3108,96.4124,1642.6956,54.2903,45,1224.8624,8.3002,11,2738.1012,18.5545,0,-0.0331,-4856.9493,414.6178,5.5215,2.6551,1,-51.2742,-0.1699,1,104.1111,865.8574,0.2069,-999,5414.202
866.0222,-0.0384,56.102,96.4089,1643.0788,55.724,45,1225.0796,8.3002,11,2738.6824,18.5551,0,-0.0348,-4942.5107,414.6178,5.5215,2.6576,1,-51.9295,-0.1718,1,104.1166,866.0114,0.2175,-999,5434.3526
866.1762,-0.0392,56.0007,96.4055,1643.4622,56.1818,45,1225.2968,8.3002,11,2739.2639,18.5558,0,-0.0356,-4984.72,414.6178,5.5215,2.6588,1,-52.6154,-0.1727,1,104.1221,866.1654,0.2209,-999,5444.1828
866.3302,-0.0393,55.9852,96.4021,1643.8456,54.9273,45,1225.5141,8.3002,11,2739.8454,18.5564,0,-0.0357,-4991.5952,414.6178,5.5215,2.6589,1,-52.9037,-0.1729,1,104.1277,866.3194,0.2116,-999,5445.6901
866.4842,-0.0395,55.9522,96.3986,1644.2291,51.5436,45,1225.7313,8.3001,11,2740.427,18.557,0,-0.036,-5005.7356,414.6178,5.5215,2.6593,1,-52.9614,-0.1732,1,104.1332,866.4734,0.1873,-999,5448.9019
866.6382,-0.0399,55.9086,96.3952,1649.0236,48.3809,45,1225.9486,8.3001,11,2741.0087,18.5577,0,-0.0363,-5024.3274,423.9771,5.5215,2.6599,1,-53.1299,-0.1736,1,104.1387,866.6274,0.1654,-999,5453.1512
866.7922,-0.0404,55.8448,96.3918,1648.9781,47.8292,45,1226.1658,8.3001,11,2741.5906,18.5583,0,-0.0368,-5051.4363,423.0669,5.5215,2.6606,1,-52.8465,-0.1741,1,104.1443,866.7813,0.1616,-999,5459.3812
866.9462,-0.0405,55.8284,96.3883,1649.6745,49.9469,45,1226.383,8.3001,11,2742.1725,18.559,0,-0.037,-5058.766,423.7309,5.5215,2.6608,1,-52.128,-0.1743,1,104.1498,866.9353,0.1761,-999,5460.9849
867.1002,-0.039,56.0269,96.3849,1653.2017,48.7196,45,1226.6003,8.3001,11,2742.754,18.5596,0,-0.0354,-4976.591,430.4034,5.5215,2.6585,1,-51.6663,-0.1725,1,104.1553,867.0893,0.1677,-999,5441.6369
867.2542,-0.0381,56.1307,96.3815,1659.5794,46.6911,45,1226.8175,8.3001,11,2743.3351,18.5602,0,-0.0345,-4934.2915,443.1269,5.5215,2.6572,1,-51.6674,-0.1715,1,104.1609,867.2433,0.154,-999,5431.574
867.4082,-0.0379,56.162,96.3781,1668.459,43.5213,45,1227.0347,8.3001,11,2743.9161,18.5609,0,-0.0343,-4921.899,461.1628,5.5215,2.6569,1,-52.0606,-0.1713,1,104.1664,867.3973,0.1333,-999,5428.5469
867.5622,-0.0338,56.6847,96.3746,1676.4566,43.9802,45,1227.252,8.3001,11,2744.4959,18.5615,0,-0.0302,-4712.1905,477.3305,5.5215,2.6507,1,-52.5992,-0.1665,1,104.1719,867.5513,0.1362,-999,5378.4892
867.7162,-0.0308,57.0678,96.3712,1683.5529,43.8144,45,1227.4692,8.3001,11,2745.0746,18.5621,0,-0.0271,-4563.4088,491.588,5.5215,2.6462,1,-53.3999,-0.163,1,104.1775,867.7052,0.1352,-999,5342.3831
867.8702,-0.0295,57.2373,96.3678,1686.6191,46.3776,45,1227.6864,8.3001,11,2745.6529,18.5627,0,-0.0258,-4499.0412,497.2921,5.5215,2.6443,1,-54.5805,-0.1615,1,104.183,867.8592,0.1519,-999,5326.5624
868.0242,-0.0306,57.1007,96.3643,1685.0182,49.91,45,1227.9037,8.3001,11,2746.2316,18.5634,0,-0.0269,-4551.5387,493.0872,5.5215,2.6459,1,-55.2043,-0.1627,1,104.1885,868.0132,0.1758,-999,5339.3049
868.1782,-0.0339,56.6638,96.3609,1682.2379,53.0326,45,1228.1209,8.3001,11,2746.8113,18.564,0,-0.0303,-4722.0599,486.3762,5.5215,2.6509,1,-54.9837,-0.1667,1,104.1941,868.1672,0.1978,-999,5380.473
868.3322,-0.034,56.6636,96.3575,1683.3445,51.2806,45,1228.3381,8.3001,11,2747.3911,18.5646,0,-0.0303,-4722.5422,487.9181,5.5215,2.651,1,-54.1544,-0.1667,1,104.1996,868.3212,0.1854,-999,5380.492
868.4862,-0.0328,56.8124,96.354,1695.0042,48.6561,45,1228.5554,8.3001,11,2747.9705,18.5652,0,-0.0292,-4664.3925,511.8711,5.5215,2.6492,1,-53.141,-0.1653,1,104.2051,868.4752,0.1672,-999,5366.3997
868.6402,-0.0328,56.8114,96.3506,1691.1951,47.0795,45,1228.7726,8.3001,11,2748.5499,18.5659,0,-0.0292,-4665.1842,502.9754,5.5215,2.6492,1,-52.4959,-0.1654,1,104.2107,868.6292,0.1566,-999,5366.4942
868.7942,-0.031,57.0455,96.3472,1671.2429,48.2663,45,1228.9899,8.3001,11,2749.1286,18.5665,0,-0.0273,-4574.6649,459.7926,5.5215,2.6465,1,-52.2989,-0.1632,1,104.2162,868.7831,0.1646,-999,5344.4715
868.9482,-0.0276,57.4846,96.3438,1641.3561,49.2156,45,1229.2071,8.3001,11,2749.7063,18.5671,0,-0.0239,-4408.4685,395.503,5.5215,2.6414,1,-51.8375,-0.1592,1,104.2217,868.9371,0.1711,-999,5303.6474
869.1022,-0.0287,57.3421,96.3403,1607.4919,52.7795,45,1229.4243,8.3001,11,2750.2844,18.5677,0,-0.025,-4462.3347,322.7556,5.5215,2.6431,1,-51.1393,-0.1605,1,104.2273,869.0911,0.196,-999,5316.8274
869.2562,-0.0327,56.8223,96.3369,1595.2969,55.9579,45,1229.6416,8.3001,11,2750.8637,18.5683,0,-0.0291,-4662.4814,296.0294,5.5215,2.6491,1,-50.8097,-0.1653,1,104.2328,869.2451,0.2192,-999,5365.4648
869.4102,-0.0346,56.586,96.3335,1595.684,57.5527,45,1229.8588,8.3001,11,2751.4437,18.5689,0,-0.031,-4756.1487,296.0294,5.5215,2.6519,1,-51.2348,-0.1674,1,104.2383,869.3991,0.2312,-999,5387.8707
869.5642,-0.0343,56.6295,96.3301,1596.071,55.9913,45,1230.076,8.3001,11,2752.0236,18.5696,0,-0.0306,-4739.2707,296.0294,5.5215,2.6514,1,-51.898,-0.167,1,104.2439,869.5531,0.2194,-999,5383.732
869.7182,-0.0334,56.7372,96.3266,1596.4579,55.1382,45,1230.2933,8.3001,11,2752.6032,18.5702,0,-0.0298,-4697.0868,296.0294,5.5215,2.6501,1,-52.231,-0.166,1,104.2494,869.7071,0.2131,-999,5373.5124
869.8722,-0.0331,56.7722,96.3232,1597.9304,56.3278,45,1230.5105,8.3001,11,2753.1826,18.5708,0,-0.0295,-4683.7103,298.3362,5.5215,2.6497,1,-52.3718,-0.1657,1,104.2549,869.861,0.222,-999,5370.1997
870.0262,-0.0341,56.6547,96.3198,1594.7515,58.798,45,1230.7277,8.3001,11,2753.7624,18.5714,0,-0.0304,-4730.4851,290.7583,5.5215,2.6511,1,-52.5332,-0.1668,1,104.2605,870.015,0.2407,-999,5381.3373
870.1802,-0.0353,56.4956,96.3163,1596.1463,60.5176,45,1230.945,8.3001,11,2754.3426,18.5721,0,-0.0317,-4794.3055,292.8993,5.5215,2.6529,1,-52.3566,-0.1682,1,104.266,870.169,0.2541,-999,5396.4919
870.3342,-0.0357,56.4504,96.3129,1596.5338,59.0259,45,1231.1622,8.3,11,2754.923,18.5727,0,-0.032,-4812.865,292.8993,5.5215,2.6535,1,-51.7159,-0.1686,1,104.2715,870.323,0.2424,-999,5400.8129
870.4882,-0.0319,56.9377,96.3095,1596.9207,56.0784,45,1231.3795,8.3,11,2755.502,18.5733,0,-0.0282,-4620.6057,292.8993,5.5215,2.6478,1,-50.8449,-0.1642,1,104.2771,870.477,0.2201,-999,5354.5902
870.6422,-0.0294,57.2531,96.306,1597.3072,52.6726,45,1231.5967,8.3,11,2756.0803,18.5739,0,-0.0257,-4499.7389,292.8993,5.5215,2.6441,1,-50.5434,-0.1613,1,104.2826,870.631,0.1953,-999,5325.0924
870.7962,-0.0292,57.2799,96.3026,-999,51.788,45,1231.8139,8.3,11,2756.6585,18.5745,0,-0.0255,-4489.9177,-999,5.5215,2.6438,1,-50.8796,-0.1611,1,104.2881,870.7849,0.189,-999,5322.6009
870.9502,-0.0274,57.5172,96.2992,-999,54.1437,45,1232.0312,8.3,11,2757.2361,18.5751,0,-0.0236,-4400.9486,-999,5.5215,2.6411,1,-51.0655,-0.1589,1,104.2937,870.9389,0.2059,-999,5300.6414
871.1042,-0.0235,58.0196,96.2958,-999,58.0686,45,1232.2484,8.3,11,2757.8125,18.5757,0,-0.0197,-4216.9232,-999,5.5215,2.6353,1,-50.8874,-0.1544,1,104.2992,871.0929,0.2351,-999,5254.7423
871.2582,-0.0189,58.63,96.2923,-999,61.2568,45,1232.4656,8.3,11,2758.3873,18.5763,0,-0.0149,-4001.6316,-999,5.5215,2.6284,1,-50.8586,-0.1488,1,104.3047,871.2469,0.2599,-999,5200.0349
871.4122,-0.0207,58.3984,96.2889,-999,62.0591,45,1232.6829,8.3,11,2758.9627,18.5769,0,-0.0167,-4082.678,-999,5.5215,2.631,1,-51.6511,-0.1509,1,104.3103,871.4009,0.2663,-999,5220.6576
871.5662,-0.0291,57.2864,96.2855,-999,61.075,45,1232.9001,8.3,11,2759.5409,18.5775,0,-0.0254,-4489.2348,-999,5.5215,2.6437,1,-53.0233,-0.161,1,104.3158,871.5549,0.2585,-999,5321.997
871.7202,-0.0048,60.5651,96.282,-999,60.3421,45,1233.1173,8.3,11,2760.1111,18.5781,0,-0.0001,-3374.7649,-999,5.5215,2.6072,1,-53.9427,-0.1312,1,104.3213,871.7089,0.2527,-999,5033.89
871.8742,0.0289,65.4983,96.2786,-999,61.3296,45,1233.3346,8.3,11,2760.6702,18.5786,0,0.0365,-2090.3614,-999,5.5215,2.5566,1,-53.7694,-0.0864,1,104.3269,871.8628,0.2605,-999,4654.7475
872.0282,0.0354,66.503,96.2752,-999,62.7496,45,1233.5518,8.3,11,2761.2272,18.579,0,0.0437,-1873.7827,-999,5.5215,2.5469,1,-52.4941,-0.0772,1,104.3324,872.0168,0.2719,-999,4584.4255
872.1822,0.0181,63.8572,96.2718,-999,63.1472,45,1233.769,8.3,11,2761.7899,18.5795,0,0.0245,-2474.176,-999,5.5215,2.5729,1,-50.3385,-0.1013,1,104.3379,872.1708,0.2751,-999,4774.3723
872.3362,-0.0067,60.2931,96.2684,-999,62.9853,45,1233.9863,8.3,11,2762.3607,18.5801,0,-0.0022,-3458.8892,-999,5.5215,2.6101,1,-47.6119,-0.1337,1,104.3434,872.3248,0.2738,-999,5056.5993
872.4902,-0.0001,61.2157,96.2649,-999,62.8664,45,1234.2035,8.3,11,2762.9294,18.5806,0,0.0048,-3181.9811,-999,5.5215,2.6002,1,-44.8136,-0.1253,1,104.349,872.4788,0.2728,-999,4980.3898
872.6442,0.0279,65.3473,96.2615,-999,61.897,45,1234.4208,8.3,11,2763.4889,18.5811,0,0.0354,-2124.1768,-999,5.5215,2.5581,1,-42.3078,-0.0878,1,104.3545,872.6328,0.265,-999,4665.5034
872.7982,0.0449,68.0245,96.2581,-999,60.7171,45,1234.638,8.3,11,2764.0428,18.5816,0.0032,0.0546,-1569.4487,-999,5.5215,2.5326,1,-40.4981,-0.0634,1,104.36,872.7868,0.2556,-999,4481.8859
872.9522,0.0601,70.5196,96.2546,-999,60.1257,45,1234.8552,8.3,11,2764.5917,18.582,0.0357,0.0721,-1125.4308,-999,5.5215,2.5099,1,-39.8772,-0.0407,1,104.3656,872.9407,0.251,-999,4323.3094
