DEPTH,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1295.9902,0.1675,91.9528,87.2896,3359.5567,60.741,45,1831.6025,8.2926,12.8,4166.8458,18.8655,0.1701,0.2116,2169.1704,2110.7452,5.0925,2.3487,1,-149.3804,0.1541,1,119.5643,1295.9374,0.2558,-999,3315.5929
1296.1442,0.1649,91.3319,87.2865,3361.0829,60.0794,45,1831.8198,8.2926,12.8,4167.3603,18.8656,0.168,0.2078,2128.6235,2113.7074,4.671,2.3527,1,-149.4062,0.1485,1,119.5698,1296.0914,0.2506,-999,3338.1332
1296.2982,0.1513,88.2384,87.2834,3361.6875,61.905,45,1832.037,8.2926,12.8,4167.8793,18.8657,0.1481,0.1886,1907.0612,2114.3152,5.6656,2.3731,1,-149.0821,0.1203,1,119.5753,1296.2454,0.2651,-999,3455.1629
1296.4522,0.1457,86.9969,87.2803,3361.5469,60.7011,45,1832.2542,8.2926,12.8,4168.4002,18.8658,0.1435,0.1808,1809.35,2113.0223,5.6324,2.3815,1,-149.2713,0.1091,1,119.5809,1296.3994,0.2555,-999,3504.4703
1296.6062,0.1351,84.7139,87.2772,3361.1314,67.1832,45,1832.4715,8.2926,12.8,4168.9245,18.866,0.1182,0.1664,1613.8996,2111.0232,5.3205,2.3974,1,-149.4535,0.0883,1,119.5864,1296.5534,0.3088,-999,3598.9141
1296.7602,0.1327,84.2136,87.2741,3361.4863,74.6486,45,1832.6887,8.2926,12.8,4169.4496,18.8661,0.0994,0.1632,1568.5501,2110.9854,5.4165,2.4009,1,-149.5857,0.0838,1,119.5919,1296.7073,0.376,-999,3620.2947
1296.9142,0.1526,88.5413,87.271,3362.4604,76.8853,45,1832.9059,8.2926,12.8,4169.9681,18.8662,0.078,0.1905,1932.0613,2112.5353,5.1958,2.3711,1,-149.7142,0.1231,1,119.5974,1296.8613,0.3975,-999,3443.3428
1297.0682,0.1781,94.49,87.2679,3363.886,77.4584,45,1833.1232,8.2926,12.8,4170.4783,18.8663,0.0723,0.227,2329.1546,2115.2487,4.6986,2.3328,1,-149.4804,0.1772,1,119.603,1297.0153,0.4031,-999,3226.5642
1297.2222,0.1983,99.5621,87.2648,3365.5729,76.1375,45,1833.3404,8.2926,12.8,4170.9819,18.8663,0.0858,0.2574,2596.9533,2118.6385,4.9049,2.3025,1,-149.3551,0.2233,1,119.6085,1297.1693,0.3902,-999,3062.1898
1297.3762,0.2195,105.2695,87.2617,3366.761,78.8468,45,1833.5576,8.2926,12.8,4171.4785,18.8663,0.0596,0.2908,2839.8215,2120.7684,4.9916,2.2707,1,-149.25,0.2752,1,119.614,1297.3233,0.4169,-999,2896.167
1297.5302,0.208,102.1169,87.2585,3367.5416,74.3538,45,1833.7749,8.2926,12.8,4171.9789,18.8664,0.1062,0.2725,2713.1197,2121.8541,5.0288,2.288,1,-149.2523,0.2465,1,119.6196,1297.4773,0.3732,-999,2985.5788
1297.6842,0.2023,100.5971,87.2554,3367.9853,69.9007,45,1833.9921,8.2926,12.8,4172.4811,18.8664,0.1659,0.2635,2646.4737,2122.0784,5.3262,2.2966,1,-149.2973,0.2327,1,119.6251,1297.6313,0.3325,-999,3030.6843
1297.8382,0.1999,99.964,87.2523,3368.5131,70.9254,45,1834.2094,8.2926,12.8,4172.9842,18.8664,0.1513,0.2598,2617.7756,2122.5157,5.2505,2.3002,1,-149.5026,0.2269,1,119.6306,1297.7852,0.3416,-999,3049.8784
1297.9922,0.2057,101.5093,87.2492,3369.8458,74.0957,45,1834.4266,8.2926,12.8,4173.4853,18.8665,0.1094,0.2689,2688.2055,2125.0076,4.5059,2.2914,1,-149.5521,0.241,1,119.6362,1297.9392,0.3708,-999,3003.4494
1298.1462,0.2029,100.7752,87.2461,3371.7091,78.4111,45,1834.6438,8.2926,12.8,4173.9874,18.8665,0.0634,0.2646,2655.9883,2128.8511,4.3025,2.2956,1,-149.7507,0.2343,1,119.6417,1298.0932,0.4125,-999,3025.3281
1298.3002,0.2076,102.0132,87.243,3373.0331,83.1337,45,1834.8611,8.2926,12.8,4174.4879,18.8665,0.0302,0.2719,2711.066,2131.3224,4.4404,2.2886,1,-149.7628,0.2456,1,119.6472,1298.2472,0.4613,-999,2988.6137
1298.4542,0.2003,100.0768,87.2399,3373.3195,85.0677,45,1835.0783,8.2926,12.8,4174.9908,18.8665,0.0212,0.2604,2624.9433,2131.145,4.4096,2.2996,1,-149.781,0.228,1,119.6528,1298.4012,0.4822,-999,3046.4408
1298.6082,0.2074,101.9611,87.2368,3372.8744,79.9755,45,1835.2955,8.2926,12.8,4175.4914,18.8666,0.0505,0.2715,2709.7811,2129.106,4.4769,2.2889,1,-149.6548,0.2451,1,119.6583,1298.5552,0.4283,-999,2990.1408
1298.7622,0.2117,103.1058,87.2337,3373.6966,69.3203,45,1835.5128,8.2926,12.8,4175.9906,18.8666,0.1742,0.2783,2758.5394,2130.3004,5.1126,2.2825,1,-149.5294,0.2555,1,119.6638,1298.7092,0.3273,-999,2956.9437
1298.9162,0.1799,94.9338,87.2306,3374.9316,63.8842,45,1835.73,8.2926,12.8,4176.5002,18.8667,0.1781,0.2297,2360.5555,2132.5313,6.0146,2.3301,1,-149.4163,0.1812,1,119.6694,1298.8631,0.2811,-999,3211.4805
1299.0702,0.1589,89.9734,87.2275,3376.0199,61.0243,45,1835.9472,8.2926,12.8,4177.0167,18.8667,0.159,0.1994,2043.8137,2134.3776,7.0821,2.3616,1,-149.2841,0.1361,1,119.6749,1299.0171,0.2581,-999,3388.5354
1299.2242,0.1455,86.9522,87.2244,3376.7104,62.6544,45,1836.1645,8.2926,12.8,4177.5376,18.8669,0.1396,0.1805,1814.1077,2135.2028,7.8813,2.3818,1,-148.9847,0.1087,1,119.6804,1299.1711,0.2711,-999,3506.2718
1299.3782,0.1356,84.8323,87.2213,3376.3229,60.5011,45,1836.3817,8.2926,12.8,4178.0617,18.867,0.1317,0.1671,1632.9246,2133.2734,8.3663,2.3966,1,-148.6919,0.0894,1,119.686,1299.3251,0.2539,-999,3593.8911
1299.5322,0.1411,85.9932,87.2182,3374.9363,61.3225,45,1836.5989,8.2926,12.8,4178.5841,18.8671,0.1368,0.1745,1735.0803,2128.7984,8.0631,2.3884,1,-148.2578,0.0999,1,119.6915,1299.4791,0.2604,-999,3545.3739
1299.6862,0.1252,82.6582,87.2151,3373.3717,59.3535,45,1836.8162,8.2926,12.8,4179.1116,18.8673,0.1213,0.1532,1427.6808,2123.8606,7.5686,2.4122,1,-147.7531,0.0696,1,119.697,1299.6331,0.245,-999,3688.4187
1299.8402,0.116,80.7818,87.212,3371.8765,60.3553,45,1837.0334,8.2926,12.8,4179.6422,18.8674,0.1084,0.1411,1231.9137,2119.0946,7.4091,2.426,1,-147.4587,0.0526,1,119.7026,1299.787,0.2528,-999,3774.0933
1299.9942,0.1329,84.2447,87.2089,3370.6955,56.7601,45,1837.2507,8.2926,12.8,4180.1672,18.8676,0.1351,0.1634,1581.1379,2115.1379,7.1261,2.4007,1,-147.377,0.084,1,119.7081,1299.941,0.2252,-999,3618.9582
1300.1482,0.143,86.4165,87.2058,3369.8371,52.5951,45,1837.4679,8.2926,12.8,4180.6889,18.8677,0.1543,0.1772,1772.6763,2112.0092,7.1171,2.3855,1,-147.4208,0.1038,1,119.7136,1300.095,0.1947,-999,3528.0074
1300.3022,0.1246,82.5283,87.2027,3369.518,53.0569,45,1837.6851,8.2926,12.8,4181.2167,18.8678,0.1316,0.1524,1416.4967,2110.2462,7.4101,2.4131,1,-147.5431,0.0684,1,119.7192,1300.249,0.198,-999,3694.2243
1300.4562,0.0815,74.2416,87.1996,3369.4929,57.2031,45,1837.9024,8.2926,12.8,4181.7586,18.868,0.0732,0.0977,383.9591,2109.2113,7.2532,2.4778,1,-147.5755,-0.0069,1,119.7247,1300.403,0.2285,-999,4106.5662
1300.6102,0.0961,76.9265,87.1965,3369.2292,61.0136,45,1838.1196,8.2926,12.8,4182.2957,18.8682,0.0836,0.1157,768.3322,2107.5749,6.5258,2.4559,1,-147.4222,0.0175,1,119.7302,1300.557,0.258,-999,3963.2383
1300.7642,0.1421,86.2266,87.1933,3368.6478,62.6022,45,1838.3368,8.2926,12.8,4182.8177,18.8683,0.1357,0.176,1758.5931,2105.1508,7.7346,2.3868,1,-147.1687,0.1021,1,119.7358,1300.711,0.2707,-999,3535.7772
1300.9182,0.2216,105.831,87.1903,3368.1014,62.3915,45,1838.5541,8.2926,12.8,4183.3136,18.8683,0.2158,0.2941,2872.1304,2102.8562,8.9086,2.2676,1,-147.014,0.2803,0.8336,119.7413,1300.8649,0.269,-999,2880.801
1301.0722,0.2857,125.8514,87.1871,3367.5284,63.3858,45,1838.7713,8.2926,12.8,4183.7885,18.8683,0.2558,0.4062,3404.0856,2100.526,6.8333,2.1715,1,-147.1583,0.4623,0.853,119.7468,1301.0189,0.277,-999,2422.5241
1301.2262,0.2817,124.4864,87.1841,3367.5105,66.87,45,1838.9885,8.2926,12.8,4184.2647,18.8682,0.2097,0.3988,3378.6275,2099.6103,5.0222,2.1774,1,-147.3749,0.4499,1,119.7524,1301.1729,0.3061,-999,2449.0872
1301.3802,0.2558,115.9918,87.1809,3368.2786,71.5049,45,1839.2058,8.2926,12.8,4184.7494,18.8681,0.1433,0.3519,3188.8249,2100.6876,6.4511,2.2163,1,-147.6867,0.3727,1,119.7579,1301.3269,0.3468,-999,2628.4448
1301.5342,0.2269,107.3424,87.1778,3369.2982,73.0412,45,1839.423,8.2926,12.8,4185.2436,18.8681,0.1227,0.3028,2928.6378,2102.3921,6.4908,2.2596,1,-147.9484,0.294,1,119.7634,1301.4809,0.3609,-999,2840.2388
1301.6882,0.2112,102.9814,87.1747,3370.5077,73.8162,45,1839.6403,8.2926,12.8,4185.7429,18.8681,0.1128,0.2775,2762.6198,2104.5737,5.3917,2.2832,1,-148.3054,0.2544,1,119.769,1301.6349,0.3681,-999,2960.5157
1301.8422,0.2152,104.059,87.1716,3371.6124,74.9177,45,1839.8575,8.2926,12.8,4186.241,18.8682,0.0995,0.2838,2806.8553,2106.4898,4.4318,2.2772,1,-148.5603,0.2642,1,119.7745,1301.7889,0.3785,-999,2929.8576
1301.9962,0.2179,104.8257,87.1685,3372.3559,78.0379,45,1840.0747,8.2926,12.8,4186.7381,18.8682,0.0668,0.2883,2837.3818,2107.4854,4.0826,2.2731,1,-148.8672,0.2711,1,119.78,1301.9428,0.4088,-999,2908.4285
1302.1502,0.2183,104.9036,87.1654,3372.357,78.5106,45,1840.292,8.2926,12.8,4187.2351,18.8682,0.0626,0.2887,2840.8653,2106.5855,3.9766,2.2726,1,-149.1,0.2719,1,119.7856,1302.0968,0.4135,-999,2906.2687
1302.3042,0.2279,107.6121,87.1623,3371.3797,76.3784,45,1840.5092,8.2926,12.8,4187.729,18.8682,0.0832,0.3044,2940.4692,2103.1922,3.9756,2.2582,1,-149.3417,0.2965,1,119.7911,1302.2508,0.3925,-999,2833.1205
1302.4582,0.2276,107.5401,87.1592,3369.9931,73.2828,45,1840.7264,8.2926,12.8,4188.2229,18.8682,0.1196,0.304,2938.4427,2098.753,3.8164,2.2586,1,-149.5317,0.2958,1,119.7966,1302.4048,0.3632,-999,2835.0173
1302.6122,0.2148,103.963,87.1561,3368.1795,71.5432,45,1840.9437,8.2926,12.8,4188.7211,18.8682,0.1427,0.2833,2805.4271,2093.2163,4.2296,2.2778,1,-149.5316,0.2633,1,119.8022,1302.5588,0.3472,-999,2932.563
1302.7662,0.1944,98.5452,87.153,3366.7617,70.4755,45,1841.1609,8.2926,12.8,4189.2259,18.8682,0.1577,0.2514,2564.9829,2088.6791,4.9456,2.3084,1,-149.5303,0.214,1,119.8077,1302.7128,0.3376,-999,3093.7889
1302.9202,0.1725,93.1468,87.1499,3365.6793,66.7216,45,1841.3781,8.2926,12.8,4189.738,18.8683,0.1652,0.2189,2266.3726,2084.987,5.1215,2.3412,1,-149.5283,0.165,1,119.8132,1302.8667,0.3048,-999,3273.092
1303.0742,0.1481,87.5241,87.1468,3365.5237,65.1642,45,1841.5954,8.2926,12.8,4190.258,18.8684,0.138,0.1841,1871.8362,2083.6491,5.1198,2.3779,1,-149.3504,0.1139,1,119.8188,1303.0207,0.2917,-999,3483.3611
1303.2282,0.124,82.4033,87.1437,3366.2785,64.8991,45,1841.8126,8.2926,12.8,4190.786,18.8686,0.1093,0.1516,1412.656,2084.6243,5.1395,2.414,1,-148.9773,0.0673,1,119.8243,1303.1747,0.2895,-999,3699.8281
1303.3822,0.1127,80.1241,87.1406,3367.5846,65.3751,45,1842.0298,8.2926,12.8,4191.3176,18.8687,0.0948,0.1368,1169.2198,2087.0022,5.2379,2.431,1,-148.8559,0.0466,1,119.8298,1303.3287,0.2935,-999,3805.073
1303.5362,0.1123,80.0553,87.1375,3368.5454,61.2945,45,1842.2471,8.2926,12.8,4191.8494,18.8689,0.1023,0.1364,1161.8689,2088.498,5.2165,2.4315,1,-149.208,0.046,1,119.8354,1303.4827,0.2602,-999,3808.3431
1303.6902,0.1148,80.5518,87.1344,3368.1776,57.8622,45,1842.4643,8.2926,12.8,4192.3804,18.869,0.1115,0.1396,1218.0056,2086.6005,5.0508,2.4278,1,-149.6283,0.0505,1,119.8409,1303.6367,0.2335,-999,3784.8695
1303.8442,0.1107,79.7484,87.1313,3366.8286,56.2748,45,1842.6816,8.2926,12.8,4192.9127,18.8692,0.1096,0.1344,1127.6534,2082.1937,5.0559,2.4339,1,-149.9803,0.0432,1,119.8464,1303.7907,0.2216,15.3252,3822.9989
1303.9982,0.1,77.6696,87.1282,3365.1218,55.497,45,1842.8988,8.2925,12.8,4193.4485,18.8694,0.0984,0.1207,875.3234,2076.8667,5.2704,2.45,1,-150.2815,0.0243,1,119.852,1303.9446,0.2158,-999,3925.3202
1304.1522,0.0989,77.4679,87.1251,3363.6975,60.074,45,1843.116,8.2925,12.8,4193.9846,18.8696,0.0888,0.1193,849.7786,2072.2603,5.5482,2.4516,1,-150.4957,0.0224,1,119.8575,1304.0986,0.2506,-999,3935.5404
1304.3062,0.1103,79.65,87.122,3362.8366,67.6983,45,1843.3333,8.2925,12.8,4194.5171,18.8697,0.0872,0.1337,1117.6215,2069.0987,5.6136,2.4346,1,-150.7245,0.0423,1,119.863,1304.2526,0.3132,-999,3827.7219
1304.4602,0.1235,82.3062,87.1189,3363.2326,72.8569,45,1843.5505,8.2925,12.8,4195.0452,18.8699,0.092,0.151,1406.4608,2069.1558,5.2336,2.4147,1,-150.9341,0.0664,1,119.8686,1304.4066,0.3592,-999,3704.193
1304.6142,0.1354,84.7899,87.1158,3363.9515,68.1992,45,1843.7677,8.2925,12.8,4195.5694,18.87,0.1166,0.1669,1644.8701,2070.0441,5.005,2.3969,1,-150.9585,0.089,1,119.8741,1304.5606,0.3175,-999,3595.6883
1304.7682,0.1417,86.1226,87.1127,3365.1251,64.0944,45,1843.985,8.2925,12.8,4196.0915,18.8701,0.1323,0.1753,1761.9265,2072.098,4.8579,2.3875,1,-150.935,0.1011,1,119.8796,1304.7146,0.2828,-999,3540.047
1304.9222,0.1436,86.5457,87.1096,3367.2353,62.4822,45,1844.2022,8.2925,12.8,4196.6131,18.8703,0.1377,0.178,1797.918,2076.5473,4.8542,2.3846,1,-150.7243,0.105,1,119.8852,1304.8686,0.2697,-999,3522.7406
1305.0762,0.1459,87.0613,87.1065,3369.8329,65.1473,45,1844.4194,8.2925,12.8,4197.1338,18.8704,0.1355,0.1812,1840.7523,2082.2442,4.8722,2.3811,1,-150.7112,0.1096,1,119.8907,1305.0225,0.2915,-999,3501.878
1305.2302,0.1481,87.5248,87.1034,3372.2827,62.3874,45,1844.6367,8.2925,12.8,4197.6539,18.8705,0.1433,0.1841,1878.4601,2087.565,4.6548,2.3779,1,-150.6605,0.1139,1,119.8962,1305.1765,0.2689,-999,3483.3333
1305.3842,0.1431,86.4338,87.1003,3373.7241,61.2417,45,1844.8539,8.2925,12.8,4198.1755,18.8706,0.1393,0.1773,1789.9913,2090.3058,4.6521,2.3854,1,-150.4891,0.1039,1,119.9018,1305.3305,0.2598,-999,3527.3012
1305.5382,0.1355,84.8089,87.0972,3374.6354,60.6491,45,1845.0712,8.2925,12.8,4198.6997,18.8707,0.1313,0.167,1649.3679,2091.6875,4.7846,2.3967,1,-150.2548,0.0892,1,119.9073,1305.4845,0.2551,-999,3594.8827
1305.6922,0.1317,84.0071,87.0941,3375.6066,58.0631,45,1845.2884,8.2925,12.8,4199.2251,18.8709,0.1314,0.1619,1576.1362,2093.2205,4.7509,2.4024,1,-150.1877,0.0819,1,119.9128,1305.6385,0.235,-999,3629.1938
1305.8462,0.1329,84.2574,87.091,3376.9098,57.474,45,1845.5056,8.2925,12.8,4199.7501,18.871,0.1339,0.1635,1599.9047,2095.6033,4.6294,2.4006,1,-150.235,0.0842,1,119.9184,1305.7925,0.2306,-999,3618.4127
1306.0002,0.1436,86.5419,87.0879,3379.4784,59.5958,45,1845.7229,8.2925,12.8,4200.2716,18.8711,0.143,0.178,1800.8751,2101.228,4.3693,2.3846,1,-150.4412,0.1049,1,119.9239,1305.9464,0.2469,-999,3522.8953
1306.1542,0.1553,89.129,87.0848,3382.4406,62.6453,45,1845.9401,8.2925,12.8,4200.7893,18.8712,0.1516,0.1941,2004.2799,2107.8657,4.172,2.3671,1,-150.4515,0.1284,1,119.9294,1306.1004,0.271,-999,3420.6381
1306.3082,0.1603,90.2921,87.0817,3384.2983,58.8687,45,1846.1573,8.2925,12.8,4201.3054,18.8713,0.1646,0.2013,2088.5464,2111.6819,4.2303,2.3595,1,-150.2407,0.139,1,119.935,1306.2544,0.2412,-999,3376.575
1306.4622,0.1617,90.6037,87.0786,3385.1231,54.949,45,1846.3746,8.2925,12.8,4201.8209,18.8714,0.171,0.2033,2110.7446,2112.8574,4.2944,2.3574,1,-150.1876,0.1419,1,119.9405,1306.4084,0.2117,-999,3364.9625
1306.6162,0.1587,89.9175,87.0755,3385.2906,57.0242,45,1846.5918,8.2925,12.8,4202.3375,18.8715,0.1658,0.199,2062.9785,2112.35,4.2343,2.3619,1,-149.682,0.1356,1,119.946,1306.5624,0.2272,-999,3390.642
1306.7702,0.1558,89.2482,87.0724,3384.9296,62.5998,45,1846.809,8.2925,12.8,4202.855,18.8716,0.1523,0.1949,2014.9563,2110.4891,4.1273,2.3663,1,-149.205,0.1295,1,119.9515,1306.7164,0.2706,-999,3416.0694
1306.9242,0.1555,89.1798,87.0693,3384.8824,67.7691,45,1847.0263,8.2925,12.8,4203.3726,18.8717,0.1421,0.1945,2010.3912,2109.4305,4.3163,2.3668,1,-149.1255,0.1289,1,119.9571,1306.8704,0.3138,-999,3418.6895
1307.0782,0.1542,88.897,87.0662,3384.8041,68.6499,45,1847.2435,8.2925,12.8,4203.8906,18.8718,0.1388,0.1927,1989.8675,2108.2912,4.2913,2.3687,1,-149.3876,0.1263,1,119.9626,1307.0243,0.3214,-999,3429.5651
1307.2322,0.1566,89.4304,87.0631,3384.4786,75.0068,45,1847.4607,8.2925,12.8,4204.4079,18.8719,0.0985,0.196,2029.7189,2106.5208,4.0732,2.3651,1,-149.3839,0.1312,1,119.9681,1307.1783,0.3794,-999,3409.1098
1307.3862,0.1587,89.9052,87.06,3383.5919,75.6182,45,1847.678,8.2925,12.8,4204.9245,18.872,0.0915,0.199,2064.4665,2103.3151,3.9459,2.362,1,-149.5366,0.1355,1,119.9737,1307.3323,0.3852,-999,3391.1058
1307.5402,0.1565,89.4086,87.0569,3382.3667,76.7924,45,1847.8952,8.2925,12.8,4205.4418,18.8721,0.0789,0.1959,2029.0732,2099.2417,3.8673,2.3653,1,-149.5622,0.131,1,119.9792,1307.4863,0.3966,-999,3409.941
1307.6942,0.1511,88.1909,87.0538,3380.7828,75.3401,45,1848.1125,8.2925,12.8,4205.9608,18.8722,0.0946,0.1883,1938.1428,2094.2468,3.9632,2.3734,1,-149.783,0.1199,1,119.9847,1307.6403,0.3826,-999,3457.0239
1307.8482,0.1453,86.9243,87.0507,3379.3405,77.0438,45,1848.3297,8.2925,12.8,4206.4818,18.8723,0.0764,0.1804,1838.0259,2089.6108,4.1666,2.382,1,-149.8121,0.1084,1,119.9903,1307.7943,0.399,-999,3507.3972
1308.0022,0.1668,91.7818,87.0476,3377.807,74.4443,45,1848.5469,8.2925,12.8,4206.9957,18.8724,0.1051,0.2105,2194.9982,2084.7518,4.4633,2.3498,1,-149.9255,0.1526,1,119.9958,1307.9483,0.374,-999,3321.7702
1308.1562,0.1801,94.9643,87.0445,3376.549,71.0141,45,1848.7642,8.2925,12.8,4207.5052,18.8725,0.1501,0.2299,2391.0546,2080.604,5.0397,2.3299,1,-150.5087,0.1815,1,120.0013,1308.1022,0.3424,-999,3210.4491
1308.3102,0.1887,97.0992,87.0414,3376.4973,68.7194,45,1848.9814,8.2925,12.8,4208.012,18.8725,0.1805,0.2427,2508.7331,2079.5478,3.7769,2.317,1,-150.2728,0.2009,1,120.0069,1308.2562,0.322,-999,3139.8616
1308.4642,0.1905,97.5726,87.0383,3376.8297,75.977,45,1849.1986,8.2925,12.8,4208.5181,18.8726,0.0876,0.2456,2533.8256,2079.4756,3.9523,2.3142,1,-150.1336,0.2052,1,120.0124,1308.4102,0.3887,-999,3124.6277
1308.6182,0.1765,94.1091,87.0352,3376.3328,78.2602,45,1849.4159,8.2925,12.8,4209.0288,18.8726,0.0648,0.2247,2342.5146,2077.2733,4.8188,2.3352,1,-149.9479,0.1737,1,120.0179,1308.5642,0.411,-999,3239.6235
1308.7722,0.1618,90.6264,87.0321,3373.403,78.3686,45,1849.6331,8.2925,12.8,4209.5443,18.8727,0.0638,0.2034,2119.428,2068.8342,5.034,2.3573,1,-149.6988,0.1421,1,120.0235,1308.7182,0.4121,-999,3364.1196
1308.9262,0.1634,90.9886,87.029,3363.6704,73.3351,45,1849.8503,8.2925,12.8,4210.0593,18.8728,0.1189,0.2057,2144.7636,2042.9773,4.5518,2.3549,1,-149.4435,0.1454,1,120.029,1308.8722,0.3637,-999,3350.728
1309.0802,0.1719,93.0034,87.0259,3353.3053,69.6135,45,1850.0676,8.2925,12.8,4210.5716,18.8729,0.1588,0.218,2276.58,2015.5015,4.2868,2.3421,1,-149.072,0.1637,1,120.0345,1309.0261,0.3299,-999,3278.1387
1309.2342,0.1801,94.9759,87.0228,3347.629,71.688,45,1850.2848,8.2925,12.8,4211.0811,18.873,0.1408,0.23,2395.072,2000.0335,4.0714,2.3298,1,-148.698,0.1816,1,120.0401,1309.1801,0.3485,-999,3210.057
1309.3882,0.1843,95.9991,87.0198,3345.176,76.3782,45,1850.5021,8.2925,12.8,4211.5893,18.873,0.0832,0.2361,2453.0009,1992.8195,4.0379,2.3236,1,-148.7425,0.1909,1,120.0456,1309.3341,0.3925,-999,3175.8428
1309.5422,0.1915,97.8193,87.0166,3345.2466,77.119,45,1850.7193,8.2925,12.8,4212.0951,18.8731,0.0756,0.247,2549.8367,1992.0717,4.0078,2.3127,1,-148.5092,0.2074,1,120.0511,1309.4881,0.3998,-999,3116.7474
1309.6962,0.1895,97.3131,87.0135,3348.4389,75.0528,45,1850.9365,8.2925,12.8,4212.6015,18.8731,0.0979,0.244,2524.2416,1999.3178,4.0078,2.3157,1,-148.5665,0.2028,1,120.0567,1309.6421,0.3798,-999,3132.96
1309.8502,0.1863,96.4935,87.0105,3360.7605,79.63,45,1851.1538,8.2925,12.8,4213.109,18.8732,0.0532,0.2391,2481.3318,2029.9465,3.9088,2.3206,1,-148.6837,0.1954,1,120.0622,1309.7961,0.4248,-999,3159.5708
1310.0042,0.1845,96.0463,87.0074,3368.8237,85.2348,45,1851.371,8.2925,12.8,4213.6171,18.8732,0.0206,0.2364,2457.5092,2049.6702,4.0679,2.3233,1,-148.666,0.1913,1,120.0677,1309.9501,0.4841,-999,3174.2821
1310.1582,0.1878,96.8739,87.0043,3371.2803,84.8102,45,1851.5882,8.2925,12.8,4214.1241,18.8733,0.0223,0.2414,2502.6134,2055.0357,4.0106,2.3183,1,-148.3596,0.1989,1,120.0733,1310.104,0.4794,-999,3147.164
1310.3122,0.1895,97.3158,87.0012,3371.0749,78.2129,45,1851.8055,8.2925,12.8,4214.6306,18.8733,0.0652,0.244,2526.3027,2053.5831,3.7282,2.3157,1,-148.0667,0.2029,1,120.0788,1310.258,0.4106,-999,3132.8731
1310.4662,0.2048,101.2687,86.9981,3370.561,75.3728,45,1852.0227,8.2925,12.8,4215.132,18.8734,0.0943,0.2675,2716.8728,2051.3476,3.5794,2.2928,1,-148.015,0.2388,1,120.0843,1310.412,0.3829,-999,3010.5852
1310.6202,0.2331,109.1138,86.995,3370.5548,74.9487,45,1852.2399,8.2925,12.8,4215.6242,18.8733,0.0992,0.313,3017.8428,2050.4272,3.4756,2.2504,1,-148.1279,0.3101,1,120.0899,1310.566,0.3788,-999,2794.1291
1310.7742,0.2557,115.9347,86.9919,3371.0917,78.8433,45,1852.4572,8.2925,12.8,4216.1089,18.8733,0.0597,0.3516,3217.5368,2050.91,3.4772,2.2165,1,-148.1854,0.3721,1,120.0954,1310.72,0.4169,-999,2629.7394
1310.9282,0.2763,122.6373,86.9888,3372.1017,82.381,45,1852.6744,8.2925,12.8,4216.5869,18.8732,0.0344,0.3887,3372.9543,2052.6155,3.5434,2.1856,1,-148.2645,0.4331,1,120.1009,1310.874,0.4533,-999,2486.014
1311.0822,0.2711,120.8948,86.9857,3373.2869,83.4034,45,1852.8916,8.2925,12.8,4217.0666,18.8731,0.0288,0.3791,3336.4233,2054.7674,3.2543,2.1934,1,-148.7208,0.4172,1,120.1065,1311.0279,0.4642,-999,2521.8458
1311.2362,0.2449,112.6133,86.9826,3374.2509,83.1138,45,1853.1089,8.2925,12.8,4217.5549,18.8731,0.0303,0.3329,3127.979,2056.3392,3.7132,2.2327,1,-148.7693,0.3419,1,120.112,1311.1819,0.4611,-999,2707.3005
1311.3902,0.2099,102.6298,86.9795,3375.1834,78.6381,45,1853.3261,8.2925,12.8,4218.0547,18.8731,0.0614,0.2755,2778.5555,2057.8125,4.3979,2.2851,1,-149.2537,0.2512,1,120.1175,1311.3359,0.4148,-999,2970.6581
1311.5442,0.1725,93.1512,86.9764,3376.1623,78.9372,45,1853.5434,8.2925,12.8,4218.5667,18.8732,0.0589,0.2189,2293.374,2059.3857,4.715,2.3412,1,-149.7593,0.165,1,120.1231,1311.4899,0.4178,-999,3272.9374
1311.6982,0.1642,91.1886,86.9733,3376.8977,77.3722,45,1853.7606,8.2925,12.8,4219.0815,18.8733,0.0731,0.2069,2166.8497,2060.3306,4.0952,2.3537,1,-150.1806,0.1472,1,120.1286,1311.6439,0.4023,-999,3343.379
1311.8522,0.1567,89.452,86.9702,3377.4955,82.8866,45,1853.9778,8.2925,12.8,4219.5987,18.8734,0.0315,0.1961,2045.4636,2060.9189,3.7044,2.365,1,-150.2857,0.1314,1,120.1341,1311.7979,0.4586,-999,3408.2866
1312.0062,0.1641,91.1512,86.9671,3378.1094,87.6669,45,1854.1951,8.2925,12.8,4220.1135,18.8735,0.0126,0.2066,2165.2756,2061.5525,3.87,2.3539,1,-150.3901,0.1468,1,120.1397,1311.9519,0.5113,-999,3344.7508
1312.1602,0.1752,93.7798,86.964,3378.8703,88.992,45,1854.4123,8.2925,12.8,4220.6246,18.8735,0.0095,0.2227,2333.7425,2062.5686,3.8118,2.3372,1,-150.2574,0.1707,1,120.1452,1312.1058,0.5266,-999,3250.9991
