DEPTH,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1743,-999,0.241,111.4607,81.1363,4592.4915,36.0552,40,2462.7675,8.2903,15,-999,5516.9062,18.5714,0.186,0.3263,3898.5436,2813.9034,4.4799,2.2385,1,-45.5625,0.4117,1,138.9431,1743,0.0873,-999,2735.2964
1743.1524,-999,0.2288,107.8797,81.1343,4594.8351,35.6928,40,2462.9825,8.2903,15,-999,5517.3947,18.5714,0.1805,0.3059,3789.737,2824.3835,4.5609,2.2568,1,-45.501,0.383,1,138.9495,1743.1524,0.0851,-999,2826.0928
1743.3048,-999,0.2163,104.3625,81.1324,4596.8963,34.3704,40,2463.1975,8.2903,15,-999,5517.8873,18.5714,0.1781,0.2856,3671.7385,2833.0816,4.6482,2.2756,1,-45.5,0.3549,1,138.956,1743.3048,0.0774,-999,2921.3372
1743.4572,-999,0.205,101.3083,81.1304,4598.7688,36.2752,40,2463.4125,8.2903,15,-999,5518.3835,18.5715,0.1673,0.2677,3559.1587,2840.6337,4.747,2.2925,1,-45.377,0.3305,1,138.9625,1743.4572,0.0886,19.3129,3009.4084
1743.6096,-999,0.2019,100.5006,81.1284,4600.5841,37.6313,40,2463.6275,8.2903,15,-999,5518.8807,18.5715,0.162,0.263,3527.9509,2847.6109,4.8603,2.2971,1,-45.3135,0.324,1,138.9689,1743.6096,0.0967,-999,3033.5943
1743.762,-999,0.2013,100.3538,81.1265,4602.4161,40.2797,40,2463.8425,8.2903,15,-999,5519.3781,18.5716,0.1539,0.2621,3522.5312,2854.6203,4.9673,2.298,1,-45.128,0.3228,1,138.9754,1743.762,0.1128,-999,3038.0319
1743.9144,-999,0.1973,99.3137,81.1245,4604.2967,40.9877,40,2464.0575,8.2903,15,-999,5519.8768,18.5716,0.1497,0.2559,3480.8962,2861.8009,5.0802,2.304,1,-45.0635,0.3145,1,138.9818,1743.9144,0.1172,-999,3069.8489
1744.0668,-999,0.1971,99.2488,81.1225,4606.2197,39.8147,40,2464.2725,8.2903,15,-999,5520.3755,18.5717,0.1531,0.2556,3478.637,2869.0837,5.228,2.3043,1,-45.0625,0.314,1,138.9883,1744.0668,0.11,-999,3071.8563
1744.2192,-999,0.1905,97.5759,81.1205,4608.3079,37.1685,40,2464.4875,8.2903,15,-999,5520.8764,18.5717,0.1576,0.2456,3408.4327,2877.1325,5.4256,2.3142,1,-44.878,0.3006,1,138.9948,1744.2192,0.0939,-999,3124.522
1744.3716,-999,0.1831,95.7229,81.1185,4610.8804,34.0033,40,2464.7025,8.2903,15,-999,5521.3798,18.5718,0.1638,0.2345,3326.2598,2887.9176,5.7099,2.3253,1,-44.752,0.2858,1,139.0012,1744.3716,0.0753,-999,3185.0064
1744.524,-999,0.1663,91.686,81.1166,4613.6814,33.47,40,2464.9175,8.2903,15,-999,5521.8885,18.5719,0.1583,0.2099,3129.0994,2900.1808,6.0429,2.3505,1,-44.4425,0.2535,1,139.0077,1744.524,0.0722,-999,3325.241
1744.6764,-999,0.1415,86.0857,81.1146,4616.4709,33.4622,40,2465.1325,8.2903,15,-999,5522.4054,18.572,0.148,0.1751,2808.0266,2912.4982,6.3836,2.3878,1,-44.376,0.2087,1,139.0142,1744.6764,0.0722,-999,3541.5644
1744.8288,-999,0.1164,80.8739,81.1126,4619.1799,32.3041,40,2465.3475,8.2903,15,-999,5522.9303,18.5722,0.1346,0.1417,2447.2696,2924.4518,6.6862,2.4254,1,-44.0675,0.167,1,139.0206,1744.8288,0.0656,-999,3769.7953
1744.9812,-999,0.1023,78.1195,81.1107,4621.2,30.9182,40,2465.5625,8.2903,15,-999,5523.4599,18.5723,0.116,0.1236,2226.9092,2932.6759,6.9481,2.4465,1,-43.8165,0.145,1,139.0271,1744.9812,0.0577,-999,3902.7138
1745.1336,-999,0.1111,79.8156,81.1087,4622.6668,28.7494,40,2465.7775,8.2903,15,-999,5523.9866,18.5725,0.1301,0.1348,2365.8829,2938.1354,7.1099,2.4334,1,-43.6895,0.1585,1,139.0336,1745.1336,0.0457,-999,3819.7802
1745.286,-999,0.1283,83.2937,81.1067,4623.7268,32.2477,40,2465.9925,8.2903,15,-999,5524.5077,18.5726,0.147,0.1573,2624.4949,2941.6151,7.1997,2.4075,1,-43.4415,0.1863,1,139.04,1745.286,0.0652,-999,3660.2774
1745.4384,-999,0.1572,89.5768,81.1047,4624.1206,32.1963,40,2466.2075,8.2903,15,-999,5525.0194,18.5727,0.1588,0.1969,3017.4437,2941.3668,7.2716,2.3642,1,-43.3145,0.2366,1,139.0465,1745.4384,0.0649,-999,3403.5381
1745.5908,-999,0.1925,98.0544,81.1028,4624.1587,35.1644,40,2466.4225,8.2903,15,-999,5525.5197,18.5728,0.1645,0.2485,3432.7075,2938.9277,7.3531,2.3113,1,-43.005,0.3044,1,139.053,1745.5908,0.082,-999,3109.2745
1745.7432,-999,0.2084,102.2199,81.1008,4624.2358,32.8376,40,2466.6375,8.2903,15,-999,5526.0148,18.5728,0.1785,0.2731,3600.2103,2936.7154,7.3935,2.2874,1,-42.754,0.3378,1,139.0594,1745.7432,0.0686,-999,2982.5704
1745.8956,-999,0.2139,103.7011,81.0988,4624.6572,32.4698,40,2466.8525,8.2903,15,-999,5526.5082,18.5728,0.1821,0.2817,3655.2453,2936.678,7.3366,2.2792,1,-42.75,0.3496,1,139.0659,1745.8956,0.0665,-999,2939.9693
1746.048,-999,0.2036,100.9371,81.0968,4625.8003,30.4833,40,2467.0675,8.2903,15,-999,5527.0048,18.5729,0.1829,0.2655,3551.7709,2941.7788,7.1673,2.2946,1,-42.75,0.3275,1,139.0724,1746.048,0.0553,-999,3020.4756
1746.2004,-999,0.1717,92.9574,81.0948,4627.9869,30.2865,40,2467.2825,8.2903,15,-999,5527.5118,18.573,0.1706,0.2177,3198.4958,2955.835,6.912,2.3424,1,-42.6885,0.2637,1,139.0788,1746.2004,0.0542,-999,3279.7609
1746.3528,-999,0.1701,92.5789,81.0929,4630.662,35.2231,40,2467.4975,8.2903,15,-999,5528.0194,18.5731,0.1543,0.2154,3179.8089,2974.9197,6.6979,2.3448,1,-42.9335,0.2606,1,139.0853,1746.3528,0.0824,-999,3293.1699
1746.5052,-999,0.347,149.6509,81.0909,4632.7025,38.7662,40,2467.7125,8.2903,15,-999,5528.4695,18.5729,0.2674,0.5321,4629.7701,2987.7882,6.6243,2.0795,1,-42.876,0.7172,0.9597,139.0918,1746.5052,0.1035,-999,2037.2617
1746.6576,-999,0.2477,113.4823,81.0889,4634.1234,41.8228,40,2467.9275,8.2903,15,-999,5528.9518,18.5729,0.1762,0.3378,3966.0433,2994.8176,6.6547,2.2284,1,-42.752,0.4279,1,139.0982,1746.6576,0.1225,-999,2686.5692
1746.81,-999,0.2477,113.4671,81.087,4634.8686,37.9258,40,2468.1425,8.2903,15,-999,5529.4342,18.5729,0.1854,0.3377,3966.0455,2996.9004,6.7458,2.2285,1,-42.9345,0.4277,1,139.1047,1746.81,0.0985,-999,2686.9291
