DEPTH,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL
1574.0564,-999,-999,57.34,71.895,4570.1584,36.25,45,2236.4055,8.3366,-999,5534.0066,20.6291,-999,-999,1399.3531,2137.6946,20000000,2.6431,1,87.77,-999,-999,134.8924,1574,-999
1574.2088,-999,-999,65.3,71.895,4574.9292,35.95,45,2236.7582,8.3366,-999,5534.9151,20.6292,-999,-999,1903.6595,2147.6651,20000000,2.5586,1,80.03,-999,-999,134.8985,1574.25,-999
1574.3612,-999,-999,69.28,71.895,4578.7141,37.24,45,2236.9345,8.3366,-999,5535.3627,20.6293,-999,-999,2112.4341,2156.1371,20000000,2.521,1,75.9,-999,-999,134.9046,1574.375,-999
1574.5136,-999,0.0826,74.45,71.895,4582.3091,39.77,45,2237.1109,8.3366,-999,5535.8023,20.6293,0.0962,0.0991,2350.3165,2164.1609,20000000,2.4761,1,69.3,0.1156,0.0348,134.9106,1574.5,0.141
1574.666,-999,0.1045,78.53,71.895,4585.6847,42.11,45,2237.2872,8.3366,-999,5536.236,20.6292,0.1162,0.1264,2516.0154,2171.6606,20000000,2.4433,1,63.11,0.1482,0.0294,134.9167,1574.625,0.1603
1574.8184,-999,0.1144,80.47,71.895,4588.8456,45.63,45,2237.6399,8.3366,-999,5537.0983,20.6292,0.1159,0.1391,2589.235,2177.8262,20000000,2.4284,1,53.07,0.1638,0.0275,134.9228,1574.875,0.1907
1574.9708,-999,0.1105,79.71,71.895,4591.2613,46.22,45,2237.8163,8.3366,-999,5537.5304,20.6291,0.1109,0.1341,2561.3298,2182.9734,20000000,2.4342,1,50.46,0.1577,0.0279,134.9289,1575,0.196
1575.1232,-999,0.0986,77.4,71.895,4593.2869,47.87,45,2237.9926,8.3366,-999,5537.9658,20.6291,0.0949,0.1189,2472.7,2187.1712,20000000,2.4521,1,46.78,0.1392,0.0295,134.935,1575.125,0.2109
1575.2756,-999,0.0876,75.36,71.893,4595.3519,49.2,45,2238.1689,8.3366,-999,5538.404,20.6291,0.0784,0.1052,2389.9969,2191.4693,20000000,2.4686,1,44.24,0.1229,0.0315,134.9411,1575.25,0.2232
1575.428,-999,0.0772,73.48,71.8911,4597.5974,51.2,45,2238.3453,8.3366,-999,5538.8451,20.6291,0.0573,0.0925,2309.714,2196.231,14571662,2.4842,1,42.66,0.1078,0.0343,134.9472,1575.375,0.2422
1575.5804,-999,0.0537,69.46,71.8891,4600.2962,57.47,45,2238.698,8.3366,-999,5539.7396,20.6292,0.0037,0.0647,2123.2544,2201.2844,17.07,2.5194,1,39.04,0.0757,1,134.9533,1575.625,0.3058
1575.7328,-999,0.0519,69.15,71.8872,4602.7162,57.43,45,2238.8743,8.3366,-999,5540.1874,20.6292,0.0034,0.0625,2108.197,2206.487,5.83,2.5222,1,38.19,0.0732,1,134.9594,1575.75,0.3054
1575.8852,-999,0.0487,68.64,71.8852,4605.1904,56.02,45,2239.0507,8.3366,-999,5540.636,20.6293,0.0024,0.0589,2082.9544,2211.8229,9.26,2.5269,1,37.19,0.0691,1,134.9654,1575.875,0.2905
1576.0376,-999,0.0463,68.24,71.8833,4607.6996,53.35,45,2239.227,8.3366,-999,5541.0853,20.6293,0.0024,0.0561,2062.9428,2217.2489,22.23,2.5306,1,36.37,0.0659,1,134.9715,1576,0.2633
1576.19,-999,0.0592,70.37,71.8813,4610.7079,45.97,45,2239.5797,8.3366,-999,5541.9769,20.6293,0.0508,0.0711,2168.6539,2223.104,33.97,2.5112,1,34.42,0.083,1,134.9776,1576.25,0.1938
1576.3424,-999,0.0759,73.25,71.8794,4613.5432,43.86,45,2239.7561,8.3366,-999,5542.4183,20.6293,0.0799,0.091,2301.5535,2229.3814,12,2.4861,1,33.7,0.106,1,134.9837,1576.375,0.1753
1576.4948,-999,0.1203,81.65,71.8774,4616.6791,40.83,45,2239.9324,8.3366,-999,5542.8479,20.6293,0.1328,0.1467,2635.2532,2236.4109,9.08,2.4196,1,32.49,0.1732,1,134.9898,1576.5,0.1497
1576.6472,-999,0.1534,88.71,71.8755,4619.7459,39.76,45,2240.1087,8.3366,-999,5543.2686,20.6292,0.1635,0.1915,2866.95,2243.2778,8.39,2.3699,1,31.64,0.2297,1,134.9959,1576.625,0.1409
1576.7996,-999,0.1788,94.65,71.8735,4622.4391,40.29,45,2240.2851,8.3365,-999,5543.6826,20.6291,0.1844,0.228,3035.2107,2249.2101,7.66,2.3318,1,31.07,0.2772,1,135.002,1576.75,0.1452
1576.952,-999,0.2124,103.3,71.8716,4625.1512,42.59,45,2240.6378,8.3365,-999,5544.4926,20.6289,0.2109,0.2794,3245.8161,2254.4342,6.67,2.2814,1,30.23,0.3464,1,135.0081,1577,0.1644
1577.1044,-999,0.2143,103.82,71.8696,4627.4164,45.82,45,2240.8141,8.3365,-999,5544.8971,20.6288,0.208,0.2824,3257.6381,2259.3191,6.14,2.2785,1,29.84,0.3506,1,135.0142,1577.125,0.1924
1577.2568,-999,0.2125,103.33,71.8677,4629.7331,47.67,45,2240.9905,8.3365,-999,5545.3021,20.6286,0.2035,0.2796,3247.1,2264.335,4.75,2.2812,1,29.58,0.3466,1,135.0202,1577.25,0.2091
1577.4092,-999,0.2048,101.27,71.8657,4632.3843,48.56,45,2241.1668,8.3365,-999,5545.7092,20.6285,0.1947,0.2675,3200.6578,2270.1687,4.41,2.2928,1,29.47,0.3302,1,135.0263,1577.375,0.2173
1577.5616,-999,0.1941,98.47,71.8638,4635.3626,48.64,45,2241.3432,8.3365,-999,5546.1191,20.6284,0.1841,0.2509,3134.2811,2276.8002,4.15,2.3089,1,29.44,0.3078,1,135.0324,1577.5,0.218
1577.714,-999,0.1889,97.15,71.8618,4638.9564,48.39,45,2241.6958,8.3365,-999,5546.9417,20.6282,0.1795,0.243,3102.0522,2284.1583,4.09,2.3167,1,29.52,0.2972,1,135.0385,1577.75,0.2157
1577.8664,-999,0.1913,97.76,71.8599,4642.7914,49.86,45,2241.8722,8.3365,-999,5547.3523,20.6281,0.1794,0.2467,3117.6122,2292.8293,4.23,2.3131,1,29.51,0.3021,1,135.0446,1577.875,0.2294
1578.0188,-999,0.1953,98.8,71.8579,4646.916,51.65,45,2242.0485,8.3365,-999,5547.7619,20.628,0.1805,0.2529,3143.4936,2302.1861,4.34,2.307,1,29.31,0.3104,1,135.0507,1578,0.2466
1578.1712,-999,0.1983,99.57,71.856,4651.336,52.6,45,2242.2249,8.3365,-999,5548.1707,20.6279,0.182,0.2574,3162.3922,2312.2583,4.42,2.3025,1,29.06,0.3166,1,135.0568,1578.125,0.2559
1578.3236,-999,0.1953,98.77,71.854,4656.4985,50.76,45,2242.5776,8.3365,-999,5548.9899,20.6276,0.1818,0.2527,3143.6134,2323.3478,4.45,2.3071,1,28.63,0.3102,1,135.0629,1578.375,0.238
1578.476,-999,0.1938,98.4,71.8521,4661.9554,51.12,45,2242.7539,8.3365,-999,5549.3998,20.6275,0.1798,0.2505,3134.8738,2335.8493,4.45,2.3093,1,28.63,0.3072,1,135.069,1578.5,0.2415
1578.6284,-999,0.1908,97.64,71.8501,4668.1174,53.17,45,2242.9303,8.3365,-999,5549.8106,20.6274,0.1735,0.246,3116.3842,2349.9709,4.43,2.3138,1,28.73,0.3011,1,135.0751,1578.625,0.2615
1578.7808,-999,0.1863,96.52,71.8482,4674.4547,56.48,45,2243.1066,8.3365,-999,5550.2226,20.6273,0.1634,0.2392,3088.4506,2364.4984,4.44,2.3205,1,28.87,0.2922,1,135.0811,1578.75,0.2953
1578.9332,-999,0.1815,95.32,71.8462,4680.8057,59.43,45,2243.283,8.3365,-999,5550.6358,20.6272,0.1535,0.232,3057.7613,2379.0261,4.47,2.3277,1,28.97,0.2826,1,135.0872,1578.875,0.327
1579.0856,-999,0.1699,92.52,71.8443,4687.5283,59.27,45,2243.6356,8.3365,-999,5551.4685,20.627,0.1413,0.215,2982.8473,2393.6752,4.5,2.3451,1,28.92,0.2602,1,135.0933,1579.125,0.3253
1579.238,-999,0.1663,91.68,71.8423,4693.9927,57.56,45,2243.812,8.3365,-999,5551.8858,20.627,0.1405,0.2099,2959.6117,2408.431,4.61,2.3505,1,28.81,0.2534,1,135.0994,1579.25,0.3068
1579.3904,-999,0.1633,90.97,71.8404,4700.4622,54.46,45,2243.9883,8.3364,-999,5552.3039,20.6269,0.1432,0.2055,2939.6778,2423.1866,4.66,2.3551,1,28.62,0.2478,1,135.1055,1579.375,0.2745
1579.5428,-999,0.1615,90.56,71.8384,4706.9492,52.27,45,2244.1647,8.3364,-999,5552.7225,20.6268,0.1457,0.203,2928.1471,2437.9837,4.71,2.3577,1,28.44,0.2445,1,135.1116,1579.5,0.2526
1579.6952,-999,0.1639,91.11,71.8365,4713.7797,52.88,45,2244.5174,8.3364,-999,5553.5584,20.6266,0.1468,0.2064,2944.5165,2452.8611,4.75,2.3542,1,28.12,0.2489,1,135.1177,1579.75,0.2587
1579.8476,-999,0.1651,91.39,71.8345,4720.3587,54.04,45,2244.6937,8.3364,-999,5553.976,20.6266,0.1458,0.2081,2952.8087,2467.9078,4.85,2.3524,1,28.02,0.2511,1,135.1238,1579.875,0.2702
1580,-999,0.1665,91.71,71.8326,4726.9822,56.21,45,2244.8701,8.3364,-999,5554.3933,20.6265,0.1432,0.2101,2962.1838,2483.0821,5.02,2.3503,1,27.9,0.2537,1,135.1299,1580,0.2925
1580.1524,-999,0.167,91.84,71.8306,4733.6709,57.1,45,2245.0464,8.3364,-999,5554.8104,20.6264,0.1421,0.2109,2966.1522,2498.4283,5.13,2.3495,1,27.82,0.2547,1,135.1359,1580.125,0.3019
1580.3048,-999,0.1661,91.61,71.8287,4740.4362,57.57,45,2245.2228,8.3364,-999,5555.2278,20.6263,0.1402,0.2095,2959.9519,2513.9745,5.27,2.3509,1,27.9,0.2529,1,135.142,1580.25,0.3069
1580.4572,-999,0.1597,90.13,71.8267,4747.5589,60.72,45,2245.5754,8.3364,-999,5556.0659,20.6262,0.1275,0.2004,2917.8586,2529.6341,5.52,2.3605,1,28.3,0.241,1,135.1481,1580.5,0.3414
1580.6096,-999,0.1475,87.4,71.8248,4754.426,57.88,45,2245.7518,8.3364,-999,5556.4882,20.6261,0.1199,0.1833,2835.7464,2545.4343,5.67,2.3788,1,28.7,0.2192,1,135.1542,1580.625,0.3102
1580.762,-999,0.1368,85.08,71.8228,4761.3387,55.76,45,2245.9281,8.3364,-999,5556.9134,20.6261,0.1134,0.1687,2761.847,2561.3524,5.97,2.3948,1,28.9,0.2006,1,135.1603,1580.75,0.2878
1580.9144,-999,0.1259,82.79,71.8209,4768.3044,54.48,45,2246.1045,8.3364,-999,5557.3414,20.626,0.1052,0.1541,2684.8222,2577.4079,5.93,2.4112,1,28.9,0.1823,1,135.1664,1580.875,0.2747
1581.0668,-999,0.1171,81.02,71.8189,4775.6634,56.78,45,2246.4572,8.3364,-999,5558.2022,20.6259,0.0902,0.1426,2622.558,2593.659,5.83,2.4243,1,28.67,0.1682,1,135.1725,1581.125,0.2985
1581.2192,-999,0.1351,84.72,71.817,4782.7366,64.14,45,2246.6335,8.3364,-999,5558.6278,20.6259,0.0932,0.1664,2751.0578,2610.0086,5.78,2.3973,1,28.34,0.1978,1,135.1786,1581.25,0.381
1581.3716,-999,0.1491,87.76,71.815,4789.8528,69.86,45,2246.8099,8.3364,-999,5559.0497,20.6258,0.0347,0.1856,2848.6064,2626.4731,5.64,2.3763,1,28.21,0.2221,1,135.1847,1581.375,0.4527
1581.524,-999,0.1671,91.85,71.813,4796.9964,78.23,45,2246.9862,8.3364,-999,5559.4668,20.6257,0.0038,0.2109,2969.5993,2643.0188,5.5,2.3494,1,28.16,0.2548,1,135.1907,1581.5,0.5722
1581.6764,-999,0.1842,95.98,71.8111,4804.1827,86.9,45,2247.1625,8.3364,-999,5559.8794,20.6256,0.0001,0.236,3081.3439,2659.692,5.26,2.3237,1,28.11,0.2878,1,135.1968,1581.625,0.7186
1581.8288,-999,0.1941,98.49,71.8091,4811.7091,91.18,45,2247.5152,8.3364,-999,5560.6991,20.6254,0,0.251,3145.0538,2676.477,4.97,2.3088,1,27.96,0.3079,1,135.2029,1581.875,0.8014
1581.9812,-999,0.1953,98.79,71.8072,4818.9755,89.91,45,2247.6916,8.3363,-999,5561.1087,20.6253,0,0.2528,3152.695,2693.3909,4.84,2.307,1,27.77,0.3103,1,135.209,1582,0.776
1582.1336,-999,0.196,98.97,71.8052,4826.2481,90.22,45,2247.8679,8.3363,-999,5561.5181,20.6252,0,0.2539,3157.3809,2710.3413,4.49,2.306,1,27.63,0.3118,1,135.2151,1582.125,0.7821
1582.286,-999,0.1966,99.12,71.8033,4833.5116,90.87,45,2248.0443,8.3363,-999,5561.9273,20.6251,0,0.2548,3161.3249,2727.2871,4.42,2.3051,1,27.41,0.313,1,135.2212,1582.25,0.7951
1582.4384,-999,0.1965,99.08,71.8013,4841.0389,88.91,45,2248.397,8.3363,-999,5562.7459,20.6249,0,0.2546,3160.902,2744.1521,4.38,2.3053,1,26.95,0.3126,1,135.2273,1582.5,0.7565
1582.5908,-999,0.1946,98.61,71.7994,4848.2297,86.94,45,2248.5733,8.3363,-999,5563.1556,20.6248,0.0001,0.2517,3149.7596,2760.9543,4.38,2.3081,1,26.6,0.3089,1,135.2334,1582.625,0.7193
1582.7432,-999,0.1939,98.44,71.7974,4855.3659,86.24,45,2248.7497,8.3363,-999,5563.5656,20.6246,0.0002,0.2507,3145.897,2777.6485,4.46,2.3091,1,26.48,0.3075,1,135.2395,1582.75,0.7065
1582.8956,-999,0.1926,98.1,71.7955,4862.6831,86.41,45,2248.926,8.3363,-999,5563.9759,20.6245,0.0001,0.2487,3137.8228,2794.7709,4.5,2.3111,1,26.29,0.3048,1,135.2456,1582.875,0.7096
1583.048,-999,0.1905,97.57,71.7935,4870.1163,87.35,45,2249.1023,8.3363,-999,5564.3867,20.6244,0.0001,0.2455,3124.9485,2812.141,4.55,2.3142,1,26.11,0.3006,1,135.2516,1583,0.7269
1583.2004,-999,0.181,95.19,71.7916,4877.8203,84.54,45,2249.455,8.3363,-999,5565.2135,20.6242,0.0003,0.2313,3064.4933,2829.4263,4.6,2.3285,1,26.3,0.2815,1,135.2577,1583.25,0.6761
1583.3528,-999,0.1773,94.28,71.7896,4884.7053,82.07,45,2249.6314,8.3363,-999,5565.6279,20.6242,0.001,0.2258,3040.6579,2845.4863,4.68,2.3341,1,26.37,0.2742,1,135.2638,1583.375,0.6338
1583.5052,-999,0.172,93.02,71.7877,4888.375,79.54,45,2249.8077,8.3363,-999,5566.0437,20.6241,0.0024,0.2181,3006.7565,2853.9463,4.92,2.342,1,26.61,0.2642,1,135.2699,1583.5,0.5927
1583.6576,-999,0.1671,91.87,71.7857,4890.869,77.75,45,2249.9841,8.3363,-999,5566.4608,20.624,0.0044,0.211,2975.0196,2859.5059,5.06,2.3493,1,26.78,0.255,1,135.276,1583.625,0.5648
1583.81,-999,0.1618,90.62,71.7838,4891.9302,76.83,45,2250.1604,8.3363,-999,5566.8793,20.6239,0.0059,0.2034,2939.5717,2861.4446,5.17,2.3573,1,26.79,0.245,1,135.2821,1583.75,0.5508
1583.9624,-999,0.1465,87.17,71.7818,4892.409,73.34,45,2250.5131,8.3363,-999,5567.7244,20.6238,0.0155,0.1819,2836.1024,2861.0987,5.35,2.3803,1,26.72,0.2174,1,135.2882,1584,0.5001
1584.1148,-999,0.1399,85.74,71.7799,4892.1686,67.07,45,2250.6895,8.3363,-999,5568.1488,20.6237,0.0597,0.1729,2790.8357,2859.6932,5.57,2.3902,1,26.61,0.2059,1,135.2943,1584.125,0.4168
1584.2672,-999,0.1374,85.21,71.7779,4891.9703,63.42,45,2250.8658,8.3363,-999,5568.5738,20.6237,0.0974,0.1695,2773.8525,2858.4004,5.69,2.3939,1,26.57,0.2017,1,135.3004,1584.25,0.3724
1584.4196,-999,0.1399,85.75,71.776,4892.1678,64.76,45,2251.0421,8.3363,-999,5568.9981,20.6236,0.0878,0.173,2791.7442,2858.1272,5.82,2.3901,1,26.66,0.206,1,135.3064,1584.375,0.3884
1584.572,-999,0.1496,87.87,71.774,4893.1417,72.79,45,2251.3948,8.3363,-999,5569.8416,20.6235,0.0178,0.1863,2859.266,2859.0545,5.98,2.3756,1,26.93,0.223,1,135.3125,1584.625,0.4924
1584.7244,-999,0.155,89.07,71.7721,4894.2146,70.1,45,2251.5712,8.3362,-999,5570.2619,20.6234,0.033,0.1938,2896.0808,2861.0174,6.05,2.3675,1,26.95,0.2326,1,135.3186,1584.75,0.4559
1584.8768,-999,0.1567,89.47,71.7701,4896.1863,65.79,45,2251.7475,8.3362,-999,5570.6818,20.6233,0.0745,0.1962,2908.3333,2865.2332,5.95,2.3649,1,26.83,0.2358,1,135.3247,1584.875,0.4009
1585.0292,-999,0.1569,89.49,71.7682,4898.3222,63.91,45,2251.9239,8.3362,-999,5571.1016,20.6233,0.0999,0.1964,2909.2253,2869.8655,5.83,2.3647,1,26.69,0.2359,1,135.3308,1585,0.3782
1585.1816,-999,0.1578,89.71,71.7662,4900.7194,65.72,45,2252.1002,8.3362,-999,5571.5212,20.6232,0.0753,0.1977,2916.0503,2875.1606,5.71,2.3633,1,26.55,0.2377,1,135.3369,1585.125,0.4001
1585.334,-999,0.1651,91.39,71.7643,4903.4805,71.02,45,2252.4529,8.3362,-999,5572.3564,20.623,0.0269,0.2081,2965.3924,2880.601,5.55,2.3524,1,26.18,0.2511,1,135.343,1585.375,0.4682
1585.4864,-999,0.17,92.54,71.7623,4905.3931,72.02,45,2252.6292,8.3362,-999,5572.7727,20.6229,0.0214,0.2152,2998.0895,2884.6938,5.52,2.345,1,25.84,0.2603,1,135.3491,1585.5,0.4818
1585.6388,-999,0.1717,92.94,71.7604,4906.575,72.05,45,2252.8056,8.3362,-999,5573.1886,20.6229,0.0212,0.2176,3009.4712,2886.9459,5.41,2.3425,1,25.63,0.2635,1,135.3552,1585.625,0.4822
1585.7912,-999,0.1679,92.05,71.7584,4906.2573,71.6,45,2252.9819,8.3362,-999,5573.6055,20.6228,0.0236,0.2122,2984.9832,2885.3467,5.35,2.3481,1,25.42,0.2564,1,135.3612,1585.75,0.476
1585.9436,-999,0.1545,88.95,71.7565,4905.0406,69.76,45,2253.3346,8.3362,-999,5574.4464,20.6226,0.0354,0.193,2895.287,2880.5943,5.26,2.3683,1,25.03,0.2316,1,135.3673,1586,0.4514
1586.096,-999,0.1471,87.3,71.7545,4902.9728,65.55,45,2253.511,8.3362,-999,5574.8688,20.6226,0.0775,0.1827,2844.9443,2874.3663,5.19,2.3794,1,25.16,0.2184,1,135.3734,1586.125,0.398
1586.2484,-999,0.1445,86.75,71.7526,4900.6097,64,45,2253.6873,8.3362,-999,5575.2919,20.6225,0.0986,0.1793,2827.9301,2867.2389,5.09,2.3832,1,25.22,0.214,1,135.3795,1586.25,0.3793
1586.4008,-999,0.1458,87.02,71.7506,4898.6127,64.68,45,2253.8637,8.3362,-999,5575.7147,20.6225,0.0889,0.181,2836.7485,2861.0371,5.08,2.3813,1,25.39,0.2162,1,135.3856,1586.375,0.3874
1586.5532,-999,0.1484,87.6,71.7487,4897.6914,66.91,45,2254.04,8.3362,-999,5576.1368,20.6224,0.0614,0.1846,2855.1781,2857.6447,5.1,2.3774,1,25.56,0.2208,1,135.3917,1586.5,0.4148
1586.7056,-999,0.152,88.4,71.7467,4897.4419,73.96,45,2254.3927,8.3362,-999,5576.979,20.6223,0.0132,0.1896,2880.3204,2855.2444,5.11,2.372,1,25.33,0.2272,1,135.3978,1586.75,0.5089
1586.858,-999,0.1523,88.46,71.7448,4897.33,73.52,45,2254.569,8.3362,-999,5577.4,20.6222,0.0148,0.19,2882.4453,2854.0638,5.08,2.3716,1,25.14,0.2277,1,135.4039,1586.875,0.5026
1587.0104,-999,0.1521,88.42,71.7428,4897.4754,69.08,45,2254.7454,8.3362,-999,5577.8211,20.6221,0.0407,0.1897,2881.522,2853.5892,5.01,2.3719,1,24.89,0.2274,1,135.41,1587,0.4425
1587.1628,-999,0.1521,88.41,71.7409,4897.6539,64.66,45,2254.9217,8.3362,-999,5578.2422,20.6221,0.0892,0.1897,2881.5128,2853.2034,4.94,2.3719,1,24.73,0.2273,1,135.416,1587.125,0.3872
1587.3152,-999,0.1557,89.23,71.7389,4898.1439,64.41,45,2255.2744,8.3362,-999,5579.0825,20.6219,0.0927,0.1948,2906.816,2852.8273,4.88,2.3665,1,24.73,0.2338,1,135.4221,1587.375,0.3842
1587.4676,-999,0.1575,89.63,71.737,4898.2098,67.7,45,2255.4508,8.3361,-999,5579.5021,20.6218,0.0532,0.1973,2919.039,2852.1285,4.79,2.3638,1,24.79,0.237,1,135.4282,1587.5,0.4248
1587.62,-999,0.1597,90.14,71.735,4898.2525,72.17,45,2255.6271,8.3361,-999,5579.9212,20.6218,0.0206,0.2004,2934.3894,2851.3709,4.67,2.3605,1,24.74,0.2411,1,135.4343,1587.625,0.4838
1587.7724,-999,0.1609,90.42,71.733,4898.2069,73.78,45,2255.8035,8.3361,-999,5580.3399,20.6217,0.0138,0.2021,2942.8799,2850.3745,4.63,2.3586,1,24.68,0.2434,1,135.4404,1587.75,0.5063
1587.9248,-999,0.1605,90.33,71.7311,4897.9604,71,45,2255.9798,8.3361,-999,5580.7588,20.6216,0.0271,0.2016,2940.5502,2848.8392,4.61,2.3592,1,24.6,0.2426,1,135.4465,1587.875,0.4679
1588.0772,-999,0.154,88.85,71.7291,4897.936,59.42,45,2256.3325,8.3361,-999,5581.5999,20.6215,0.1238,0.1924,2897.0913,2847.0793,4.59,2.369,1,24.28,0.2308,1,135.4526,1588.125,0.3269
1588.2296,-999,0.1511,88.2,71.7272,4897.5888,57.59,45,2256.5088,8.3361,-999,5582.0213,20.6214,0.1244,0.1884,2877.6032,2845.2868,4.57,2.3733,1,24.16,0.2256,1,135.4587,1588.25,0.3071
1588.382,-999,0.1465,87.19,71.7252,4897.3427,55.37,45,2256.6852,8.3361,-999,5582.4438,20.6213,0.1242,0.182,2846.5699,2843.7806,4.52,2.3802,1,23.98,0.2175,1,135.4648,1588.375,0.2838
1588.5344,-999,0.1429,86.39,71.7233,4897.04,53.06,45,2256.8615,8.3361,-999,5582.8674,20.6213,0.1254,0.177,2821.5282,2842.1292,4.49,2.3857,1,23.86,0.2111,1,135.4709,1588.5,0.2604
1588.6868,-999,0.1412,86.03,71.7213,4896.7039,50.95,45,2257.0379,8.3361,-999,5583.2914,20.6212,0.1284,0.1747,2810.2662,2840.3947,4.47,2.3882,1,23.84,0.2082,1,135.4769,1588.625,0.2398
1588.8392,-999,0.1407,85.93,71.7194,4896.7765,48.87,45,2257.3906,8.3361,-999,5584.1396,20.6211,0.1325,0.1741,2807.5492,2838.9214,4.43,2.3889,1,23.91,0.2074,1,135.483,1588.875,0.2202
1588.9916,-999,0.1427,86.36,71.7174,4896.5726,49.34,45,2257.5669,8.3361,-999,5584.5632,20.6211,0.1334,0.1768,2821.6678,2837.534,4.36,2.3859,1,24.22,0.2109,1,135.4891,1589,0.2246
1589.144,-999,0.1443,86.71,71.7155,4896.5003,50.12,45,2257.7433,8.3361,-999,5584.9863,20.621,0.1333,0.179,2833.1139,2836.4939,4.31,2.3835,1,24.47,0.2137,1,135.4952,1589.125,0.2319
1589.2964,-999,0.1457,87,71.7135,4896.725,50.94,45,2257.9196,8.3361,-999,5585.4091,20.6209,0.1328,0.1808,2842.5811,2836.2457,4.25,2.3815,1,24.73,0.216,1,135.5013,1589.25,0.2397
1589.4488,-999,0.1473,87.35,71.7116,4897.4662,50.83,45,2258.2723,8.3361,-999,5586.2539,20.6208,0.1346,0.183,2854.0864,2836.5582,4.16,2.3791,1,25.1,0.2188,1,135.5074,1589.5,0.2387
1589.6012,-999,0.1471,87.32,71.7096,4898.0288,51.36,45,2258.4486,8.3361,-999,5586.6763,20.6208,0.1333,0.1828,2853.4424,2837.2262,4.12,2.3793,1,25.08,0.2186,1,135.5135,1589.625,0.2438
1589.7536,-999,0.1471,87.31,71.7077,4898.8248,52.68,45,2258.625,8.3361,-999,5587.0987,20.6207,0.1304,0.1828,2853.424,2838.5304,3.96,2.3794,1,25.01,0.2185,1,135.5196,1589.75,0.2567
1589.906,-999,0.1475,87.39,71.7057,4899.9622,55.02,45,2258.8013,8.3361,-999,5587.521,20.6206,0.1259,0.1833,2856.2214,2840.7596,3.91,2.3788,1,24.94,0.2191,1,135.5257,1589.875,0.2802
1590.0584,-999,0.1482,87.55,71.7038,4901.3879,57.17,45,2258.9777,8.3361,-999,5587.9431,20.6206,0.1222,0.1843,2861.5079,2843.7629,3.86,2.3777,1,24.89,0.2204,1,135.5317,1590,0.3026
1590.2108,-999,0.15,87.95,71.7018,4903.3749,55.18,45,2259.3304,8.336,-999,5588.7864,20.6204,0.1282,0.1868,2874.425,2847.4353,3.84,2.375,1,24.96,0.2236,1,135.5378,1590.25,0.2818
1590.3632,-999,0.1499,87.93,71.6999,4905.2497,54.34,45,2259.5067,8.336,-999,5589.2081,20.6204,0.1298,0.1867,2874.1031,2851.6212,3.74,2.3752,1,24.87,0.2234,1,135.5439,1590.375,0.2733
1590.5156,-999,0.1492,87.78,71.6979,4906.6813,53.48,45,2259.6831,8.336,-999,5589.63,20.6203,0.1309,0.1857,2869.7589,2854.64,3.68,2.3762,1,24.8,0.2222,1,135.55,1590.5,0.2646
1590.668,-999,0.1485,87.63,71.696,4907.7865,52.9,45,2259.8594,8.336,-999,5590.052,20.6202,0.1315,0.1848,2865.3983,2856.7863,3.62,2.3772,1,24.76,0.221,1,135.5561,1590.625,0.2589
1590.8204,-999,0.1494,87.82,71.694,4908.7662,56.88,45,2260.2121,8.336,-999,5590.8956,20.6201,0.1241,0.186,2871.81,2857.7552,3.58,2.3759,1,24.52,0.2226,1,135.5622,1590.875,0.2995
1590.9728,-999,0.1504,88.05,71.6921,4909.0667,58.59,45,2260.3884,8.336,-999,5591.3172,20.62,0.1216,0.1874,2879.2083,2857.706,3.53,2.3744,1,24.42,0.2244,1,135.5683,1591,0.3178
1591.1252,-999,0.1518,88.35,71.6901,4909.1573,58.22,45,2260.5648,8.336,-999,5591.7383,20.62,0.1239,0.1893,2888.7136,2857.0754,3.48,2.3723,1,24.24,0.2268,1,135.5744,1591.125,0.3138
1591.2776,-999,0.1523,88.47,71.6882,4909.2081,55.84,45,2260.7411,8.336,-999,5592.1593,20.6199,0.1292,0.19,2892.6762,2856.3349,3.46,2.3715,1,24.04,0.2278,1,135.5805,1591.25,0.2887
1591.43,-999,0.1521,88.41,71.6862,4909.2302,52.64,45,2260.9175,8.336,-999,5592.5804,20.6198,0.1355,0.1897,2891.1403,2855.5146,3.45,2.3719,1,23.87,0.2273,1,135.5865,1591.375,0.2563
1591.5824,-999,0.1505,88.08,71.6843,4909.539,48.71,45,2261.2702,8.336,-999,5593.4234,20.6197,0.1422,0.1876,2881.5369,2854.6332,3.44,2.3742,1,23.75,0.2246,1,135.5926,1591.625,0.2187
1591.7348,-999,0.1504,88.04,71.6823,4909.535,48.53,45,2261.4465,8.336,-999,5593.845,20.6196,0.1425,0.1874,2880.6005,2853.7404,3.44,2.3744,1,23.78,0.2243,1,135.5987,1591.75,0.217
1591.8872,-999,0.1503,88.02,71.6804,4909.5617,48.92,45,2261.6229,8.336,-999,5594.2666,20.6196,0.1415,0.1872,2880.2798,2852.9334,3.48,2.3746,1,23.99,0.2242,1,135.6048,1591.875,0.2206
