DEPTH,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL
1835.4224,-999,0.1039,78.41,68.5623,5655.26,52.27,45,2605.1432,8.3282,-999,6432.5042,20.5637,0.0879,0.1256,3085.8307,3170.2607,5.16,2.4442,1,21.52,0.1473,1,145.3354,1835.375,0.2526
1835.5748,-999,0.0984,77.37,68.5603,5654.2428,50.44,45,2605.4959,8.3282,-999,6433.375,20.5637,0.0871,0.1187,3041.3532,3165.5441,5.15,2.4524,1,21.38,0.139,1,145.3415,1835.625,0.2349
1835.7272,-999,0.0965,77.01,68.5584,5652.6819,48.52,45,2605.6722,8.3282,-999,6433.8109,20.5637,0.0908,0.1163,3025.7983,3160.2221,5.14,2.4552,1,21.27,0.1361,1,145.3476,1835.75,0.2169
1835.8796,-999,0.0977,77.24,68.5564,5651.0873,49.71,45,2605.8486,8.3282,-999,6434.2465,20.5637,0.0886,0.1178,3036.2486,3154.7978,5.08,2.4534,1,21.15,0.1379,1,145.3537,1835.875,0.228
1836.032,-999,0.1001,77.68,68.5545,5649.5776,51.65,45,2606.0249,8.3282,-999,6434.6814,20.5636,0.0854,0.1208,3055.7987,3149.6177,5.06,2.4499,1,21.07,0.1414,1,145.3598,1836,0.2466
1836.1844,-999,0.1029,78.22,68.5525,5648.3509,53.09,45,2606.2013,8.3282,-999,6435.1156,20.5636,0.0843,0.1243,3079.4288,3145.2267,5.06,2.4457,1,21.1,0.1458,1,145.3659,1836.125,0.2607
1836.3368,-999,0.1086,79.32,68.5506,5647.8425,54.18,45,2606.554,8.3282,-999,6435.9809,20.5636,0.0877,0.1316,3126.4816,3141.901,5.05,2.4371,1,21.45,0.1546,1,145.3719,1836.375,0.2717
1836.4892,-999,0.1098,79.56,68.5486,5647.2465,53.63,45,2606.7303,8.3282,-999,6436.4133,20.5636,0.0905,0.1331,3136.7707,3139.2615,5.03,2.4353,1,21.83,0.1565,1,145.378,1836.5,0.2661
1836.6416,-999,0.1105,79.71,68.5467,5646.9221,53.18,45,2606.9066,8.3282,-999,6436.8454,20.5636,0.0926,0.1341,3143.2859,3137.3788,5.01,2.4342,1,22.06,0.1577,1,145.3841,1836.625,0.2616
1836.794,-999,0.1117,79.93,68.5447,5647.0755,51.49,45,2607.083,8.3282,-999,6437.2773,20.5635,0.0983,0.1356,3152.6574,3136.8532,4.99,2.4325,1,22.12,0.1594,1,145.3902,1836.75,0.245
1836.9464,-999,0.1156,80.71,68.5428,5647.8055,47.73,45,2607.4357,8.3282,-999,6438.1389,20.5635,0.1117,0.1406,3184.9227,3137.0316,4.96,2.4266,1,21.92,0.1657,1,145.3963,1837,0.2096
1837.0988,-999,0.1199,81.58,68.5408,5648.3355,52.01,45,2607.612,8.3282,-999,6438.5686,20.5635,0.1052,0.1463,3219.9247,3137.6018,4.96,2.4201,1,21.88,0.1726,1,145.4024,1837.125,0.2501
1837.2512,-999,0.1224,82.08,68.5389,5649.0177,56.13,45,2607.7884,8.3282,-999,6438.9975,20.5634,0.0976,0.1495,3239.8406,3138.6158,4.95,2.4164,1,21.89,0.1766,1,145.4085,1837.25,0.2917
1837.4036,-999,0.1243,82.47,68.5369,5649.7046,60.53,45,2607.9647,8.3282,-999,6439.426,20.5634,0.089,0.152,3255.2789,3139.6432,4.95,2.4135,1,21.99,0.1798,1,145.4146,1837.375,0.3392
1837.556,-999,0.1258,82.77,68.535,5650.0744,63.87,45,2608.1411,8.3282,-999,6439.8541,20.5634,0.0826,0.154,3267.1298,3139.7548,4.95,2.4113,1,22.12,0.1822,1,145.4207,1837.5,0.3778
1837.7084,-999,0.1252,82.65,68.533,5650.5585,60.04,45,2608.4938,8.3282,-999,6440.7106,20.5633,0.0911,0.1532,3263.0526,3139.2412,4.95,2.4122,1,22.14,0.1812,1,145.4268,1837.75,0.3338
1837.8608,-999,0.1249,82.58,68.5311,5650.2531,58.74,45,2608.6701,8.3282,-999,6441.1389,20.5633,0.0939,0.1528,3260.6687,3137.4219,4.96,2.4127,1,22.07,0.1806,1,145.4328,1837.875,0.3195
1838.0132,-999,0.1244,82.49,68.5291,5649.5903,56.87,45,2608.8464,8.3282,-999,6441.5674,20.5632,0.0979,0.1522,3257.5084,3134.5965,4.97,2.4134,1,21.87,0.1799,1,145.4389,1838,0.2994
1838.1656,-999,0.124,82.41,68.5272,5648.6786,55.13,45,2609.0228,8.3281,-999,6441.996,20.5632,0.1017,0.1516,3254.727,3131.0818,4.98,2.414,1,21.68,0.1793,1,145.445,1838.125,0.2813
1838.318,-999,0.1233,82.27,68.5252,5647.7381,52.11,45,2609.3755,8.3281,-999,6442.8535,20.5632,0.1083,0.1507,3249.8311,3126.5861,4.99,2.415,1,21.54,0.1782,1,145.4511,1838.375,0.2511
1838.4704,-999,0.1231,82.23,68.5233,5646.5891,50.44,45,2609.5518,8.3281,-999,6443.2823,20.5631,0.1121,0.1505,3248.5873,3122.4364,5,2.4153,1,21.43,0.1778,1,145.4572,1838.5,0.2349
1838.6228,-999,0.1227,82.14,68.5213,5645.6276,50.22,45,2609.7282,8.3281,-999,6443.7112,20.5631,0.1122,0.1499,3245.3962,3118.8098,5.02,2.416,1,21.46,0.1771,1,145.4633,1838.625,0.2329
1838.7752,-999,0.1223,82.05,68.5194,5644.8287,50.65,45,2609.9045,8.3281,-999,6444.1402,20.5631,0.1108,0.1493,3242.1972,3115.6235,5.02,2.4166,1,21.43,0.1764,1,145.4694,1838.75,0.237
1838.9276,-999,0.1219,81.98,68.5174,5644.3836,51.41,45,2610.0809,8.3281,-999,6444.5693,20.563,0.1087,0.1489,3239.7723,3113.4117,5.01,2.4171,1,21.38,0.1758,1,145.4755,1838.875,0.2443
1839.08,-999,0.1223,82.05,68.5155,5644.5831,50.08,45,2610.4335,8.3281,-999,6445.4274,20.563,0.1122,0.1493,3243.0336,3112.07,4.99,2.4166,1,21.6,0.1764,1,145.4816,1839.125,0.2315
1839.2324,-999,0.1231,82.21,68.5135,5644.7984,48.74,45,2610.6099,8.3281,-999,6445.8562,20.563,0.1161,0.1504,3249.5757,3111.7242,4.95,2.4154,1,21.86,0.1777,1,145.4876,1839.25,0.219
1839.3848,-999,0.1244,82.49,68.5116,5645.2707,48,45,2610.7862,8.3281,-999,6446.2847,20.5629,0.1191,0.1522,3260.7348,3112.1264,4.94,2.4134,1,22.14,0.1799,1,145.4937,1839.375,0.2121
1839.5372,-999,0.1253,82.66,68.5096,5645.932,48.27,45,2610.9626,8.3281,-999,6446.7129,20.5629,0.1193,0.1533,3267.5962,3113.0854,4.94,2.4121,1,22.38,0.1813,1,145.4998,1839.5,0.2146
1839.6896,-999,0.1203,81.64,68.5077,5647.178,50.71,45,2611.3153,8.3281,-999,6447.572,20.5628,0.1088,0.1467,3228.4026,3114.7825,4.95,2.4196,1,22.19,0.1731,1,145.5059,1839.75,0.2375
1839.842,-999,0.1166,80.91,68.5057,5648.2092,49.62,45,2611.4916,8.3281,-999,6448.0026,20.5628,0.1079,0.1419,3199.6659,3116.8216,4.98,2.4251,1,21.99,0.1673,1,145.512,1839.875,0.2272
1839.9944,-999,0.1079,79.18,68.5038,5649.7827,48.66,45,2611.668,8.3281,-999,6448.4354,20.5628,0.102,0.1307,3128.9986,3120.4057,5.07,2.4382,1,21.9,0.1534,1,145.5181,1840,0.2182
1840.1468,-999,0.1001,77.7,68.5018,5651.5946,48.3,45,2611.8443,8.3281,-999,6448.8704,20.5628,0.0952,0.1209,3066.0745,3124.66,5.11,2.4498,1,21.91,0.1416,1,145.5242,1840.125,0.2149
1840.2992,-999,0.0931,76.38,68.4999,5653.7537,48.54,45,2612.0207,8.3281,-999,6449.3071,20.5628,0.087,0.1121,3007.9142,3129.8913,5.15,2.4603,1,21.98,0.131,1,145.5303,1840.25,0.2171
1840.4516,-999,0.0826,74.45,68.4979,5656.4679,48.97,45,2612.3733,8.3281,-999,6450.1863,20.5628,0.0729,0.0991,2919.1969,3135.7137,5.2,2.4761,1,21.73,0.1156,1,145.5364,1840.5,0.2211
1840.604,-999,0.0838,74.66,68.496,5658.9171,50.07,45,2612.5497,8.3281,-999,6450.6256,20.5628,0.0707,0.1005,2929.427,3141.7473,5.22,2.4743,1,21.56,0.1173,1,145.5424,1840.625,0.2314
1840.7564,-999,0.0852,74.92,68.494,5661.4134,50.68,45,2612.726,8.3281,-999,6451.0645,20.5628,0.0704,0.1023,2941.9457,3147.9136,5.33,2.4722,1,21.69,0.1194,1,145.5485,1840.75,0.2372
1840.9088,-999,0.0857,75,68.4921,5663.9449,49.98,45,2612.9024,8.3281,-999,6451.5033,20.5628,0.0734,0.1028,2945.9877,3154.1794,5.36,2.4715,1,21.79,0.12,1,145.5546,1840.875,0.2306
1841.0612,-999,0.0847,74.83,68.4901,5666.5092,48.4,45,2613.0787,8.3281,-999,6451.9423,20.5628,0.0776,0.1017,2938.3225,3160.5372,5.37,2.4729,1,21.65,0.1186,1,145.5607,1841,0.2158
1841.2136,-999,0.0821,74.35,68.4882,5669.4257,46.51,45,2613.4314,8.3281,-999,6452.8218,20.5628,0.0808,0.0984,2916.1337,3166.9289,5.35,2.4769,1,21.31,0.1148,1,145.5668,1841.25,0.1986
1841.366,-999,0.0839,74.68,68.4862,5671.9718,46.65,45,2613.6078,8.3281,-999,6453.261,20.5628,0.0824,0.1007,2932.0603,3173.2336,5.28,2.4742,1,21.31,0.1174,1,145.5729,1841.375,0.1999
1841.5184,-999,0.0902,75.83,68.4843,5674.4459,48.83,45,2613.7841,8.3281,-999,6453.6986,20.5628,0.0828,0.1084,2985.7615,3179.3356,5.27,2.4647,1,21.33,0.1266,1,145.579,1841.5,0.2198
1841.6708,-999,0.097,77.1,68.4823,5676.6203,51.6,45,2613.9604,8.3281,-999,6454.1344,20.5628,0.082,0.1169,3043.1883,3184.5586,5.26,2.4545,1,21.35,0.1368,1,145.5851,1841.625,0.2461
1841.8232,-999,0.1051,78.64,68.4803,5678.9682,54.62,45,2614.3131,8.328,-999,6455.0016,20.5628,0.0824,0.1271,3110.499,3189.321,5.25,2.4424,1,21.8,0.1491,1,145.5912,1841.875,0.2761
1841.9756,-999,0.1063,78.88,68.4784,5680.7404,53.64,45,2614.4895,8.328,-999,6455.4349,20.5628,0.0867,0.1287,3120.9802,3193.3952,5.2,2.4405,1,21.98,0.151,1,145.5972,1842,0.2662
1842.128,-999,0.1095,79.49,68.4764,5682.3067,52.22,45,2614.6658,8.328,-999,6455.8673,20.5627,0.0941,0.1327,3146.8747,3196.8875,5.11,2.4358,1,22.15,0.1559,1,145.6033,1842.125,0.2522
1842.2804,-999,0.1138,80.35,68.4745,5683.7956,51.54,45,2614.8422,8.328,-999,6456.2986,20.5627,0.1003,0.1383,3182.5987,3200.1597,5.06,2.4293,1,22.34,0.1628,1,145.6094,1842.25,0.2455
1842.4328,-999,0.1177,81.13,68.4725,5685.08,51.65,45,2615.0185,8.328,-999,6456.7288,20.5627,0.1039,0.1434,3214.381,3202.8476,5.02,2.4234,1,22.47,0.169,1,145.6155,1842.375,0.2466
1842.5852,-999,0.1179,81.17,68.4706,5686.6664,52.8,45,2615.3712,8.328,-999,6457.5892,20.5627,0.1013,0.1436,3216.5033,3205.4462,5,2.4231,1,22.47,0.1694,1,145.6216,1842.625,0.2579
1842.7376,-999,0.1157,80.73,68.4686,5687.9221,52.97,45,2615.5476,8.328,-999,6458.02,20.5626,0.0986,0.1408,3199.1464,3208.0442,4.94,2.4264,1,22.32,0.1658,1,145.6277,1842.75,0.2595
1842.89,-999,0.1111,79.81,68.4667,5689.1909,52.85,45,2615.7239,8.328,-999,6458.452,20.5626,0.094,0.1348,3161.8868,3210.6727,4.9,2.4334,1,22.35,0.1585,1,145.6338,1842.875,0.2584
1843.0424,-999,0.1063,78.89,68.4647,5690.4739,52.85,45,2615.9002,8.328,-999,6458.8852,20.5626,0.0889,0.1287,3123.7482,3213.3368,4.88,2.4405,1,22.37,0.1511,1,145.6399,1843,0.2584
1843.1948,-999,0.1006,77.78,68.4628,5692.1211,51.48,45,2616.2529,8.328,-999,6459.7548,20.5626,0.0865,0.1214,3076.6634,3216.0773,4.86,2.4491,1,22.22,0.1422,1,145.646,1843.25,0.2449
1843.3472,-999,0.101,77.86,68.4608,5693.4769,51.15,45,2616.4293,8.328,-999,6460.1895,20.5626,0.0879,0.1219,3080.4433,3218.9439,4.82,2.4485,1,22.14,0.1429,1,145.6521,1843.375,0.2418
1843.4996,-999,0.1029,78.23,68.4589,5694.8147,50.98,45,2616.6056,8.328,-999,6460.6237,20.5626,0.0905,0.1244,3096.7327,3221.7655,4.78,2.4456,1,21.94,0.1458,1,145.6581,1843.5,0.2401
1843.652,-999,0.1049,78.6,68.4569,5696.1545,50.67,45,2616.782,8.328,-999,6461.0574,20.5625,0.0935,0.1268,3112.8728,3224.5967,4.77,2.4427,1,21.82,0.1488,1,145.6642,1843.625,0.2371
1843.8044,-999,0.1063,78.88,68.455,5697.4663,50.82,45,2616.9583,8.328,-999,6461.4906,20.5625,0.0946,0.1287,3125.0633,3227.356,4.76,2.4405,1,21.72,0.151,1,145.6703,1843.75,0.2386
1843.9568,-999,0.107,79.02,68.453,5699.05,53.25,45,2617.311,8.328,-999,6462.3568,20.5625,0.0885,0.1296,3131.4907,3229.9443,4.74,2.4395,1,21.43,0.1522,1,145.6764,1844,0.2623
1844.1092,-999,0.1033,78.31,68.4511,5700.1119,52.08,45,2617.4874,8.328,-999,6462.7909,20.5625,0.0878,0.1249,3101.5959,3232.0113,4.73,2.445,1,21.18,0.1465,1,145.6825,1844.125,0.2508
1844.2616,-999,0.0994,77.55,68.4491,5701.1446,50.72,45,2617.6637,8.328,-999,6463.226,20.5625,0.0874,0.1199,3068.9592,3233.9958,4.72,2.4509,1,21.03,0.1404,1,145.6886,1844.25,0.2376
1844.414,-999,0.0932,76.39,68.4472,5702.1646,49.88,45,2617.84,8.328,-999,6463.6628,20.5625,0.0829,0.1122,3017.7181,3235.9422,4.71,2.4602,1,21.02,0.1311,1,145.6947,1844.375,0.2296
1844.5664,-999,0.0813,74.2,68.4452,5703.5606,51.1,45,2618.1927,8.328,-999,6464.5427,20.5625,0.0635,0.0974,2916.5064,3237.988,4.7,2.4781,1,21.31,0.1136,1,145.7008,1844.625,0.2413
1844.7188,-999,0.0779,73.6,68.4433,5704.6857,53.69,45,2618.3691,8.328,-999,6464.9835,20.5625,0.0486,0.0933,2887.879,3240.2237,4.69,2.4832,1,21.67,0.1088,1,145.7069,1844.75,0.2667
1844.8712,-999,0.0773,73.49,68.4413,5705.9737,54.87,45,2618.5454,8.328,-999,6465.4246,20.5625,0.043,0.0926,2882.8215,3242.9151,4.7,2.4841,1,21.92,0.1079,1,145.7129,1844.875,0.2787
1845.0236,-999,0.0778,73.59,68.4394,5707.3332,55.72,45,2618.7218,8.328,-999,6465.8654,20.5625,0.0405,0.0933,2887.9867,3245.8078,4.7,2.4833,1,22.01,0.1087,1,145.719,1845,0.2874
1845.176,-999,0.0789,73.77,68.4374,5708.6419,56.38,45,2618.8981,8.328,-999,6466.306,20.5625,0.0397,0.0945,2897.014,3248.5586,4.7,2.4817,1,21.99,0.1102,1,145.7251,1845.125,0.2943
1845.3284,-999,0.0857,75,68.4355,5710.1737,57.36,45,2619.2508,8.328,-999,6467.1836,20.5625,0.0471,0.1028,2956.0491,3250.989,4.69,2.4715,1,21.71,0.12,1,145.7312,1845.375,0.3046
1845.4808,-999,0.0974,77.17,68.4335,5711.0916,56.66,45,2619.4271,8.3279,-999,6467.6192,20.5625,0.0666,0.1174,3055.0842,3252.6448,4.66,2.4539,1,21.72,0.1374,1,145.7373,1845.5,0.2972
1845.6332,-999,0.1068,78.97,68.4316,5711.5209,57.12,45,2619.6035,8.3279,-999,6468.0524,20.5625,0.0772,0.1293,3133.1734,3252.9324,4.53,2.4398,1,21.71,0.1518,1,145.7434,1845.625,0.3021
1845.7856,-999,0.1191,81.4,68.4296,5711.5448,58.5,45,2619.7798,8.3279,-999,6468.4823,20.5625,0.088,0.1451,3233.0372,3252.0996,4.47,2.4214,1,21.71,0.1712,1,145.7495,1845.75,0.3169
1845.938,-999,0.1411,86.01,68.4277,5711.4783,61.27,45,2620.1325,8.3279,-999,6469.3303,20.5624,0.1062,0.1746,3406.9932,3250.1303,4.4,2.3883,1,21.85,0.2081,1,145.7556,1846,0.3476
1846.0904,-999,0.1526,88.53,68.4257,5711.0547,61.76,45,2620.3089,8.3279,-999,6469.7512,20.5623,0.1177,0.1904,3494.4791,3248.0851,4.37,2.3711,1,21.71,0.2282,1,145.7617,1846.125,0.3532
1846.2428,-999,0.1571,89.55,68.4238,5710.6412,61.26,45,2620.4852,8.3279,-999,6470.171,20.5623,0.1237,0.1968,3528.6859,3246.0605,4.4,2.3643,1,21.55,0.2364,1,145.7677,1846.25,0.3475
1846.3952,-999,0.1577,89.68,68.4218,5710.2256,60.21,45,2620.6616,8.3279,-999,6470.5906,20.5622,0.1263,0.1976,3533.2677,3244.0198,4.45,2.3635,1,21.32,0.2374,1,145.7738,1846.375,0.3357
1846.5476,-999,0.1557,89.24,68.4199,5709.8,59.51,45,2620.8379,8.3279,-999,6471.0107,20.5621,0.1255,0.1948,3519.1025,3241.945,4.51,2.3664,1,21.13,0.2339,1,145.7799,1846.5,0.3279
1846.7,-999,0.1397,85.7,68.4179,5709.6461,63.72,45,2621.1906,8.3279,-999,6471.8595,20.5621,0.0994,0.1726,3397.7088,3239.7012,4.58,2.3905,1,20.97,0.2056,1,145.786,1846.75,0.376
1846.8524,-999,0.1322,84.11,68.416,5709.0524,65.63,45,2621.3669,8.3279,-999,6472.2859,20.562,0.0765,0.1625,3339.908,3237.1454,4.73,2.4017,1,20.98,0.1929,1,145.7921,1846.875,0.399
1847.0048,-999,0.1185,81.28,68.414,5708.3766,66.45,45,2621.5433,8.3279,-999,6472.7159,20.562,0.0666,0.1444,3231.154,3234.3605,5.15,2.4223,1,20.97,0.1702,1,145.7982,1847,0.4091
1847.1572,-999,0.1059,78.8,68.4121,5707.5526,65.87,45,2621.7196,8.3279,-999,6473.1493,20.562,0.0516,0.1281,3129.4409,3231.1679,5.45,2.4412,1,21,0.1504,1,145.8043,1847.125,0.4019
1847.3096,-999,0.0964,76.99,68.4101,5706.3718,63.69,45,2621.896,8.3279,-999,6473.5852,20.562,0.0431,0.1162,3051.1348,3227.0119,5.75,2.4554,1,21.18,0.1359,1,145.8104,1847.25,0.3756
1847.462,-999,0.0818,74.3,68.4082,5705.5572,58.24,45,2622.2487,8.3279,-999,6474.4648,20.562,0.0375,0.0981,2927.722,3222.9217,6.23,2.4773,1,21.79,0.1144,1,145.8165,1847.5,0.3141
1847.6144,-999,0.0846,74.81,68.4062,5704.531,59.73,45,2622.425,8.3279,-999,6474.9039,20.562,0.0367,0.1015,2952.2004,3219.1787,6.79,2.4731,1,22.14,0.1185,1,145.8226,1847.625,0.3303
1847.7668,-999,0.0891,75.62,68.4043,5703.7764,62.58,45,2622.6014,8.3279,-999,6475.3418,20.562,0.0339,0.107,2990.2344,3216.1711,6.98,2.4664,1,22.33,0.125,1,145.8286,1847.75,0.3626
1847.9192,-999,0.0963,76.97,68.4023,5703.526,66.46,45,2622.7777,8.3279,-999,6475.7777,20.562,0.0317,0.116,3051.6637,3214.5464,7,2.4555,1,22.39,0.1358,1,145.8347,1847.875,0.4092
1848.0716,-999,0.112,80,68.4003,5703.841,70.51,45,2623.1304,8.3279,-999,6476.6412,20.5619,0.0302,0.136,3181.8727,3213.5707,6.92,2.432,1,22.39,0.16,1,145.8408,1848.125,0.4613
1848.224,-999,0.1279,83.21,68.3984,5703.9116,67.99,45,2623.3067,8.3279,-999,6477.0688,20.5619,0.0504,0.1568,3309.2867,3212.8537,6.77,2.4082,1,22.56,0.1857,1,145.8469,1848.25,0.4284
1848.3764,-999,0.1473,87.36,68.3964,5704.0249,68.83,45,2623.4831,8.3279,-999,6477.4911,20.5619,0.0428,0.1831,3460.0867,3212.2656,5.98,2.379,1,22.79,0.2189,1,145.853,1848.375,0.4392
1848.5288,-999,0.1617,90.6,68.3945,5704.1627,70.85,45,2623.6594,8.3279,-999,6477.9097,20.5618,0.028,0.2032,3568.3126,3211.7526,5.7,2.3575,1,22.95,0.2448,1,145.8591,1848.5,0.4659
1848.6812,-999,0.171,92.78,68.3925,5704.3504,73.3,45,2623.8358,8.3279,-999,6478.3257,20.5617,0.0156,0.2166,3636.9982,3211.3829,5.49,2.3435,1,23.01,0.2622,1,145.8652,1848.625,0.4995
1848.8336,-999,0.18,94.95,68.3906,5704.884,76.08,45,2624.1885,8.3279,-999,6479.153,20.5616,0.0073,0.2298,3702.4989,3211.0844,5.19,2.33,1,22.92,0.2796,1,145.8713,1848.875,0.5396
1848.986,-999,0.1788,94.65,68.3886,5705.2269,73.76,45,2624.3648,8.3279,-999,6479.567,20.5615,0.0139,0.228,3694.0199,3211.1587,5.03,2.3318,1,22.8,0.2772,1,145.8774,1849,0.506
1849.1384,-999,0.1781,94.5,68.3867,5705.6534,72.84,45,2624.5412,8.3278,-999,6479.9811,20.5614,0.0175,0.2271,3689.92,3211.4695,4.63,2.3328,1,22.68,0.276,1,145.8834,1849.125,0.4931
1849.2908,-999,0.1793,94.77,68.3847,5706.2781,74.15,45,2624.7175,8.3278,-999,6480.395,20.5613,0.0126,0.2287,3698.1908,3212.3391,4.51,2.3311,1,22.57,0.2782,1,145.8895,1849.25,0.5116
1849.4432,-999,0.183,95.68,68.3828,5707.3812,80.03,45,2625.0702,8.3278,-999,6481.2207,20.5612,0.0021,0.2342,3725.2182,3213.6487,4.39,2.3255,1,22.26,0.2854,1,145.8956,1849.5,0.6005
1849.5956,-999,0.1836,95.83,68.3808,5708.3267,83.83,45,2625.2465,8.3278,-999,6481.6334,20.5611,0.0005,0.2351,3729.8547,3215.4126,4.35,2.3246,1,22.13,0.2866,1,145.9017,1849.625,0.6637
1849.748,-999,0.1839,95.92,68.3789,5709.5028,84.17,45,2625.4229,8.3278,-999,6482.046,20.561,0.0004,0.2356,3732.7592,3217.8078,4.23,2.3241,1,21.96,0.2874,1,145.9078,1849.75,0.6696
1849.9004,-999,0.1841,95.95,68.3769,5710.5648,82.56,45,2625.5992,8.3278,-999,6482.4586,20.5609,0.0008,0.2358,3733.9415,3219.886,4.19,2.3239,1,21.91,0.2876,1,145.9139,1849.875,0.642
1850.0528,-999,0.1842,95.98,68.375,5711.32,80.55,45,2625.7756,8.3278,-999,6482.8711,20.5609,0.0017,0.236,3735.1233,3221.1122,4.14,2.3237,1,21.96,0.2878,1,145.92,1850,0.6088
1850.2052,-999,0.1843,96.02,68.373,5712.3249,76.15,45,2626.1283,8.3278,-999,6483.6961,20.5607,0.0072,0.2362,3736.835,3222.1417,4.12,2.3235,1,22.34,0.2882,1,145.9261,1850.25,0.5407
1850.3576,-999,0.184,95.94,68.3711,5713.0564,75.73,45,2626.3046,8.3278,-999,6484.1087,20.5606,0.0081,0.2358,3734.8672,3223.3023,4.07,2.324,1,22.44,0.2875,1,145.9322,1850.375,0.5345
1850.51,-999,0.1825,95.56,68.3691,5713.9367,76.3,45,2626.481,8.3278,-999,6484.5217,20.5605,0.0069,0.2335,3724.2571,3224.8722,4.06,2.3263,1,22.48,0.2845,1,145.9382,1850.5,0.5429
1850.6624,-999,0.1799,94.92,68.3672,5714.9016,76.36,45,2626.6573,8.3278,-999,6484.9354,20.5605,0.0068,0.2296,3705.968,3226.6782,4.06,2.3302,1,22.46,0.2794,1,145.9443,1850.625,0.5438
1850.8148,-999,0.1643,91.2,68.3652,5716.3114,72.28,45,2627.01,8.3278,-999,6485.7711,20.5603,0.0201,0.2069,3593.1716,3228.8229,4.09,2.3536,1,22.18,0.2496,1,145.9504,1850.875,0.4853
1850.9672,-999,0.1581,89.78,68.3633,5717.3089,71.1,45,2627.1863,8.3278,-999,6486.1906,20.5603,0.0265,0.1982,3547.7392,3230.7275,4.13,2.3628,1,22.16,0.2382,1,145.9565,1851,0.4692
1851.1196,-999,0.1492,87.77,68.3613,5718.142,69.82,45,2627.3627,8.3278,-999,6486.6124,20.5602,0.035,0.1857,3480.7628,3232.1713,4.25,2.3762,1,22.17,0.2222,1,145.9626,1851.125,0.4522
1851.272,-999,0.1432,86.46,68.3594,5718.9554,68.78,45,2627.539,8.3278,-999,6487.0359,20.5602,0.0432,0.1774,3435.5348,3233.5572,4.33,2.3852,1,22.19,0.2117,1,145.9687,1851.25,0.4386
1851.4244,-999,0.1397,85.69,68.3574,5719.6879,67.07,45,2627.7154,8.3278,-999,6487.4603,20.5601,0.0597,0.1726,3408.4288,3234.7142,4.42,2.3905,1,22.21,0.2055,1,145.9748,1851.375,0.4168
1851.5768,-999,0.1296,83.56,68.3555,5720.637,57.23,45,2628.0681,8.3278,-999,6488.3144,20.5601,0.1026,0.159,3330.4763,3235.5434,4.57,2.4056,1,22.29,0.1885,1,145.9809,1851.625,0.3032
1851.7292,-999,0.1269,83,68.3535,5721.1582,55.28,45,2628.2444,8.3278,-999,6488.7422,20.56,0.1043,0.1554,3309.4819,3236.0967,4.71,2.4097,1,22.26,0.184,1,145.987,1851.75,0.2829
1851.8816,-999,0.1239,82.38,68.3516,5721.6756,54.05,45,2628.4208,8.3278,-999,6489.1708,20.56,0.1042,0.1515,3285.8652,3236.6381,4.91,2.4142,1,22.28,0.179,1,145.993,1851.875,0.2703
1852.034,-999,0.1217,81.93,68.3496,5722.25,53.46,45,2628.5971,8.3278,-999,6489.6,20.56,0.1034,0.1486,3268.5813,3237.3398,5.01,2.4175,1,22.33,0.1754,1,145.9991,1852,0.2644
1852.1864,-999,0.121,81.79,68.3477,5722.9372,53.52,45,2628.7734,8.3278,-999,6490.0294,20.56,0.1026,0.1477,3263.3779,3238.3596,5.08,2.4185,1,22.36,0.1743,1,146.0052,1852.125,0.265
1852.3388,-999,0.1215,81.9,68.3457,5724.0503,52.92,45,2629.1261,8.3278,-999,6490.8878,20.5599,0.1046,0.1484,3268.24,3239.6423,5.19,2.4177,1,22.36,0.1752,1,146.0113,1852.375,0.259
1852.4912,-999,0.1233,82.25,68.3438,5724.9541,48.79,45,2629.3025,8.3278,-999,6491.3166,20.5599,0.1162,0.1506,3282.264,3241.2696,5.28,2.4151,1,22.39,0.178,1,146.0174,1852.5,0.2194
1852.6436,-999,0.1247,82.54,68.3418,5725.8213,45.24,45,2629.4788,8.3278,-999,6491.745,20.5598,0.126,0.1525,3293.8499,3242.795,5.32,2.413,1,22.48,0.1803,1,146.0235,1852.625,0.1873
1852.796,-999,0.1259,82.8,68.3399,5726.6173,42.65,45,2629.6552,8.3277,-999,6492.1731,20.5598,0.1334,0.1542,3304.2029,3244.121,5.33,2.4111,1,22.75,0.1824,1,146.0296,1852.75,0.1649
1852.9484,-999,0.1279,83.21,68.3379,5727.7211,41.81,45,2630.0079,8.3277,-999,6493.0281,20.5597,0.137,0.1568,3320.444,3245.3836,5.34,2.4082,1,23.41,0.1857,1,146.0357,1853,0.1578
1853.1008,-999,0.1287,83.37,68.336,5728.4689,47.14,45,2630.1842,8.3277,-999,6493.4555,20.5597,0.1251,0.1578,3326.8447,3246.5774,5.33,2.407,1,23.79,0.187,1,146.0418,1853.125,0.2043
1853.2532,-999,0.1291,83.46,68.334,5729.1862,50.4,45,2630.3605,8.3277,-999,6493.8827,20.5597,0.1179,0.1584,3330.5716,3247.686,5.25,2.4063,1,23.91,0.1877,1,146.0479,1853.25,0.2346
