DEPTH,AC,CAL,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1760,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5384,-999,-999,-999,-999
1760.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5427,-999,-999,-999,-999
1760.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.547,-999,-999,-999,-999
1760.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5513,-999,-999,-999,-999
1760.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5556,-999,-999,-999,-999
1760.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5599,-999,-999,-999,-999
1760.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5642,-999,-999,-999,-999
1760.875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5685,-999,-999,-999,-999
1761,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5728,-999,-999,-999,-999
1761.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5771,-999,-999,-999,-999
1761.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5814,-999,-999,-999,-999
1761.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5857,-999,-999,-999,-999
1761.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.59,-999,-999,-999,-999
1761.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5943,-999,-999,-999,-999
1761.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.5986,-999,-999,-999,-999
1761.875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6029,-999,-999,-999,-999
1762,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6072,-999,-999,-999,-999
1762.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6115,-999,-999,-999,-999
1762.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6158,-999,-999,-999,-999
1762.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6201,-999,-999,-999,-999
1762.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6244,-999,-999,-999,-999
1762.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6287,-999,-999,-999,-999
1762.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.633,-999,-999,-999,-999
1762.875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6373,-999,-999,-999,-999
1763,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6416,-999,-999,-999,-999
1763.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6459,-999,-999,-999,-999
1763.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6502,-999,-999,-999,-999
1763.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6545,-999,-999,-999,-999
1763.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6588,-999,-999,-999,-999
1763.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6631,-999,-999,-999,-999
1763.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6674,-999,-999,-999,-999
1763.875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6717,-999,-999,-999,-999
1764,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.676,-999,-999,-999,-999
1764.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6803,-999,-999,-999,-999
1764.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6846,-999,-999,-999,-999
1764.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132.6889,-999,-999,-999,-999
1764.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3320.5828,-999,-999,-999,-999,-999,-999,132.6932,-999,-999,-999,-999
1764.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3343.3362,-999,-999,-999,-999,-999,-999,132.6975,-999,-999,-999,-999
1764.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3347.7441,-999,-999,-999,-999,-999,-999,132.7018,-999,-999,-999,-999
1764.875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3318.0867,-999,-999,-999,-999,-999,-999,132.7061,-999,-999,-999,-999
1765,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3272.6178,-999,-999,-999,-999,-999,-999,132.7104,-999,-999,-999,-999
1765.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3181.2231,-999,-999,-999,-999,-999,-999,132.7147,-999,-999,-999,-999
1765.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3038.431,-999,-999,-999,-999,-999,-999,132.719,-999,-999,-999,-999
1765.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2856.0497,-999,-999,-999,-999,-999,-999,132.7233,-999,-999,-999,-999
1765.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2649.5459,-999,-999,-999,-999,-999,-999,132.7276,-999,-999,-999,-999
1765.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2434.7004,-999,-999,-999,-999,-999,-999,132.7319,-999,-999,-999,-999
1765.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2240.5507,-999,-999,-999,-999,-999,-999,132.7362,-999,-999,-999,-999
1765.875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2051.9408,-999,-999,-999,-999,-999,-999,132.7405,-999,-999,-999,-999
1766,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1847.8633,-999,-999,-999,-999,-999,-999,132.7448,-999,-999,-999,-999
1766.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1640.3902,-999,-999,-999,-999,-999,-999,132.7491,-999,-999,-999,-999
1766.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1472.0441,-999,-999,-999,-999,-999,-999,132.7534,-999,-999,-999,-999
1766.375,-999,-999,-999,-999,-999,-999,4770.6381,33.908,45,2492.9535,8.2809,12.5181,-999,6415.7374,21.3113,-999,-999,-999,1347.0214,-999,2.688,1,-999,-999,-999,132.7577,1766.375,0.0952,-999,-999
1766.5,-999,-999,-999,-999,-999,-999,4747.7052,33.253,45,2493.1298,8.2809,12.5181,-999,6416.2147,21.3113,-999,-999,-999,1275.1143,-999,2.688,1,-999,-999,-999,132.762,1766.5,0.0903,-999,-999
1766.625,-999,-999,-999,-999,-999,-999,4737.0303,32.53,45,2493.3062,8.2809,12.5181,-999,6416.6919,21.3114,-999,-999,-999,1240.9715,-999,2.688,1,-999,-999,-999,132.7663,1766.625,0.085,-999,-999
1766.75,-999,-999,-999,-999,-999,-999,4733.8708,31.372,45,2493.4825,8.2809,12.5181,-999,6417.1691,21.3115,-999,-999,-999,1229.9846,-999,2.688,1,-999,-999,-999,132.7706,1766.75,0.0765,-999,-999
1766.875,-999,-999,-999,-999,-999,-999,4735.5923,30.213,45,2493.6588,8.2809,12.5181,-999,6417.6463,21.3116,-999,-999,-999,1234.0383,-999,2.688,1,-999,-999,-999,132.7749,1766.875,0.0682,-999,-999
1767,-999,-999,-999,-999,-999,-999,4740.1482,29.434,45,2493.8352,8.2809,12.5181,-999,6418.1235,21.3117,-999,-999,-999,1246.8278,-999,2.688,1,-999,-999,-999,132.7792,1767,0.0627,-999,-999
1767.125,-999,-999,-999,-999,-999,-999,4744.0784,28.25,45,2494.0115,8.2809,12.5181,-999,6418.6007,21.3117,-999,-999,-999,1257.69,-999,2.688,1,-999,-999,-999,132.7835,1767.125,0.0544,-999,-999
1767.25,-999,-999,-999,-999,-999,-999,4746.2364,27.598,45,2494.1879,8.2809,12.5181,-999,6419.0779,21.3118,-999,-999,-999,1263.091,-999,2.688,1,-999,-999,-999,132.7878,1767.25,0.0499,-999,-999
1767.375,-999,-999,-999,-999,-999,-999,4744.6993,27.476,45,2494.3642,8.2809,12.5181,-999,6419.5551,21.3119,-999,-999,-999,1257.103,-999,2.688,1,-999,-999,-999,132.7921,1767.375,0.049,-999,-999
1767.5,-999,-999,-999,-999,-999,-999,4738.7341,28.082,45,2494.5406,8.2809,12.5181,-999,6420.0323,21.312,-999,-999,-999,1237.4652,-999,2.688,1,-999,-999,-999,132.7964,1767.5,0.0532,-999,-999
1767.625,-999,-999,-999,-999,-999,-999,4727.1737,28.826,45,2494.7169,8.2809,12.5181,-999,6420.5095,21.312,-999,-999,-999,1200.5769,-999,2.688,1,-999,-999,-999,132.8007,1767.625,0.0584,-999,-999
1767.75,-999,-999,-999,-999,-999,-999,4715.8857,29.345,45,2494.8933,8.2809,12.5181,-999,6420.9867,21.3121,-999,-999,-999,1164.5249,-999,2.688,1,-999,-999,-999,132.805,1767.75,0.062,-999,-999
1767.875,-999,-999,-999,-999,-999,-999,4706.6086,29.775,45,2495.0696,8.2809,12.5181,-999,6421.464,21.3122,-999,-999,-999,1134.6688,-999,2.688,1,-999,-999,-999,132.8093,1767.875,0.0651,-999,-999
1768,-999,-999,-999,-999,-999,-999,4701.261,29.881,45,2495.246,8.2809,12.5181,-999,6421.9412,21.3123,-999,-999,-999,1116.9247,-999,2.688,1,-999,-999,-999,132.8136,1768,0.0658,-999,-999
1768.125,-999,-999,-999,-999,-999,-999,4699.4527,29.799,45,2495.4223,8.2809,12.5181,-999,6422.4184,21.3123,-999,-999,-999,1110.0912,-999,2.688,1,-999,-999,-999,132.8179,1768.125,0.0652,-999,-999
1768.25,-999,-999,-999,-999,-999,-999,4700.3422,29.677,45,2495.5986,8.2809,12.5181,-999,6422.8956,21.3124,-999,-999,-999,1111.5755,-999,2.688,1,-999,-999,-999,132.8222,1768.25,0.0644,-999,-999
1768.375,-999,-999,-999,-999,-999,-999,4703.0968,29.552,45,2495.775,8.2809,12.5181,-999,6423.3728,21.3125,-999,-999,-999,1118.811,-999,2.688,1,-999,-999,-999,132.8265,1768.375,0.0635,-999,-999
1768.5,-999,-999,-999,-999,-999,-999,4707.0833,29.46,45,2495.9513,8.2809,12.5181,-999,6423.85,21.3126,-999,-999,-999,1129.846,-999,2.688,1,-999,-999,-999,132.8308,1768.5,0.0628,-999,-999
1768.625,-999,-999,-999,-999,-999,-999,4711.2534,29.177,45,2496.1277,8.2809,12.5181,-999,6424.3272,21.3127,-999,-999,-999,1141.4484,-999,2.688,1,-999,-999,-999,132.8351,1768.625,0.0608,-999,-999
1768.75,-999,12.069,-999,-999,-999,-999,4715.1959,28.908,45,2496.304,8.2809,12.5181,-999,6424.8044,21.3127,-999,-999,-999,1152.3499,-999,2.688,1,-999,-999,-999,132.8394,1768.75,0.059,-999,-999
1768.875,-999,12.069,-999,-999,-999,-999,4718.8099,28.651,45,2496.4804,8.2809,12.5181,-999,6425.2816,21.3128,-999,-999,-999,1162.2392,-999,2.688,1,-999,-999,-999,132.8437,1768.875,0.0572,-999,-999
1769,-999,12.069,-999,-999,-999,-999,4722.2856,28.125,45,2496.6567,8.2809,12.5181,-999,6425.7588,21.3129,-999,-999,-999,1171.7031,-999,2.688,1,-999,-999,-999,132.848,1769,0.0535,-999,-999
1769.125,-999,12.069,-999,-999,-999,-999,4725.711,27.633,45,2496.8331,8.2809,12.5181,-999,6426.2361,21.313,-999,-999,-999,1181.0125,-999,2.688,1,-999,-999,-999,132.8523,1769.125,0.0501,-999,-999
1769.25,-999,12.066,-999,-999,-999,-999,4729.2315,27.145,45,2497.0094,8.2809,12.5181,-999,6426.7133,21.313,-999,-999,-999,1190.6163,-999,2.688,1,-999,-999,-999,132.8566,1769.25,0.0467,-999,-999
1769.375,-999,12.057,-999,-999,-999,80.2482,4733.0374,27.068,45,2497.1858,8.2809,12.5181,-999,6427.1905,21.3131,-999,-999,-999,1201.1014,-999,2.688,1,-999,-999,-999,132.8609,1769.375,0.0462,-999,-999
1769.5,-999,12.044,-999,-999,-999,80.2466,4737.6597,27.431,45,2497.3621,8.2809,12.5181,-999,6427.6677,21.3132,-999,-999,-999,1214.1062,-999,2.688,1,-999,-999,-999,132.8652,1769.5,0.0487,-999,-999
1769.625,-999,12.031,-999,-999,-999,80.2451,4743.1181,28.206,45,2497.5384,8.2809,12.5181,-999,6428.1449,21.3133,-999,-999,-999,1229.6913,-999,2.688,1,-999,-999,-999,132.8695,1769.625,0.0541,-999,-999
1769.75,-999,12.018,-999,-999,-999,80.2435,4750.1595,29.109,45,2497.7148,8.2809,12.5181,-999,6428.6221,21.3133,-999,-999,-999,1250.1622,-999,2.688,1,-999,-999,-999,132.8738,1769.75,0.0604,-999,-999
1769.875,-999,12.005,-999,-999,-999,80.242,4758.9217,29.999,45,2497.8911,8.2809,12.5181,-999,6429.0993,21.3134,-999,-999,-999,1275.9444,-999,2.688,1,-999,-999,-999,132.8781,1769.875,0.0667,-999,-999
1770,-999,11.992,-999,-999,-999,80.2404,4768.8777,30.881,45,2498.0675,8.2809,12.5181,-999,6429.5765,21.3135,-999,-999,-999,1305.4125,-999,2.688,1,-999,-999,-999,132.8824,1770,0.073,-999,-999
1770.125,-999,11.979,-999,-999,-999,80.2388,4779.5219,31.615,45,2498.2438,8.2809,12.5181,-999,6430.0538,21.3136,-999,-999,-999,1337.0071,-999,2.688,1,-999,-999,-999,132.8867,1770.125,0.0783,-999,-999
1770.25,-999,11.966,-999,-999,-999,80.2373,4790.5664,31.903,45,2498.4202,8.2809,12.5181,-999,6430.531,21.3137,-999,-999,-999,1369.8401,-999,2.688,1,-999,-999,-999,132.891,1770.25,0.0804,-999,-999
1770.375,-999,11.971,-999,-999,-999,80.2357,4801.657,31.843,45,2498.5965,8.2809,12.5181,-999,6431.0082,21.3137,-999,-999,-999,1402.8189,-999,2.688,1,-999,-999,-999,132.8953,1770.375,0.0799,-999,-999
1770.5,-999,11.981,-999,-999,-999,80.2342,4812.6872,31.549,45,2498.7729,8.2809,12.5181,-999,6431.4854,21.3138,-999,-999,-999,1435.6141,-999,2.688,1,-999,-999,-999,132.8996,1770.5,0.0778,-999,-999
1770.625,-999,11.991,-999,-999,-999,80.2326,4823.6001,31.242,45,2498.9492,8.2809,12.5181,-999,6431.9626,21.3139,-999,-999,-999,1468.0506,-999,2.688,1,-999,-999,-999,132.9039,1770.625,0.0756,-999,-999
1770.75,-999,12.002,-999,-999,-999,80.231,4834.4815,30.782,45,2499.1255,8.2809,12.5181,-999,6432.4398,21.314,-999,-999,-999,1500.3932,-999,2.688,1,-999,-999,-999,132.9082,1770.75,0.0723,-999,-999
1770.875,-999,12.012,-999,-999,-999,80.2295,4845.3998,30.325,45,2499.3019,8.2809,12.5181,-999,6432.917,21.314,-999,-999,-999,1532.8529,-999,2.688,1,-999,-999,-999,132.9125,1770.875,0.069,-999,-999
1771,-999,12.023,-999,-999,-999,80.2279,4856.3007,29.883,45,2499.4782,8.2809,12.5181,-999,6433.3942,21.3141,-999,-999,-999,1565.2621,-999,2.688,1,-999,-999,-999,132.9167,1771,0.0658,-999,-999
1771.125,-999,12.033,-999,-999,-999,80.2263,4867.0956,29.627,45,2499.6546,8.2809,12.5181,-999,6433.8715,21.3142,-999,-999,-999,1597.347,-999,2.688,1,-999,-999,-999,132.921,1771.125,0.064,-999,-999
1771.25,-999,12.044,-999,-999,-999,80.2248,4877.6495,29.519,45,2499.8309,8.2809,12.5181,-999,6434.3487,21.3143,-999,-999,-999,1628.6913,-999,2.688,1,-999,-999,-999,132.9253,1771.25,0.0633,-999,-999
1771.375,-999,12.054,-999,-999,-999,80.2232,4887.8167,29.65,45,2500.0073,8.2809,12.5181,-999,6434.8259,21.3143,-999,-999,-999,1658.8447,-999,2.688,1,-999,-999,-999,132.9296,1771.375,0.0642,-999,-999
1771.5,-999,12.065,-999,-999,-999,80.2217,4897.5754,29.775,45,2500.1836,8.2809,12.5181,-999,6435.3031,21.3144,-999,-999,-999,1687.7399,-999,2.688,1,-999,-999,-999,132.9339,1771.5,0.0651,-999,-999
1771.625,-999,12.075,-999,-999,-999,80.2201,4906.9997,29.909,45,2500.36,8.2809,12.5181,-999,6435.7803,21.3145,-999,-999,-999,1715.6054,-999,2.688,1,-999,-999,-999,132.9382,1771.625,0.066,-999,-999
1771.75,-999,12.086,-999,-999,-999,80.2185,4916.3388,30.094,45,2500.5363,8.2809,12.5181,-999,6436.2575,21.3146,-999,-999,-999,1743.2109,-999,2.688,1,-999,-999,-999,132.9425,1771.75,0.0673,-999,-999
1771.875,-999,12.097,-999,-999,-999,80.217,4925.6806,30.274,45,2500.7127,8.2809,12.5181,-999,6436.7347,21.3147,-999,-999,-999,1770.827,-999,2.688,1,-999,-999,-999,132.9468,1771.875,0.0686,-999,-999
1772,97.446,12.107,-999,0.1901,97.446,80.2154,4935.1043,30.28,45,2500.889,8.2809,12.5181,-999,6437.1457,21.3145,-999,0.2448,3320.5828,1798.8373,-999,2.3149,1,-999,0.2996,-999,132.9511,1772,0.0687,19.8083,3128.6872
1772.125,98.644,12.118,-999,0.1947,98.644,80.2139,4944.5587,30.28,45,2501.0653,8.2809,12.5181,-999,6437.5555,21.3144,-999,0.2519,3366.2455,1826.9479,-999,2.3079,1,-999,0.3092,-999,132.9554,1772.125,0.0687,-999,3090.6902
1772.25,98.378,12.116,-999,0.1937,98.378,80.2123,4953.9929,30.281,45,2501.2417,8.2809,12.5181,-999,6437.9655,21.3142,-999,0.2504,3356.5774,1854.9981,-999,2.3094,1,-999,0.307,-999,132.9597,1772.25,0.0687,-999,3099.047
1772.375,95.142,12.104,-999,0.1808,95.142,80.2107,4963.3963,30.281,45,2501.418,8.2809,12.5181,-999,6438.3789,21.3141,-999,0.231,3230.6815,1882.9486,-999,2.3288,1,-999,0.2811,-999,132.964,1772.375,0.0687,-999,3204.4528
1772.5,91.95,12.092,-999,0.1675,91.95,80.2092,4972.7576,30.282,45,2501.5944,8.2809,12.5181,-999,6438.7959,21.314,-999,0.2115,3096.8882,1910.7647,-999,2.3488,1,-999,0.2556,-999,132.9683,1772.5,0.0687,-999,3315.6938
1772.625,84.894,12.08,-999,0.1359,84.894,80.2076,4982.0572,30.284,45,2501.7707,8.2809,12.5181,-999,6439.2213,21.3139,-999,0.1675,2761.1393,1938.3753,-999,2.3961,1,-999,0.1992,-999,132.9726,1772.625,0.0687,-999,3591.2791
1772.75,77.035,12.068,-999,0.0967,77.035,80.2061,4991.2309,30.298,45,2501.9471,8.2809,12.5181,-999,6439.6571,21.3138,-999,0.1165,2306.6459,1965.578,-999,2.455,1,-999,0.1363,-999,132.9769,1772.75,0.0688,-999,3957.6562
1772.875,70.612,12.056,-999,0.0607,70.612,80.2045,5000.2486,30.827,45,2502.1234,8.2809,12.5181,-999,6440.1026,21.3138,-999,0.0728,1851.7419,1992.2811,-999,2.509,1,-999,0.0849,-999,132.9812,1772.875,0.0726,-999,4317.6521
1773,65.878,12.044,-999,0.0313,65.878,80.2029,5009.0769,31.381,45,2502.2998,8.2809,12.5181,-999,6440.5558,21.3138,-999,0.0392,1453.5063,2018.3857,-999,2.553,1,-999,0.047,-999,132.9855,1773,0.0766,-999,4627.919
1773.125,62.587,12.032,-999,0.0094,62.587,80.2014,5017.6818,31.479,45,2502.4761,8.2809,12.5181,-999,6441.0149,21.3138,-999,0.015,1137.3976,2043.7903,-999,2.5859,1,-999,0.0207,-999,132.9898,1773.125,0.0773,-999,4871.268
1773.25,61.041,12.02,-999,-0.0014,61.041,80.1998,5026.0582,31.407,45,2502.6525,8.2809,12.5181,-999,6441.4769,21.3138,-999,0.0035,975.9941,2068.4857,-999,2.6021,1,-999,0.0083,-999,132.9941,1773.25,0.0768,-999,4994.6437
1773.375,59.273,12.008,-999,-0.0142,59.273,80.1983,5034.2114,31.218,45,2502.8288,8.2809,12.5181,-999,6441.9422,21.3139,-999,-0.01,779.9657,2092.4866,-999,2.6213,1,-999,-0.0058,-999,132.9984,1773.375,0.0754,-999,5143.6244
1773.5,57.141,11.996,-999,-0.0303,57.141,80.1967,5042.1448,31.083,45,2503.0051,8.2809,12.5181,-999,6442.4119,21.3139,-999,-0.0266,525.69,2115.8018,-999,2.6454,1,-999,-0.0229,-999,133.0027,1773.5,0.0744,-999,5335.5393
1773.625,55.754,11.984,-999,-0.0411,55.754,80.1951,5049.8844,31.238,45,2503.1815,8.2809,12.5181,-999,6442.8844,21.314,-999,-0.0376,348.7808,2138.5143,-999,2.6617,1,-999,-0.034,-999,133.007,1773.625,0.0755,-999,5468.2722
1773.75,55.559,11.973,-999,-0.0427,55.559,80.1936,5057.5886,31.983,45,2503.3578,8.2809,12.5181,-999,6443.3574,21.314,-999,-0.0391,323.2601,2161.119,-999,2.664,1,-999,-0.0355,-999,133.0113,1773.75,0.081,-999,5487.4647
1773.875,55.805,11.965,-999,-0.0407,55.805,80.192,5065.3056,32.727,45,2503.5342,8.2809,12.5181,-999,6443.8298,21.3141,-999,-0.0371,355.7782,2183.7664,-999,2.6611,1,-999,-0.0336,-999,133.0156,1773.875,0.0864,-999,5463.2748
1774,57.171,11.976,-999,-0.0301,57.171,80.1904,5073.1286,33.341,45,2503.7105,8.2809,12.5181,-999,6444.2994,21.3141,-999,-0.0263,530.0818,2206.7495,-999,2.6451,1,-999,-0.0226,-999,133.0199,1774,0.091,-999,5332.7395
1774.125,59.284,11.988,-999,-0.0141,59.284,80.1889,5081.0283,33.864,45,2503.8869,8.2809,12.5181,-999,6444.7648,21.3142,-999,-0.0099,782.3081,2229.9809,-999,2.6212,1,-999,-0.0057,-999,133.0242,1774.125,0.0949,-999,5142.67
1774.25,61.705,11.999,-999,0.0033,61.705,80.1873,5088.9789,33.885,45,2504.0632,8.2809,12.5181,-999,6445.2255,21.3142,-999,0.0085,1048.0477,2253.3812,-999,2.5951,1,-999,0.0136,-999,133.0285,1774.25,0.095,-999,4940.897
1774.375,64.353,12.011,-999,0.0214,64.353,80.1858,5096.9602,33.766,45,2504.2396,8.2809,12.5181,-999,6445.6814,21.3142,-999,0.0281,1313.6489,2276.8893,-999,2.5679,1,-999,0.0348,-999,133.0328,1774.375,0.0941,-999,4737.5887
1774.5,66.729,12.022,-999,0.0368,66.729,80.1842,5104.9017,33.619,45,2504.4159,8.2809,12.5181,-999,6446.1332,21.3142,-999,0.0453,1532.3677,2300.285,-999,2.5448,1,-999,0.0538,-999,133.0371,1774.5,0.093,-999,4568.8988
1774.625,66.463,12.034,-999,0.0351,66.463,80.1826,5112.6873,33.48,45,2504.5922,8.2809,12.5181,-999,6446.5854,21.3142,-999,0.0434,1508.9795,2323.2001,-999,2.5473,1,-999,0.0517,-999,133.0414,1774.625,0.092,-999,4587.1846
1774.75,65.133,12.045,-999,0.0265,65.133,80.1811,5120.1932,33.28,45,2504.7686,8.2809,12.5181,-999,6447.0399,21.3142,-999,0.0338,1387.9605,2345.2482,-999,2.5602,1,-999,0.0411,-999,133.0457,1774.75,0.0905,-999,4680.8538
1774.875,62.457,12.057,-999,0.0085,62.457,80.1795,5127.2746,33.071,45,2504.9449,8.2809,12.5181,-999,6447.4992,21.3142,-999,0.0141,1126.9498,2365.9758,-999,2.5872,1,-999,0.0197,-999,133.05,1774.875,0.089,-999,4881.4072
1775,59.852,12.068,-999,-0.0099,59.852,80.178,5133.3444,32.138,45,2505.1213,8.2809,12.5181,-999,6447.9635,21.3142,-999,-0.0056,848.0541,2383.5676,-999,2.6149,1,-999,-0.0012,-999,133.0543,1775,0.0821,-999,5093.8657
1775.125,57.428,12.08,-999,-0.0281,57.428,80.1764,5138.7048,31.14,45,2505.2976,8.2809,12.5181,-999,6448.4325,21.3143,-999,-0.0243,563.3973,2398.9578,-999,2.6421,1,-999,-0.0206,-999,133.0586,1775.125,0.0748,-999,5308.8746
