DEPTH,AC,CAL,CALI,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,NPHI,OB,OBG,PHIE,PHIT,PPP,RES_DEEP,RHOB_combined,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1101.524,89.8337,-999.25,-999.25,-999.25,0.1583,89.8337,77.1132,-999.25,33.1596,40,1554.2042,8.2785,18.2764,-999.25,3418.0618,18.2063,-999.25,-999.25,-999.25,5.4122,2.3625,0,-55.1743,-999.25,-999.25,114.755,1101.5472,0.1079,-999.25,3393.8049
1101.6764,89.8229,-999.25,-999.25,-999.25,0.1583,89.8229,77.1096,-999.25,33.6026,40,1554.4192,8.2785,18.2764,-999.25,3418.5732,18.2065,-999.25,-999.25,-999.25,5.4338,2.3626,0,-55.1062,-999.25,-999.25,114.7599,1101.6996,0.1122,-999.25,3394.2129
1101.8288,90.707,-999.25,-999.25,-999.25,0.1621,90.707,77.106,-999.25,34.4344,40,1554.6342,8.2785,18.2764,-999.25,3419.0833,18.2067,-999.25,-999.25,-999.25,5.4184,2.3568,0,-54.9978,-999.25,-999.25,114.7649,1101.8521,0.1203,-999.25,3361.1304
1101.9812,92.1512,-999.25,-999.25,-999.25,0.1683,92.1512,77.1024,-999.25,35.0855,40,1554.8492,8.2785,18.2764,-999.25,3419.5913,18.2069,-999.25,-999.25,-999.25,5.3774,2.3475,0,-54.9451,-999.25,-999.25,114.7698,1102.0044,0.1269,-999.25,3308.4546
1102.1336,94.0621,-999.25,-999.25,-999.25,0.1763,94.0621,77.0987,-999.25,35.3053,40,1555.0642,8.2785,18.2764,-999.25,3420.0969,18.2071,-999.25,-999.25,-999.25,5.3218,2.3355,0,-54.9991,-999.25,-999.25,114.7748,1102.1569,0.1291,-999.25,3241.2422
1102.286,96.2065,-999.25,-999.25,-999.25,0.1851,96.2065,77.0951,-999.25,35.5026,40,1555.2792,8.2785,18.2764,-999.25,3420.5996,18.2073,-999.25,-999.25,-999.25,5.2675,2.3223,0,-55.0648,-999.25,-999.25,114.7797,1102.3092,0.1311,-999.25,3168.9963
1102.4384,98.161,-999.25,-999.25,-999.25,0.1929,98.161,77.0915,-999.25,36.1891,40,1555.4941,8.2785,18.2764,-999.25,3421.0999,18.2074,-999.25,-999.25,-999.25,5.2187,2.3107,0,-55.0587,-999.25,-999.25,114.7847,1102.4615,0.1381,-999.25,3105.8979
1102.5908,99.5051,-999.25,-999.25,-999.25,0.1981,99.5051,77.0879,-999.25,37.2765,40,1555.7092,8.2785,18.2764,-999.25,3421.5981,18.2075,-999.25,-999.25,-999.25,5.1677,2.3029,0,-55.0125,-999.25,-999.25,114.7896,1102.614,0.1495,-999.25,3063.9438
1102.7432,100.0972,-999.25,-999.25,-999.25,0.2004,100.0972,77.0842,-999.25,37.9699,40,1555.9242,8.2785,18.2764,-999.25,3422.0959,18.2077,-999.25,-999.25,-999.25,5.1072,2.2994,0,-55.0068,-999.25,-999.25,114.7946,1102.7664,0.157,-999.25,3045.8201
1102.8956,100.2917,-999.25,-999.25,-999.25,0.2011,100.2917,77.0806,-999.25,37.7038,40,1556.1392,8.2785,18.2764,-999.25,3422.5935,18.2078,-999.25,-999.25,-999.25,5.0427,2.2983,0,-55.0517,-999.25,-999.25,114.7995,1102.9188,0.1541,-999.25,3039.9131
1103.048,100.4433,-999.25,-999.25,-999.25,0.2017,100.4433,77.077,-999.25,36.76,40,1556.3542,8.2785,18.2764,-999.25,3423.0908,18.2079,-999.25,-999.25,-999.25,4.9883,2.2975,0,-55.0781,-999.25,-999.25,114.8044,1103.0712,0.1441,-999.25,3035.325
1103.2004,100.6741,-999.25,-999.25,-999.25,0.2026,100.6741,77.0734,-999.25,36.023,40,1556.5692,8.2785,18.2764,-999.25,3423.5876,18.2081,-999.25,-999.25,-999.25,4.9615,2.2961,0,-55.0438,-999.25,-999.25,114.8094,1103.2236,0.1364,-999.25,3028.3662
1103.3528,100.7985,-999.25,-999.25,-999.25,0.2031,100.7985,77.0698,-999.25,35.9273,40,1556.7842,8.2785,18.2764,-999.25,3424.0845,18.2082,-999.25,-999.25,-999.25,4.9798,2.2954,0,-54.9846,-999.25,-999.25,114.8143,1103.376,0.1354,-999.25,3024.6289
1103.5052,100.6172,-999.25,-999.25,-999.25,0.2023,100.6172,77.0661,-999.25,36.3563,40,1556.9991,8.2785,18.2764,-999.25,3424.5815,18.2083,-999.25,-999.25,-999.25,5.0643,2.2965,0,-54.959,-999.25,-999.25,114.8193,1103.5284,0.1399,-999.25,3030.0789
1103.6576,100.0776,-999.25,-999.25,-999.25,0.2003,100.0776,77.0625,-999.25,36.9188,40,1557.2142,8.2785,18.2764,-999.25,3425.0793,18.2084,-999.25,-999.25,-999.25,5.2328,2.2996,0,-54.958,-999.25,-999.25,114.8242,1103.6808,0.1457,-999.25,3046.4165
1103.81,98.9337,-999.25,-999.25,-999.25,0.1959,98.9337,77.0589,-999.25,37.2987,40,1557.4292,8.2785,18.2764,-999.25,3425.5786,18.2086,-999.25,-999.25,-999.25,5.5053,2.3062,0,-54.9874,-999.25,-999.25,114.8292,1103.8333,0.1498,-999.25,3081.6399
1103.9624,96.7975,-999.25,-999.25,-999.25,0.1875,96.7975,77.0553,-999.25,37.3166,40,1557.6442,8.2785,18.2764,-999.25,3426.0803,18.2087,-999.25,-999.25,-999.25,5.8922,2.3188,0,-55.0399,-999.25,-999.25,114.8341,1103.9856,0.15,-999.25,3149.6479
1104.1148,93.2713,-999.25,-999.25,-999.25,0.1731,93.2713,77.0516,-999.25,36.6916,40,1557.8593,8.2785,18.2764,-999.25,3426.5869,18.2089,-999.25,-999.25,-999.25,6.4177,2.3404,0,-55.0679,-999.25,-999.25,114.8391,1104.1379,0.1434,-999.25,3268.7231
1104.2672,88.6634,-999.25,-999.25,-999.25,0.1532,88.6634,77.048,-999.25,35.2998,40,1558.0742,8.2785,18.2764,-999.25,3427.1001,18.2091,-999.25,-999.25,-999.25,7.0827,2.3702,0,-55.0617,-999.25,-999.25,114.844,1104.2904,0.129,-999.25,3438.6008
1104.4196,83.7132,-999.25,-999.25,-999.25,0.1303,83.7132,77.0444,-999.25,33.2142,40,1558.2892,8.2785,18.2764,-999.25,3427.6206,18.2094,-999.25,-999.25,-999.25,7.923,2.4045,0,-55.0548,-999.25,-999.25,114.849,1104.4427,0.1084,-999.25,3641.9353
1104.572,79.2104,-999.25,-999.25,-999.25,0.108,79.2104,77.0408,-999.25,31.0954,40,1558.5042,8.2785,18.2764,-999.25,3428.1482,18.2097,-999.25,-999.25,-999.25,8.8551,2.438,0,-55.0858,-999.25,-999.25,114.8539,1104.5952,0.0885,-999.25,3848.9648
1104.7244,75.6396,-999.25,-999.25,-999.25,0.0891,75.6396,77.0372,-999.25,29.7283,40,1558.7192,8.2785,18.2764,-999.25,3428.6819,18.21,-999.25,-999.25,-999.25,9.6519,2.4663,0,-55.1175,-999.25,-999.25,114.8589,1104.7476,0.0762,-999.25,4030.667
1104.8768,73.1611,-999.25,-999.25,-999.25,0.0754,73.1611,77.0335,-999.25,29.1983,40,1558.9342,8.2785,18.2764,-999.25,3429.2202,18.2103,-999.25,-999.25,-999.25,10.0726,2.4869,0,-55.0833,-999.25,-999.25,114.8638,1104.9,0.0715,-999.25,4167.2153
1105.0292,72.9648,-999.25,-999.25,-999.25,0.0743,72.9648,77.0299,-999.25,29.1194,40,1559.1492,8.2785,18.2764,-999.25,3429.759,18.2107,-999.25,-999.25,-999.25,9.9427,2.4886,0,-54.9534,-999.25,-999.25,114.8688,1105.0524,0.0709,-999.25,4178.4263
1105.1816,75.568,-999.25,-999.25,-999.25,0.0887,75.568,77.0263,-999.25,29.0418,40,1559.3643,8.2785,18.2764,-999.25,3430.293,18.211,-999.25,-999.25,-999.25,9.4844,2.4669,0,-54.7881,-999.25,-999.25,114.8737,1105.2048,0.0702,-999.25,4034.4861
1105.334,81.4191,-999.25,-999.25,-999.25,0.1191,81.4191,77.0227,-999.25,29.1158,40,1559.5792,8.2785,18.2764,-999.25,3430.8169,18.2113,-999.25,-999.25,-999.25,8.8207,2.4213,0,-54.6258,-999.25,-999.25,114.8786,1105.3572,0.0708,-999.25,3744.552
1105.4864,88.757,-999.25,-999.25,-999.25,0.1536,88.757,77.019,-999.25,29.6712,40,1559.7942,8.2785,18.2764,-999.25,3431.3298,18.2115,-999.25,-999.25,-999.25,8.0312,2.3696,0,-54.4954,-999.25,-999.25,114.8836,1105.5096,0.0757,-999.25,3434.9746
1105.6388,95.3202,-999.25,-999.25,-999.25,0.1815,95.3202,77.0154,-999.25,30.8314,40,1560.0092,8.2785,18.2764,-999.25,3431.8337,18.2117,-999.25,-999.25,-999.25,7.1885,2.3277,0,-54.4208,-999.25,-999.25,114.8885,1105.662,0.0861,-999.25,3198.4622
1105.7912,99.4674,-999.25,-999.25,-999.25,0.1979,99.4674,77.0118,-999.25,32.1979,40,1560.2242,8.2785,18.2764,-999.25,3432.3323,18.2118,-999.25,-999.25,-999.25,6.4396,2.3031,0,-54.3802,-999.25,-999.25,114.8935,1105.8145,0.0987,-999.25,3065.1052
1105.9436,100.5716,-999.25,-999.25,-999.25,0.2022,100.5716,77.0082,-999.25,33.2851,40,1560.4392,8.2785,18.2764,-999.25,3432.8293,18.2119,-999.25,-999.25,-999.25,5.892,2.2967,0,-54.3491,-999.25,-999.25,114.8984,1105.9668,0.1091,-999.25,3031.4526
1106.096,99.5133,-999.25,-999.25,-999.25,0.1981,99.5133,77.0046,-999.25,34.0488,40,1560.6542,8.2785,18.2764,-999.25,3433.3279,18.2121,-999.25,-999.25,-999.25,5.5655,2.3028,0,-54.3221,-999.25,-999.25,114.9034,1106.1191,0.1165,-999.25,3063.6914
1106.2484,97.3383,-999.25,-999.25,-999.25,0.1896,97.3383,77.001,-999.25,34.7129,40,1560.8691,8.2785,18.2764,-999.25,3433.8291,18.2122,-999.25,-999.25,-999.25,5.4256,2.3156,0,-54.32,-999.25,-999.25,114.9083,1106.2716,0.1231,-999.25,3132.1489
1106.4008,95.0332,-999.25,-999.25,-999.25,0.1803,95.0332,76.9973,-999.25,35.204,40,1561.0842,8.2785,18.2764,-999.25,3434.3333,18.2124,-999.25,-999.25,-999.25,5.3996,2.3295,0,-54.3358,-999.25,-999.25,114.9133,1106.424,0.128,-999.25,3208.1216
1106.5532,93.0005,-999.25,-999.25,-999.25,0.1719,93.0005,76.9937,-999.25,35.2206,40,1561.2992,8.2785,18.2764,-999.25,3434.8401,18.2126,-999.25,-999.25,-999.25,5.4367,2.3421,0,-54.3862,-999.25,-999.25,114.9182,1106.5764,0.1282,-999.25,3278.241
1106.7056,91.3278,-999.25,-999.25,-999.25,0.1648,91.3278,76.9901,-999.25,34.6631,40,1561.5142,8.2785,18.2764,-999.25,3435.3496,18.2127,-999.25,-999.25,-999.25,5.4893,2.3528,0,-54.4704,-999.25,-999.25,114.9232,1106.7288,0.1226,-999.25,3338.2832
1106.858,90.0094,-999.25,-999.25,-999.25,0.1591,90.0094,76.9865,-999.25,33.7187,40,1561.7292,8.2785,18.2764,-999.25,3435.8606,18.2129,-999.25,-999.25,-999.25,5.5265,2.3613,0,-54.5688,-999.25,-999.25,114.9281,1106.8812,0.1133,-999.25,3387.1802
1107.0104,89.2193,-999.25,-999.25,-999.25,0.1557,89.2193,76.9828,-999.25,32.7162,40,1561.9442,8.2785,18.2764,-999.25,3436.3728,18.2132,-999.25,-999.25,-999.25,5.5397,2.3665,0,-54.675,-999.25,-999.25,114.9331,1107.0336,0.1036,-999.25,3417.176
1107.1628,89.3528,-999.25,-999.25,-999.25,0.1562,89.3528,76.9792,-999.25,31.9776,40,1562.1592,8.2785,18.2764,-999.25,3436.885,18.2134,-999.25,-999.25,-999.25,5.5471,2.3657,0,-54.7817,-999.25,-999.25,114.938,1107.186,0.0967,-999.25,3412.0706
1107.3152,90.9244,-999.25,-999.25,-999.25,0.1631,90.9244,76.9756,-999.25,32.2787,40,1562.3741,8.2785,18.2764,-999.25,3437.3948,18.2136,-999.25,-999.25,-999.25,5.5788,2.3554,0,-54.8664,-999.25,-999.25,114.943,1107.3384,0.0995,-999.25,3353.094
1107.4676,93.5531,-999.25,-999.25,-999.25,0.1743,93.5531,76.972,-999.25,33.9088,40,1562.5892,8.2785,18.2764,-999.25,3437.9009,18.2137,-999.25,-999.25,-999.25,5.6483,2.3386,0,-54.9656,-999.25,-999.25,114.9479,1107.4908,0.1152,-999.25,3258.877
1107.62,96.0595,-999.25,-999.25,-999.25,0.1845,96.0595,76.9684,-999.25,36.0211,40,1562.8042,8.2785,18.2764,-999.25,3438.4038,18.2139,-999.25,-999.25,-999.25,5.7566,2.3232,0,-55.0849,-999.25,-999.25,114.9528,1107.6432,0.1364,-999.25,3173.8459
1107.7724,97.2404,-999.25,-999.25,-999.25,0.1893,97.2404,76.9647,-999.25,37.2227,40,1563.0192,8.2785,18.2764,-999.25,3438.905,18.214,-999.25,-999.25,-999.25,5.8875,2.3161,0,-55.2066,-999.25,-999.25,114.9578,1107.7957,0.149,-999.25,3135.3022
1107.9248,96.3628,-999.25,-999.25,-999.25,0.1857,96.3628,76.9611,-999.25,36.9256,40,1563.2343,8.2785,18.2764,-999.25,3439.4075,18.2142,-999.25,-999.25,-999.25,6.0378,2.3214,0,-55.2701,-999.25,-999.25,114.9627,1107.948,0.1458,-999.25,3163.8562
1108.0772,94.3645,-999.25,-999.25,-999.25,0.1776,94.3645,76.9575,-999.25,35.8557,40,1563.4492,8.2785,18.2764,-999.25,3439.9126,18.2144,-999.25,-999.25,-999.25,6.211,2.3336,0,-55.2611,-999.25,-999.25,114.9677,1108.1003,0.1347,-999.25,3230.8552
1108.2296,92.3214,-999.25,-999.25,-999.25,0.1691,92.3214,76.9539,-999.25,34.5807,40,1563.6642,8.2785,18.2764,-999.25,3440.4204,18.2145,-999.25,-999.25,-999.25,6.4155,2.3464,0,-55.2038,-999.25,-999.25,114.9726,1108.2528,0.1218,-999.25,3302.355
1108.382,90.7534,-999.25,-999.25,-999.25,0.1623,90.7534,76.9503,-999.25,33.342,40,1563.8792,8.2785,18.2764,-999.25,3440.9307,18.2147,-999.25,-999.25,-999.25,6.6534,2.3565,0,-55.1244,-999.25,-999.25,114.9776,1108.4052,0.1096,-999.25,3359.4119
1108.5344,89.5577,-999.25,-999.25,-999.25,0.1571,89.5577,76.9467,-999.25,32.4217,40,1564.0942,8.2785,18.2764,-999.25,3441.4424,18.2149,-999.25,-999.25,-999.25,6.9307,2.3643,0,-55.0672,-999.25,-999.25,114.9825,1108.5576,0.1008,-999.25,3404.2639
1108.6868,88.5141,-999.25,-999.25,-999.25,0.1525,88.5141,76.943,-999.25,31.8597,40,1564.3092,8.2785,18.2764,-999.25,3441.9556,18.2152,-999.25,-999.25,-999.25,7.2388,2.3712,0,-55.0225,-999.25,-999.25,114.9875,1108.71,0.0956,-999.25,3444.4009
1108.8392,87.8293,-999.25,-999.25,-999.25,0.1495,87.8293,76.9394,-999.25,31.4858,40,1564.5242,8.2785,18.2764,-999.25,3442.4697,18.2154,-999.25,-999.25,-999.25,7.5704,2.3758,0,-55.0107,-999.25,-999.25,114.9924,1108.8624,0.0921,-999.25,3471.2566
1108.9916,87.6731,-999.25,-999.25,-999.25,0.1487,87.6731,76.9358,-999.25,30.9371,40,1564.7393,8.2785,18.2764,-999.25,3442.9844,18.2156,-999.25,-999.25,-999.25,7.9076,2.3769,0,-55.0312,-999.25,-999.25,114.9974,1109.0148,0.0871,-999.25,3477.4412
1109.144,87.8399,-999.25,-999.25,-999.25,0.1495,87.8399,76.9322,-999.25,30.1296,40,1564.9542,8.2785,18.2764,-999.25,3443.4985,18.2158,-999.25,-999.25,-999.25,8.2296,2.3758,0,-55.0611,-999.25,-999.25,115.0023,1109.1672,0.0798,-999.25,3470.8379
1109.2964,87.6227,-999.25,-999.25,-999.25,0.1485,87.6227,76.9286,-999.25,29.2743,40,1565.1692,8.2785,18.2764,-999.25,3444.0132,18.216,-999.25,-999.25,-999.25,8.535,2.3772,0,-55.1025,-999.25,-999.25,115.0073,1109.3196,0.0722,-999.25,3479.4414
1109.4488,86.4834,-999.25,-999.25,-999.25,0.1433,86.4834,76.925,-999.25,28.537,40,1565.3842,8.2785,18.2764,-999.25,3444.5293,18.2163,-999.25,-999.25,-999.25,8.8445,2.385,0,-55.1413,-999.25,-999.25,115.0122,1109.472,0.0658,-999.25,3525.2783
1109.6012,84.6036,-999.25,-999.25,-999.25,0.1345,84.6036,76.9214,-999.25,28.0572,40,1565.5992,8.2785,18.2764,-999.25,3445.0483,18.2165,-999.25,-999.25,-999.25,9.1907,2.3982,0,-55.145,-999.25,-999.25,115.0172,1109.6244,0.0617,-999.25,3603.6062
1109.7536,82.5792,-999.25,-999.25,-999.25,0.1249,82.5792,76.9177,-999.25,27.9555,40,1565.8142,8.2785,18.2764,-999.25,3445.5706,18.2168,-999.25,-999.25,-999.25,9.5868,2.4127,0,-55.1171,-999.25,-999.25,115.0221,1109.7769,0.0609,-999.25,3691.9473
1109.906,81.0639,-999.25,-999.25,-999.25,0.1174,81.0639,76.9141,-999.25,27.9185,40,1566.0292,8.2785,18.2764,-999.25,3446.0952,18.217,-999.25,-999.25,-999.25,9.9984,2.4239,0,-55.1012,-999.25,-999.25,115.027,1109.9292,0.0605,-999.25,3760.9595
1110.0584,80.213,-999.25,-999.25,-999.25,0.1131,80.213,76.9105,-999.25,27.5497,40,1566.2441,8.2785,18.2764,-999.25,3446.6213,18.2173,-999.25,-999.25,-999.25,10.3437,2.4303,0,-55.1,-999.25,-999.25,115.032,1110.0815,0.0574,-999.25,3800.8557
1110.2108,79.6595,-999.25,-999.25,-999.25,0.1103,79.6595,76.9069,-999.25,26.8244,40,1566.4592,8.2785,18.2764,-999.25,3447.1482,18.2176,-999.25,-999.25,-999.25,10.5611,2.4345,0,-55.1215,-999.25,-999.25,115.0369,1110.234,0.0514,-999.25,3827.2654
1110.3632,79.1765,-999.25,-999.25,-999.25,0.1078,79.1765,76.9033,-999.25,26.0476,40,1566.6742,8.2785,18.2764,-999.25,3447.676,18.2179,-999.25,-999.25,-999.25,10.6675,2.4383,0,-55.1374,-999.25,-999.25,115.0419,1110.3864,0.0451,-999.25,3850.6128
1110.5156,79.1301,-999.25,-999.25,-999.25,0.1076,79.1301,76.8996,-999.25,25.5833,40,1566.8892,8.2785,18.2764,-999.25,3448.2039,18.2182,-999.25,-999.25,-999.25,10.7431,2.4386,0,-55.1435,-999.25,-999.25,115.0468,1110.5388,0.0414,-999.25,3852.8708
1110.668,79.8765,-999.25,-999.25,-999.25,0.1114,79.8765,76.896,-999.25,25.4894,40,1567.1042,8.2785,18.2764,-999.25,3448.7305,18.2185,-999.25,-999.25,-999.25,10.8554,2.4329,0,-55.1579,-999.25,-999.25,115.0518,1110.6912,0.0406,-999.25,3816.8679
1110.8204,81.2008,-999.25,-999.25,-999.25,0.1181,81.2008,76.8924,-999.25,25.6875,40,1567.3192,8.2785,18.2764,-999.25,3449.2549,18.2187,-999.25,-999.25,-999.25,10.9696,2.4229,0,-55.1599,-999.25,-999.25,115.0567,1110.8436,0.0422,-999.25,3754.6189
1110.9728,82.0503,-999.25,-999.25,-999.25,0.1223,82.0503,76.8888,-999.25,26.0283,40,1567.5342,8.2785,18.2764,-999.25,3449.7781,18.219,-999.25,-999.25,-999.25,10.9525,2.4166,0,-55.16,-999.25,-999.25,115.0617,1110.996,0.0449,-999.25,3715.7456
1111.1252,81.1714,-999.25,-999.25,-999.25,0.1179,81.1714,76.8852,-999.25,26.3594,40,1567.7491,8.2785,18.2764,-999.25,3450.3025,18.2193,-999.25,-999.25,-999.25,10.6161,2.4231,0,-55.1733,-999.25,-999.25,115.0666,1111.1484,0.0476,-999.25,3755.9788
1111.2776,78.9906,-999.25,-999.25,-999.25,0.1069,78.9906,76.8816,-999.25,26.4911,40,1567.9642,8.2785,18.2764,-999.25,3450.8306,18.2196,-999.25,-999.25,-999.25,9.9896,2.4397,0,-55.2352,-999.25,-999.25,115.0716,1111.3008,0.0487,-999.25,3859.675
1111.43,77.1121,-999.25,-999.25,-999.25,0.0971,77.1121,76.8779,-999.25,26.2899,40,1568.1792,8.2785,18.2764,-999.25,3451.3618,18.2199,-999.25,-999.25,-999.25,9.125,2.4544,0,-55.31,-999.25,-999.25,115.0765,1111.4532,0.047,-999.25,3953.6992
1111.5824,77.1633,-999.25,-999.25,-999.25,0.0973,77.1633,76.8743,-999.25,25.9688,40,1568.3942,8.2785,18.2764,-999.25,3451.8931,18.2202,-999.25,-999.25,-999.25,8.2147,2.454,0,-55.3172,-999.25,-999.25,115.0815,1111.6056,0.0445,-999.25,3951.0757
1111.7348,80.2822,-999.25,-999.25,-999.25,0.1135,80.2822,76.8707,-999.25,25.9842,40,1568.6093,8.2785,18.2764,-999.25,3452.4189,18.2204,-999.25,-999.25,-999.25,7.3597,2.4298,0,-55.2204,-999.25,-999.25,115.0864,1111.7581,0.0446,-999.25,3797.5796
1111.8872,85.4977,-999.25,-999.25,-999.25,0.1387,85.4977,76.8671,-999.25,26.4861,40,1568.8242,8.2785,18.2764,-999.25,3452.9365,18.2207,-999.25,-999.25,-999.25,6.6002,2.3919,0,-55.0424,-999.25,-999.25,115.0914,1111.9104,0.0486,-999.25,3565.9211
1112.0396,91.6002,-999.25,-999.25,-999.25,0.166,91.6002,76.8635,-999.25,27.4335,40,1569.0392,8.2785,18.2764,-999.25,3453.4456,18.2209,-999.25,-999.25,-999.25,5.9668,2.351,0,-54.8768,-999.25,-999.25,115.0963,1112.0627,0.0565,-999.25,3328.3557
1112.192,97.3325,-999.25,-999.25,-999.25,0.1896,97.3325,76.8599,-999.25,28.4755,40,1569.2542,8.2785,18.2764,-999.25,3453.9468,18.221,-999.25,-999.25,-999.25,5.4771,2.3156,0,-54.7853,-999.25,-999.25,115.1012,1112.2152,0.0653,-999.25,3132.3354
1112.3444,101.9611,-999.25,-999.25,-999.25,0.2074,101.9611,76.8563,-999.25,29.2828,40,1569.4692,8.2785,18.2764,-999.25,3454.4421,18.2211,-999.25,-999.25,-999.25,5.1745,2.2889,0,-54.7831,-999.25,-999.25,115.1062,1112.3676,0.0723,-999.25,2990.1409
1112.4968,105.0326,-999.25,-999.25,-999.25,0.2187,105.0326,76.8526,-999.25,29.6285,40,1569.6842,8.2785,18.2764,-999.25,3454.9338,18.2212,-999.25,-999.25,-999.25,5.0503,2.2719,0,-54.83,-999.25,-999.25,115.1111,1112.52,0.0753,-999.25,2902.6992
1112.6492,105.6634,-999.25,-999.25,-999.25,0.221,105.6634,76.849,-999.25,29.1849,40,1569.8992,8.2785,18.2764,-999.25,3455.4248,18.2213,-999.25,-999.25,-999.25,5.1085,2.2685,0,-54.8421,-999.25,-999.25,115.1161,1112.6724,0.0714,-999.25,2885.3704
1112.8016,103.1799,-999.25,-999.25,-999.25,0.2119,103.1799,76.8454,-999.25,27.9915,40,1570.1143,8.2785,18.2764,-999.25,3455.9189,18.2214,-999.25,-999.25,-999.25,5.3407,2.2821,0,-54.7898,-999.25,-999.25,115.121,1112.8248,0.0612,-999.25,2954.8203
1112.954,97.7817,-999.25,-999.25,-999.25,0.1914,97.7817,76.8418,-999.25,26.7127,40,1570.3292,8.2785,18.2764,-999.25,3456.4194,18.2216,-999.25,-999.25,-999.25,5.7578,2.3129,0,-54.6939,-999.25,-999.25,115.126,1112.9772,0.0505,-999.25,3117.9458
1113.1064,91.0004,-999.25,-999.25,-999.25,0.1634,91.0004,76.8382,-999.25,26.1905,40,1570.5442,8.2785,18.2764,-999.25,3456.9292,18.2218,-999.25,-999.25,-999.25,6.3752,2.3549,0,-54.5878,-999.25,-999.25,115.1309,1113.1296,0.0462,-999.25,3350.2935
1113.2588,84.7096,-999.25,-999.25,-999.25,0.1351,84.7096,76.8346,-999.25,26.327,40,1570.7592,8.2785,18.2764,-999.25,3457.448,18.222,-999.25,-999.25,-999.25,7.165,2.3974,0,-54.4811,-999.25,-999.25,115.1359,1113.282,0.0474,-999.25,3599.0967
1113.4112,80.2229,-999.25,-999.25,-999.25,0.1131,80.2229,76.831,-999.25,26.2368,40,1570.9742,8.2785,18.2764,-999.25,3457.9741,18.2223,-999.25,-999.25,-999.25,8.0477,2.4303,0,-54.3622,-999.25,-999.25,115.1408,1113.4344,0.0466,-999.25,3800.3867
