DEPTH,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
768.033,-999,0.396,172.83,94.4091,1860.4439,0.511,43,1086.7277,8.3018,-999,2216.9884,16.9361,0.38,0.6493,-999,1494.7647,10.926,2.006,0,-88.4699,0.9026,0.6391,112.7059,768.062,0,-999,1764.0343
768.158,-999,0.3573,154.1747,94.4074,1860.6503,0.2698,43,1086.9041,8.3018,-999,2217.3548,16.9361,0.3443,0.5553,-999,1494.7647,10.7715,2.0641,0,-87.56,0.7534,0.7104,112.7109,768.187,0,-999,1977.4843
768.283,-999,0.3025,131.875,94.4056,1860.8642,0.1258,43,1087.0804,8.3018,-999,2217.7359,16.9363,0.291,0.4387,-999,1494.7647,10.623,2.1463,0,-86.8001,0.575,0.8462,112.7159,768.312,0,-999,2311.8715
768.408,-999,0.2495,114.0069,94.4039,1861.0853,0.0755,43,1087.2568,8.3017,-999,2218.131,16.9365,0.2512,0.3408,-999,1494.7647,10.4925,2.2258,0,-86.74,0.4321,0.9863,112.7209,768.437,0,-999,2674.207
768.533,-999,0.2155,104.15,94.4022,1861.3109,0.1046,43,1087.4331,8.3017,-999,2218.5352,16.9369,0.2293,0.2844,-999,1494.7647,10.331,2.2767,0,-86.82,0.3532,1,112.7259,768.562,0,-999,2927.2976
768.658,-999,0.2074,101.9475,94.4004,1861.5377,0.1758,43,1087.6095,8.3017,-999,2218.9415,16.9372,0.224,0.2715,-999,1494.7647,10.1061,2.2889,0,-86.93,0.3356,1,112.7309,768.687,0,-999,2990.5397
768.783,-999,0.2077,102.05,94.3987,1861.7644,0.2532,43,1087.7858,8.3017,-999,2219.3478,16.9376,0.2242,0.2721,-999,1494.7647,9.8519,2.2884,0,-87.07,0.3364,1,112.7359,768.812,0,-999,2987.536
768.908,-999,0.207,101.8451,94.397,1861.9913,0.3022,43,1087.9621,8.3017,-999,2219.7543,16.9379,0.2237,0.2709,-999,1494.7647,9.5959,2.2895,0,-87.21,0.3348,1,112.7409,768.937,0,-999,2993.5466
769.033,-999,0.2037,100.98,94.3952,1881.5684,0.3117,43,1088.1385,8.3017,-999,2220.1616,16.9383,0.2216,0.2658,-999,1533.9784,9.3509,2.2944,0,-87.3425,0.3278,1,112.7459,769.062,0,-999,3019.1924
769.158,-999,0.1997,99.9119,94.3935,1902.2488,0.2996,43,1088.3148,8.3017,-999,2220.57,16.9386,0.219,0.2595,-999,1575.4317,9.1109,2.3005,0,-87.445,0.3193,1,112.7509,769.187,0,-999,3051.4688
769.283,-999,0.1972,99.2815,94.3918,1924.0773,0.2837,43,1088.4912,8.3017,-999,2220.9791,16.939,0.2174,0.2557,-999,1619.216,8.8689,2.3042,0,-87.51,0.3143,1,112.7559,769.312,0,-999,3070.8445
769.408,-999,0.1972,99.2652,94.3901,1945.9531,0.2719,43,1088.6675,8.3017,-999,2221.3882,16.9394,0.2175,0.2557,-999,1663.1012,8.6266,2.3042,0,-87.56,0.3141,1,112.7609,769.437,0,-999,3071.3488
769.533,-999,0.1987,99.671,94.3883,1964.6689,0.2495,43,1088.8439,8.3017,-999,2221.7968,16.9397,0.2184,0.2581,-999,1700.5866,8.3967,2.3019,0,-87.57,0.3174,1,112.7659,769.562,0,-999,3058.8441
769.658,-999,0.2006,100.155,94.3866,1977.169,0.2174,43,1089.0202,8.3017,-999,2222.205,16.9401,0.2196,0.2609,-999,1725.4765,8.2066,2.2991,0,-87.57,0.3212,1,112.7708,769.687,0,-999,3044.0622
769.783,-999,0.2017,100.455,94.3849,1983.3597,0.1932,43,1089.1965,8.3017,-999,2222.6128,16.9404,0.2203,0.2627,-999,1737.5787,8.0655,2.2974,0,-87.57,0.3236,1,112.7758,769.812,0,-999,3034.9714
769.908,-999,0.2018,100.4625,94.3831,1985.627,0.1791,43,1089.3729,8.3017,-999,2223.0207,16.9408,0.2204,0.2628,-999,1741.7281,7.9734,2.2973,0,-87.59,0.3237,1,112.7808,769.937,0,-999,3034.7448
770.033,-999,0.1999,99.988,94.3814,1985.7288,0.164,43,1089.5492,8.3017,-999,2223.429,16.9412,0.2192,0.2599,-999,1741.4866,7.9219,2.3001,0,-87.675,0.3199,1,112.7858,770.062,0,-999,3049.1464
770.158,-999,0.1954,98.8131,94.3797,1942.8091,0.136,43,1089.7256,8.3017,-999,2223.8386,16.9415,0.2163,0.253,-999,1654.0118,7.9069,2.3069,0,-87.81,0.3105,1,112.7908,770.187,0,-999,3085.4011
770.283,-999,0.1889,97.155,94.3779,1902.3536,0.0961,43,1089.9019,8.3017,-999,2224.2499,16.9419,0.2122,0.2431,-999,1571.5215,7.9107,2.3167,0,-87.96,0.2972,1,112.7958,770.312,0,-999,3138.0582
770.408,-999,0.1817,95.3635,94.3762,1867.3035,0.0508,43,1090.0783,8.3017,-999,2224.6631,16.9423,0.2077,0.2323,-999,1499.9813,7.922,2.3275,0,-88.08,0.2829,1,112.8008,770.437,0,-999,3197.0098
770.533,-999,0.1758,93.932,94.3745,1838.4609,0.0165,43,1090.2546,8.3017,-999,2225.0778,16.9427,0.2041,0.2236,-999,1441.0197,7.9315,2.3363,0,-88.11,0.2715,1,112.8058,770.562,0,-999,3245.7315
770.658,-999,0.1737,93.4078,94.3727,1814.8288,0.002,43,1090.4309,8.3017,-999,2225.4932,16.9431,0.2029,0.2205,-999,1392.618,7.9298,2.3395,0,-87.725,0.2673,1,112.8108,770.687,0,-999,3263.9464
770.783,-999,0.175,93.733,94.371,1794.7343,0,43,1090.6073,8.3017,-999,2225.9082,16.9436,0.2037,0.2224,-999,1351.3862,7.919,2.3375,0,-86.2527,0.2699,1,112.8158,770.812,0,-999,3252.6223
770.908,-999,0.1789,94.6896,94.3693,1776.8464,0,43,1090.7836,8.3017,-999,2226.3221,16.944,0.2061,0.2282,-999,1314.6262,7.9207,2.3316,0,-84.24,0.2775,1,112.8208,770.9369,0,-999,3219.7628
771.033,-999,0.184,95.926,94.3675,1760.3985,0,43,1090.96,8.3017,-999,2226.7347,16.9443,0.2092,0.2357,-999,1280.7843,7.9909,2.324,0,-83.5851,0.2874,1,112.8258,771.0619,0,-999,3178.2629
771.158,-999,0.1885,97.0591,94.3658,1744.9016,0,43,1091.1363,8.3017,-999,2227.1461,16.9447,0.212,0.2425,-999,1248.8689,8.175,2.3172,0,-85.215,0.2965,1,112.8308,771.1869,0,-999,3141.1588
771.283,-999,0.1915,97.7995,94.3641,1729.9693,0,43,1091.3127,8.3017,-999,2227.5567,16.9451,0.2139,0.2469,-999,1218.0958,8.3999,2.3128,0,-89.2894,0.3024,1,112.8358,771.3119,0,-999,3117.3784
771.408,-999,0.1919,97.9115,94.3624,1715.1285,0,43,1091.489,8.3017,-999,2227.9671,16.9455,0.2141,0.2476,-999,1187.5049,8.5656,2.3122,0,-95.25,0.3033,1,112.8408,771.4369,0,-999,3113.8125
771.533,-999,0.1893,97.255,94.3606,1699.9285,0,43,1091.6653,8.3017,-999,2228.3783,16.9459,0.2125,0.2437,-999,1156.1809,8.5706,2.3161,0,-100.3879,0.298,1,112.8458,771.5619,0,-999,3134.8316
771.658,-999,0.1833,95.7678,94.3589,1684.3414,0,43,1091.8417,8.3016,-999,2228.7911,16.9463,0.2088,0.2347,-999,1124.066,8.3474,2.325,0,-102.325,0.2861,1,112.8508,771.6869,0,-999,3183.5131
771.783,-999,0.1755,93.858,94.3572,1668.8605,0,43,1092.018,8.3016,-999,2229.2059,16.9467,0.204,0.2232,-999,1092.1606,8.0506,2.3367,0,-101.2852,0.2709,1,112.8558,771.8119,0,-999,3248.2905
771.908,-999,0.1671,91.8522,94.3555,1654.4838,0,43,1092.1944,8.3016,-999,2229.623,16.9471,0.1988,0.2109,-999,1062.4901,7.8336,2.3494,0,-99.67,0.2548,1,112.8608,771.9369,0,-999,3319.2242
772.033,-999,0.1589,89.974,94.3537,1641.9974,0,43,1092.3707,8.3016,-999,2230.0423,16.9475,0.1938,0.1994,-999,1036.6499,7.7641,2.3616,0,-98.3998,0.2398,1,112.8658,772.0619,0,-999,3388.5128
772.158,-999,0.1516,88.3078,94.352,1631.5483,0.002,43,1092.5471,8.3016,-999,2230.4635,16.948,0.1894,0.189,-999,1014.9394,7.7674,2.3726,0,-96.785,0.2265,1,112.8708,772.1869,0,-999,3452.4476
772.283,-999,0.1447,86.7915,94.3502,1623.3685,0.0165,43,1092.7234,8.3016,-999,2230.8865,16.9485,0.1842,0.1795,-999,997.8303,7.7519,2.3829,0,-93.7829,0.2143,1,112.8758,772.3119,0,-999,3512.7639
772.408,-999,0.1388,85.5076,94.3485,1617.9936,0.0508,43,1092.8997,8.3016,-999,2231.3112,16.949,0.1781,0.1714,-999,986.411,7.7224,2.3918,0,-89.54,0.2041,1,112.8808,772.4369,0,-999,3565.5082
772.533,-999,0.1351,84.723,94.3468,1615.1126,0.1033,43,1093.0761,8.3016,-999,2231.7368,16.9494,0.1743,0.1665,-999,980.0516,7.7442,2.3973,0,-86.4074,0.1978,1,112.8858,772.5619,0,-999,3598.5275
772.658,-999,0.1363,84.9864,94.3451,1613.4081,0.1594,43,1093.2524,8.3016,-999,2232.162,16.9499,0.1755,0.1681,-999,976.0801,7.925,2.3955,0,-86.67,0.1999,1,112.8908,772.6869,0,-999,3587.3746
772.783,-999,0.1429,86.3855,94.3433,1611.5658,0.1991,43,1093.4288,8.3016,-999,2232.5856,16.9504,0.1823,0.177,-999,971.83,8.2487,2.3857,0,-89.6471,0.2111,1,112.8958,772.8119,0,-999,3529.2734
772.908,-999,0.1539,88.8269,94.3416,1609.1854,0.2297,43,1093.6051,8.3016,-999,2233.0062,16.9509,0.1908,0.1923,-999,966.4901,8.605,2.3691,0,-92.46,0.2306,1,112.9008,772.9369,0,-999,3432.2716
773.033,-999,0.1673,91.915,94.3399,1605.9142,0.3387,43,1093.7815,8.3016,-999,2233.4232,16.9513,0.1989,0.2113,-999,959.3446,8.8585,2.349,0,-92.2898,0.2553,1,112.9058,773.0619,0,-999,3316.9564
773.158,-999,0.1798,94.8948,94.3381,1601.0111,0.5298,43,1093.9578,8.3016,-999,2233.8369,16.9517,0.2066,0.2295,-999,948.8878,8.9589,2.3303,0,-90.51,0.2792,1,112.9108,773.1869,0,-999,3212.8004
773.283,-999,0.1883,96.991,94.3364,1594.0172,0.7497,43,1094.1341,8.3016,-999,2234.2483,16.9521,0.2119,0.2421,-999,934.1867,9.0339,2.3176,0,-88.7752,0.2959,1,112.9158,773.3119,0,-999,3143.3643
773.408,-999,0.1911,97.718,94.3347,1586.3421,0.9834,43,1094.3105,8.3016,-999,2234.659,16.9524,0.2137,0.2464,-999,918.1011,9.1483,2.3133,0,-88.11,0.3017,1,112.9208,773.4369,0,-999,3119.9784
773.533,-999,0.1882,96.976,94.3329,1580.8293,1.204,43,1094.4868,8.3016,-999,2235.0705,16.9528,0.2118,0.242,-999,906.4043,9.3301,2.3177,0,-88.125,0.2958,1,112.9258,773.5619,0,-999,3143.8505
773.658,-999,0.1796,94.8497,94.3312,1578.1811,1.3385,43,1094.6632,8.3016,-999,2235.4843,16.9532,0.2065,0.2292,-999,900.5215,9.5929,2.3306,0,-88.155,0.2788,1,112.9308,773.6869,0,-999,3214.328
773.783,-999,0.1673,91.8935,94.3295,1577.6409,1.3115,43,1094.8395,8.3016,-999,2235.9013,16.9536,0.1989,0.2112,-999,898.9161,9.9081,2.3491,0,-88.2,0.2551,1,112.9358,773.8119,0,-999,3317.7325
773.908,-999,0.1521,88.4312,94.3277,1578.442,1.1049,43,1095.0159,8.3016,-999,2236.3224,16.9541,0.1897,0.1898,-999,900.0308,10.243,2.3718,0,-88.25,0.2274,1,112.9408,773.9369,0,-999,3447.6299
774.033,-999,0.1355,84.818,94.326,1579.9162,0.7648,43,1095.1922,8.3016,-999,2236.7479,16.9546,0.1747,0.167,-999,902.5085,10.58,2.3967,0,-88.2975,0.1985,1,112.9458,774.0619,0,-999,3594.497
774.158,-999,0.1197,81.5319,94.3243,1581.6977,0.4238,43,1095.3685,8.3016,-999,2237.1776,16.9551,0.1583,0.146,-999,905.6062,10.9213,2.4204,0,-88.32,0.1723,1,112.9507,774.1869,0,-999,3739.3713
774.283,-999,0.1063,78.89,94.3226,1583.6218,0.2005,43,1095.5449,8.3016,-999,2237.6108,16.9556,0.1406,0.1287,-999,908.9903,11.2695,2.4405,0,-88.305,0.1511,1,112.9557,774.3119,0,-999,3864.5969
774.408,-999,0.0965,77.0032,94.3208,1585.6491,0.1178,43,1095.7212,8.3016,-999,2238.0467,16.9562,0.1266,0.1162,-999,912.5816,11.6155,2.4553,0,-88.24,0.136,1,112.9607,774.4369,0,-999,3959.2906
774.533,-999,0.0894,75.687,94.3191,1587.8302,0.0783,43,1095.8976,8.3016,-999,2238.4845,16.9568,0.1169,0.1074,-999,916.4839,11.94,2.4659,0,-88.1175,0.1255,1,112.9657,774.5619,0,-999,4028.1429
774.658,-999,0.0831,74.5266,94.3174,1590.2936,0.0357,43,1096.0739,8.3016,-999,2238.924,16.9574,0.1083,0.0996,-999,920.9584,12.218,2.4754,0,-87.95,0.1162,1,112.9707,774.6869,0,-999,4090.8622
774.783,-999,0.0756,73.191,94.3156,1593.256,0.0082,43,1096.2503,8.3015,-999,2239.3654,16.958,0.0982,0.0906,-999,926.4455,12.4605,2.4866,0,-87.7825,0.1055,1,112.9757,774.8119,0,-999,4165.5128
774.908,-999,0.0668,71.6664,94.3139,1602.9045,0,43,1096.4266,8.3015,-999,2239.8092,16.9586,0.0866,0.0801,-999,945.5178,12.6917,2.4998,0,-87.63,0.0933,1,112.9807,774.9369,0,-999,4254.1281
775.033,-999,0.0576,70.098,94.3122,1610.6306,0,43,1096.6029,8.3015,-999,2240.2555,16.9593,0.0748,0.0692,-999,960.6831,12.932,2.5136,0,-87.54,0.0808,1,112.9857,775.0619,0,-999,4349.3117
775.158,-999,0.05,68.8404,94.3104,1616.7299,0,43,1096.7793,8.3015,-999,2240.7037,16.9599,0.0653,0.0604,-999,972.5416,13.1845,2.525,0,-87.525,0.0707,1,112.9907,775.1869,0,-999,4428.7664
775.283,-999,0.0457,68.1405,94.3087,1622.1794,0,43,1096.9556,8.3015,-999,2241.1531,16.9606,0.0601,0.0554,-999,983.0795,13.432,2.5315,0,-87.6075,0.0651,1,112.9957,775.3119,0,-999,4474.2561
775.408,-999,0.0451,68.0397,94.307,1627.4017,0,43,1097.132,8.3015,-999,2241.6027,16.9613,0.0593,0.0547,-999,993.1568,13.6577,2.5324,0,-87.76,0.0643,1,113.0007,775.4369,0,-999,4480.8847
775.533,-999,0.0471,68.368,94.3053,1632.5244,0,43,1097.3083,8.3015,-999,2242.0518,16.9619,0.0618,0.057,-999,1003.0332,13.85,2.5294,0,-87.9325,0.0669,1,113.0057,775.5619,0,-999,4459.3677
775.658,-999,0.0506,68.9458,94.3035,1637.441,0.0082,43,1097.4847,8.3015,-999,2242.4999,16.9626,0.0661,0.0611,-999,1012.4927,13.9893,2.5241,0,-88.075,0.0716,1,113.0107,775.6869,0,-999,4421.996
775.783,-999,0.0549,69.6505,94.3018,1641.8671,0.0659,43,1097.661,8.3015,-999,2242.9469,16.9632,0.0714,0.066,-999,1020.9572,14.078,2.5177,0,-88.1575,0.0772,1,113.0157,775.8119,0,-999,4377.2557
775.908,-999,0.0597,70.4556,94.3001,1645.4037,0.2032,43,1097.8373,8.3015,-999,2243.3925,16.9639,0.0775,0.0717,-999,1027.6156,14.1187,2.5104,0,-88.19,0.0836,1,113.0207,775.9369,0,7.3332,4327.2366
776.033,-999,0.0645,71.262,94.2984,1647.5707,0.3844,43,1098.0137,8.3015,-999,2243.837,16.9645,0.0836,0.0773,-999,1031.4914,14.128,2.5033,0,-88.2,0.0901,1,113.0257,776.0619,0,-999,4278.2696
776.158,-999,0.068,71.8691,94.2966,1648.0043,0.544,43,1098.19,8.3015,-999,2244.2804,16.9651,0.0882,0.0815,-999,1031.8439,14.1318,2.498,0,-88.205,0.095,1,113.0307,776.1869,0,-999,4242.1298
776.283,-999,0.0705,72.3135,94.2949,1646.6556,0.6558,43,1098.3664,8.3015,-999,2244.7232,16.9657,0.0915,0.0845,-999,1028.5727,14.1535,2.4942,0,-88.225,0.0985,1,113.0357,776.3119,0,-999,4216.0599
776.408,-999,0.0733,72.7894,94.2931,1643.802,0.6999,43,1098.5427,8.3015,-999,2245.1653,16.9663,0.0951,0.0878,-999,1022.2418,14.2015,2.4901,0,-88.24,0.1023,1,113.0407,776.4369,0,-999,4188.4951
776.533,-999,0.0775,73.542,94.2914,1639.8435,0.6629,43,1098.7191,8.3015,-999,2245.6062,16.9669,0.1008,0.0929,-999,1013.664,14.273,2.4837,0,-88.25,0.1083,1,113.0457,776.5619,0,-999,4145.6317
776.658,-999,0.0838,74.6661,94.2897,1635.3528,0.6303,43,1098.8954,8.3015,-999,2246.0455,16.9675,0.1093,0.1006,-999,1004.0045,14.3475,2.4743,0,-88.25,0.1173,1,113.0507,776.6869,0,-999,4083.2191
776.783,-999,0.0894,75.6845,94.288,1630.7988,0.687,43,1099.0717,8.3015,-999,2246.4833,16.9681,0.1168,0.1074,-999,994.2167,14.402,2.4659,0,-88.2425,0.1255,1,113.0557,776.8119,0,-999,4028.2759
776.908,-999,0.0919,76.145,94.2862,1626.443,0.8197,43,1099.2481,8.3015,-999,2246.9204,16.9687,0.1202,0.1105,-999,984.8316,14.4362,2.4622,0,-88.23,0.1292,1,113.0607,776.9369,0,-999,4003.9142
777.033,-999,0.0903,75.848,94.2845,1622.3314,1.0054,43,1099.4244,8.3015,-999,2247.3579,16.9692,0.1181,0.1085,-999,975.9416,14.46,2.4646,0,-88.22,0.1268,1,113.0657,777.0619,0,-999,4019.5925
777.158,-999,0.0851,74.9044,94.2828,1618.362,1.7554,43,1099.6008,8.3015,-999,2247.7969,16.9698,0.1111,0.1022,-999,967.3384,14.484,2.4723,0,-88.22,0.1192,1,113.0707,777.1869,0,-999,4070.2288
777.283,-999,0.0792,73.838,94.281,1614.4907,4.3833,43,1099.7771,8.3015,-999,2248.2374,16.9704,0.1031,0.095,-999,958.932,14.506,2.4812,0,-88.22,0.1107,1,113.0757,777.3119,0,-999,4129.0128
777.408,-999,0.0737,72.8586,94.2793,1610.8053,10.188,43,1099.9535,8.3015,-999,2248.6793,16.971,0.0957,0.0883,-999,950.9013,14.513,2.4895,0,-88.22,0.1029,1,113.0807,777.4369,0,-999,4184.517
777.533,-999,0.0691,72.061,94.2776,1607.4687,19.5418,43,1100.1298,8.3015,-999,2249.1225,16.9716,0.0896,0.0828,-999,943.5782,14.495,2.4963,0,-88.2175,0.0965,1,113.0857,777.5619,0,-999,4230.8329
777.658,-999,0.0667,71.64,94.2759,1604.6209,29.895,43,1100.3061,8.3015,-999,2249.5663,16.9723,0.0789,0.0799,259.3137,937.2479,14.445,2.5,1,-88.205,0.0931,1,113.0907,777.6869,0.0659,-999,4255.6958
777.783,-999,0.0675,71.7895,94.2741,1602.2876,38.8415,43,1100.4825,8.3015,-999,2250.0099,16.9729,0.0734,0.0809,267.6498,931.9642,14.3645,2.4987,1,-88.1925,0.0943,1,113.0957,777.8119,0.1335,-999,4246.8334
777.908,-999,0.0731,72.7458,94.2724,1600.4402,44.885,43,1100.6588,8.3015,-999,2250.4521,16.9735,0.0743,0.0875,319.4932,927.67,14.2503,2.4904,1,-88.17,0.102,1,113.1007,777.9369,0.1842,-999,4191.0055
778.033,-999,0.0827,74.475,94.2707,1598.9984,47.7702,43,1100.8352,8.3014,-999,2250.8916,16.9741,0.0794,0.0993,408.2049,924.2036,14.1,2.4759,1,-88.1275,0.1158,1,113.1057,778.0619,0.21,-999,4093.6965
778.158,-999,0.0945,76.636,94.269,1597.8334,49.115,43,1101.0115,8.3014,-999,2251.328,16.9746,0.0904,0.1138,510.7679,921.3031,13.9065,2.4582,1,-88.065,0.1331,1,113.1107,778.1869,0.2224,-999,3978.2615
778.283,-999,0.1049,78.6125,94.2672,1596.8313,49.6192,43,1101.1879,8.3014,-999,2251.7617,16.9752,0.1015,0.1269,597.3154,918.7368,13.679,2.4426,1,-87.995,0.1489,1,113.1157,778.3119,0.2272,-999,3878.2388
778.408,-999,0.1123,80.0588,94.2655,1595.8954,49.423,43,1101.3642,8.3014,-999,2252.1933,16.9757,0.1105,0.1364,656.6884,916.3071,13.4283,2.4315,1,-87.93,0.1605,1,113.1207,778.4369,0.2253,-999,3808.1766
778.533,-999,0.1171,81.017,94.2638,1594.9732,48.6284,43,1101.5405,8.3014,-999,2252.6237,16.9762,0.118,0.1426,694.3494,913.906,13.17,2.4243,1,-87.84,0.1681,1,113.1257,778.5619,0.2179,-999,3763.1367
778.658,-999,0.1194,81.4692,94.2621,1594.1016,47.829,43,1101.7169,8.3014,-999,2253.0535,16.9767,0.1223,0.1456,711.7464,911.6083,12.9257,2.4209,1,-87.73,0.1718,1,113.1306,778.6869,0.2106,-999,3742.2492
778.783,-999,0.1183,81.2475,94.2603,1593.3895,47.457,43,1101.8932,8.3014,-999,2253.4836,16.9773,0.1219,0.1441,703.4692,909.6347,12.714,2.4226,1,-87.605,0.17,1,113.1356,778.8119,0.2072,-999,3752.4607
778.908,-999,0.1127,80.1417,94.2586,1592.9857,47.597,43,1102.0696,8.3014,-999,2253.9152,16.9778,0.115,0.1369,660.5367,908.2871,12.5488,2.4309,1,-87.52,0.1611,1,113.1406,778.9369,0.2084,-999,3804.2374
779.033,-999,0.1031,78.271,94.2568,1593.0229,47.9068,43,1102.2459,8.3014,-999,2254.3493,16.9783,0.1032,0.1247,583.584,907.8345,12.427,2.4453,1,-87.505,0.1462,1,113.1456,779.0619,0.2113,-999,3895.1597
779.158,-999,0.0931,76.3591,94.2551,1593.4729,48.0045,43,1102.4223,8.3014,-999,2254.7861,16.9789,0.0912,0.112,498.9749,908.2194,12.3412,2.4604,1,-87.545,0.1309,1,113.1506,779.1868,0.2122,-999,3992.6878
779.283,-999,0.0872,75.2755,94.2534,1594.0273,48.0715,43,1102.5986,8.3014,-999,2255.2244,16.9795,0.0841,0.1047,448.1539,908.8155,12.268,2.4692,1,-87.6075,0.1222,1,113.1556,779.3118,0.2128,-999,4050.1631
779.408,-999,0.088,75.4224,94.2517,1594.1761,48.544,43,1102.775,8.3014,-999,2255.6626,16.98,0.0839,0.1057,455.2817,908.5859,12.1918,2.468,1,-87.67,0.1234,1,113.1606,779.4368,0.2171,-999,4042.2746
779.533,-999,0.0947,76.657,94.2499,1593.1527,49.7197,43,1102.9513,8.3014,-999,2256.099,16.9806,0.0892,0.114,512.9141,905.9706,12.109,2.458,1,-87.7475,0.1333,1,113.1656,779.5618,0.2281,-999,3977.1717
779.658,-999,0.1041,78.4492,94.2482,1590.3501,51.181,43,1103.1276,8.3014,-999,2256.5328,16.9812,0.0969,0.1258,591.7749,899.7339,12.0315,2.4439,1,-87.835,0.1476,1,113.1706,779.6868,0.2421,-999,3886.3118
779.783,-999,0.1165,80.8835,94.2465,1587.8498,52.3169,43,1103.304,8.3014,-999,2256.9634,16.9817,0.1089,0.1418,690.6166,894.1157,11.983,2.4253,1,-87.915,0.1671,1,113.1756,779.8118,0.2531,-999,3769.3479
779.908,-999,0.1374,85.2111,94.2447,1588.152,52.642,43,1103.4803,8.3014,-999,2257.3884,16.9821,0.1257,0.1695,845.8487,894.211,11.9862,2.3939,1,-87.96,0.2017,1,113.1806,779.9368,0.2563,-999,3577.9147
780.033,-999,0.1698,92.499,94.243,1590.5938,52.1992,43,1103.6567,8.3014,-999,2257.8048,16.9826,0.1521,0.2149,1059.7244,898.6738,12.055,2.3453,1,-87.9175,0.26,0.8937,113.1856,780.0618,0.2519,-999,3296.0145
780.158,-999,0.2097,102.5738,94.2413,1594.0874,51.6585,43,1103.833,8.3014,-999,2258.2105,16.9829,0.1858,0.2752,1283.7653,905.2907,12.1993,2.2854,1,-87.855,0.3406,0.7887,113.1906,780.1868,0.2467,-999,2972.2799
780.283,-999,0.2425,111.89,94.2396,1598.0076,51.282,43,1104.0094,8.3014,-999,2258.6075,16.9832,0.2147,0.3288,1439.5492,912.7864,12.393,2.2363,1,-87.8075,0.4151,0.7153,113.1956,780.3118,0.243,-999,2724.8016
780.408,-999,0.2573,116.4522,94.2378,1602.0714,50.916,43,1104.1857,8.3014,-999,2259.0006,16.9834,0.2285,0.3544,1502.7468,920.5795,12.616,2.2141,1,-87.78,0.4516,0.6827,113.2006,780.4368,0.2395,-999,2618.0531
780.533,-999,0.2487,113.77,94.2361,1606.1477,50.2724,43,1104.362,8.3014,-999,2259.396,16.9836,0.2214,0.3394,1466.9424,928.3968,12.848,2.227,1,-87.7625,0.4302,0.6974,113.2056,780.5618,0.2334,-999,2679.7754
780.658,-999,0.2154,104.1179,94.2344,1610.1876,49.4435,43,1104.5384,8.3014,-999,2259.8002,16.984,0.1936,0.2842,1313.4574,936.1315,13.081,2.2769,1,-87.725,0.3529,0.766,113.2106,780.6868,0.2255,-999,2928.2001
780.783,-999,0.1779,94.4315,94.2327,1614.1906,48.6438,43,1104.7147,8.3014,-999,2260.2144,16.9844,0.1645,0.2267,1109.5758,943.7815,13.3205,2.3332,1,-87.68,0.2755,0.8549,113.2156,780.8118,0.2181,-999,3228.563
780.908,-999,0.1662,91.643,94.2309,1618.1517,48.015,43,1104.8911,8.3014,-999,2260.6317,16.9848,0.1566,0.2097,1038.6949,951.3437,13.5802,2.3507,1,-87.66,0.2531,0.8826,113.2206,780.9368,0.2123,-999,3326.8013
781.033,-999,0.1993,99.802,94.2292,1622.0531,47.4809,43,1105.0674,8.3014,-999,2261.0402,16.9851,0.1831,0.2588,1230.5591,958.7943,13.87,2.3011,1,-87.6775,0.3184,0.7948,113.2256,781.0618,0.2074,-999,3054.829
781.158,-999,0.2701,120.6061,94.2275,1625.8679,46.8795,43,1105.2438,8.3014,-999,2261.4299,16.9853,0.244,0.3775,1555.6908,966.0887,14.1883,2.1948,1,-87.725,0.4848,0.6463,113.2306,781.1868,0.2019,-999,2527.8825
781.283,-999,0.3655,157.925,94.2257,1629.5751,46.1903,43,1105.4201,8.3013,-999,2261.7941,16.9853,0.3056,0.5745,1850.1371,973.1911,14.511,2.0517,1,-87.7875,0.7834,0.5421,113.2356,781.3118,0.1957,-999,1930.5243
781.408,-999,0.4843,227.075,94.224,1633.1603,45.577,43,1105.5964,8.3013,-999,2262.1268,16.9851,-999,0.9104,2062.9945,980.0785,14.8097,1.8736,1,-87.86,1.3366,-999,113.2406,781.4368,0.1903,-999,1342.6315
781.533,-999,0.6035,339.2,94.2223,1636.6108,45.235,43,1105.7728,8.3013,-999,2262.4276,16.9847,-999,1.4185,2173.1794,986.7248,15.05,1.6948,1,-87.945,2.2336,-999,113.2456,781.5618,0.1873,-999,898.815
781.658,-999,0.7013,487.2456,94.2206,1639.8977,45.0895,43,1105.9491,8.3013,-999,2262.7025,16.984,-999,2.0596,2219.4475,993.0656,15.181,1.5481,1,-88,3.418,-999,113.2506,781.6868,0.186,-999,625.7174
781.783,-999,0.7613,619.3199,94.2188,1642.9833,44.9643,43,1106.1255,8.3013,-999,2262.9613,16.9832,-999,2.6179,2236.1871,999.0133,15.1945,1.458,1,-87.995,4.4746,-999,113.2556,781.8118,0.1849,-999,492.2788
781.908,-999,0.7838,679.9039,94.2171,1645.8303,44.741,43,1106.3018,8.3013,-999,2263.2142,16.9824,-999,2.8715,2240.9982,1004.4814,15.0843,1.4243,1,-87.93,4.9592,-999,113.2606,781.9368,0.1829,-999,448.4134
