DEPTH,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
966.158,-999,0.1352,84.7388,91.7042,2063.566,40.0685,43,1366.2314,8.2968,-999,2882.1767,17.5027,0.1482,0.1666,1106.7712,1068.8173,4.5389,2.3972,1,-81.205,0.1979,1,120.6265,966.1846,0.1434,-999,3597.8566
966.283,-999,0.1355,84.7945,91.7025,2065.4109,38.9431,43,1366.4077,8.2968,-999,2882.6022,17.5031,0.1503,0.1669,1109.302,1072.2884,4.5502,2.3968,1,-81.26,0.1984,1,120.6315,966.3096,0.1343,-999,3595.4932
966.408,-999,0.1361,84.9357,91.7009,2067.4803,38.391,43,1366.5841,8.2968,-999,2883.0275,17.5034,0.1517,0.1678,1115.3933,1076.2573,4.563,2.3958,1,-81.31,0.1995,1,120.6365,966.4346,0.1299,-999,3589.5159
966.533,-999,0.1366,85.032,91.6992,2069.7246,38.7731,43,1366.7604,8.2968,-999,2883.4527,17.5037,0.1514,0.1684,1119.5952,1080.6142,4.5787,2.3951,1,-81.3225,0.2003,1,120.6415,966.5596,0.1329,-999,3585.4508
966.658,-999,0.1361,84.9342,91.6975,2072.0891,39.415,43,1366.9368,8.2968,-999,2883.878,17.504,0.15,0.1678,1115.7303,1085.2376,4.5997,2.3958,1,-81.33,0.1995,1,120.6465,966.6846,0.1381,-999,3589.5793
966.783,-999,0.1349,84.672,91.6958,2074.5122,39.5928,43,1367.1131,8.2968,-999,2884.3037,17.5043,0.1487,0.1661,1104.9611,1089.991,4.626,2.3977,1,-81.33,0.1974,1,120.6515,966.8096,0.1395,-999,3600.695
966.908,-999,0.1335,84.391,91.6941,2076.9103,39.005,43,1367.2895,8.2968,-999,2884.7297,17.5047,0.1488,0.1643,1093.2891,1094.6891,4.6574,2.3997,1,-81.33,0.1951,1,120.6565,966.9346,0.1348,-999,3612.6844
967.033,-999,0.1329,84.258,91.6924,2079.1808,38.0657,43,1367.4658,8.2968,-999,2885.1559,17.505,0.1501,0.1635,1087.8257,1099.1048,4.6928,2.4006,1,-81.315,0.1941,1,120.6615,967.0596,0.1273,-999,3618.387
967.158,-999,0.1332,84.3185,91.6908,2081.2259,37.5475,43,1367.6421,8.2968,-999,2885.582,17.5053,0.1511,0.1639,1090.6005,1103.0214,4.7298,2.4002,1,-81.295,0.1945,1,120.6665,967.1846,0.1232,-999,3615.7907
967.283,-999,0.1337,84.4145,91.6891,2082.9881,37.5857,43,1367.8185,8.2968,-999,2886.008,17.5056,0.1514,0.1645,1094.8772,1106.3115,4.7656,2.3995,1,-81.29,0.1953,1,120.6715,967.3096,0.1235,-999,3611.6787
967.408,-999,0.1339,84.464,91.6874,2084.4894,37.853,43,1367.9948,8.2968,-999,2886.4339,17.506,0.1511,0.1648,1097.1733,1109.0237,4.7999,2.3992,1,-81.3,0.1957,1,120.6765,967.4346,0.1256,-999,3609.562
967.533,-999,0.1341,84.505,91.6857,2085.7968,37.809,43,1368.1712,8.2968,-999,2886.8598,17.5063,0.1513,0.1651,1099.1072,1111.3067,4.8328,2.3989,1,-81.3025,0.196,1,120.6815,967.5596,0.1252,-999,3607.8108
967.658,-999,0.1349,84.679,91.684,2087.0064,37.4105,43,1368.3475,8.2968,-999,2887.2855,17.5066,0.1526,0.1662,1106.6457,1113.3732,4.8664,2.3976,1,-81.31,0.1974,1,120.6865,967.6846,0.1221,-999,3600.3974
967.783,-999,0.1365,85.0175,91.6824,2088.2308,36.9753,43,1368.5239,8.2968,-999,2887.7107,17.5069,0.1544,0.1683,1120.9973,1115.4734,4.9031,2.3952,1,-81.3175,0.2001,1,120.6915,967.8096,0.1187,-999,3586.0623
967.908,-999,0.1383,85.389,91.6807,2089.5593,36.875,43,1368.7002,8.2968,-999,2888.1355,17.5072,0.1558,0.1707,1136.5396,1117.8049,4.9441,2.3926,1,-81.33,0.2031,1,120.6965,967.9346,0.1179,-999,3570.4605
968.033,-999,0.139,85.558,91.679,2091.0638,37.2483,43,1368.8765,8.2967,-999,2888.56,17.5075,0.1556,0.1717,1143.6553,1120.5271,4.9887,2.3915,1,-81.37,0.2045,1,120.7015,968.0596,0.1208,-999,3563.4078
968.158,-999,0.1378,85.3009,91.6773,2092.7816,37.7995,43,1369.0529,8.2967,-999,2888.9849,17.5079,0.1538,0.1701,1133.3235,1123.7222,5.0344,2.3933,1,-81.415,0.2024,1,120.7065,968.1846,0.1252,-999,3574.1481
968.283,-999,0.135,84.7045,91.6756,2094.678,38.5187,43,1369.2292,8.2967,-999,2889.4106,17.5082,0.1507,0.1663,1108.7123,1127.3127,5.0791,2.3975,1,-81.4525,0.1976,1,120.7115,968.3095,0.1309,-999,3599.3135
968.408,-999,0.1312,83.9018,91.674,2096.6443,39.623,43,1369.4056,8.2967,-999,2889.8372,17.5085,0.1461,0.1612,1074.6717,1131.0572,5.1228,2.4032,1,-81.48,0.1912,1,120.7165,968.4345,0.1398,-999,3633.7486
968.533,-999,0.127,83.026,91.6723,2098.5255,41.0467,43,1369.5819,8.2967,-999,2890.265,17.5088,0.1407,0.1556,1036.3648,1134.612,5.1674,2.4095,1,-81.5175,0.1842,1,120.7215,968.5595,0.1515,-999,3672.0792
968.658,-999,0.1227,82.1454,91.6706,2100.1865,42.134,43,1369.7583,8.2967,-999,2890.6939,17.5092,0.1356,0.1499,996.587,1137.6773,5.2163,2.4159,1,-81.55,0.1772,1,120.7265,968.6845,0.1605,-999,3711.444
968.783,-999,0.1183,81.2605,91.6689,2101.5861,42.2758,43,1369.9346,8.2967,-999,2891.1239,17.5095,0.1322,0.1442,955.2885,1140.162,5.2694,2.4225,1,-81.5675,0.1701,1,120.7314,968.8095,0.1617,-999,3751.8604
968.908,-999,0.1135,80.3014,91.6672,2102.7979,41.285,43,1370.1109,8.2967,-999,2891.5553,17.5099,0.129,0.138,908.9418,1142.229,5.3255,2.4297,1,-81.54,0.1624,1,120.7364,968.9345,0.1534,-999,3796.6716
969.033,-999,0.1079,79.177,91.6655,2103.9376,39.7806,43,1370.2873,8.2967,-999,2891.9882,17.5102,0.1253,0.1306,852.3957,1144.1341,5.3823,2.4382,1,-81.4875,0.1534,1,120.7414,969.0595,0.1411,-999,3850.5885
969.158,-999,0.1007,77.7958,91.6639,2105.1137,38.96,43,1370.4636,8.2967,-999,2892.4229,17.5106,0.1171,0.1215,779.4836,1146.1179,5.4391,2.449,1,-81.425,0.1424,1,120.7464,969.1845,0.1344,-999,3918.9525
969.283,-999,0.0925,76.27,91.6622,2106.3923,39.3676,43,1370.64,8.2967,-999,2892.8599,17.511,0.1053,0.1113,694.2399,1148.3267,5.496,2.4612,1,-81.3775,0.1302,1,120.7514,969.3095,0.1377,-999,3997.3522
969.408,-999,0.0849,74.8567,91.6605,2107.7642,40.663,43,1370.8163,8.2967,-999,2893.2989,17.5114,0.0938,0.1019,610.5638,1150.7402,5.554,2.4727,1,-81.34,0.1189,1,120.7564,969.4345,0.1483,-999,4072.8225
969.533,-999,0.0796,73.907,91.6588,2109.1818,41.8086,43,1370.9927,8.2967,-999,2893.7392,17.5118,0.0861,0.0954,551.641,1153.2534,5.6138,2.4806,1,-81.305,0.1113,1,120.7614,969.5595,0.1578,-999,4125.158
969.658,-999,0.0795,73.8856,91.6571,2110.6067,42.135,43,1371.169,8.2967,-999,2894.1797,17.5122,0.0857,0.0953,550.4045,1155.7831,5.6769,2.4808,1,-81.29,0.1111,1,120.7664,969.6845,0.1606,-999,4126.3528
969.783,-999,0.0843,74.7595,91.6555,2112.0713,41.6651,43,1371.3453,8.2967,-999,2894.6188,17.5126,0.0923,0.1012,605.0074,1158.4028,5.7428,2.4735,1,-81.29,0.1181,1,120.7714,969.8095,0.1566,-999,4078.1178
969.908,-999,0.0929,76.3278,91.6538,2113.6384,40.824,43,1371.5217,8.2967,-999,2895.0556,17.513,0.1044,0.1117,698.2718,1161.2528,5.8105,2.4607,1,-81.28,0.1306,1,120.7764,969.9345,0.1496,-999,3994.3251
970.033,-999,0.1029,78.214,91.6521,2115.3523,40.253,43,1371.698,8.2967,-999,2895.4898,17.5134,0.1186,0.1243,803.1049,1164.4321,5.8778,2.4457,1,-81.255,0.1457,1,120.7814,970.0595,0.1449,-999,3897.9984
970.158,-999,0.1113,79.8484,91.6504,2117.183,40.1555,43,1371.8744,8.2967,-999,2895.9218,17.5137,0.1285,0.135,888.0547,1167.8735,5.9414,2.4331,1,-81.23,0.1588,1,120.7864,970.1845,0.1441,-999,3818.2111
970.283,-999,0.1159,80.765,91.6487,2118.9831,40.2815,43,1372.0507,8.2967,-999,2896.3525,17.5141,0.1336,0.141,933.5457,1171.249,5.9999,2.4262,1,-81.2125,0.1661,1,120.7914,970.3095,0.1452,-999,3774.8783
970.408,-999,0.1158,80.7495,91.6471,2120.6197,40.278,43,1372.2271,8.2967,-999,2896.7833,17.5144,0.1336,0.1409,932.9671,1174.2618,6.0533,2.4263,1,-81.23,0.166,1,120.7964,970.4345,0.1451,-999,3775.6029
970.533,-999,0.1116,79.919,91.6454,2122.0332,40.0772,43,1372.4034,8.2967,-999,2897.2151,17.5148,0.129,0.1355,892.1098,1176.7785,6.1029,2.4326,1,-81.3025,0.1594,1,120.8014,970.5595,0.1435,-999,3814.8381
970.658,-999,0.1059,78.7886,91.6437,2123.2452,39.9035,43,1372.5797,8.2967,-999,2897.6485,17.5151,0.1227,0.1281,834.3219,1178.8463,6.1504,2.4412,1,-81.415,0.1503,1,120.8064,970.6845,0.1421,-999,3869.5706
970.783,-999,0.1022,78.093,91.642,2124.3143,39.9067,43,1372.7561,8.2967,-999,2898.0829,17.5155,0.1185,0.1235,797.5572,1180.596,6.1965,2.4467,1,-81.5425,0.1447,1,120.8114,970.8095,0.1421,-999,3904.0381
970.908,-999,0.1025,78.136,91.6403,2125.2807,40.233,43,1372.9324,8.2967,-999,2898.5172,17.5159,0.1182,0.1238,800.0249,1182.1178,6.2394,2.4463,1,-81.65,0.1451,1,120.8164,970.9345,0.1448,-999,3901.8896
971.033,-999,0.1057,78.767,91.6386,2126.1675,41.0519,43,1373.1088,8.2967,-999,2898.9506,17.5162,0.1203,0.1279,833.6738,1183.4642,6.2745,2.4414,1,-81.705,0.1501,1,120.8214,971.0595,0.1515,-999,3870.6317
971.158,-999,0.1097,79.5433,91.637,2126.9954,42.135,43,1373.2851,8.2967,-999,2899.383,17.5166,0.1228,0.133,873.9563,1184.6813,6.2986,2.4354,1,-81.72,0.1563,1,120.8264,971.1845,0.1606,-999,3832.8564
971.283,-999,0.1127,80.1205,91.6353,2127.7795,43.1371,43,1373.4615,8.2967,-999,2899.8146,17.5169,0.1243,0.1368,903.2051,1185.802,6.3146,2.431,1,-81.72,0.161,1,120.8314,971.3095,0.1691,-999,3805.244
971.408,-999,0.1145,80.49,91.6336,2128.5204,43.727,43,1373.6378,8.2967,-999,2900.2456,17.5173,0.1253,0.1392,921.667,1186.8277,6.3264,2.4282,1,-81.73,0.1639,1,120.8364,971.4345,0.1741,-999,3787.7755
971.533,-999,0.1157,80.731,91.6319,2129.2229,43.6915,43,1373.8141,8.2967,-999,2900.6764,17.5176,0.1267,0.1408,933.6375,1187.7685,6.339,2.4264,1,-81.7725,0.1658,1,120.8414,971.5595,0.1738,-999,3776.4681
971.658,-999,0.1165,80.8788,91.6303,2129.9214,43.3675,43,1373.9905,8.2967,-999,2901.107,17.518,0.1283,0.1417,940.9967,1188.7007,6.3579,2.4253,1,-81.84,0.167,1,120.8464,971.6845,0.171,-999,3769.5669
971.783,-999,0.1168,80.9455,91.6286,2130.6833,43.072,43,1374.1668,8.2967,-999,2901.5375,17.5183,0.1292,0.1422,944.4027,1189.7738,6.3849,2.4248,1,-81.9225,0.1676,1,120.8514,971.8095,0.1685,-999,3766.4608
971.908,-999,0.1171,81.0122,91.6269,2131.5586,42.902,43,1374.3432,8.2967,-999,2901.9678,17.5187,0.13,0.1426,947.8011,1191.099,6.4212,2.4243,1,-82.02,0.1681,1,120.8564,971.9345,0.167,-999,3763.3597
972.033,-999,0.1185,81.28,91.6252,2132.5526,42.631,43,1374.5195,8.2967,-999,2902.3979,17.519,0.1317,0.1444,960.8359,1192.6883,6.4664,2.4223,1,-82.145,0.1702,1,120.8614,972.0595,0.1647,-999,3750.9602
972.158,-999,0.1227,82.1487,91.6235,2133.5998,42.2475,43,1374.6959,8.2967,-999,2902.8268,17.5194,0.1354,0.15,1001.8653,1194.3973,6.5188,2.4159,1,-82.26,0.1772,1,120.8664,972.1845,0.1615,-999,3711.2949
972.283,-999,0.1311,83.875,91.6218,2134.5943,41.9825,43,1374.8722,8.2967,-999,2903.2535,17.5197,0.1418,0.161,1079.5058,1195.9923,6.5712,2.4034,1,-82.345,0.191,1,120.8714,972.3095,0.1593,-999,3634.9097
972.408,-999,0.1437,86.5604,91.6202,2135.464,42.03,43,1375.0485,8.2967,-999,2903.6768,17.52,0.1506,0.1781,1191.1181,1197.314,6.6165,2.3845,1,-82.37,0.2125,1,120.8764,972.4345,0.1597,-999,3522.1423
972.533,-999,0.1591,90.016,91.6185,2136.1854,42.3853,43,1375.2249,8.2967,-999,2904.096,17.5203,0.161,0.1996,1320.3059,1198.3116,6.6462,2.3613,1,-82.355,0.2401,1,120.8814,972.5595,0.1627,-999,3386.9318
972.658,-999,0.1746,93.6404,91.6168,2136.797,42.692,43,1375.4012,8.2967,-999,2904.5111,17.5205,0.1716,0.2219,1440.7763,1199.0705,6.6511,2.3381,1,-82.335,0.2691,1,120.8864,972.6845,0.1653,-999,3255.8388
972.783,-999,0.1863,96.517,91.6151,2137.3849,42.716,43,1375.5776,8.2967,-999,2904.923,17.5207,0.1802,0.2392,1526.9762,1199.7805,6.6369,2.3205,1,-82.3225,0.2921,1,120.8914,972.8095,0.1655,-999,3158.8015
972.908,-999,0.1921,97.9704,91.6135,2138.0335,42.472,43,1375.7539,8.2967,-999,2905.3335,17.521,0.1849,0.2479,1567.8119,1200.6271,6.613,2.3118,1,-82.31,0.3038,1,120.8964,972.9345,0.1634,-999,3111.9404
973.033,-999,0.1913,97.757,91.6118,2138.7871,42.156,43,1375.9303,8.2966,-999,2905.7441,17.5212,0.1847,0.2467,1562.2205,1201.707,6.5905,2.3131,1,-82.28,0.3021,1,120.9014,973.0595,0.1607,-999,3118.7337
973.158,-999,0.1851,96.1958,91.6101,2139.6206,41.823,43,1376.1066,8.2966,-999,2906.1564,17.5214,0.1806,0.2373,1518.5066,1202.9625,6.5766,2.3224,1,-82.225,0.2896,1,120.9064,973.1845,0.1579,-999,3169.3489
973.283,-999,0.1781,94.4805,91.6084,2140.4861,41.2988,43,1376.2829,8.2966,-999,2906.5706,17.5217,0.1763,0.227,1467.9068,1204.2867,6.5649,2.3329,1,-82.155,0.2758,1,120.9114,973.3095,0.1536,-999,3226.8886
973.408,-999,0.1741,93.5098,91.6067,2141.3517,40.647,43,1376.4593,8.2966,-999,2906.9858,17.5219,0.1744,0.2211,1438.1222,1205.6102,6.5443,2.3389,1,-82.09,0.2681,1,120.9163,973.4345,0.1482,-999,3260.3861
973.533,-999,0.1757,93.915,91.6051,2142.2282,40.2497,43,1376.6356,8.2966,-999,2907.4006,17.5222,0.1762,0.2235,1451.0115,1206.9585,6.5031,2.3364,1,-82.03,0.2713,1,120.9213,973.5595,0.1449,-999,3246.319
973.658,-999,0.1836,95.8328,91.6034,2143.1698,40.1445,43,1376.812,8.2966,-999,2907.8133,17.5224,0.182,0.2351,1508.9666,1208.4541,6.4314,2.3246,1,-81.985,0.2867,1,120.9263,973.6845,0.144,-999,3181.3539
973.783,-999,0.1932,98.252,91.6017,2144.1961,40.2117,43,1376.9883,8.2966,-999,2908.2234,17.5226,0.1889,0.2496,1577.2605,1210.141,6.34,2.3102,1,-81.955,0.306,1,120.9313,973.8095,0.1446,-999,3103.0213
973.908,-999,0.2013,100.3518,91.6,2145.2957,40.255,43,1377.1647,8.2966,-999,2908.6314,17.5228,0.1949,0.2621,1632.6387,1211.9938,6.2399,2.298,1,-81.96,0.3228,1,120.9363,973.9345,0.1449,-999,3038.0925
974.033,-999,0.2062,101.63,91.5983,2146.4334,40.044,43,1377.341,8.2966,-999,2909.0381,17.523,0.1988,0.2696,1664.7978,1213.9332,6.1392,2.2907,1,-82.0025,0.333,1,120.9413,974.0595,0.1432,-999,2999.8824
974.158,-999,0.2069,101.805,91.5967,2147.5162,39.637,43,1377.5173,8.2966,-999,2909.4446,17.5232,0.1999,0.2707,1669.3375,1215.7507,6.0452,2.2897,1,-82.07,0.3344,1,120.9463,974.1845,0.1399,-999,2994.7257
974.283,-999,0.2051,101.325,91.595,2148.419,39.4145,43,1377.6937,8.2966,-999,2909.8515,17.5234,0.1988,0.2678,1657.825,1217.1678,5.9535,2.2924,1,-82.145,0.3306,1,120.9513,974.3095,0.1381,-999,3008.9124
974.408,-999,0.2021,100.5376,91.5933,2148.9583,39.806,43,1377.87,8.2966,-999,2910.2593,17.5237,0.196,0.2632,1638.3993,1217.7757,5.8589,2.2969,1,-82.24,0.3243,1,120.9563,974.4345,0.1413,-999,3032.4779
974.533,-999,0.1987,99.678,91.5916,2148.9032,40.8774,43,1378.0464,8.2966,-999,2910.668,17.5239,0.1921,0.2581,1616.6283,1217.0614,5.7594,2.3019,1,-82.31,0.3174,1,120.9613,974.5595,0.1501,-999,3058.6293
974.658,-999,0.1955,98.8297,91.5899,2148.1071,42.081,43,1378.2227,8.2966,-999,2911.0775,17.5241,0.1879,0.2531,1594.5752,1214.6982,5.6594,2.3068,1,-82.345,0.3106,1,120.9663,974.6845,0.1601,-999,3084.8829
974.783,-999,0.1925,98.0535,91.5882,2146.6479,43.0409,43,1378.3991,8.2966,-999,2911.4878,17.5243,0.1843,0.2484,1573.9058,1210.8593,5.5654,2.3113,1,-82.3275,0.3044,1,120.9713,974.8095,0.1682,-999,3109.3031
974.908,-999,0.1898,97.3876,91.5866,2144.8621,43.412,43,1378.5754,8.2966,-999,2911.8989,17.5245,0.1818,0.2445,1555.8041,1206.2927,5.4813,2.3153,1,-82.28,0.2991,1,120.9763,974.9345,0.1714,-999,3130.5633
975.033,-999,0.1879,96.895,91.5849,2143.1397,43.0254,43,1378.7517,8.2966,-999,2912.3104,17.5248,0.1809,0.2415,1542.2323,1201.8662,5.4089,2.3182,1,-82.25,0.2952,1,120.9813,975.0595,0.1681,-999,3146.4786
975.158,-999,0.1871,96.7005,91.5832,2141.6935,42.322,43,1378.9281,8.2966,-999,2912.7222,17.525,0.1813,0.2403,1536.9664,1198.053,5.35,2.3194,1,-82.255,0.2936,1,120.9863,975.1845,0.1621,-999,3152.8074
975.283,-999,0.1875,96.7975,91.5815,2140.4916,41.6793,43,1379.1044,8.2966,-999,2913.1339,17.5252,0.1826,0.2409,1539.974,1194.7827,5.3019,2.3188,1,-82.275,0.2944,1,120.9913,975.3095,0.1567,-999,3149.648
975.408,-999,0.1886,97.0835,91.5798,2139.4087,41.257,43,1379.2808,8.2966,-999,2913.5452,17.5255,0.184,0.2426,1548.3051,1191.7773,5.2642,2.3171,1,-82.29,0.2967,1,120.9963,975.4345,0.1532,-999,3140.3694
975.533,-999,0.19,97.43,91.5782,2138.3309,41.0312,43,1379.4571,8.2966,-999,2913.9562,17.5257,0.1854,0.2447,1558.2511,1188.7832,5.2358,2.315,1,-82.2825,0.2994,1,121.0013,975.5595,0.1513,-999,3129.201
975.658,-999,0.1911,97.7248,91.5765,2137.2607,40.9955,43,1379.6335,8.2966,-999,2914.3669,17.5259,0.1863,0.2465,1566.6727,1185.8061,5.215,2.3133,1,-82.295,0.3018,1,121.0063,975.6845,0.151,-999,3119.7613
975.783,-999,0.1917,97.8685,91.5748,2136.3386,41.1517,43,1379.8098,8.2966,-999,2914.7774,17.5261,0.1865,0.2473,1570.8822,1183.1582,5.1965,2.3124,1,-82.3225,0.3029,1,121.0113,975.8095,0.1523,-999,3115.1806
975.908,-999,0.1915,97.797,91.5731,2135.7165,41.368,43,1379.9861,8.2966,-999,2915.188,17.5264,0.186,0.2469,1569.171,1181.1772,5.1779,2.3128,1,-82.37,0.3024,1,121.0163,975.9345,0.1541,11.135,3117.4581
976.033,-999,0.1902,97.486,91.5714,2135.4672,41.6308,43,1380.1625,8.2966,-999,2915.599,17.5266,0.1847,0.245,1560.8231,1180.0249,5.1585,2.3147,1,-82.39,0.2999,1,121.0213,976.0595,0.1563,-999,3127.4034
976.158,-999,0.1883,97.0149,91.5698,2135.5526,41.8365,43,1380.3388,8.2966,-999,2916.0104,17.5268,0.183,0.2422,1547.8853,1179.6165,5.1397,2.3175,1,-82.38,0.2961,1,121.0263,976.1845,0.158,-999,3142.5899
976.283,-999,0.1867,96.6125,91.5681,2135.9164,41.8533,43,1380.5152,8.2966,-999,2916.4222,17.527,0.1818,0.2398,1536.7158,1179.8272,5.1234,2.3199,1,-82.3475,0.2929,1,121.0313,976.3095,0.1582,-999,3155.6791
976.408,-999,0.1861,96.4545,91.5664,2136.5335,41.637,43,1380.6915,8.2966,-999,2916.8343,17.5273,0.1816,0.2389,1532.4426,1180.6011,5.1088,2.3209,1,-82.31,0.2916,1,121.0363,976.4345,0.1564,-999,3160.8484
976.533,-999,0.1867,96.603,91.5647,2137.4284,41.242,43,1380.8679,8.2966,-999,2917.2461,17.5275,0.1826,0.2397,1536.9465,1181.9932,5.0927,2.32,1,-82.2625,0.2928,1,121.0413,976.5594,0.1531,-999,3155.9894
976.658,-999,0.1882,96.9858,91.563,2138.6681,40.928,43,1381.0442,8.2966,-999,2917.6576,17.5277,0.1842,0.242,1548.0735,1184.1535,5.072,2.3177,1,-82.225,0.2959,1,121.0463,976.6844,0.1505,-999,3143.5329
976.783,-999,0.1897,97.3435,91.5614,2140.3495,40.9327,43,1381.2205,8.2966,-999,2918.0687,17.528,0.1853,0.2442,1558.3728,1187.2973,5.0487,2.3155,1,-82.18,0.2987,1,121.0513,976.8094,0.1505,-999,3131.9816
976.908,-999,0.1901,97.4605,91.5597,2142.5455,41.471,43,1381.3969,8.2966,-999,2918.4796,17.5282,0.1849,0.2449,1561.8894,1191.5869,5.0262,2.3148,1,-82.13,0.2997,1,121.0563,976.9344,0.155,-999,3128.2217
977.033,-999,0.1891,97.195,91.558,2145.2435,42.5646,43,1381.5732,8.2966,-999,2918.8909,17.5284,0.1825,0.2433,1554.7207,1196.9939,5.0067,2.3164,1,-82.08,0.2976,1,121.0613,977.0594,0.1642,-999,3136.7668
977.158,-999,0.1863,96.5171,91.5563,2148.2476,43.5945,43,1381.7496,8.2966,-999,2919.3028,17.5286,0.1789,0.2392,1535.7413,1203.0818,4.9905,2.3205,1,-82.035,0.2921,1,121.0663,977.1844,0.173,-999,3158.7983
977.283,-999,0.1829,95.647,91.5546,2151.0867,44.1257,43,1381.9259,8.2966,-999,2919.7157,17.5289,0.1755,0.234,1510.7024,1208.802,4.9734,2.3257,1,-81.9975,0.2852,1,121.0713,977.3094,0.1776,-999,3187.5338
977.408,-999,0.1793,94.7768,91.553,2153.3439,43.945,43,1382.1023,8.2966,-999,2920.1296,17.5291,0.1731,0.2287,1484.954,1213.2262,4.9521,2.3311,1,-81.96,0.2782,1,121.0763,977.4344,0.176,-999,3216.8004
977.533,-999,0.1761,94.012,91.5513,2154.8459,43.1784,43,1382.2786,8.2966,-999,2920.5443,17.5294,0.172,0.2241,1461.7505,1215.9686,4.9251,2.3358,1,-81.9125,0.2721,1,121.0813,977.5594,0.1694,-999,3242.9695
977.658,-999,0.1733,93.3252,91.5496,2155.6569,42.505,43,1382.4549,8.2966,-999,2920.9597,17.5296,0.1709,0.2199,1440.4404,1217.172,4.8936,2.3401,1,-81.88,0.2666,1,121.0863,977.6844,0.1637,-999,3266.8352
977.783,-999,0.1704,92.6445,91.5479,2155.974,42.166,43,1382.6313,8.2966,-999,2921.3759,17.5299,0.1694,0.2158,1418.8415,1217.275,4.8612,2.3444,1,-81.8625,0.2612,1,121.0913,977.8094,0.1608,-999,3290.8381
977.908,-999,0.1676,91.9721,91.5463,2156.0515,41.992,43,1382.8076,8.2966,-999,2921.7929,17.5301,0.1677,0.2117,1397.026,1216.8435,4.8297,2.3486,1,-81.86,0.2558,1,121.0962,977.9344,0.1594,-999,3314.8971
978.033,-999,0.165,91.361,91.5446,2156.1693,41.6339,43,1382.984,8.2966,-999,2922.2105,17.5304,0.1664,0.2079,1376.7923,1216.5007,4.8007,2.3525,1,-81.86,0.2509,1,121.1012,978.0594,0.1564,-999,3337.07
978.158,-999,0.163,90.9087,91.5429,2156.5947,41.1265,43,1383.1603,8.2965,-999,2922.6287,17.5307,0.1658,0.2051,1361.6053,1216.8424,4.7761,2.3555,1,-81.86,0.2473,1,121.1062,978.1844,0.1521,-999,3353.673
978.283,-999,0.1619,90.6395,91.5412,2157.4545,40.7488,43,1383.3367,8.2965,-999,2923.0472,17.5309,0.1656,0.2035,1352.5486,1218.1509,4.7553,2.3572,1,-81.845,0.2451,1,121.1112,978.3094,0.149,-999,3363.6334
978.408,-999,0.1614,90.5368,91.5396,2158.6406,40.72,43,1383.513,8.2965,-999,2923.4658,17.5312,0.1653,0.2028,1349.2123,1220.1861,4.7377,2.3579,1,-81.83,0.2443,1,121.1162,978.4344,0.1488,-999,3367.4489
978.533,-999,0.1615,90.544,91.5379,2159.9107,40.9885,43,1383.6893,8.2965,-999,2923.8843,17.5315,0.165,0.2029,1349.6918,1222.4085,4.7222,2.3578,1,-81.82,0.2444,1,121.1212,978.5594,0.151,-999,3367.1811
978.658,-999,0.1619,90.6538,91.5362,2161.0792,41.0665,43,1383.8657,8.2965,-999,2924.3028,17.5318,0.1652,0.2036,1353.732,1224.405,4.7073,2.3571,1,-81.825,0.2452,1,121.1262,978.6844,0.1516,-999,3363.1028
978.783,-999,0.1623,90.7455,91.5345,2162.1232,40.6518,43,1384.042,8.2965,-999,2924.7212,17.532,0.1661,0.2041,1357.1336,1226.1244,4.6924,2.3565,1,-81.86,0.246,1,121.1312,978.8094,0.1482,-999,3359.7043
978.908,-999,0.1617,90.5943,91.5328,2163.1113,39.885,43,1384.2184,8.2965,-999,2925.1397,17.5323,0.1669,0.2032,1352.1257,1227.7194,4.6776,2.3575,1,-81.92,0.2448,1,121.1362,978.9344,0.1419,-999,3365.3116
979.033,-999,0.1597,90.145,91.5312,2164.0929,39.2117,43,1384.3947,8.2965,-999,2925.5587,17.5326,0.1666,0.2004,1336.6333,1229.2994,4.6643,2.3604,1,-81.9925,0.2412,1,121.1412,979.0594,0.1365,-999,3382.085
979.158,-999,0.1575,89.6525,91.5295,2165.0772,38.9825,43,1384.5711,8.2965,-999,2925.9784,17.5328,0.1654,0.1974,1319.3534,1230.8848,4.6543,2.3637,1,-82.045,0.2372,1,121.1462,979.1844,0.1346,-999,3400.6642
979.283,-999,0.1567,89.4585,91.5278,2166.0649,39.1357,43,1384.7474,8.2965,-999,2926.3982,17.5331,0.1646,0.1962,1312.6018,1232.4777,4.6496,2.365,1,-82.075,0.2357,1,121.1512,979.3094,0.1358,-999,3408.0389
979.408,-999,0.1575,89.629,91.5261,2167.0635,39.379,43,1384.9238,8.2965,-999,2926.8179,17.5334,0.1648,0.1972,1318.96,1234.095,4.6518,2.3638,1,-82.06,0.237,1,121.1562,979.4344,0.1378,-999,3401.5558
979.533,-999,0.1589,89.975,91.5245,2168.0799,39.3102,43,1385.1001,8.2965,-999,2927.2372,17.5337,0.1659,0.1994,1331.5288,1235.7529,4.6607,2.3616,1,-82.0225,0.2398,1,121.1612,979.5594,0.1373,-999,3388.4751
