DEPTH,AC,CAL,CALI,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,NPHI,OB,OBG,PHIE,PPP,RES_DEEP,RHOB_combined,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1260.782,113.94,0.28,0.28,0.2492,113.94,78.3017,3180.7437,26.16,38,1779.9089,8.2831,17.9426,-999.25,3949.189,18.3783,0.2672,2016.6281,3.92,2.2262,1,16.14,0.3404,1,115.7145,1260.8052,0.04,-999.25,2675.7771
1260.9344,113.84,0.23,0.23,0.2489,113.84,78.2983,3183.0813,26.09,38,1780.1239,8.2831,17.9426,-999.25,3949.6709,18.3783,0.267,2021.6562,3.92,2.2267,1,16.15,0.3398,1,115.7186,1260.9576,0.0396,-999.25,2678.1277
1261.0868,111.88,0.18,0.18,0.2425,111.88,78.295,3185.3977,26.19,38,1780.3389,8.2831,17.9426,-999.25,3950.1548,18.3784,0.2618,2026.6288,3.96,2.2363,1,16.1,0.3288,1,115.7226,1261.11,0.0402,-999.25,2725.0452
1261.2392,108.76,0.11,0.11,0.2319,108.76,78.2916,3187.7656,26.12,38,1780.554,8.2831,17.9426,-999.25,3950.6423,18.3784,0.2535,2031.7264,4.03,2.2522,1,16.03,0.311,1,115.7267,1261.2625,0.0398,-999.25,2803.2185
1261.3916,107.73,0.09,0.09,0.2283,107.73,78.2882,3190.4062,26.02,38,1780.7689,8.2831,17.9426,-999.25,3951.1311,18.3785,0.2508,2037.5083,4.07,2.2576,1,16,0.3051,1,115.7308,1261.4148,0.0391,-999.25,2830.02
1261.544,104.3,0.04,0.04,0.2161,104.3,78.2849,3193.1106,25.59,38,1780.9839,8.2831,17.9426,-999.25,3951.6235,18.3785,0.2419,2043.446,4.28,2.2759,1,15.9,0.2852,1,115.7349,1261.5673,0.0362,-999.25,2923.0876
1261.6964,103.63,0.16,0.16,0.2136,103.63,78.2815,3196.2393,25.37,38,1781.1989,8.2831,17.9426,-999.25,3952.1172,18.3786,0.2403,2050.4497,4.46,2.2796,1,15.85,0.2813,1,115.7389,1261.7196,0.0347,-999.25,2941.9863
1261.8488,102.31,0.42,0.42,0.2087,102.31,78.2781,3199.3904,25.23,38,1781.4139,8.2831,17.9426,-999.25,3952.6121,18.3787,0.2367,2057.5088,4.68,2.2869,1,15.79,0.2736,1,115.743,1261.8719,0.0338,-999.25,2979.9438
1262.0012,100.76,0.54,0.54,0.2029,100.76,78.2747,3202.3789,25.15,38,1781.6289,8.2831,17.9426,-999.25,3953.1089,18.3788,0.2322,2064.157,4.77,2.2957,1,15.77,0.2645,1,115.7471,1262.0244,0.0333,-999.25,3025.7844
1262.1536,94.83,0.93,0.93,0.1795,94.83,78.2714,3204.9963,24.76,38,1781.8439,8.2831,17.9426,-999.25,3953.6133,18.3789,0.2147,2069.8601,5.14,2.3307,1,15.68,0.2291,1,115.7512,1262.1768,0.0307,-999.25,3214.9958
1262.306,94.32,0.88,0.88,0.1774,94.32,78.268,3207.0586,24.43,38,1782.059,8.2831,17.9426,-999.25,3954.1187,18.379,0.2136,2074.1658,5.33,2.3339,1,15.61,0.226,1,115.7552,1262.3292,0.0285,-999.25,3232.3796
1262.4584,100.84,0.71,0.71,0.2032,100.84,78.2646,3208.605,24.2,38,1782.2739,8.2831,17.9426,-999.25,3954.6155,18.3791,0.2339,2077.187,5.47,2.2952,1,15.55,0.265,1,115.7593,1262.4816,0.027,-999.25,3023.384
1262.6108,106.12,0.65,0.65,0.2226,106.12,78.2613,3209.6543,24.23,38,1782.4889,8.2831,17.9426,-999.25,3955.106,18.3792,0.2489,2078.9663,5.49,2.2661,1,15.53,0.2958,1,115.7634,1262.634,0.0272,-999.25,2872.9556
1262.7632,124.94,0.41,0.41,0.283,124.94,78.2579,3209.9927,24.39,38,1782.7039,8.2831,17.9426,-999.25,3955.5769,18.3792,0.2972,2078.9868,5.57,2.1755,1,15.47,0.4013,1,115.7675,1262.7864,0.0282,-999.25,2440.1958
1262.9156,126.85,0.28,0.28,0.2885,126.85,78.2545,3209.0093,24.52,38,1782.9189,8.2831,17.9426,-999.25,3956.0459,18.3791,0.3017,2075.6829,5.62,2.1672,1,15.47,0.4117,1,115.7715,1262.9388,0.0291,-999.25,2403.4534
1263.068,117.71,0.16,0.16,0.2613,117.71,78.2511,3207.3369,24.52,38,1783.1339,8.2831,17.9426,-999.25,3956.5237,18.3791,0.279,2070.6309,5.69,2.2081,1,15.52,0.3615,1,115.7756,1263.0912,0.0291,-999.25,2590.0776
1263.2204,112.01,0.16,0.16,0.2429,112.01,78.2478,3205.3113,24.46,38,1783.3489,8.2831,17.9426,-999.25,3957.0078,18.3792,0.2644,2064.6792,5.72,2.2357,1,15.54,0.3295,1,115.7797,1263.2437,0.0287,-999.25,2721.8823
1263.3728,90.87,0.18,0.18,0.1629,90.87,78.2444,3203.3726,24.2,38,1783.5638,8.2831,17.9426,-999.25,3957.5176,18.3793,0.2002,2058.9065,5.84,2.3557,1,15.59,0.2049,1,115.7838,1263.396,0.027,-999.25,3355.1013
1263.5252,83.68,0.16,0.16,0.1301,83.68,78.241,3201.7427,24.02,38,1783.7789,8.2831,17.9426,-999.25,3958.0381,18.3795,0.1664,2053.8943,5.95,2.4048,1,15.54,0.1598,1,115.7878,1263.5483,0.0258,-999.25,3643.3801
1263.6776,81.08,0.09,0.09,0.1175,81.08,78.2377,3200.7429,23.69,38,1783.9939,8.2831,17.9426,-999.25,3958.5627,18.3797,0.1509,2050.4614,6.17,2.4238,1,15.46,0.1431,1,115.7919,1263.7008,0.0236,-999.25,3760.2126
1263.83,81.17,0.07,0.07,0.1179,81.17,78.2343,3200.4944,23.51,38,1784.2089,8.2831,17.9426,-999.25,3959.0874,18.3799,0.1516,2048.9207,6.31,2.4231,1,15.41,0.1436,1,115.796,1263.8531,0.0224,-999.25,3756.0435
1263.9824,81.3,0,0,0.1185,81.3,78.2309,3200.7483,22.9,38,1784.424,8.2831,17.9426,-999.25,3959.6116,18.3802,0.1527,2048.645,6.88,2.4222,1,15.21,0.1445,1,115.8001,1264.0056,0.0185,-999.25,3750.0376
1264.1348,80.35,-0.04,-0.04,0.1138,80.35,78.2276,3202.0273,22.95,38,1784.6389,8.2831,17.9426,-999.25,3960.1375,18.3804,0.1465,2050.9485,7.18,2.4293,1,15.15,0.1383,1,115.8041,1264.158,0.0188,-999.25,3794.3752
1264.2872,78.91,-0.11,-0.11,0.1065,78.91,78.2242,3203.4675,23.31,38,1784.8539,8.2831,17.9426,-999.25,3960.6655,18.3806,0.1368,2053.6543,7.27,2.4403,1,15.2,0.1289,1,115.8082,1264.3104,0.0211,-999.25,3863.6174
1264.4396,79.53,-0.11,-0.11,0.1097,79.53,78.2208,3204.8047,23.53,38,1785.0688,8.2831,17.9426,-999.25,3961.1926,18.3809,0.1408,2056.1028,7.15,2.4355,1,15.24,0.133,1,115.8123,1264.4628,0.0226,-999.25,3833.4973
1264.592,83.79,-0.06,-0.06,0.1307,83.79,78.2174,3206.1355,24.42,38,1785.2839,8.2831,17.9426,-999.25,3961.7131,18.3811,0.1667,2058.5452,6.57,2.404,1,15.39,0.1605,1,115.8164,1264.6152,0.0284,-999.25,3638.5972
1264.7444,90.74,0.06,0.06,0.1623,90.74,78.2141,3207.5056,24.91,38,1785.4989,8.2831,17.9426,-999.25,3962.2231,18.3812,0.1991,2061.1035,6.02,2.3566,1,15.44,0.2041,1,115.8204,1264.7676,0.0317,-999.25,3359.908
1264.8968,98.15,0.14,0.14,0.1928,98.15,78.2107,3209.0671,25.08,38,1785.7139,8.2831,17.9426,-999.25,3962.7234,18.3813,0.2245,2064.1587,5.49,2.3108,1,15.51,0.249,1,115.8245,1264.92,0.0328,-999.25,3106.2461
1265.0492,99.82,0.16,0.16,0.1993,99.82,78.2074,3210.821,25.02,38,1785.929,8.2831,17.9426,-999.25,3963.2214,18.3814,0.2297,2067.7017,5.33,2.301,1,15.55,0.2589,1,115.8286,1265.0724,0.0324,-999.25,3054.2783
1265.2016,105.3,0.29,0.29,0.2197,105.3,78.204,3212.8569,24.9,38,1786.1439,8.2831,17.9426,-999.25,3963.7129,18.3815,0.2457,2071.9663,4.75,2.2705,1,15.72,0.291,1,115.8327,1265.2249,0.0316,13.3191,2895.3281
1265.354,105.61,0.42,0.42,0.2208,105.61,78.2006,3215.1467,25.34,38,1786.3589,8.2831,17.9426,-999.25,3964.2039,18.3815,0.2459,2076.8713,4.55,2.2688,1,15.8,0.2928,1,115.8367,1265.3772,0.0345,-999.25,2886.8293
1265.5064,104.45,0.52,0.52,0.2166,104.45,78.1972,3217.5178,26.2,38,1786.5739,8.2831,17.9426,-999.25,3964.6963,18.3816,0.2414,2081.98,4.44,2.2751,1,15.81,0.2861,1,115.8408,1265.5295,0.0403,-999.25,2918.8899
1265.6588,103.53,0.51,0.51,0.2133,103.53,78.1939,3219.8091,26.5,38,1786.7889,8.2831,17.9426,-999.25,3965.1899,18.3817,0.2384,2086.8855,4.46,2.2801,1,15.79,0.2808,1,115.8449,1265.682,0.0423,-999.25,2944.8281
1265.8112,99.6,0.41,0.41,0.1985,99.6,78.1905,3222.0493,27.47,38,1787.0039,8.2831,17.9426,-999.25,3965.6882,18.3818,0.2253,2091.6567,4.63,2.3023,1,15.71,0.2576,1,115.849,1265.8344,0.049,-999.25,3061.0247
1265.9636,96.62,0.26,0.26,0.1867,96.62,78.1871,3224.083,27.32,38,1787.2189,8.2831,17.9426,-999.25,3966.1904,18.3819,0.2162,2095.9016,4.92,2.3199,1,15.68,0.2398,1,115.853,1265.9868,0.0479,-999.25,3155.4341
1266.116,93.47,0.11,0.11,0.1739,93.47,78.1838,3225.9963,26.51,38,1787.434,8.2831,17.9426,-999.25,3966.6968,18.382,0.2074,2099.8379,5.36,2.3392,1,15.68,0.2208,1,115.8571,1266.1392,0.0424,-999.25,3261.7744
1266.2684,92.15,0.08,0.08,0.1683,92.15,78.1804,3227.6829,25.93,38,1787.6489,8.2831,17.9426,-999.25,3967.2048,18.3822,0.204,2103.1992,5.6,2.3475,1,15.68,0.2128,1,115.8612,1266.2916,0.0385,-999.25,3308.4976
1266.4208,86.89,0,0,0.1452,86.89,78.177,3229.5381,23.62,38,1787.8639,8.2831,17.9426,-999.25,3967.7205,18.3823,0.1823,2106.9756,6.64,2.3822,1,15.69,0.1802,1,115.8653,1266.444,0.0231,-999.25,3508.7817
1266.5732,83.94,0,0,0.1314,83.94,78.1737,3231.1973,22.54,38,1788.0789,8.2831,17.9426,-999.25,3968.2405,18.3825,0.1687,2110.251,7.42,2.4029,1,15.7,0.1615,1,115.8693,1266.5964,0.0161,-999.25,3632.095
1266.7256,81.63,0.01,0.01,0.1202,81.63,78.1703,3232.8518,22.3,38,1788.2939,8.2831,17.9426,-999.25,3968.7644,18.3828,0.1552,2113.5095,8.22,2.4197,1,15.7,0.1466,1,115.8734,1266.7488,0.0146,-999.25,3734.8774
1266.878,81.08,0.03,0.03,0.1175,81.08,78.167,3234.6296,22.59,38,1788.5089,8.2831,17.9426,-999.25,3969.2888,18.383,0.1514,2117.0781,8.47,2.4238,1,15.7,0.1431,1,115.8775,1266.9012,0.0165,-999.25,3760.2126
1267.0304,79.06,0.13,0.13,0.1072,79.06,78.1636,3236.2417,23.73,38,1788.7239,8.2831,17.9426,-999.25,3969.8169,18.3832,0.1376,2120.2239,9.32,2.4392,1,15.73,0.1298,1,115.8816,1267.0536,0.0239,-999.25,3856.2871
1267.1828,78.38,0.17,0.17,0.1037,78.38,78.1602,3237.7642,24.16,38,1788.9388,8.2831,17.9426,-999.25,3970.3459,18.3834,0.1329,2123.1426,9.37,2.4444,1,15.76,0.1254,1,115.8856,1267.2061,0.0267,-999.25,3889.7429
1267.3352,78.13,0.16,0.16,0.1024,78.13,78.1568,3239.0627,24.06,38,1789.1539,8.2831,17.9426,-999.25,3970.8755,18.3837,0.1312,2125.4961,9.08,2.4464,1,15.81,0.1237,1,115.8897,1267.3584,0.026,-999.25,3902.1892
1267.4876,78.53,0.13,0.13,0.1045,78.53,78.1535,3240.1936,23.9,38,1789.3689,8.2831,17.9426,-999.25,3971.4043,18.3839,0.134,2127.428,8.83,2.4433,1,15.84,0.1264,1,115.8938,1267.5107,0.025,-999.25,3882.313
1267.64,80.56,0.03,0.03,0.1149,80.56,78.1501,3241.4258,23.47,38,1789.5839,8.2831,17.9426,-999.25,3971.9297,18.3841,0.1476,2129.6206,7.8,2.4277,1,15.97,0.1397,1,115.8979,1267.6632,0.0222,-999.25,3784.4841
1267.7924,82.9,0,0,0.1264,82.9,78.1468,3242.7434,23.95,38,1789.799,8.2831,17.9426,-999.25,3972.4517,18.3843,0.1626,2132.0349,7.08,2.4104,1,16.07,0.1548,1,115.9019,1267.8156,0.0253,-999.25,3677.6604
1267.9448,85.45,0,0,0.1385,85.45,78.1434,3244.2603,24.94,38,1790.0139,8.2831,17.9426,-999.25,3972.9695,18.3845,0.1745,2134.9575,6.39,2.3922,1,16.18,0.1711,1,115.906,1267.968,0.0319,-999.25,3567.9116
1268.0972,86.45,0,0,0.1431,86.45,78.14,3245.7251,25.24,38,1790.2289,8.2831,17.9426,-999.25,3973.4856,18.3847,0.179,2137.7517,6.16,2.3853,1,16.21,0.1774,1,115.9101,1268.1204,0.0339,-999.25,3526.6401
1268.2496,90.55,0,0,0.1615,90.55,78.1367,3247.2649,26.28,38,1790.4438,8.2831,17.9426,-999.25,3973.9961,18.3849,0.1973,2140.7444,5.29,2.3578,1,16.35,0.2029,1,115.9142,1268.2728,0.0409,-999.25,3366.958
1268.402,93.49,0,0,0.174,93.49,78.1333,3248.4924,26.74,38,1790.6589,8.2831,17.9426,-999.25,3974.5022,18.385,0.2071,2142.9563,4.91,2.339,1,16.42,0.221,1,115.9182,1268.4252,0.044,-999.25,3261.0767
1268.5544,96.71,0,0,0.1871,96.71,78.1299,3249.3535,27.5,38,1790.8739,8.2831,17.9426,-999.25,3975.0044,18.3851,0.2163,2144.2495,4.65,2.3193,1,16.51,0.2404,1,115.9223,1268.5776,0.0492,-999.25,3152.4978
1268.7068,97.78,0,0,0.1914,97.78,78.1266,3250.0781,27.67,38,1791.0889,8.2831,17.9426,-999.25,3975.5049,18.3852,0.2194,2145.2014,4.6,2.3129,1,16.54,0.2468,1,115.9264,1268.73,0.0504,-999.25,3118
1268.8592,101.53,0.01,0.01,0.2058,101.53,78.1232,3250.5437,28.12,38,1791.304,8.2831,17.9426,-999.25,3976.001,18.3853,0.23,2145.5061,4.42,2.2913,1,16.66,0.269,1,115.9305,1268.8824,0.0535,-999.25,3002.8372
1269.0116,101.97,0.06,0.06,0.2075,101.97,78.1198,3250.9458,28.01,38,1791.5189,8.2831,17.9426,-999.25,3976.4963,18.3854,0.2315,2145.6521,4.38,2.2888,1,16.69,0.2716,1,115.9345,1269.0348,0.0527,-999.25,2989.8799
1269.164,100.87,0.2,0.2,0.2033,100.87,78.1165,3251.3472,28.15,38,1791.7339,8.2831,17.9426,-999.25,3976.9929,18.3855,0.2281,2145.7942,4.4,2.295,1,16.67,0.2651,1,115.9386,1269.1873,0.0537,-999.25,3022.4849
1269.3164,99.99,0.25,0.25,0.1999,99.99,78.1131,3251.5559,28.17,38,1791.9489,8.2831,17.9426,-999.25,3977.491,18.3856,0.2253,2145.4485,4.42,2.3001,1,16.65,0.2599,1,115.9427,1269.3396,0.0538,-999.25,3049.0854
1269.4688,96.64,0.4,0.4,0.1869,96.64,78.1097,3251.7383,28.04,38,1792.1639,8.2831,17.9426,-999.25,3977.9929,18.3857,0.2152,2145.0293,4.54,2.3197,1,16.56,0.24,1,115.9468,1269.4919,0.0529,-999.25,3154.781
1269.6212,95.35,0.4,0.4,0.1817,95.35,78.1064,3251.5139,27.46,38,1792.3789,8.2831,17.9426,-999.25,3978.4968,18.3858,0.212,2143.5806,4.68,2.3275,1,16.53,0.2322,1,115.9508,1269.6444,0.0489,-999.25,3197.4624
1269.7736,94.76,0.4,0.4,0.1792,94.76,78.103,3251.0327,26.92,38,1792.5939,8.2831,17.9426,-999.25,3979.0015,18.3859,0.2109,2141.4824,4.83,2.3312,1,16.51,0.2286,1,115.9549,1269.7968,0.0452,-999.25,3217.3706
1269.926,94.5,0.38,0.38,0.1781,94.5,78.0996,3250.5095,26.7,38,1792.809,8.2831,17.9426,-999.25,3979.5063,18.3861,0.2104,2139.2776,4.89,2.3328,1,16.51,0.2271,1,115.959,1269.9492,0.0437,-999.25,3226.2227
1270.0784,93.1,0.28,0.28,0.1723,93.1,78.0963,3250.1411,25.73,38,1793.0239,8.2831,17.9426,-999.25,3980.0132,18.3862,0.2075,2137.4602,5.11,2.3415,1,16.49,0.2186,1,115.9631,1270.1016,0.0371,-999.25,3274.7373
1270.2308,91.39,0.14,0.14,0.1651,91.39,78.0929,3250.0479,24.93,38,1793.2389,8.2831,17.9426,-999.25,3980.5222,18.3863,0.202,2136.3333,5.21,2.3524,1,16.49,0.2081,1,115.9671,1270.254,0.0318,-999.25,3336.011
1270.3832,89.62,0.03,0.03,0.1574,89.62,78.0896,3250.2417,24.09,38,1793.4539,8.2831,17.9426,-999.25,3981.0339,18.3865,0.1946,2135.928,5.31,2.3639,1,16.48,0.1972,1,115.9712,1270.4064,0.0262,-999.25,3401.8975
1270.5356,89.37,0.02,0.02,0.1563,89.37,78.0862,3250.5518,23.85,38,1793.6689,8.2831,17.9426,-999.25,3981.5459,18.3867,0.1937,2135.8145,5.37,2.3655,1,16.45,0.1956,1,115.9753,1270.5588,0.0247,-999.25,3411.4138
1270.688,88.75,0,0,0.1535,88.75,78.0828,3250.7231,23.11,38,1793.8839,8.2831,17.9426,-999.25,3982.0588,18.3868,0.1913,2135.3501,5.65,2.3697,1,16.32,0.1918,1,115.9794,1270.7112,0.0198,-999.25,3435.2456
1270.8404,89.09,0.01,0.01,0.1551,89.09,78.0795,3250.6448,23.4,38,1794.0989,8.2831,17.9426,-999.25,3982.5713,18.387,0.1927,2134.2554,5.89,2.3674,1,16.17,0.1939,1,115.9834,1270.8636,0.0217,-999.25,3422.1355
1270.9928,88.85,0.03,0.03,0.154,88.85,78.0761,3250.0461,24.18,38,1794.3138,8.2831,17.9426,-999.25,3983.084,18.3871,0.191,2131.8462,6.17,2.369,1,15.99,0.1924,1,115.9875,1271.016,0.0268,-999.25,3431.3794
1271.1452,88.07,0.05,0.05,0.1505,88.07,78.0727,3249.3396,24.47,38,1794.5289,8.2831,17.9426,-999.25,3983.5979,18.3873,0.1872,2129.1626,6.29,2.3742,1,15.93,0.1875,1,115.9916,1271.1685,0.0287,-999.25,3461.7695
1271.2976,84.56,0.16,0.16,0.1343,84.56,78.0694,3247.9529,25.45,38,1794.7439,8.2831,17.9426,-999.25,3984.1172,18.3875,0.1698,2124.752,6.79,2.3985,1,15.73,0.1654,1,115.9957,1271.3208,0.0353,-999.25,3605.4641
1271.45,81.59,0.17,0.17,0.12,81.59,78.066,3246.647,25.46,38,1794.9589,8.2831,17.9426,-999.25,3984.6409,18.3877,0.1535,2120.5383,7.18,2.42,1,15.69,0.1464,1,115.9997,1271.4731,0.0353,-999.25,3736.7085
1271.6024,78.95,0.14,0.14,0.1067,78.95,78.0627,3245.1921,25.08,38,1795.174,8.2831,17.9426,-999.25,3985.1692,18.3879,0.1362,2115.9409,7.66,2.44,1,15.68,0.1291,1,116.0038,1271.6256,0.0328,-999.25,3861.6599
1271.7548,78.27,0.13,0.13,0.1031,78.27,78.0593,3243.3376,24.89,38,1795.3889,8.2831,17.9426,-999.25,3985.6985,18.3882,0.1318,2110.3318,7.9,2.4453,1,15.66,0.1246,1,116.0079,1271.778,0.0315,-999.25,3895.2095
1271.9072,75.85,0.1,0.1,0.0903,75.85,78.0559,3241.3071,24.23,38,1795.6039,8.2831,17.9426,-999.25,3986.2317,18.3884,0.1159,2104.2708,8.86,2.4646,1,15.56,0.1085,1,116.012,1271.9304,0.0272,-999.25,4019.4866
1272.0596,75.14,0.1,0.1,0.0864,75.14,78.0526,3238.8811,24.23,38,1795.8188,8.2831,17.9426,-999.25,3986.7666,18.3887,0.1111,2097.208,9.41,2.4704,1,15.41,0.1038,1,116.016,1272.0828,0.0272,-999.25,4057.4668
1272.212,74.76,0.09,0.09,0.0843,74.76,78.0492,3236.8545,24.36,38,1796.0339,8.2831,17.9426,-999.25,3987.302,18.389,0.1084,2091.1523,9.81,2.4735,1,15.31,0.1012,1,116.0201,1272.2352,0.028,-999.25,4078.0906
1272.3644,74.79,0.11,0.11,0.0845,74.79,78.0459,3235.3423,24.33,38,1796.2489,8.2831,17.9426,-999.25,3987.8374,18.3892,0.1086,2086.3953,9.87,2.4732,1,15.31,0.1014,1,116.0242,1272.3876,0.0278,-999.25,4076.4546
1272.5168,75.11,0.21,0.21,0.0863,75.11,78.0425,3234.7473,24.16,38,1796.4639,8.2831,17.9426,-999.25,3988.3721,18.3895,0.1109,2083.957,10.02,2.4706,1,15.32,0.1036,1,116.0283,1272.54,0.0267,-999.25,4059.0874
1272.6692,75.85,0.27,0.27,0.0903,75.85,78.0391,3235.6123,24.03,38,1796.679,8.2831,17.9426,-999.25,3988.9055,18.3898,0.116,2085.209,9.97,2.4646,1,15.28,0.1085,1,116.0323,1272.6924,0.0258,-999.25,4019.4866
1272.8216,76.97,0.26,0.26,0.0963,76.97,78.0358,3237.2563,23.93,38,1796.8939,8.2831,17.9426,-999.25,3989.437,18.39,0.1235,2088.4341,9.86,2.4555,1,15.16,0.116,1,116.0364,1272.8448,0.0252,-999.25,3960.9983
1272.974,77.55,0.25,0.25,0.0994,77.55,78.0324,3239.1914,23.94,38,1797.1089,8.2831,17.9426,-999.25,3989.9675,18.3902,0.1274,2092.396,9.82,2.4509,1,15.11,0.1199,1,116.0405,1272.9972,0.0252,-999.25,3931.3738
1273.1264,79.88,0.2,0.2,0.1114,79.88,78.0291,3241.1653,24.17,38,1797.3239,8.2831,17.9426,-999.25,3990.4941,18.3905,0.1428,2096.4626,9.63,2.4329,1,14.95,0.1352,1,116.0446,1273.1497,0.0268,-999.25,3816.7007
1273.2788,81.1,0.18,0.18,0.1175,81.1,78.0257,3243.1616,24.81,38,1797.5389,8.2831,17.9426,-999.25,3991.0188,18.3907,0.1506,2100.5891,9.51,2.4237,1,14.92,0.1432,1,116.0486,1273.302,0.031,-999.25,3759.2854
1273.4312,81.86,0.12,0.12,0.1213,81.86,78.0223,3245.3191,25.56,38,1797.7539,8.2831,17.9426,-999.25,3991.542,18.3909,0.1552,2105.1257,9.35,2.418,1,14.96,0.1481,1,116.0527,1273.4543,0.036,-999.25,3724.3838
1273.5836,81.87,0.09,0.09,0.1214,81.87,78.019,3247.6516,25.62,38,1797.9689,8.2831,17.9426,-999.25,3992.0654,18.3911,0.1553,2110.1052,9.26,2.4179,1,15.02,0.1482,1,116.0568,1273.6068,0.0364,-999.25,3723.9287
1273.736,81.85,0,0,0.1213,81.85,78.0156,3249.8594,25.66,38,1798.184,8.2831,17.9426,-999.25,3992.5889,18.3913,0.1551,2114.7695,8.87,2.4181,1,15.28,0.148,1,116.0609,1273.7592,0.0367,-999.25,3724.8386
1273.8884,81.87,-0.06,-0.06,0.1214,81.87,78.0122,3251.4421,25.23,38,1798.3989,8.2831,17.9426,-999.25,3993.1123,18.3915,0.1555,2117.855,8.6,2.4179,1,15.41,0.1482,1,116.0649,1273.9116,0.0338,-999.25,3723.9287
1274.0408,82.38,-0.14,-0.14,0.1239,82.38,78.0089,3252.1995,24.84,38,1798.6139,8.2831,17.9426,-999.25,3993.6348,18.3917,0.1589,2118.8542,8.33,2.4142,1,15.49,0.1515,1,116.069,1274.064,0.0312,-999.25,3700.8745
1274.1932,82.98,-0.15,-0.15,0.1268,82.98,78.0055,3252.3816,24.75,38,1798.8289,8.2831,17.9426,-999.25,3994.1562,18.3919,0.1625,2118.4001,8.24,2.4098,1,15.5,0.1553,1,116.0731,1274.2164,0.0306,-999.25,3674.1147
1274.3456,85.69,-0.15,-0.15,0.1397,85.69,78.0022,3252.2324,24.54,38,1799.0439,8.2831,17.9426,-999.25,3994.6736,18.3921,0.1759,2117.115,7.85,2.3905,1,15.52,0.1726,1,116.0772,1274.3688,0.0292,-999.25,3557.9187
1274.498,87.93,-0.05,-0.05,0.1499,87.93,77.9988,3251.7754,24.84,38,1799.2589,8.2831,17.9426,-999.25,3995.188,18.3923,0.1863,2115.0564,7.58,2.3752,1,15.53,0.1867,1,116.0812,1274.5212,0.0312,-999.25,3467.2812
1274.6504,89.53,0.09,0.09,0.157,89.53,77.9955,3251.3545,25.29,38,1799.4739,8.2831,17.9426,-999.25,3995.6997,18.3924,0.1934,2113.0916,7.26,2.3645,1,15.57,0.1966,1,116.0853,1274.6736,0.0342,-999.25,3405.3171
1274.8028,89.53,0.14,0.14,0.157,89.53,77.9921,3251.0266,25.46,38,1799.6888,8.2831,17.9426,-999.25,3996.2114,18.3926,0.1932,2111.3625,7.13,2.3645,1,15.61,0.1966,1,116.0894,1274.826,0.0353,-999.25,3405.3171
1274.9552,89.47,0.31,0.31,0.1567,89.47,77.9887,3250.8806,26.23,38,1799.9039,8.2831,17.9426,-999.25,3996.7234,18.3928,0.1924,2110.0923,6.61,2.3649,1,15.8,0.1962,1,116.0935,1274.9784,0.0405,-999.25,3407.6008
1275.1076,89.87,0.31,0.31,0.1585,89.87,77.9854,3251.0242,26.97,38,1800.1189,8.2831,17.9426,-999.25,3997.2346,18.3929,0.1938,2109.5564,6.38,2.3622,1,15.91,0.1987,1,116.0976,1275.1309,0.0455,13.327,3392.4341
1275.26,91.72,0.26,0.26,0.1665,91.72,77.982,3251.4111,27.94,38,1800.3339,8.2831,17.9426,-999.25,3997.7434,18.3931,0.1992,2109.6394,6.26,2.3502,1,16,0.2101,1,116.1016,1275.2832,0.0522,-999.25,3324.0083
1275.4124,92.76,0.31,0.31,0.1709,92.76,77.9787,3252.0215,28.15,38,1800.549,8.2831,17.9426,-999.25,3998.2505,18.3932,0.2023,2110.2896,6.24,2.3436,1,16.02,0.2165,1,116.1057,1275.4355,0.0537,-999.25,3286.7405
1275.5648,96.23,0.58,0.58,0.1852,96.23,77.9753,3252.76,28.64,38,1800.7639,8.2831,17.9426,-999.25,3998.7532,18.3933,0.2129,2111.2715,6.17,2.3222,1,16.12,0.2375,1,116.1098,1275.588,0.0571,-999.25,3168.2224
1275.7172,96.15,0.81,0.81,0.1849,96.15,77.972,3253.8882,28.03,38,1800.9789,8.2831,17.9426,-999.25,3999.2561,18.3934,0.2136,2113.239,6.14,2.3227,1,16.17,0.237,1,116.1139,1275.7404,0.0528,-999.25,3170.8584
1275.8696,94.5,0.98,0.98,0.1781,94.5,77.9686,3255.2046,27.21,38,1801.1938,8.2831,17.9426,-999.25,3999.761,18.3935,0.2096,2115.6804,6.11,2.3328,1,16.22,0.2271,1,116.1179,1275.8928,0.0472,-999.25,3226.2227
1276.022,93.8,0.98,0.98,0.1753,93.8,77.9652,3256.717,27.16,38,1801.4089,8.2831,17.9426,-999.25,4000.2668,18.3937,0.2074,2118.6157,6.11,2.3371,1,16.24,0.2228,1,116.122,1276.0452,0.0468,-999.25,3250.2991
1276.1744,91.37,0.94,0.94,0.165,91.37,77.9619,3258.1101,27.24,38,1801.6239,8.2831,17.9426,-999.25,4000.7759,18.3938,0.1991,2121.2446,6.09,2.3525,1,16.32,0.208,1,116.1261,1276.1976,0.0474,-999.25,3336.7412
1276.3268,90.77,0.71,0.71,0.1624,90.77,77.9585,3259.7329,27.96,38,1801.8389,8.2831,17.9426,-999.25,4001.2859,18.394,0.1958,2124.4539,6.03,2.3564,1,16.33,0.2043,1,116.1302,1276.35,0.0524,-999.25,3358.7976
