DEPTH,CALI,DPHI,DST,DT,DT_NCT,FP,GR,HP,LLD,LLS,MSFL,MW,NPHI,OB,OBG,PHIE,PHIT,PPP,RES_DEEP,RHOB_combined,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1100,-999.25,-999.25,-999.25,-999.25,81.4354,-999.25,-999.25,1564.95,-999.25,-999.25,-999.25,15.5,-999.25,3604.9519,19.2284,-999.25,-999.25,-999.25,-999.25,2.6694,-999.25,-999.25,-999.25,140.0999,1100.0232,-999.25,-999.25,-999.25
1100.1524,-999.25,-999.25,-999.25,-999.25,81.4319,-999.25,-999.25,1565.1649,-999.25,-999.25,-999.25,15.5,-999.25,3605.5298,19.2288,-999.25,-999.25,-999.25,-999.25,2.6694,-999.25,-999.25,-999.25,140.1052,1100.1757,-999.25,-999.25,-999.25
1100.3048,-999.25,-999.25,-999.25,-999.25,81.4283,-999.25,-999.25,1565.3799,-999.25,-999.25,-999.25,15.5,-999.25,3606.1074,19.2292,-999.25,-999.25,-999.25,-999.25,2.6694,-999.25,-999.25,-999.25,140.1104,1100.328,-999.25,-999.25,-999.25
1100.4572,-999.25,-999.25,-999.25,-999.25,81.4248,-999.25,-999.25,1565.5948,-999.25,-999.25,-999.25,15.5,-999.25,3606.6853,19.2297,-999.25,-999.25,-999.25,-999.25,2.6695,-999.25,-999.25,-999.25,140.1157,1100.4803,-999.25,-999.25,-999.25
1100.6096,-999.25,-999.25,-999.25,-999.25,81.4213,-999.25,-999.25,1565.8099,-999.25,-999.25,-999.25,15.5,-999.25,3607.2632,19.2301,-999.25,-999.25,-999.25,-999.25,2.6695,-999.25,-999.25,-999.25,140.121,1100.6328,-999.25,-999.25,-999.25
1100.762,-999.25,-999.25,-999.25,-999.25,81.4178,-999.25,-999.25,1566.0249,-999.25,-999.25,-999.25,15.5,-999.25,3607.8411,19.2305,-999.25,-999.25,-999.25,-999.25,2.6695,-999.25,-999.25,-999.25,140.1263,1100.7852,-999.25,-999.25,-999.25
1100.9144,-999.25,-999.25,-999.25,-999.25,81.4142,-999.25,-999.25,1566.2399,-999.25,-999.25,-999.25,15.5,-999.25,3608.4187,19.2309,-999.25,-999.25,-999.25,-999.25,2.6695,-999.25,-999.25,-999.25,140.1315,1100.9376,-999.25,-999.25,-999.25
1101.0668,-999.25,-999.25,-999.25,-999.25,81.4107,-999.25,-999.25,1566.455,-999.25,-999.25,-999.25,15.5,-999.25,3608.9966,19.2313,-999.25,-999.25,-999.25,-999.25,2.6695,-999.25,-999.25,-999.25,140.1368,1101.09,-999.25,-999.25,-999.25
1101.2192,-999.25,-999.25,-999.25,-999.25,81.4072,-999.25,-999.25,1566.6699,-999.25,-999.25,-999.25,15.5,-999.25,3609.5745,19.2317,-999.25,-999.25,-999.25,-999.25,2.6695,-999.25,-999.25,-999.25,140.1421,1101.2424,-999.25,-999.25,-999.25
1101.3716,-999.25,-999.25,-999.25,-999.25,81.4036,-999.25,-999.25,1566.8849,-999.25,-999.25,-999.25,15.5,-999.25,3610.1521,19.2322,-999.25,-999.25,-999.25,-999.25,2.6695,-999.25,-999.25,-999.25,140.1474,1101.3948,-999.25,-999.25,-999.25
1101.524,-999.25,-999.25,-999.25,-999.25,81.4001,-999.25,-999.25,1567.0999,-999.25,-999.25,-999.25,15.5,-999.25,3610.73,19.2326,-999.25,-999.25,-999.25,-999.25,2.6695,-999.25,-999.25,-999.25,140.1527,1101.5472,-999.25,-999.25,-999.25
1101.6764,-999.25,-999.25,-999.25,-999.25,81.3966,-999.25,-999.25,1567.3149,-999.25,-999.25,-999.25,15.5,-999.25,3611.3079,19.233,-999.25,-999.25,-999.25,-999.25,2.6696,-999.25,-999.25,-999.25,140.1579,1101.6996,-999.25,-999.25,-999.25
1101.8288,-999.25,-999.25,-999.25,-999.25,81.3931,-999.25,-999.25,1567.5299,-999.25,-999.25,-999.25,15.5,-999.25,3611.8857,19.2334,-999.25,-999.25,-999.25,-999.25,2.6696,-999.25,-999.25,-999.25,140.1632,1101.8521,-999.25,-999.25,-999.25
1101.9812,-999.25,-999.25,-999.25,-999.25,81.3895,-999.25,-999.25,1567.7449,-999.25,-999.25,-999.25,15.5,-999.25,3612.4634,19.2338,-999.25,-999.25,-999.25,-999.25,2.6696,-999.25,-999.25,-999.25,140.1685,1102.0044,-999.25,-999.25,-999.25
1102.1336,-999.25,-999.25,-999.25,-999.25,81.386,-999.25,-999.25,1567.96,-999.25,-999.25,-999.25,15.5,-999.25,3613.0415,19.2342,-999.25,-999.25,-999.25,-999.25,2.6696,-999.25,-999.25,-999.25,140.1738,1102.1569,-999.25,-999.25,-999.25
1102.286,-999.25,-999.25,-999.25,-999.25,81.3825,-999.25,-999.25,1568.1749,-999.25,-999.25,-999.25,15.5,-999.25,3613.6191,19.2347,-999.25,-999.25,-999.25,-999.25,2.6696,-999.25,-999.25,-999.25,140.1791,1102.3092,-999.25,-999.25,-999.25
1102.4384,-999.25,-999.25,-999.25,-999.25,81.379,-999.25,-999.25,1568.3899,-999.25,-999.25,-999.25,15.5,-999.25,3614.197,19.2351,-999.25,-999.25,-999.25,-999.25,2.6696,-999.25,-999.25,-999.25,140.1843,1102.4615,-999.25,-999.25,-999.25
1102.5908,-999.25,-999.25,-999.25,-999.25,81.3754,-999.25,-999.25,1568.6049,-999.25,-999.25,-999.25,15.5,-999.25,3614.7749,19.2355,-999.25,-999.25,-999.25,-999.25,2.6696,-999.25,-999.25,-999.25,140.1896,1102.614,-999.25,-999.25,-999.25
1102.7432,-999.25,-999.25,-999.25,-999.25,81.3719,-999.25,-999.25,1568.8199,-999.25,-999.25,-999.25,15.5,-999.25,3615.3528,19.2359,-999.25,-999.25,-999.25,-999.25,2.6696,-999.25,-999.25,-999.25,140.1949,1102.7664,-999.25,-999.25,-999.25
1102.8956,-999.25,-999.25,-999.25,-999.25,81.3684,-999.25,-999.25,1569.0349,-999.25,-999.25,-999.25,15.5,-999.25,3615.9304,19.2363,-999.25,-999.25,-999.25,-999.25,2.6696,-999.25,-999.25,-999.25,140.2002,1102.9188,-999.25,-999.25,-999.25
1103.048,-999.25,-999.25,-999.25,-999.25,81.3648,-999.25,-999.25,1569.2499,-999.25,-999.25,-999.25,15.5,-999.25,3616.5083,19.2367,-999.25,-999.25,-999.25,-999.25,2.6697,-999.25,-999.25,-999.25,140.2054,1103.0712,-999.25,-999.25,-999.25
1103.2004,-999.25,-999.25,-999.25,-999.25,81.3613,-999.25,-999.25,1569.4648,-999.25,-999.25,-999.25,15.5,-999.25,3617.0862,19.2372,-999.25,-999.25,-999.25,-999.25,2.6697,-999.25,-999.25,-999.25,140.2107,1103.2236,-999.25,-999.25,-999.25
1103.3528,-999.25,-999.25,-999.25,-999.25,81.3578,-999.25,-999.25,1569.6799,-999.25,-999.25,-999.25,15.5,-999.25,3617.6641,19.2376,-999.25,-999.25,-999.25,-999.25,2.6697,-999.25,-999.25,-999.25,140.216,1103.376,-999.25,-999.25,-999.25
1103.5052,-999.25,-999.25,-999.25,-999.25,81.3543,-999.25,-999.25,1569.8949,-999.25,-999.25,-999.25,15.5,-999.25,3618.2419,19.238,-999.25,-999.25,-999.25,-999.25,2.6697,-999.25,-999.25,-999.25,140.2213,1103.5284,-999.25,-999.25,-999.25
1103.6576,-999.25,-999.25,-999.25,-999.25,81.3508,-999.25,-999.25,1570.1099,-999.25,-999.25,-999.25,15.5,-999.25,3618.8198,19.2384,-999.25,-999.25,-999.25,-999.25,2.6697,-999.25,-999.25,-999.25,140.2266,1103.6808,-999.25,-999.25,-999.25
1103.81,-999.25,-999.25,-999.25,-999.25,81.3472,-999.25,-999.25,1570.325,-999.25,-999.25,-999.25,15.5,-999.25,3619.3977,19.2388,-999.25,-999.25,-999.25,-999.25,2.6697,-999.25,-999.25,-999.25,140.2318,1103.8333,-999.25,-999.25,-999.25
1103.9624,-999.25,-999.25,-999.25,-999.25,81.3437,-999.25,-999.25,1570.5399,-999.25,-999.25,-999.25,15.5,-999.25,3619.9756,19.2392,-999.25,-999.25,-999.25,-999.25,2.6697,-999.25,-999.25,-999.25,140.2371,1103.9856,-999.25,-999.25,-999.25
1104.1148,-999.25,-999.25,-999.25,-999.25,81.3402,-999.25,-999.25,1570.7549,-999.25,-999.25,-999.25,15.5,-999.25,3620.5535,19.2397,-999.25,-999.25,-999.25,-999.25,2.6697,-999.25,-999.25,-999.25,140.2424,1104.1379,-999.25,-999.25,-999.25
1104.2672,-999.25,-999.25,-999.25,-999.25,81.3366,-999.25,-999.25,1570.9698,-999.25,-999.25,-999.25,15.5,-999.25,3621.1311,19.2401,-999.25,-999.25,-999.25,-999.25,2.6697,-999.25,-999.25,-999.25,140.2477,1104.2904,-999.25,-999.25,-999.25
1104.4196,-999.25,-999.25,-999.25,-999.25,81.3331,-999.25,-999.25,1571.1849,-999.25,-999.25,-999.25,15.5,-999.25,3621.709,19.2405,-999.25,-999.25,-999.25,-999.25,2.6698,-999.25,-999.25,-999.25,140.253,1104.4427,-999.25,-999.25,-999.25
1104.572,-999.25,-999.25,-999.25,-999.25,81.3296,-999.25,-999.25,1571.3999,-999.25,-999.25,-999.25,15.5,-999.25,3622.2871,19.2409,-999.25,-999.25,-999.25,-999.25,2.6698,-999.25,-999.25,-999.25,140.2582,1104.5952,-999.25,-999.25,-999.25
1104.7244,-999.25,-999.25,-999.25,-999.25,81.326,-999.25,-999.25,1571.6149,-999.25,-999.25,-999.25,15.5,-999.25,3622.865,19.2413,-999.25,-999.25,-999.25,-999.25,2.6698,-999.25,-999.25,-999.25,140.2635,1104.7476,-999.25,-999.25,-999.25
1104.8768,-999.25,-999.25,-999.25,-999.25,81.3225,-999.25,-999.25,1571.83,-999.25,-999.25,-999.25,15.5,-999.25,3623.4426,19.2417,-999.25,-999.25,-999.25,-999.25,2.6698,-999.25,-999.25,-999.25,140.2688,1104.9,-999.25,-999.25,-999.25
1105.0292,-999.25,-999.25,-999.25,-999.25,81.319,-999.25,-999.25,1572.0449,-999.25,-999.25,-999.25,15.5,-999.25,3624.0205,19.2421,-999.25,-999.25,-999.25,-999.25,2.6698,-999.25,-999.25,-999.25,140.2741,1105.0524,-999.25,-999.25,-999.25
1105.1816,-999.25,-999.25,-999.25,-999.25,81.3155,-999.25,-999.25,1572.2599,-999.25,-999.25,-999.25,15.5,-999.25,3624.5984,19.2426,-999.25,-999.25,-999.25,-999.25,2.6698,-999.25,-999.25,-999.25,140.2793,1105.2048,-999.25,-999.25,-999.25
1105.334,-999.25,-999.25,-999.25,-999.25,81.3119,-999.25,-999.25,1572.4749,-999.25,-999.25,-999.25,15.5,-999.25,3625.1765,19.243,-999.25,-999.25,-999.25,-999.25,2.6698,-999.25,-999.25,-999.25,140.2846,1105.3572,-999.25,-999.25,-999.25
1105.4864,-999.25,-999.25,-999.25,-999.25,81.3084,-999.25,-999.25,1572.6899,-999.25,-999.25,-999.25,15.5,-999.25,3625.7544,19.2434,-999.25,-999.25,-999.25,-999.25,2.6698,-999.25,-999.25,-999.25,140.2899,1105.5096,-999.25,-999.25,-999.25
1105.6388,-999.25,-999.25,-999.25,-999.25,81.3049,-999.25,-999.25,1572.9049,-999.25,-999.25,-999.25,15.5,-999.25,3626.332,19.2438,-999.25,-999.25,-999.25,-999.25,2.6698,-999.25,-999.25,-999.25,140.2952,1105.662,-999.25,-999.25,-999.25
1105.7912,-999.25,-999.25,-999.25,-999.25,81.3014,-999.25,-999.25,1573.1199,-999.25,-999.25,-999.25,15.5,-999.25,3626.9099,19.2442,-999.25,-999.25,-999.25,-999.25,2.6699,-999.25,-999.25,-999.25,140.3005,1105.8145,-999.25,-999.25,-999.25
1105.9436,-999.25,-999.25,-999.25,-999.25,81.2979,-999.25,-999.25,1573.335,-999.25,-999.25,-999.25,15.5,-999.25,3627.4878,19.2446,-999.25,-999.25,-999.25,-999.25,2.6699,-999.25,-999.25,-999.25,140.3057,1105.9668,-999.25,-999.25,-999.25
1106.096,-999.25,-999.25,-999.25,-999.25,81.2943,-999.25,-999.25,1573.5499,-999.25,-999.25,-999.25,15.5,-999.25,3628.0659,19.245,-999.25,-999.25,-999.25,-999.25,2.6699,-999.25,-999.25,-999.25,140.311,1106.1191,-999.25,-999.25,-999.25
1106.2484,-999.25,-999.25,-999.25,-999.25,81.2908,-999.25,-999.25,1573.7649,-999.25,-999.25,-999.25,15.5,-999.25,3628.6438,19.2455,-999.25,-999.25,-999.25,-999.25,2.6699,-999.25,-999.25,-999.25,140.3163,1106.2716,-999.25,-999.25,-999.25
1106.4008,-999.25,-999.25,-999.25,-999.25,81.2873,-999.25,-999.25,1573.9799,-999.25,-999.25,-999.25,15.5,-999.25,3629.2217,19.2459,-999.25,-999.25,-999.25,-999.25,2.6699,-999.25,-999.25,-999.25,140.3216,1106.424,-999.25,-999.25,-999.25
1106.5532,-999.25,-999.25,-999.25,-999.25,81.2838,-999.25,-999.25,1574.1949,-999.25,-999.25,-999.25,15.5,-999.25,3629.7996,19.2463,-999.25,-999.25,-999.25,-999.25,2.6699,-999.25,-999.25,-999.25,140.3269,1106.5764,-999.25,-999.25,-999.25
1106.7056,-999.25,-999.25,-999.25,-999.25,81.2802,-999.25,-999.25,1574.4099,-999.25,-999.25,-999.25,15.5,-999.25,3630.3774,19.2467,-999.25,-999.25,-999.25,-999.25,2.6699,-999.25,-999.25,-999.25,140.3321,1106.7288,-999.25,-999.25,-999.25
1106.858,-999.25,-999.25,-999.25,-999.25,81.2767,-999.25,-999.25,1574.6249,-999.25,-999.25,-999.25,15.5,-999.25,3630.9553,19.2471,-999.25,-999.25,-999.25,-999.25,2.6699,-999.25,-999.25,-999.25,140.3374,1106.8812,-999.25,-999.25,-999.25
1107.0104,-999.25,-999.25,-999.25,-999.25,81.2732,-999.25,-999.25,1574.8398,-999.25,-999.25,-999.25,15.5,-999.25,3631.5332,19.2475,-999.25,-999.25,-999.25,-999.25,2.6699,-999.25,-999.25,-999.25,140.3427,1107.0336,-999.25,-999.25,-999.25
1107.1628,-999.25,-999.25,-999.25,-999.25,81.2697,-999.25,-999.25,1575.0549,-999.25,-999.25,-999.25,15.5,-999.25,3632.1111,19.2479,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,140.348,1107.186,-999.25,-999.25,-999.25
1107.3152,-999.25,-999.25,-999.25,-999.25,81.2661,-999.25,-999.25,1575.2699,-999.25,-999.25,-999.25,15.5,-999.25,3632.6892,19.2484,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,140.3532,1107.3384,-999.25,-999.25,-999.25
1107.4676,-999.25,-999.25,-999.25,-999.25,81.2626,-999.25,-999.25,1575.4849,-999.25,-999.25,-999.25,15.5,-999.25,3633.2671,19.2488,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,140.3585,1107.4908,-999.25,-999.25,-999.25
1107.62,-999.25,-999.25,-999.25,-999.25,81.2591,-999.25,-999.25,1575.7,-999.25,-999.25,-999.25,15.5,-999.25,3633.845,19.2492,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,140.3638,1107.6432,-999.25,-999.25,-999.25
1107.7724,-999.25,-999.25,-999.25,-999.25,81.2556,-999.25,-999.25,1575.9149,-999.25,-999.25,-999.25,15.5,-999.25,3634.4229,19.2496,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,140.3691,1107.7957,-999.25,-999.25,-999.25
1107.9248,-999.25,-999.25,-999.25,-999.25,81.2521,-999.25,-999.25,1576.1299,-999.25,-999.25,-999.25,15.5,-999.25,3635.0007,19.25,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,140.3744,1107.948,-999.25,-999.25,-999.25
1108.0772,-999.25,-999.25,-999.25,-999.25,81.2485,-999.25,-999.25,1576.3448,-999.25,-999.25,-999.25,15.5,-999.25,3635.5786,19.2504,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,140.3796,1108.1003,-999.25,-999.25,-999.25
1108.2296,-999.25,-999.25,-999.25,-999.25,81.245,-999.25,-999.25,1576.5599,-999.25,-999.25,-999.25,15.5,-999.25,3636.1565,19.2508,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,140.3849,1108.2528,-999.25,-999.25,-999.25
1108.382,-999.25,-999.25,-999.25,-999.25,81.2415,-999.25,-999.25,1576.7749,-999.25,-999.25,-999.25,15.5,-999.25,3636.7346,19.2512,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,140.3902,1108.4052,-999.25,-999.25,-999.25
1108.5344,-999.25,-999.25,-999.25,-999.25,81.238,-999.25,-999.25,1576.9899,-999.25,-999.25,-999.25,15.5,-999.25,3637.3125,19.2517,-999.25,-999.25,-999.25,-999.25,2.6701,-999.25,-999.25,-999.25,140.3955,1108.5576,-999.25,-999.25,-999.25
1108.6868,-999.25,-999.25,-999.25,-999.25,81.2344,-999.25,-999.25,1577.205,-999.25,-999.25,-999.25,15.5,-999.25,3637.8904,19.2521,-999.25,-999.25,-999.25,-999.25,2.6701,-999.25,-999.25,-999.25,140.4007,1108.71,-999.25,-999.25,-999.25
1108.8392,-999.25,-999.25,-999.25,-999.25,81.2309,-999.25,-999.25,1577.4199,-999.25,-999.25,-999.25,15.5,-999.25,3638.4683,19.2525,-999.25,-999.25,-999.25,-999.25,2.6701,-999.25,-999.25,-999.25,140.406,1108.8624,-999.25,-999.25,-999.25
1108.9916,-999.25,-999.25,-999.25,-999.25,81.2274,-999.25,-999.25,1577.6349,-999.25,-999.25,-999.25,15.5,-999.25,3639.0464,19.2529,-999.25,-999.25,-999.25,-999.25,2.6701,-999.25,-999.25,-999.25,140.4113,1109.0148,-999.25,-999.25,-999.25
1109.144,-999.25,-999.25,-999.25,-999.25,81.2239,-999.25,-999.25,1577.8499,-999.25,-999.25,-999.25,15.5,-999.25,3639.6243,19.2533,-999.25,-999.25,-999.25,-999.25,2.6701,-999.25,-999.25,-999.25,140.4166,1109.1672,-999.25,-999.25,-999.25
1109.2964,-999.25,-999.25,-999.25,-999.25,81.2203,-999.25,-999.25,1578.0649,-999.25,-999.25,-999.25,15.5,-999.25,3640.2021,19.2537,-999.25,-999.25,-999.25,-999.25,2.6701,-999.25,-999.25,-999.25,140.4219,1109.3196,-999.25,-999.25,-999.25
1109.4488,-999.25,-999.25,-999.25,-999.25,81.2168,-999.25,-999.25,1578.2799,-999.25,-999.25,-999.25,15.5,-999.25,3640.78,19.2541,-999.25,-999.25,-999.25,-999.25,2.6701,-999.25,-999.25,-999.25,140.4271,1109.472,-999.25,-999.25,-999.25
1109.6012,-999.25,-999.25,-999.25,-999.25,81.2133,-999.25,-999.25,1578.4949,-999.25,-999.25,-999.25,15.5,-999.25,3641.3579,19.2545,-999.25,-999.25,-999.25,-999.25,2.6701,-999.25,-999.25,-999.25,140.4324,1109.6244,-999.25,-999.25,-999.25
1109.7536,-999.25,-999.25,-999.25,-999.25,81.2098,-999.25,-999.25,1578.71,-999.25,-999.25,-999.25,15.5,-999.25,3641.936,19.2549,-999.25,-999.25,-999.25,-999.25,2.6701,-999.25,-999.25,-999.25,140.4377,1109.7769,-999.25,-999.25,-999.25
1109.906,-999.25,-999.25,-999.25,-999.25,81.2063,-999.25,-999.25,1578.9249,-999.25,-999.25,-999.25,15.5,-999.25,3642.5139,19.2554,-999.25,-999.25,-999.25,-999.25,2.6701,-999.25,-999.25,-999.25,140.443,1109.9292,-999.25,-999.25,-999.25
1110.0584,-999.25,-999.25,-999.25,-999.25,81.2028,-999.25,-999.25,1579.1399,-999.25,-999.25,-999.25,15.5,-999.25,3643.0918,19.2558,-999.25,-999.25,-999.25,-999.25,2.6702,-999.25,-999.25,-999.25,140.4483,1110.0815,-999.25,-999.25,-999.25
1110.2108,-999.25,-999.25,-999.25,-999.25,81.1992,-999.25,-999.25,1579.3549,-999.25,-999.25,-999.25,15.5,-999.25,3643.6699,19.2562,-999.25,-999.25,-999.25,-999.25,2.6702,-999.25,-999.25,-999.25,140.4535,1110.234,-999.25,-999.25,-999.25
1110.3632,-999.25,-999.25,-999.25,-999.25,81.1957,-999.25,-999.25,1579.5699,-999.25,-999.25,-999.25,15.5,-999.25,3644.2478,19.2566,-999.25,-999.25,-999.25,-999.25,2.6702,-999.25,-999.25,-999.25,140.4588,1110.3864,-999.25,-999.25,-999.25
1110.5156,-999.25,-999.25,-999.25,-999.25,81.1922,-999.25,-999.25,1579.7849,-999.25,-999.25,-999.25,15.5,-999.25,3644.8257,19.257,-999.25,-999.25,-999.25,-999.25,2.6702,-999.25,-999.25,-999.25,140.4641,1110.5388,-999.25,-999.25,-999.25
1110.668,-999.25,-999.25,-999.25,-999.25,81.1887,-999.25,-999.25,1579.9999,-999.25,-999.25,-999.25,15.5,-999.25,3645.4038,19.2574,-999.25,-999.25,-999.25,-999.25,2.6702,-999.25,-999.25,-999.25,140.4694,1110.6912,-999.25,-999.25,-999.25
1110.8204,-999.25,-999.25,-999.25,-999.25,81.1852,-999.25,-999.25,1580.2148,-999.25,-999.25,-999.25,15.5,-999.25,3645.9817,19.2578,-999.25,-999.25,-999.25,-999.25,2.6702,-999.25,-999.25,-999.25,140.4746,1110.8436,-999.25,-999.25,-999.25
1110.9728,-999.25,-999.25,-999.25,-999.25,81.1816,-999.25,-999.25,1580.4299,-999.25,-999.25,-999.25,15.5,-999.25,3646.5598,19.2582,-999.25,-999.25,-999.25,-999.25,2.6702,-999.25,-999.25,-999.25,140.4799,1110.996,-999.25,-999.25,-999.25
1111.1252,-999.25,-999.25,-999.25,-999.25,81.1781,-999.25,-999.25,1580.6449,-999.25,-999.25,-999.25,15.5,-999.25,3647.1377,19.2586,-999.25,-999.25,-999.25,-999.25,2.6702,-999.25,-999.25,-999.25,140.4852,1111.1484,-999.25,-999.25,-999.25
1111.2776,-999.25,-999.25,-999.25,-999.25,81.1746,-999.25,-999.25,1580.8599,-999.25,-999.25,-999.25,15.5,-999.25,3647.7156,19.2591,-999.25,-999.25,-999.25,-999.25,2.6702,-999.25,-999.25,-999.25,140.4905,1111.3008,-999.25,-999.25,-999.25
1111.43,-999.25,-999.25,-999.25,-999.25,81.1711,-999.25,-999.25,1581.075,-999.25,-999.25,-999.25,15.5,-999.25,3648.2937,19.2595,-999.25,-999.25,-999.25,-999.25,2.6703,-999.25,-999.25,-999.25,140.4958,1111.4532,-999.25,-999.25,-999.25
1111.5824,-999.25,-999.25,-999.25,-999.25,81.1676,-999.25,-999.25,1581.2899,-999.25,-999.25,-999.25,15.5,-999.25,3648.8716,19.2599,-999.25,-999.25,-999.25,-999.25,2.6703,-999.25,-999.25,-999.25,140.501,1111.6056,-999.25,-999.25,-999.25
1111.7348,-999.25,-999.25,-999.25,-999.25,81.1641,-999.25,-999.25,1581.5049,-999.25,-999.25,-999.25,15.5,-999.25,3649.4497,19.2603,-999.25,-999.25,-999.25,-999.25,2.6703,-999.25,-999.25,-999.25,140.5063,1111.7581,-999.25,-999.25,-999.25
1111.8872,-999.25,-999.25,-999.25,-999.25,81.1605,-999.25,-999.25,1581.7198,-999.25,-999.25,-999.25,15.5,-999.25,3650.0276,19.2607,-999.25,-999.25,-999.25,-999.25,2.6703,-999.25,-999.25,-999.25,140.5116,1111.9104,-999.25,-999.25,-999.25
1112.0396,-999.25,-999.25,-999.25,-999.25,81.157,-999.25,-999.25,1581.9349,-999.25,-999.25,-999.25,15.5,-999.25,3650.6057,19.2611,-999.25,-999.25,-999.25,-999.25,2.6703,-999.25,-999.25,-999.25,140.5169,1112.0627,-999.25,-999.25,-999.25
1112.192,-999.25,-999.25,-999.25,-999.25,81.1535,-999.25,-999.25,1582.1499,-999.25,-999.25,-999.25,15.5,-999.25,3651.1836,19.2615,-999.25,-999.25,-999.25,-999.25,2.6703,-999.25,-999.25,-999.25,140.5222,1112.2152,-999.25,-999.25,-999.25
1112.3444,-999.25,-999.25,-999.25,-999.25,81.15,-999.25,-999.25,1582.3649,-999.25,-999.25,-999.25,15.5,-999.25,3651.7615,19.2619,-999.25,-999.25,-999.25,-999.25,2.6703,-999.25,-999.25,-999.25,140.5274,1112.3676,-999.25,-999.25,-999.25
1112.4968,-999.25,-999.25,-999.25,-999.25,81.1465,-999.25,-999.25,1582.58,-999.25,-999.25,-999.25,15.5,-999.25,3652.3396,19.2623,-999.25,-999.25,-999.25,-999.25,2.6703,-999.25,-999.25,-999.25,140.5327,1112.52,-999.25,-999.25,-999.25
1112.6492,-999.25,-999.25,-999.25,-999.25,81.1429,-999.25,-999.25,1582.7949,-999.25,-999.25,-999.25,15.5,-999.25,3652.9175,19.2627,-999.25,-999.25,-999.25,-999.25,2.6703,-999.25,-999.25,-999.25,140.538,1112.6724,-999.25,-999.25,-999.25
1112.8016,-999.25,-999.25,-999.25,-999.25,81.1394,-999.25,-999.25,1583.0099,-999.25,-999.25,-999.25,15.5,-999.25,3653.4956,19.2632,-999.25,-999.25,-999.25,-999.25,2.6704,-999.25,-999.25,-999.25,140.5433,1112.8248,-999.25,-999.25,-999.25
1112.954,-999.25,-999.25,-999.25,-999.25,81.1359,-999.25,-999.25,1583.2249,-999.25,-999.25,-999.25,15.5,-999.25,3654.0735,19.2636,-999.25,-999.25,-999.25,-999.25,2.6704,-999.25,-999.25,-999.25,140.5485,1112.9772,-999.25,-999.25,-999.25
1113.1064,-999.25,-999.25,-999.25,-999.25,81.1324,-999.25,-999.25,1583.4399,-999.25,-999.25,-999.25,15.5,-999.25,3654.6516,19.264,-999.25,-999.25,-999.25,-999.25,2.6704,-999.25,-999.25,-999.25,140.5538,1113.1296,-999.25,-999.25,-999.25
1113.2588,-999.25,-999.25,-999.25,-999.25,81.1289,-999.25,-999.25,1583.6549,-999.25,-999.25,-999.25,15.5,-999.25,3655.2295,19.2644,-999.25,-999.25,-999.25,-999.25,2.6704,-999.25,-999.25,-999.25,140.5591,1113.282,-999.25,-999.25,-999.25
1113.4112,-999.25,-999.25,-999.25,-999.25,81.1253,-999.25,-999.25,1583.8699,-999.25,-999.25,-999.25,15.5,-999.25,3655.8076,19.2648,-999.25,-999.25,-999.25,-999.25,2.6704,-999.25,-999.25,-999.25,140.5644,1113.4344,-999.25,-999.25,-999.25
1113.5636,-999.25,-999.25,-999.25,-999.25,81.1218,-999.25,-999.25,1584.085,-999.25,-999.25,-999.25,15.5,-999.25,3656.3855,19.2652,-999.25,-999.25,-999.25,-999.25,2.6704,-999.25,-999.25,-999.25,140.5697,1113.5868,-999.25,-999.25,-999.25
1113.716,-999.25,-999.25,-999.25,-999.25,81.1183,-999.25,-999.25,1584.2999,-999.25,-999.25,-999.25,15.5,-999.25,3656.9636,19.2656,-999.25,-999.25,-999.25,-999.25,2.6704,-999.25,-999.25,-999.25,140.5749,1113.7393,-999.25,-999.25,-999.25
1113.8684,-999.25,-999.25,-999.25,-999.25,81.1148,-999.25,-999.25,1584.5149,-999.25,-999.25,-999.25,15.5,-999.25,3657.5415,19.266,-999.25,-999.25,-999.25,-999.25,2.6704,-999.25,-999.25,-999.25,140.5802,1113.8916,-999.25,-999.25,-999.25
1114.0208,-999.25,-999.25,-999.25,-999.25,81.1113,-999.25,-999.25,1584.7299,-999.25,-999.25,-999.25,15.5,-999.25,3658.1196,19.2664,-999.25,-999.25,-999.25,-999.25,2.6704,-999.25,-999.25,-999.25,140.5855,1114.0439,-999.25,-999.25,-999.25
1114.1732,-999.25,-999.25,-999.25,-999.25,81.1078,-999.25,-999.25,1584.9449,-999.25,-999.25,-999.25,15.5,-999.25,3658.6975,19.2668,-999.25,-999.25,-999.25,-999.25,2.6705,-999.25,-999.25,-999.25,140.5908,1114.1964,-999.25,-999.25,-999.25
